Player_ID,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,FD_Salary,FD_Position,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_DP,PROJ_YH,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_UNADJ_DP,PROJ_UNADJ_YH,PROJ_UNADJ_DD,PROJ_FLOOR_MIN,PROJ_CEIL_MIN,PROJ_FLOOR_FD,PROJ_CEIL_FD,PROJ_FLOOR_DK,PROJ_CEIL_DK,PROJ_FLOOR_DP,PROJ_CEIL_DP,PROJ_FLOOR_YH,PROJ_CEIL_YH,PROJ_FLOOR_DD,PROJ_CEIL_DD,PROJ_HIST_FD_Skew,PROJ_HIST_FD_Kurt,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,ADJ_FD,ADJ_DK,ADJ_DP,ADJ_YH,ADJ_DD,Status
708,PF,Kevin,Garnett,12.1,9,3700,MIN@MIA,MIN,MIA,,,"Garnett, Kevin",3700.0,PF,1.28382021747,0.192403381064,0.0214249757954,1.09538797677,0.511722982357,3.80911002786,0.701535726952,0.534453238153,4.32083301022,1.71849005735,0.00769928633381,4.03373691374,0.666094865013,15.2857142857,4.11077426604,12.2815730529,9.54277815944e-10,12.4749291824,12.9634055766,12.6923293143,12.4787788256,13.0918760381,13.6457903915,13.3340027983,13.0957256812,13.0500716559,11.0,24.0,9.04919753368,19.4405835348,9.3865409677,20.2890575002,9.20475617057,19.8364219256,9.05196783764,19.4466278343,8.84885897682,19.3316808689,0.506856721667,-0.143317175805,4.63680924775,7.47508825663,0.4,0.4,0.35,0.2,0.1,0.35,-0.616946855672,-0.682384814906,-0.641673483929,-0.616946855672,-0.768498602967,-
1889,PG,Andre,Miller,12.3,6,3900,MIN@MIA,MIN,MIA,,,"Miller, Andre",3900.0,PG,1.76427047352,0.086702801683,0.0446599539232,0.651452132365,0.28354155446,0.985060771946,0.407496928926,1.03199838451,1.26860232641,0.994818290613,0.0370797659187,2.02127629039,0.494595681253,9.14285714286,2.5213120284,6.96712249276,1.89259881926e-13,6.64644160707,7.24441111654,6.70987204133,6.66498149003,7.05067811047,7.50399880194,7.10482601253,7.06921799343,7.23692874144,3.0,34.0,1.92367611918,25.6260208398,2.27093784732,27.3645895095,1.95546234951,26.0091802359,1.92975951828,25.6293929147,2.14243885622,26.4820459224,0.223244702123,-2.41211155393,12.9524772405,11.6579157657,0.4,0.5,0.6,0.4,0.4,0.25,-0.404236503404,-0.259587685397,-0.394953971199,-0.404236503404,-0.269806248674,-
2034,SF,Mike,Miller,3.3,8,3500,DEN@NOP,DEN,NOP,,,"Miller, Mike",3500.0,SF,0.200807547074,0.0167653177531,0.318796413267,0.315755816704,0.0259223557424,0.661230186561,0.316073896195,0.159729748368,0.687152542303,0.062616918559,0.0930695161737,0.0574269628871,0.297201493509,3.78571428571,0.515504846801,2.3511988233,1.00585996111e-24,2.1472478977,2.30800515709,2.18160552482,2.19378265579,1.94053395156,2.14621717224,1.96737507106,2.0543205855,2.14852733596,0.0,9.0,0.972237158,4.70980291522,1.007416355,5.13690192363,0.981948555,4.77810726343,0.972237158,4.91380842926,1.0045341125,5.18049402203,1.21225133229,0.664623958954,3.60307408433,4.14901020899,1.0,1.0,0.95,0.0,0.0,0.05,0.206713946145,0.161787984852,0.214230453756,0.139462070291,0.202671487341,-
2207,SG,Joe,Johnson,23.2,10,6300,ATL@BKN,BKN,ATL,,,"Johnson, Joe",6300.0,SG,4.23528118322,0.185455937215,4.5119918334,2.13232916355,1.06419982661,3.77093027464,0.563724368013,1.98617355325,4.83513010125,4.96866256023,1.10075595813,13.5360184505,1.77345757259,37.4285714286,12.8115386512,24.6433458212,0.000242733957813,24.4788036047,26.3097638517,24.766299096,25.0291815838,25.8396882134,27.5340293772,26.1710319151,26.3597064754,25.8734789214,30.0,41.0,19.86169344,26.698568107,21.3240831877,28.7245938053,20.0699550628,27.0420249002,20.3044294861,27.3006970154,19.9626800177,26.9167804982,-0.114165254028,-0.189568545796,5.07827617296,9.60067127283,0.4,0.5,0.4,0.4,0.2,0.25,-1.36088460863,-1.22426552557,-1.40473281913,-1.33052489159,-1.23013310021,-
2210,SF,Richard,Jefferson,12.4,10,3500,CLE@DET,CLE,DET,,,"Jefferson, Richard",3500.0,SF,1.23207011708,0.110431127267,3.53310572817,2.09101282413,0.294473203114,2.41278203991,0.734943380698,1.38156404734,2.70725524303,3.18552901392,1.68632528449,6.99134052381,1.40465492165,28.7857142857,9.46203823397,16.2580200874,2.0472019211e-10,14.8680346698,16.5377603735,15.0038157076,15.7111973121,15.4191851721,16.9673945373,15.5540714461,16.2251532583,16.5891873037,18.0,39.0,9.46976011196,19.9803079266,10.4716302349,22.2869118093,9.55460650441,20.1687307608,10.0061488659,21.1139915359,10.3378569691,21.8704062832,-0.53854130605,-1.04810305585,7.37036106458,5.78231018807,0.4,0.4,0.55,0.4,0.2,0.25,-0.551150502269,-0.429634163808,-0.550255738559,-0.513955946233,-0.331167216259,-
2365,C,Chris,Andersen,2.9,2,3500,MIN@MIA,MIA,MIN,,,"Andersen, Chris",3500.0,C,0.314849838464,0.559637867185,0.129826818745,1.22500749874,0.501805906119,2.00405787356,0.221610994282,0.44735891804,2.50586377968,1.22158727155,0.0886959596733,2.357620474,0.764042121323,9.78571428571,3.29591262409,7.92880061586,4.75060359147e-15,7.8903627223,8.28369754828,8.01567010942,7.93471070214,7.48249579952,7.84622580678,7.61455692858,7.49785967281,7.59587628335,2.0,10.0,2.26353019405,8.05541929791,2.38956883227,8.45653924354,2.28751794809,8.18394364263,2.29905014069,8.10001025113,2.15706397733,8.09827498055,,,5.65685424949,4.10121933088,0.6,0.5,0.45,0.2,0.2,0.2,0.407866922783,0.437471741495,0.40111318084,0.436851029326,0.332924332509,-
2400,PF,Drew,Gooden,13.0,5,3500,MIL@WAS,WAS,MIL,,,"Gooden, Drew",3500.0,PF,1.10485297176,0.524164901772,1.43393299901,1.11587484637,2.15168834903,3.35062741947,0.641103938933,0.913788765862,5.5023157685,2.42037276159,0.455679877342,6.28318813525,0.853172099011,19.3571428571,6.14959749953,16.0083985146,3.55524604033e-09,15.8264047949,16.8055173112,16.1207829896,16.0542447336,15.8075501148,16.6852861572,16.1096289738,16.046007913,15.8480742745,8.0,24.0,6.6945461821,19.5595545423,7.14160744574,20.8181941082,6.80182447875,19.9924419372,6.78528915188,19.8434404116,6.80135582264,19.8549794859,1.60357714355,2.26896023793,7.26636084983,9.73971252142,0.6,0.4,0.35,0.2,0.4,0.45,0.0188546801212,0.120231154011,0.0111540157956,0.00823682055046,0.160324240168,-
2403,PF,Nene,Hilario,16.4,7,4100,MIL@WAS,WAS,MIL,,,Nene,4100.0,PF,1.74073765445,0.388709657594,0.047227840276,2.76559930457,1.23701260599,3.28589983549,0.814758654211,1.56365807993,4.52291244147,3.25326801005,0.00634635356923,6.211095069,1.57884427314,19.2142857143,8.09172664681,16.9667587521,1.09573014189e-07,16.9736066019,17.995987098,17.2109848812,16.9767797787,16.4458972514,17.3397403635,16.6795072533,16.4490704282,16.30155484,12.0,22.0,10.992243251,19.2832419552,11.6680776425,20.454331819,11.1386022687,19.5706608213,10.994225012,19.2868751837,10.944994453,19.311852423,0.535149912336,-1.00566847576,3.73528860363,9.41660134828,0.6,0.5,0.5,0.4,0.4,0.35,0.527709350531,0.656246734474,0.531477627872,0.527709350531,0.665203912056,-
2405,PF,Amar'e,Stoudemire,5.6,1,3900,MIN@MIA,MIA,MIN,GTD,Knee,"Stoudemire, Amar'e",3900.0,PF,0.520239061336,0.510259313555,0.079082609116,2.11269989322,1.42189747248,2.74798168657,0.351930693804,0.901510229695,4.16987915905,3.5033505142,0.0665955618771,5.95822378758,1.53455397354,15.8571428571,8.60785056382,15.1926609653,2.34671158385e-12,15.2149339317,15.9150836833,15.4310307875,15.2482317126,14.5565272237,15.2326658129,14.7676223147,14.5565903446,14.4169761175,5.85714285714,20.8571428571,5.84240385955,19.9011989678,6.1221674589,20.8635121185,5.90590441316,20.2455642976,5.8756728926,19.9345111227,5.7275937788,19.994488322,,,40.0,,0.2,0.2,0.3,0.6,0.5,0.3,0.658406708037,0.682417870396,0.663408472856,0.691641368016,0.775684847732,GTD - Knee
2419,SF,Tayshaun,Prince,8.3,10,3500,MIN@MIA,MIN,MIA,,,"Prince, Tayshaun",3500.0,SF,1.18739315955,0.264397684671,0.57359328961,0.853360177743,0.707696736715,1.89018596663,0.413429352694,0.604755225215,2.59788270334,2.00427456353,0.1964666597,4.60435105281,0.564218760321,22.5714285714,4.76923454709,10.325205559,2.33659674431e-11,10.4186823799,10.9492543938,10.5486434513,10.5169157098,10.7075464785,11.2074014605,10.8443922399,10.8370085901,10.6232548113,14.0,39.0,6.40677910806,18.108163651,6.75069649939,19.0104926861,6.48367202053,18.3538410217,6.45004599746,18.3117493251,6.34057651183,17.981080515,0.740742445716,-0.989881873479,8.34266144585,4.14392460249,0.8,0.7,0.45,0.0,0.0,0.2,-0.288864098574,-0.258147066739,-0.295748788539,-0.320092880355,-0.298049252341,-
