Player_ID,First Name,Last Name,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,FD_Salary,FD_Position,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_DP,PROJ_YH,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_UNADJ_DP,PROJ_UNADJ_YH,PROJ_UNADJ_DD,PROJ_FLOOR_MIN,PROJ_CEIL_MIN,PROJ_FLOOR_FD,PROJ_CEIL_FD,PROJ_FLOOR_DK,PROJ_CEIL_DK,PROJ_FLOOR_DP,PROJ_CEIL_DP,PROJ_FLOOR_YH,PROJ_CEIL_YH,PROJ_FLOOR_DD,PROJ_CEIL_DD,PROJ_HIST_FD_Skew,PROJ_HIST_FD_Kurt,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,ADJ_FD,ADJ_DK,ADJ_DP,ADJ_YH,ADJ_DD,Status
1718,Paul,Pierce,CHA@LAC,LAC,CHA,,,"Pierce, Paul",4100.0,SF,1.12043459164,0.235060268814,3.7199308855,1.32085575151,0.389133288986,3.02802234525,0.333489097427,0.593248191307,3.41715563424,2.11492772067,1.41834109899,5.98670055055,1.10851667008,20.3571428571,6.75671321041,13.9483198323,2.68397270158e-10,13.0818024001,14.2597466526,13.2539520075,13.7909729496,13.1713928721,14.366854106,13.3292718706,13.7867294787,13.9612663739,8.0,25.0,4.31932459076,16.3740628487,4.70944601796,17.8540332449,4.38619301674,16.5917923174,4.6153032851,17.2384788929,4.58657534598,17.4737693898,0.627173041531,-0.46347634672,7.05054801223,8.46874266186,0.2,0.6,0.8,0.6,0.3,0.15,-0.0895904719183,-0.107107453383,-0.0753198631452,0.00424347097082,-0.0129465416272,-
2037,Jamal,Crawford,CHA@LAC,LAC,CHA,,,"Crawford, Jamal",3800.0,SG,2.01945210734,0.168846491802,3.51924185659,2.821058649,0.266198871649,1.47640413717,0.566299337234,1.12034267596,1.74260300881,3.6834066784,1.16734674631,9.43811484815,2.60336345842,22.2857142857,11.1375235615,16.9294110731,5.10014331084e-10,16.6077743152,17.8388162,16.6949714888,17.1914476884,15.5083042364,16.7536670561,15.5844982503,16.0596197563,15.8221002691,18.0,31.0,13.7543638608,22.409708906,14.7695959497,24.0801653373,13.8288702821,22.5233119044,14.2154317785,23.2426800385,14.039009838,22.8073618798,1.51115157278,4.19997827554,5.94918962068,10.4955814588,0.0,0.4,0.4,0.6,0.3,0.45,1.09947007879,1.08514914389,1.1104732385,1.13182793205,1.107310804,-
2200,Pau,Gasol,CHI@ATL,CHI,ATL,,,"Gasol, Pau",9000.0,PF,3.04110256466,2.36140071627,0.617068945947,4.94932801753,2.81354036426,10.1465703233,0.457392653737,1.84367736874,12.9601106875,7.19177289265,0.208115843594,14.6352637775,4.16983867028,34.5,18.7615002992,44.0138630175,0.00112894761678,42.6691963425,45.5616306575,44.5357340513,42.7732542643,41.3912843772,44.2133270116,43.1026135144,41.485134817,42.3868262748,25.0,38.0,31.063637016,46.9449287259,32.9427270817,50.1096047474,32.1317138602,49.0045405784,31.1399234372,47.0592182532,31.7362120863,48.4007724079,0.582515066957,0.547254568283,5.21470821985,9.80247920094,0.2,0.1,0.15,0.4,0.4,0.35,1.27791196526,1.34830364582,1.43312053685,1.28811944723,1.62703674265,-
2207,Joe,Johnson,BKN@DET,BKN,DET,,,"Johnson, Joe",4900.0,SG,4.68220177254,0.000732855041298,3.81592661673,1.82685172876,0.663312448485,3.46031861684,0.768163980455,2.42113896494,4.12363106533,4.03992439416,1.26810037663,11.3087820983,1.52469989839,35.4285714286,10.8726490633,22.7952811188,0.000142056398244,21.9609637066,24.0436418029,22.1990221321,22.5950138949,21.8404270775,23.73444127,22.0640666888,22.5201435469,22.4890719159,30.0,39.0,18.8231030417,24.081561232,20.5563679347,26.4112298998,19.0061889266,24.3728992668,19.3776195237,24.7679362271,19.5401169406,25.0152956349,0.522501519571,0.0988961729655,4.83801087291,9.12826545181,0.4,0.4,0.4,0.2,0.3,0.2,0.120536629114,0.309200532804,0.134955443288,0.0748703479762,0.306209202934,-
2365,Chris,Andersen,MIA@UTA,MIA,UTA,,,"Andersen, Chris",3500.0,C,0.24047956495,0.361027956585,0.229821546887,0.489866405305,0.397246906231,0.639799159703,0.341993989514,0.198479557188,1.03704606593,0.258940277537,0.114012237251,1.63806258968,0.426195814773,5.0,1.0580886071,3.77523366235,1.33261969628e-21,3.87082756865,4.07892576934,3.92267987212,3.92783368728,3.93843300574,4.12231757743,4.00387755011,3.95763325446,3.9831538925,2.0,10.0,2.23684406319,7.96205358035,2.33839025839,8.15727997105,2.25310192851,8.07323246563,2.28243648164,8.0380825326,2.17402308167,7.74475525653,0.309981814322,-0.225811327425,3.56370593624,3.56800597907,1.0,0.7,0.6,0.0,0.1,0.15,-0.067605437083,-0.0433918080911,-0.0811976779929,-0.0297995671813,-0.207920230148,-
2399,Mike,Dunleavy,CHI@ATL,CHI,ATL,O,Back,"Dunleavy, Mike",4200.0,SF,2.11145195531,0.36412977222,4.76173415709,1.34163627305,0.601993256391,3.23244559358,0.742467725795,1.25445058136,3.83443884998,3.98472962338,2.10743960149,8.946936227,1.09357200202,30.9285714286,11.1704708503,21.5298848216,2.98601223793e-07,19.8977198179,21.7766467155,20.0957016241,20.9514396186,19.0718740103,20.6956713252,19.2901603653,19.9607373537,20.3569410806,20.9285714286,35.9285714286,14.3704138774,22.6613727881,15.7249785542,24.8107974259,14.5048008554,22.8994686382,15.1441308472,23.8550940044,15.5482792019,24.5317723564,,,40.0,,0.6,0.4,0.5,0.4,0.4,0.4,0.825845807562,1.08097539028,0.805541258781,0.990702264948,1.17294374097,O - Back
2400,Drew,Gooden,WAS@ORL,WAS,ORL,,,"Gooden, Drew",3500.0,PF,0.771333682725,0.0636402220978,1.01424239984,0.352281631229,0.935018075044,1.75041680498,0.330350118063,0.722021990808,2.68543488002,1.64223902066,0.330584143547,3.96647010817,0.305635997364,9.07142857143,3.92069818224,8.59939857081,3.65724353975e-13,8.36617925187,9.0268077753,8.50050470812,8.53147132364,7.19644472225,7.60910850039,7.32563610937,7.31657032728,7.2316588418,4.0,24.0,5.03593909468,19.4328914949,5.50608295914,20.7350867544,5.10518689967,19.8396278477,5.13070371518,19.8057925429,5.26794787767,19.7774663039,1.64446643851,3.23902090288,7.11010347524,9.24035211141,1.0,0.6,0.5,0.0,0.2,0.4,1.16973452962,1.41769927491,1.17486859875,1.21490099636,1.36773972901,-
2403,Nene,Hilario,WAS@ORL,WAS,ORL,,,Nene,4000.0,PF,1.27054438709,0.534292655914,0.0626555004741,2.41840324515,0.895594155235,3.46688080549,0.613419402899,0.917181548105,4.36247496073,3.17489042972,0.00376328260044,5.82659814943,1.19034802922,15.4285714286,7.54389217126,15.7838100388,4.9624251916e-09,16.0629212743,16.7492812154,16.2888088,16.0648029156,13.9615463789,14.6822353131,14.1549408616,13.9634280202,13.8230225773,12.0,22.0,13.2989324362,21.3605665472,13.8113010009,22.4307179118,13.4790588922,21.7244707419,13.300395935,21.3632496284,12.9805237087,21.2238512666,0.269778995253,-0.856499640538,5.77270957386,9.62013970336,0.6,0.4,0.5,0.2,0.4,0.35,2.1013748954,2.06704590231,2.13386793846,2.1013748954,1.96078746143,-
2405,Amar'e,Stoudemire,MIA@UTA,MIA,UTA,,,"Stoudemire, Amar'e",3500.0,PF,0.554150800713,0.554778909537,0.111601943482,1.70961818469,0.95958971197,1.66702276262,0.460570158035,0.435984467331,2.62661247459,1.94858055759,0.0760315562558,4.42120336212,1.27130598534,12.2142857143,5.24449865677,10.520112278,5.86610921017e-14,10.8223734952,11.2098007208,10.953792709,10.8603892733,10.7570112887,11.2883253043,10.9111784925,10.7570440849,10.6715420649,7.0,15.0,6.46316939357,13.1512633577,6.60200547092,13.6721623993,6.53524527679,13.315049389,6.50117130036,13.1892865465,6.12354325421,12.8698480174,-0.15675983937,-0.9426619648,2.89155859548,3.47411059761,0.8,0.8,0.45,0.0,0.1,0.3,0.0653622064614,-0.0785245835269,0.0426142164427,0.103345188417,-0.151429786989,-
2406,Caron,Butler,GSW@SAC,SAC,GSW,,,"Butler, Caron",3500.0,SF,0.498345164675,0.124585077668,0.30367047098,0.273413989564,0.169945404757,0.869566929047,0.364699915039,0.206891304671,1.0395123338,0.489083196425,0.103240200888,1.29065697738,0.297225374282,7.28571428571,1.37863196802,4.20946406778,5.07864385828e-20,4.14524319634,4.35228456625,4.19721881347,4.19686329678,4.04826686292,4.33746001652,4.09373769093,4.18854353618,4.17532600252,5.0,19.0,2.81542469302,11.2452572961,2.92905541811,11.7887640574,2.8525435611,11.3734567239,2.82094443568,11.5331417302,2.85062794415,11.3159569656,1.06486391894,0.0140780779008,4.76969600708,5.44880211096,0.8,0.7,0.65,0.0,0.0,0.05,0.0969763334188,0.0148245497273,0.103481122538,0.00831976060844,0.0341380652562,-
