Player_ID,First Name,Last Name,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,FD_Salary,FD_Position,DK_Salary,DK_Position,YH_Salary,YH_Position,Time,DP_Salary,DP_Position,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_DP,PROJ_YH,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_UNADJ_DP,PROJ_UNADJ_YH,PROJ_UNADJ_DD,PROJ_FLOOR_MIN,PROJ_CEIL_MIN,PROJ_FLOOR_FD,PROJ_CEIL_FD,PROJ_FLOOR_DK,PROJ_CEIL_DK,PROJ_FLOOR_DP,PROJ_CEIL_DP,PROJ_FLOOR_YH,PROJ_CEIL_YH,PROJ_FLOOR_DD,PROJ_CEIL_DD,PROJ_HIST_FD_Skew,PROJ_HIST_FD_Kurt,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,ADJ_FD,ADJ_DK,ADJ_DP,ADJ_YH,ADJ_DD,Status
977,Kobe,Bryant,SAS@LAL,LAL,SAS,GTD,Achilles,"Bryant, Kobe",6100.0,SG,5600.0,SG,25.0,SF,10:30PM EST,23.48,SG,3.13830990191,0.204685360013,4.12550057759,3.37092056573,0.467648203264,2.61923616504,0.827148146475,2.07999860416,3.08688436831,4.59633313439,1.13444084932,13.6006401378,2.7652753549,25.7857142857,13.092382473,21.4187466063,1.68057671539e-06,21.4877769767,23.2528484277,21.6456287009,22.0549974013,23.8489149238,25.8060027415,24.0390979375,24.5642126427,23.9842422467,24.0,35.0,20.0822598566,28.7402453162,21.7232772055,31.1691593009,20.227293983,28.9879592121,20.6133247432,29.4940283172,20.0158973252,28.6888070051,0.299727169041,0.149024524574,4.96623520018,9.11809773742,0.6,0.3,0.3,0.0,0.2,0.35,-2.36113794712,-2.55315431384,-2.39346923658,-2.50921524133,-2.56549564049,GTD - Achilles
1495,Tim,Duncan,SAS@LAL,SAS,LAL,O,Rest,"Duncan, Tim",6000.0,C,5500.0,C,20.0,C,10:30PM EST,25.18,PF,2.99683737324,1.43255908095,0.0972060484794,2.62913287143,1.7192182744,6.58627459615,0.78887075041,1.36262923546,8.30549287055,4.06282318483,0.012485092523,7.51056046446,1.86027023219,25.8571428571,9.99840169438,27.9903076032,0.000215433986304,27.5404796262,28.9398122869,28.2522551229,27.5467221724,25.8821354781,27.3220508009,26.4768786441,25.8837319466,26.3145118312,20.0,32.0,21.4411767756,33.9373094451,22.3514905906,35.9974080872,21.8385864915,35.1266781966,21.4471742808,33.9438089856,21.4937966112,34.9975139883,0.268034202991,-0.316744947751,5.12966783169,9.62683212824,0.6,0.4,0.45,0.2,0.3,0.2,1.65834414804,1.61776148598,1.77537647879,1.66299022584,1.67579577193,O - Rest
1717,Dirk,Nowitzki,OKC@DAL,DAL,OKC,GTD,Knee,"Nowitzki, Dirk",7100.0,PF,6700.0,PF,29.0,PF,8:30PM EST,29.63,PF,1.89097292541,0.671180011873,4.94087766136,4.24456639341,0.868873386892,5.96777533818,0.739908230344,1.07314771305,6.83664872507,7.05053783965,1.83626752135,16.7535710228,3.70970187889,34.7142857143,19.6470450795,32.889839843,4.36249692525e-06,32.4365117091,34.4566548644,33.0019472472,33.3546454698,33.8121849982,36.1240677385,34.5431644553,34.7735026705,34.8981820182,26.0,37.0,24.539087393,34.5079672675,25.9493819436,36.7105625126,24.8502589209,35.1625868051,25.2276971614,35.4863040425,24.7472878776,35.055574327,-0.174691947396,0.296687668529,4.50526757224,7.1492222098,0.2,0.2,0.2,0.4,0.2,0.1,-1.37567328906,-1.66741287413,-1.5412172081,-1.41885720068,-2.00834217529,GTD - Knee
1718,Paul,Pierce,LAC@NYK,LAC,NYK,,,"Pierce, Paul",4100.0,SF,4000.0,SF,12.0,SF,7:30PM EST,18.13,SF,1.26704346965,0.186372812868,3.65164021212,1.41745109102,0.437603546204,2.99907534904,0.655959088618,0.686151663684,3.43667889524,2.56446875109,1.20895645287,6.42827674474,1.22006181362,20.0714285714,7.55795576868,15.2918064834,1.02591325675e-09,14.5810477867,15.70207963,14.7545255718,15.1855260132,13.1934933452,14.3778173523,13.3539261453,13.8112192339,13.9204353719,8.0,26.0,7.72827848768,18.0821703621,8.2048393215,19.5265799926,7.8208119672,18.3022642986,8.00649190485,18.8468851517,8.12132404329,18.9581155271,0.523116021556,-0.645774725847,6.72327518028,8.45395562574,0.6,0.5,0.7,0.4,0.4,0.25,1.38755444149,1.32426227773,1.40059942644,1.37430677922,1.37137111158,-
1891,Jason,Terry,MIL@HOU,HOU,MIL,GTD,Knee,"Terry, Jason",3500.0,PG,3200.0,PG,10.0,PG,8:00PM EST,12.05,SG,1.873237295,0.198464403396,4.0909679608,0.884618008792,0.108310993338,1.37160317986,1.08934147669,0.987988102492,1.4799141732,2.5719557016,1.49584307022,6.11376463346,0.69099230539,19.2857142857,7.33074677881,14.6341197416,3.80204466186e-11,13.5041233868,14.8200513195,13.5781357332,14.2520449219,11.4937387249,12.686015929,11.5517736921,12.199673308,12.6005302705,6.0,29.0,6.27680126912,18.6697751912,6.70219344941,20.6324320911,6.31874575665,18.7628195503,6.50052241416,19.800983033,6.48146498233,20.4721221427,0.439909873751,-0.0920203722908,7.33394755822,6.25392489374,0.8,0.7,0.65,0.0,0.1,0.15,2.0103846619,2.13403539051,2.02636204102,2.05237161395,2.0335894711,GTD - Knee
1897,Metta,World Peace,SAS@LAL,LAL,SAS,,,"World Peace, Metta",3500.0,SF,3000.0,SF,10.0,SF,10:30PM EST,10.3,SF,0.630501773539,0.325850769245,1.71293209641,0.754760256195,0.437548247533,1.34730422139,0.662285761772,0.418621421178,1.78485246892,1.85101161434,0.635000336693,4.94575447973,0.549330445966,15.0714285714,4.88635401133,9.64009688277,1.0213104375e-14,9.5315812752,10.1476386069,9.62082772795,9.84908144355,10.0191579499,10.7488073244,10.1297779658,10.3923198136,10.2821660249,12.0,27.0,7.83206812342,16.132016074,8.32121010215,17.2423463914,7.90156220795,16.2993443857,8.09406248289,16.665085314,7.9175599686,16.3317751117,0.316956782321,-1.29045717993,5.16793985445,5.21369092864,0.8,0.6,0.578947368421,0.0,0.0,0.157894736842,-0.487576674658,-0.601168717482,-0.508950237816,-0.543238370022,-0.642069142113,-
1938,Manu,Ginobili,SAS@LAL,SAS,LAL,,,"Ginobili, Manu",4600.0,SG,4600.0,SG,12.0,SG,10:30PM EST,21.33,SG,4.17573830666,0.184219066172,3.48706407547,2.36162370095,0.586226565587,2.47708112933,0.992183966148,1.57142221584,3.06330769492,3.96109095743,1.35180570238,8.70532884506,1.8550497147,21.0,11.1290373319,22.8443310016,9.36563383016e-06,21.8499978746,23.4770566922,22.0154427331,22.5259007258,20.3257120116,22.0179727487,20.4838028729,20.9463600979,21.3896765034,12.0,26.0,13.0849657802,26.7194601493,14.0920498757,28.7232155015,13.1760188134,26.9584999331,13.5096167666,27.5349473698,13.6237908396,28.0095887862,-0.633117781006,0.218801600186,5.1863183375,7.21417731653,0.4,0.3,0.35,0.2,0.3,0.3,1.52428586299,1.45908394349,1.53163986017,1.57954062794,1.45465449815,-
2037,Jamal,Crawford,LAC@NYK,LAC,NYK,,,"Crawford, Jamal",4400.0,SG,4800.0,SG,14.0,SG,7:30PM EST,19.35,SG,2.33808104038,0.122565279972,4.81941854897,3.50717372529,0.227652109102,1.81698329601,0.627501616246,1.3913887048,2.04463540511,5.14377195178,1.74597740305,13.14022174,3.26666418492,30.1428571429,15.3001854915,21.8546697787,8.13943820572e-09,21.3696146259,23.0408230567,21.4721400028,22.2426033274,21.1344791675,22.8139098968,21.2349326633,21.9152587063,21.5814247257,19.0,32.0,14.1566963335,22.5717676746,15.2108363274,24.3459352408,14.2291725359,22.6794156431,14.6884557895,23.501627917,14.4903800087,23.0822039163,1.30008217695,3.99721506553,5.97672605658,9.96014502737,0.0,0.0,0.3,0.6,0.3,0.25,0.235135458339,0.22691315989,0.237207339439,0.327344621132,0.273245052948,-
2200,Pau,Gasol,CHI@BOS,CHI,BOS,,,"Gasol, Pau",8500.0,PF,8400.0,C,37.0,C,7:30PM EST,37.15,PF,3.31522300108,2.24273724104,0.61541787404,4.94511082629,2.52622722736,9.54583700162,0.449065565195,2.08829255822,12.072064229,7.50592349387,0.180148670085,15.6288634486,3.87113824042,33.7857142857,19.0631338983,42.8439517723,0.00177638860758,41.8177585289,44.6813893508,43.5471687367,41.9078328639,39.7567909847,42.490845572,41.3725874017,39.8599746533,40.7339865116,25.0,38.0,31.0530575279,46.9813142936,32.9049351458,50.2282972414,32.0267690013,48.9712537516,31.1228629426,47.0811111189,31.4272929976,48.180514734,0.207995832448,0.535028551316,5.11342336557,10.9150108973,0.4,0.3,0.2,0.2,0.4,0.3,2.06096754414,2.19054377881,2.17458133501,2.04785821062,2.10996526074,-
2207,Joe,Johnson,UTA@BKN,BKN,UTA,,,"Johnson, Joe",5100.0,SG,4800.0,SF,18.0,SF,7:30PM EST,22.05,SF,3.01820402966,0.059966989675,3.38190431786,2.0361412404,0.764584076668,2.82891289135,0.64456358161,1.57171387582,3.59349696802,4.10773386644,1.25260518862,10.1363963105,1.73152760688,32.8571428571,11.1996005284,20.5183090955,3.14136049042e-06,19.8764502012,21.4735699979,20.0614104657,20.5027527955,20.6210078213,22.3959320478,20.8226529997,21.3237530118,21.4012210771,28.0,39.0,16.9887304696,23.5285663324,18.3533290162,25.4270084207,17.1484493009,23.7527008847,17.5291260135,24.2635160787,17.5286056956,24.3090230262,0.308314614807,-0.120295365558,4.7816092872,9.27264520289,0.4,0.3,0.4,0.6,0.4,0.3,-0.744557620116,-0.922362049872,-0.761242533994,-0.821000216214,-0.882911981606,-
