LCF,Corr,Mean,Std
"Vaughn, Rashad",-0.0736299063733,0.442085308358,0.786667347465
"Cousins, DeMarcus",-0.078085437478,-0.175821818391,1.94383480721
"Davis, Anthony",-0.0785937459849,-0.648865642854,2.0086046804
"Teague, Jeff",-0.0787129017109,0.0871627914747,1.19753394179
"Green, Danny",-0.0826458757482,0.429288046118,0.717388700029
"Russell, D'Angelo",-0.0834669389285,0.0311230777506,1.03378798373
"Johnson, Chris",-0.0843997224732,0.248942496888,1.0874844255
"Jones, Tyus",-0.0867840253459,0.0584973902809,0.607631512048
"Miller, Mike",-0.0884579012574,0.417447896799,0.783568967616
"Connaughton, Pat",-0.0936365456007,0.612603343418,0.947569686079
"Bradley, Avery",-0.0963368593141,0.0165786927955,1.10825479713
"Napier, Shabazz",-0.106331066505,0.70020355036,1.67238818187
"Ennis, James",-0.107263529494,0.781618233473,1.35286937271
"Hardaway Jr., Tim",-0.107899550019,0.735982817548,0.978056120959
"Nowitzki, Dirk",-0.110418354169,-0.184435335674,1.305475841
"Sullinger, Jared",-0.113214635479,0.169485647952,1.10699173429
"Jokic, Nikola",-0.113320898833,0.513292035753,1.09618619434
"Crabbe, Allen",-0.11441507866,0.412697918822,0.821200586751
"Cunningham, Jared",-0.117667008095,0.351230486758,1.19496465847
"Adams, Steven",-0.118638693782,0.263175510252,1.17394201881
"Watson, CJ",-0.127996010612,-0.0422286051489,0.734644080854
"Early, Cleanthony",-0.128343763296,0.00378565904783,0.430777551309
"Caldwell-Pope, Kentavious",-0.128460480096,0.324998429144,1.04499916839
"Mirotic, Nikola",-0.134443844527,0.0912969686146,1.10631005833
"Johnson, Joe",-0.136262077458,0.404368298046,1.03197200357
"Ennis, Tyler",-0.137690252752,0.39747800589,0.703483498612
"Richardson, Josh",-0.137772025034,0.557470647963,3.94232395707
"Randle, Julius",-0.14371028828,0.0156433805282,1.24744717854
"Kelly, Ryan",-0.146007651874,0.331255392581,1.7911727962
"Millsap, Elijah",-0.146462656244,-0.385925946774,0.790859261351
"Biyombo, Bismack",-0.147812228517,0.199346366438,1.10488493774
"Huertas, Marcelo",-0.150856863183,0.250268521493,0.935913858826
"Williams, Derrick",-0.152181594468,0.361251408451,0.947875951516
"Anthony, Carmelo",-0.154412490455,0.247795303439,1.96013151208
"O'Quinn, Kyle",-0.157108970651,0.42845838513,1.25947614102
"Anderson, Ryan",-0.160376527177,-0.0337237214879,1.31622866603
"Anderson, Justin",-0.168847615101,0.580772460129,1.87507402555
"Stuckey, Rodney",-0.170250050611,-0.170171532659,0.942140558452
"Beal, Bradley",-0.172063909819,0.599927638992,1.05627989357
"McGary, Mitch",-0.172596531853,1.01815392299,1.25023975533
"Ingles, Joe",-0.175132239976,0.178738566417,0.867010463864
"Green, Gerald",-0.176383833836,0.52456027098,0.540224688275
"Patterson, Lamar",-0.178195162723,-0.061497729095,0.727093209909
"Powell, Dwight",-0.178895188948,0.146791691365,0.928902656598
"Payne, Cameron",-0.180935218469,1.09391906196,1.72645540241
"Lin, Jeremy",-0.187075348256,0.0610036829134,0.898470214302
"Ellington, Wayne",-0.187253491794,0.205623969314,0.681251794574
"Carroll, DeMarre",-0.192456573152,0.193466596223,0.829760946194
"Pachulia, Zaza",-0.194535393089,0.113153145227,1.30678232235
"Pierce, Paul",-0.196401983352,0.262581775132,0.720379776886
"Green, JaMychal",-0.196743291878,0.394313619912,0.963466977205
"Plumlee, Mason",-0.201139780843,0.227624166705,1.24417760618
"Terry, Jason",-0.20932534329,0.474843347892,0.665121632705
"Stephenson, Lance",-0.210550866057,0.315462094599,0.887105209715
"Nance Jr., Larry",-0.216488652326,0.329407949727,0.632483610657
"Thornton, Marcus",-0.224071969484,0.302357655873,0.83214060093
"Babbitt, Luke",-0.228413085092,0.617388359795,1.17528556653
"Jones, James",-0.228669751127,0.219946308883,0.797778509644
"McRoberts, Josh",-0.232002069827,0.227328060327,0.673172763881
"Smith, Russ",-0.233433603504,0.177143640785,0.635842236198
"Vujacic, Sasha",-0.240707932685,0.421915026981,1.62774826383
"Collison, Darren",-0.246172000784,-0.0761219193909,1.16080631341
"Thompson, Jason",-0.246229086031,0.404287236451,0.820504431764
"Hansbrough, Tyler",-0.247313084964,0.824234619232,1.54463403785
"Brown, Anthony",-0.248143452406,0.617556788179,1.51290133688
"Robinson, Thomas",-0.250669136034,0.563369631942,1.59558529605
"Rush, Brandon",-0.256768965495,0.31363020465,0.81715953041
"Ross, Terrence",-0.258068635044,0.326346353137,0.695179940073
"Gooden, Drew",-0.258073274963,0.760842748296,1.14459011353
"Harrison, Aaron",-0.260290808385,1.03427030338,1.41093585778
"Powell, Norman",-0.260333130844,0.461149848653,0.959517555423
"Hilliard, Darrun",-0.262148200374,0.764152102792,0.670706097848
"Martin, Kevin",-0.278819508773,0.724885460909,1.05533254192
"McDermott, Doug",-0.291239249395,0.29999758633,1.05716894568
"Portis, Bobby",-0.296975231128,0.469863565076,1.18327756646
"Irving, Kyrie",-0.297477408625,0.277735593365,1.03877465395
"Felton, Raymond",-0.308307947165,0.110533487986,0.896844872025
"Holiday, Justin",-0.315890064053,0.485315785659,1.11494400637
"Young, James",-0.325614152127,0.368375252124,0.886366200046
"Olynyk, Kelly",-0.327320524131,0.0760806914396,0.959732844672
"Anderson, James",-0.328794035091,0.587620124082,1.10426228103
"Sacre, Robert",-0.33430641116,0.461550544076,0.771273249505
"Gordon, Aaron",-0.336902083801,0.0981095472583,0.960702666542
"Montero, Luis",-0.339519911861,0.75163928125,0.948398192184
"Smith, Josh",-0.350164251388,0.218879575293,0.805448789253
"Stoudemire, Amar'e",-0.360583774735,0.934771487251,1.39548417114
"Clark, Ian",-0.4355915507,0.491340320587,0.949975476516
"Payne, Adreian",-0.471435054196,0.3447413228,0.975770583143
"Curry, Seth",-0.478617926204,0.730038344548,1.59865607539
"Perkins, Kendrick",-0.515057585969,0.530694215391,0.951331427197
"Anthony, Joel",-0.545623723654,1.04813566788,1.30557169056
"Harris, Joe",-0.553466617801,0.0148193032165,0.289549086548
"Wright, Delon",-0.596969641351,1.12462213091,0.931065830257
"Pleiss, Tibor",-0.664685215503,3.40395624816,4.87074834046
"Bairstow, Cameron",-0.738773723856,0.789172203531,1.38609728108
"Meeks, Jodie",-1.0,0.0387766581538,0.102999322891
"Dekker, Sam",,3.89530092111,0.0
"Martin, Jarell",,1.54876840212,0.0
