Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PF,DeMarcus Cousins,11100,Chi@Sac 10:00PM ET,50.622,Sac
PG,Russell Westbrook,11000,Orl@OKC 08:00PM ET,53.185,OKC
PG,Stephen Curry,10700,GS@Was 08:00PM ET,51.511,GS
SF,Kevin Durant,10400,Orl@OKC 08:00PM ET,48.413,OKC
SF,LeBron James,9700,Cle@Cha 07:00PM ET,47.092,Cle
PG,Chris Paul,9600,Min@LAC 10:30PM ET,42.360,LAC
PF,Anthony Davis,9500,NO@SA 08:30PM ET,45.762,NO
PG,John Wall,9300,GS@Was 08:00PM ET,44.701,Was
PF,Draymond Green,9000,GS@Was 08:00PM ET,43.080,GS
SG,Jimmy Butler,8800,Chi@Sac 10:00PM ET,39.835,Chi
C,Pau Gasol,8700,Chi@Sac 10:00PM ET,40.400,Chi
PF,Blake Griffin,8600,Min@LAC 10:30PM ET,43.567,LAC
C,Andre Drummond,8600,Det@Bos 07:30PM ET,43.827,Det
PG,Kemba Walker,8500,Cle@Cha 07:00PM ET,37.589,Cha
SF,Paul George,8500,Ind@Bkn 07:30PM ET,42.198,Ind
PG,Rajon Rondo,8400,Chi@Sac 10:00PM ET,40.908,Sac
C,Karl-Anthony Towns,8200,Min@LAC 10:30PM ET,35.923,Min
PF,Paul Millsap,8100,Atl@Phi 07:00PM ET,39.796,Atl
SF,Kawhi Leonard,8000,NO@SA 08:30PM ET,37.755,SA
C,DeAndre Jordan,7900,Min@LAC 10:30PM ET,36.451,LAC
PF,Chris Bosh,7700,Mia@Dal 08:30PM ET,35.807,Mia
PF,Kevin Love,7600,Cle@Cha 07:00PM ET,36.777,Cle
C,Brook Lopez,7500,Ind@Bkn 07:30PM ET,38.031,Bkn
PG,Isaiah Thomas,7500,Det@Bos 07:30PM ET,37.250,Bos
SG,Klay Thompson,7500,GS@Was 08:00PM ET,32.707,GS
SF,Gordon Hayward,7500,Den@Uta 09:00PM ET,34.569,Uta
C,Nikola Vucevic,7400,Orl@OKC 08:00PM ET,35.858,Orl
C,Hassan Whiteside,7400,Mia@Dal 08:30PM ET,35.384,Mia
SG,Dwyane Wade,7300,Mia@Dal 08:30PM ET,32.922,Mia
SF,Rudy Gay,7200,Chi@Sac 10:00PM ET,32.698,Sac
PG,Ish Smith,7100,Atl@Phi 07:00PM ET,28.040,Phi
PF,LaMarcus Aldridge,7000,NO@SA 08:30PM ET,31.080,SA
PG,Jrue Holiday,7000,NO@SA 08:30PM ET,28.012,NO
SG,Monta Ellis,6900,Ind@Bkn 07:30PM ET,29.307,Ind
