Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
14681-12332,PG,John,Wall,41.805882352941175,51,10400,UTA@WAS,WAS,UTA,,,,
14681-9488,SF,LeBron,James,44.437254901960785,51,10300,CHI@CLE,CLE,CHI,,,,
14681-9623,PG,Chris,Paul,39.824999999999996,48,9900,SA@LAC,LAC,SA,,,,
14681-9570,C,Pau,Gasol,38.22653061224489,49,9000,CHI@CLE,CHI,CLE,,,,
14681-9561,C,DeAndre,Jordan,35.00392156862745,51,8600,SA@LAC,LAC,SA,,,,
14681-14498,PG,Kyrie,Irving,29.615384615384617,26,7900,CHI@CLE,CLE,CHI,,,,
14681-12366,SF,Gordon,Hayward,31.778846153846153,52,7800,UTA@WAS,UTA,WAS,,,,
14681-14513,SF,Kawhi,Leonard,35.86666666666667,51,7700,SA@LAC,SA,LAC,,,,
14681-9688,PF,LaMarcus,Aldridge,30.591836734693878,49,7500,SA@LAC,SA,LAC,,,,
14681-12351,PF,Derrick,Favors,32.57714285714286,35,7400,UTA@WAS,UTA,WAS,,,,
14681-40203,C,Rudy,Gobert,30.359375,32,7400,UTA@WAS,UTA,WAS,,,,
14681-9874,PF,Kevin,Love,32.772549019607844,51,7100,CHI@CLE,CLE,CHI,,,,
14681-9661,C,Marcin,Gortat,29.797777777777778,45,6900,UTA@WAS,WAS,UTA,,,,
14681-9475,PG,Derrick,Rose,26.42888888888889,45,6800,CHI@CLE,CHI,CLE,,,,
14681-15595,SG,Brad,Beal,27.913333333333334,30,6300,UTA@WAS,WAS,UTA,,,,
14681-15904,SG,Rodney,Hood,23.246,50,6000,UTA@WAS,UTA,WAS,,,,
14681-9710,C,Tim,Duncan,25.123684210526317,38,5800,SA@LAC,SA,LAC,,,,
14681-15628,SF,Otto,Porter,24.261363636363637,44,5300,UTA@WAS,WAS,UTA,,,,
14681-9506,SG,J.R.,Smith,20.758333333333333,48,5300,CHI@CLE,CLE,CHI,,,,
14681-9481,PF,Taj,Gibson,20.68846153846154,52,5100,CHI@CLE,CHI,CLE,,,,
14681-9448,SG,Jamal,Crawford,18.90377358490566,53,5100,SA@LAC,LAC,SA,,,,
14681-9655,SG,J.J.,Redick,20.744897959183675,49,5000,SA@LAC,LAC,SA,,,,
14681-9702,PG,Tony,Parker,23.0125,48,5000,SA@LAC,SA,LAC,GTD,Ankle,,
14681-14522,SF,Nikola,Mirotic,21.229545454545452,44,4800,CHI@CLE,CHI,CLE,O,Chest,,
14681-14510,SG,Alec,Burks,21.446428571428573,28,4800,UTA@WAS,UTA,WAS,O,Ankle,,
14681-14501,PF,Tristan,Thompson,20.98076923076923,52,4800,CHI@CLE,CLE,CHI,,,,
14681-9677,PF,Jared,Dudley,17.958,50,4600,UTA@WAS,WAS,UTA,,,,
14681-9758,SG,Danny,Green,16.979245283018866,53,4500,SA@LAC,SA,LAC,,,,
14681-9704,SG,Manu,Ginobili,19.404651162790696,43,4500,SA@LAC,SA,LAC,O,Groin,,
14681-12348,SF,Wesley,Johnson,13.964150943396227,53,4400,SA@LAC,LAC,SA,,,,
14681-9939,PG,Patrick,Mills,15.547169811320755,53,4400,SA@LAC,SA,LAC,,,,
14681-14554,SG,E'Twaun,Moore,11.33,40,4300,CHI@CLE,CHI,CLE,,,,
14681-20064,PG,Matthew,Dellavedova,18.593478260869563,46,4100,CHI@CLE,CLE,CHI,GTD,Hamstring,,
14681-9512,PF,Nene,Hilario,17.835714285714285,28,4100,UTA@WAS,WAS,UTA,,,,
14681-9629,PF,David,West,15.48076923076923,52,4000,SA@LAC,SA,LAC,,,,
14681-11074,SG,Garrett,Temple,15.644897959183673,49,4000,UTA@WAS,WAS,UTA,,,,
14681-15843,PG,Trey,Burke,18.302040816326528,49,4000,UTA@WAS,UTA,WAS,GTD,Illness,,
14681-9605,PG,Ramon,Sessions,17.280392156862746,51,3900,UTA@WAS,WAS,UTA,,,,
14681-42156,PF,Bobby,Portis,14.1375,32,3900,CHI@CLE,CHI,CLE,,,,
