Id,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status
nba.p.3730,Kendrick,Perkins,C,NO,MIN,NO@MIN,8:00PM EST,10,5.3, 
nba.p.4469,Eric,Gordon,SG,NO,MIN,NO@MIN,8:00PM EST,21,23.6,INJ
nba.p.4482,Alexis,Ajinca,C,NO,MIN,NO@MIN,8:00PM EST,10,11.0, 
nba.p.4483,Ryan,Anderson,PF,NO,MIN,NO@MIN,8:00PM EST,27,27.4, 
nba.p.4499,Omer,Asik,C,NO,MIN,NO@MIN,8:00PM EST,10,12.0, 
nba.p.4564,Tyreke,Evans,SG,NO,MIN,NO@MIN,8:00PM EST,27,32.1,INJ
nba.p.4622,Jrue,Holiday,PG,NO,MIN,NO@MIN,8:00PM EST,29,27.1, 
nba.p.4634,Toney,Douglas,SG,NO,MIN,NO@MIN,8:00PM EST,10,11.9, 
nba.p.4638,Dante,Cunningham,SF,NO,MIN,NO@MIN,8:00PM EST,10,10.5, 
nba.p.4686,Alonzo,Gee,SF,NO,MIN,NO@MIN,8:00PM EST,10,11.0, 
nba.p.4731,Luke,Babbitt,SF,NO,MIN,NO@MIN,8:00PM EST,10,7.6, 
nba.p.4757,Quincy,Pondexter,SG,NO,MIN,NO@MIN,8:00PM EST,16,0.0,INJ
nba.p.4910,Norris,Cole,PG,NO,MIN,NO@MIN,8:00PM EST,16,19.0, 
nba.p.5007,Anthony,Davis,PF,NO,MIN,NO@MIN,8:00PM EST,54,43.8, 
nba.p.5540,Bryce,Dejean-Jones,SG,NO,MIN,NO@MIN,8:00PM EST,10,14.2, 
nba.p.3007,Kevin,Garnett,PF,MIN,NO,NO@MIN,8:00PM EST,10,12.0,INJ
nba.p.3331,Andre,Miller,SG,MIN,NO,NO@MIN,8:00PM EST,10,8.0, 
nba.p.3621,Tayshaun,Prince,SF,MIN,NO,NO@MIN,8:00PM EST,10,8.3, 
nba.p.3843,Kevin,Martin,SG,MIN,NO,NO@MIN,8:00PM EST,10,16.1,INJ
nba.p.4493,Nikola,Pekovic,C,MIN,NO,NO@MIN,8:00PM EST,13,7.4,INJ
nba.p.4610,Ricky,Rubio,PG,MIN,NO,NO@MIN,8:00PM EST,29,30.4, 
nba.p.4766,Nemanja,Bjelica,PF,MIN,NO,NO@MIN,8:00PM EST,10,11.6, 
