First Name,Last Name,Team,VS,Pos,FPPG,Sal
Kevin,Seraphin,NYK,NYK @ IND,C,9.35,3000
Arron,Afflalo,NYK,NYK @ IND,SG,21.37,4400
Kyle,O'Quinn,NYK,NYK @ IND,PF,10.91,3500
Carmelo,Anthony,NYK,NYK @ IND,SF,38.53,6550
Lavoy,Allen,IND,NYK @ IND,PF,15.06,3500
C.J.,Miles,IND,NYK @ IND,SF,17.87,3800
George,Hill,IND,NYK @ IND,PG,24.07,4600
Ian,Mahinmi,IND,NYK @ IND,C,23.00,4000
Paul,George,IND,NYK @ IND,SF,37.63,6000
Solomon,Hill,IND,NYK @ IND,SF,8.50,3000
Rodney,Stuckey,IND,NYK @ IND,PG,18.91,3700
Chase,Budinger,IND,NYK @ IND,SF,8.73,3300
Derrick,Williams,NYK,NYK @ IND,PF,15.74,3800
Robin,Lopez,NYK,NYK @ IND,C,22.15,4400
Lance,Thomas,NYK,NYK @ IND,SF,13.90,3200
Monta,Ellis,IND,NYK @ IND,SG,27.24,5000
Jose,Calderon,NYK,NYK @ IND,PG,18.76,4000
Jordan,Hill,IND,NYK @ IND,C,19.62,4200
Jimmer,Fredette,NYK,NYK @ IND,PG,-1.00,3000
Lou,Amundson,NYK,NYK @ IND,PF,4.77,3000
Sasha,Vujacic,NYK,NYK @ IND,SG,7.56,3500
Cleanthony,Early,NYK,NYK @ IND,SF,0.20,3300
Glenn,Robinson,IND,NYK @ IND,SF,6.43,3000
Shayne,Whittington,IND,NYK @ IND,PF,4.92,3000
Langston,Galloway,NYK,NYK @ IND,PG,16.58,4000
Kristaps,Porzingis,NYK,NYK @ IND,PF,28.55,5150
Jerian,Grant,NYK,NYK @ IND,PG,9.61,3500
Myles,Turner,IND,NYK @ IND,C,22.99,4700
Rakeem,Christmas,IND,NYK @ IND,PF,0.00,3000
Joseph,Young,IND,NYK @ IND,PG,8.20,3500
Al,Jefferson,CHA,CHA @ CLE,C,19.13,4800
Kemba,Walker,CHA,CHA @ CLE,PG,37.61,5900
Cody,Zeller,CHA,CHA @ CLE,C,21.89,4000
James,Jones,CLE,CHA @ CLE,SF,5.76,3000
LeBron,James,CLE,CHA @ CLE,SF,44.25,7550
Iman,Shumpert,CLE,CHA @ CLE,SG,14.39,3500
J.R.,Smith,CLE,CHA @ CLE,SG,21.06,4400
Spencer,Hawes,CHA,CHA @ CLE,PF,16.71,3850
Courtney,Lee,CHA,CHA @ CLE,SG,16.94,3800
Tyler,Hansbrough,CHA,CHA @ CLE,PF,6.75,3200
Tristan,Thompson,CLE,CHA @ CLE,PF,21.03,4700
Kyrie,Irving,CLE,CHA @ CLE,PG,30.30,5650
Matthew,Dellavedova,CLE,CHA @ CLE,PG,17.47,3900
Kevin,Love,CLE,CHA @ CLE,PF,32.20,5800
Richard,Jefferson,CLE,CHA @ CLE,SF,8.72,3300
Marvin,Williams,CHA,CHA @ CLE,PF,23.60,4600
Jeremy,Lamb,CHA,CHA @ CLE,SG,16.98,3650
Nicolas,Batum,CHA,CHA @ CLE,SF,31.20,5300
Mo,Williams,CLE,CHA @ CLE,PG,9.23,3600
Timofey,Mozgov,CLE,CHA @ CLE,C,12.76,3600
Jeremy,Lin,CHA,CHA @ CLE,PG,21.77,4150
Channing,Frye,CLE,CHA @ CLE,PF,11.63,3500
Jorge,Gutierrez,CHA,CHA @ CLE,PG,4.75,3000
Troy,Daniels,CHA,CHA @ CLE,SG,8.76,3300
Frank,Kaminsky,CHA,CHA @ CLE,C,17.51,3700
Aaron,Harrison,CHA,CHA @ CLE,SF,1.81,3000
Sasha,Kaun,CLE,CHA @ CLE,C,2.18,3000
Bismack,Biyombo,TOR,MIN @ TOR,C,19.87,3700
DeMarre,Carroll,TOR,MIN @ TOR,SF,19.94,3800
Kevin,Garnett,MIN,MIN @ TOR,PF,11.63,3700
DeMar,DeRozan,TOR,MIN @ TOR,SG,36.59,5700
Kyle,Lowry,TOR,MIN @ TOR,PG,38.86,6000
Terrence,Ross,TOR,MIN @ TOR,SF,16.58,3950
Jonas,Valanciunas,TOR,MIN @ TOR,C,29.29,5000
Anthony,Bennett,TOR,MIN @ TOR,PF,3.38,3000
Luis,Scola,TOR,MIN @ TOR,PF,16.24,3750
Kevin,Martin,MIN,MIN @ TOR,SG,13.06,3800
Ricky,Rubio,MIN,MIN @ TOR,PG,30.18,5000
Shabazz,Muhammad,MIN,MIN @ TOR,SF,16.08,3950
Nikola,Pekovic,MIN,MIN @ TOR,C,8.15,3800
Gorgui,Dieng,MIN,MIN @ TOR,C,25.47,5300
Andre,Miller,MIN,MIN @ TOR,PG,5.66,3300
Tayshaun,Prince,MIN,MIN @ TOR,SF,8.40,3000
Cory,Joseph,TOR,MIN @ TOR,PG,17.11,3800
Patrick,Patterson,TOR,MIN @ TOR,PF,15.16,3750
James,Johnson,TOR,MIN @ TOR,PF,11.15,3300
Adreian,Payne,MIN,MIN @ TOR,PF,6.31,3300
Andrew,Wiggins,MIN,MIN @ TOR,SF,28.93,4900
Zach,LaVine,MIN,MIN @ TOR,PG,20.68,4200
Bruno,Caboclo,TOR,MIN @ TOR,SF,1.13,3000
Damjan,Rudez,MIN,MIN @ TOR,SF,3.95,3000
Lucas,Nogueira,TOR,MIN @ TOR,C,5.03,3000
Delon,Wright,TOR,MIN @ TOR,PG,2.68,3000
Karl-Anthony,Towns,MIN,MIN @ TOR,C,36.82,6000
Norman,Powell,TOR,MIN @ TOR,SG,4.02,3400
Tyus,Jones,MIN,MIN @ TOR,PG,9.83,3000
Nemanja,Bjelica,MIN,MIN @ TOR,PF,8.58,3300
Josh,McRoberts,MIA,GSW @ MIA,PF,13.02,3500
Dwyane,Wade,MIA,GSW @ MIA,SG,31.24,5550
Udonis,Haslem,MIA,GSW @ MIA,PF,5.54,3000
Chris,Bosh,MIA,GSW @ MIA,PF,32.19,5500
Amar'e,Stoudemire,MIA,GSW @ MIA,C,13.79,3800
Beno,Udrih,MIA,GSW @ MIA,PG,10.20,3550
Shaun,Livingston,GSW,GSW @ MIA,PG,14.69,3500
Luol,Deng,MIA,GSW @ MIA,SF,22.61,4600
Anderson,Varejao,GSW,GSW @ MIA,C,8.07,3500
Brandon,Rush,GSW,GSW @ MIA,SG,11.17,3300
Festus,Ezeli,GSW,GSW @ MIA,C,17.00,3700
Andrew,Bogut,GSW,GSW @ MIA,C,20.17,4100
Klay,Thompson,GSW,GSW @ MIA,SG,32.31,5500
Draymond,Green,GSW,GSW @ MIA,PF,41.02,6600
Stephen,Curry,GSW,GSW @ MIA,PG,47.14,7500
Andre,Iguodala,GSW,GSW @ MIA,SF,18.30,4200
Harrison,Barnes,GSW,GSW @ MIA,SF,19.20,4300
Marreese,Speights,GSW,GSW @ MIA,C,12.15,3300
Gerald,Green,MIA,GSW @ MIA,SG,16.43,3850
Goran,Dragic,MIA,GSW @ MIA,PG,26.42,4800
Ian,Clark,GSW,GSW @ MIA,SG,8.02,3000
Leandro,Barbosa,GSW,GSW @ MIA,SG,10.91,3500
Tyler,Johnson,MIA,GSW @ MIA,SG,16.89,3900
James Michael,McAdoo,GSW,GSW @ MIA,PF,5.92,3450
Hassan,Whiteside,MIA,GSW @ MIA,C,32.32,5500
