First Name,Last Name,Team,VS,Pos,FPPG,Sal
Justise,Winslow,MIA,GSW @ MIA,SF,15.54,4000
Josh,Richardson,MIA,GSW @ MIA,SG,6.35,3000
Kevon,Looney,GSW,GSW @ MIA,PF,4.88,3000
Anthony,Tolliver,DET,PHI @ DET,PF,12.88,3300
Elton,Brand,PHI,PHI @ DET,PF,1.00,3500
Joel,Anthony,DET,PHI @ DET,C,2.67,3300
Tobias,Harris,DET,PHI @ DET,SF,26.15,4650
Nerlens,Noel,PHI,PHI @ DET,PF,29.04,5200
Earl,Clark,PHI,PHI @ DET,PF,6.25,3000
Andre,Drummond,DET,PHI @ DET,C,39.78,6250
Kentavious,Caldwell-Pope,DET,PHI @ DET,SG,25.11,4200
Reggie,Jackson,DET,PHI @ DET,PG,31.95,5100
Robert,Covington,PHI,PHI @ DET,SF,22.66,4300
Isaiah,Canaan,PHI,PHI @ DET,PG,15.85,3800
Aron,Baynes,DET,PHI @ DET,C,14.26,3500
Steve,Blake,DET,PHI @ DET,PG,10.70,3300
Jodie,Meeks,DET,PHI @ DET,SG,0.00,3500
Reggie,Bullock,DET,PHI @ DET,SG,0.75,3300
Ish,Smith,PHI,PHI @ DET,PG,25.10,5200
Marcus,Morris,DET,PHI @ DET,SF,23.36,4300
Kendall,Marshall,PHI,PHI @ DET,PG,7.88,3300
Carl,Landry,PHI,PHI @ DET,PF,10.55,3500
Hollis,Thompson,PHI,PHI @ DET,SF,14.37,3600
Joel,Embiid,PHI,PHI @ DET,C,0.00,3000
Nik,Stauskas,PHI,PHI @ DET,SG,13.05,3800
Jerami,Grant,PHI,PHI @ DET,SF,20.43,4100
Spencer,Dinwiddie,DET,PHI @ DET,PG,1.58,3500
Jahlil,Okafor,PHI,PHI @ DET,C,28.98,4950
Stanley,Johnson,DET,PHI @ DET,SF,17.62,4500
Richaun,Holmes,PHI,PHI @ DET,PF,11.59,3500
Darrun,Hilliard,DET,PHI @ DET,SG,5.43,3000
T.J.,McConnell,PHI,PHI @ DET,PG,15.89,3900
Christian,Wood,PHI,PHI @ DET,PF,5.00,3000
John,Wall,WAS,WAS @ CHI,PG,43.64,6650
Otto,Porter,WAS,WAS @ CHI,SF,23.83,4400
Garrett,Temple,WAS,WAS @ CHI,SG,16.27,3800
Nene,Hilario,WAS,WAS @ CHI,PF,17.43,3950
Bradley,Beal,WAS,WAS @ CHI,SG,26.85,4700
Ramon,Sessions,WAS,WAS @ CHI,PG,17.23,3750
E'Twaun,Moore,CHI,WAS @ CHI,SG,13.78,3950
Alan,Anderson,WAS,WAS @ CHI,SG,29.75,3000
Jimmy,Butler,CHI,WAS @ CHI,SG,38.19,6250
Tony,Snell,CHI,WAS @ CHI,SF,10.96,3500
Derrick,Rose,CHI,WAS @ CHI,PG,27.67,5300
Mike,Dunleavy,CHI,WAS @ CHI,SF,9.96,3700
Taj,Gibson,CHI,WAS @ CHI,PF,22.34,4300
Gary,Neal,WAS,WAS @ CHI,SG,15.05,3700
Aaron,Brooks,CHI,WAS @ CHI,PG,12.80,3500
Pau,Gasol,CHI,WAS @ CHI,C,41.14,6300
Jared,Dudley,WAS,WAS @ CHI,PF,20.14,3900
Markieff,Morris,WAS,WAS @ CHI,PF,19.94,4750
Marcin,Gortat,WAS,WAS @ CHI,C,32.60,5200
Justin,Holiday,CHI,WAS @ CHI,SG,2.18,3600
Drew,Gooden,WAS,WAS @ CHI,PF,7.74,3300
Doug,McDermott,CHI,WAS @ CHI,SF,12.57,3600
Cameron,Bairstow,CHI,WAS @ CHI,PF,4.93,3000
Nikola,Mirotic,CHI,WAS @ CHI,PF,20.31,4000
Jarell,Eddie,WAS,WAS @ CHI,SF,2.81,3000
Kelly,Oubre,WAS,WAS @ CHI,SF,6.90,3000
Bobby,Portis,CHI,WAS @ CHI,PF,15.88,3850
Cristiano,Felicio,CHI,WAS @ CHI,PF,4.08,3000
Lou,Williams,LAL,LAL @ MEM,SG,25.01,4350
James,Ennis,MEM,LAL @ MEM,SF,5.00,3300
Chris,Andersen,MEM,LAL @ MEM,C,6.25,3000
Mario,Chalmers,MEM,LAL @ MEM,PG,20.18,3900
Metta,World Peace,LAL,LAL @ MEM,SF,10.08,3300
Brandon,Bass,LAL,LAL @ MEM,PF,16.94,3750
Lance,Stephenson,MEM,LAL @ MEM,SF,10.27,3300
Roy,Hibbert,LAL,LAL @ MEM,C,15.64,3750
Mike,Conley,MEM,LAL @ MEM,PG,29.07,5200
Zach,Randolph,MEM,LAL @ MEM,PF,26.49,5300
Tony,Allen,MEM,LAL @ MEM,SG,17.01,3850
Brandan,Wright,MEM,LAL @ MEM,PF,7.75,3400
Vince,Carter,MEM,LAL @ MEM,SG,9.15,3300
Robert,Sacre,LAL,LAL @ MEM,C,7.75,3000
Ryan,Kelly,LAL,LAL @ MEM,PF,12.45,3400
Nick,Young,LAL,LAL @ MEM,SF,9.90,3300
Kobe,Bryant,LAL,LAL @ MEM,SG,27.93,4900
Matt,Barnes,MEM,LAL @ MEM,SF,21.92,4450
P.J.,Hairston,MEM,LAL @ MEM,SG,11.24,3500
Jordan,Adams,MEM,LAL @ MEM,SG,12.00,3000
Julius,Randle,LAL,LAL @ MEM,PF,26.97,5000
Jordan,Clarkson,LAL,LAL @ MEM,SG,26.30,4700
Tarik,Black,LAL,LAL @ MEM,C,9.90,3000
JaMychal,Green,MEM,LAL @ MEM,PF,10.49,3700
D'Angelo,Russell,LAL,LAL @ MEM,PG,21.93,4100
Jarell,Martin,MEM,LAL @ MEM,PF,1.00,3000
Larry,Nance,LAL,LAL @ MEM,PF,15.29,3900
Anthony,Brown,LAL,LAL @ MEM,SF,8.67,3000
Marcelo,Huertas,LAL,LAL @ MEM,PG,7.38,3000
Raymond,Felton,DAL,OKC @ DAL,PG,20.96,3800
Deron,Williams,DAL,OKC @ DAL,PG,27.01,4900
Dion,Waiters,OKC,OKC @ DAL,SG,15.87,3950
Charlie,Villanueva,DAL,OKC @ DAL,PF,9.72,3500
Kyle,Singler,OKC,OKC @ DAL,SF,7.49,3500
Zaza,Pachulia,DAL,OKC @ DAL,C,26.87,4750
J.J.,Barea,DAL,OKC @ DAL,PG,17.84,4000
Jeremy,Evans,DAL,OKC @ DAL,SF,5.75,3300
Enes,Kanter,OKC,OKC @ DAL,C,21.35,4550
Serge,Ibaka,OKC,OKC @ DAL,PF,25.60,4700
Kevin,Durant,OKC,OKC @ DAL,SF,46.41,7400
Andre,Roberson,OKC,OKC @ DAL,SG,12.97,3800
Russell,Westbrook,OKC,OKC @ DAL,PG,48.74,7850
Steven,Adams,OKC,OKC @ DAL,C,18.77,3800
Nick,Collison,OKC,OKC @ DAL,PF,5.98,3350
Wesley,Matthews,DAL,OKC @ DAL,SG,21.16,4150
JaVale,McGee,DAL,OKC @ DAL,C,11.84,3300
Randy,Foye,OKC,OKC @ DAL,SG,13.09,3400
Chandler,Parsons,DAL,OKC @ DAL,SF,24.65,4900
Anthony,Morrow,OKC,OKC @ DAL,SG,7.62,3400
Devin,Harris,DAL,OKC @ DAL,PG,13.63,3700
Dirk,Nowitzki,DAL,OKC @ DAL,PF,29.80,4900
David,Lee,DAL,OKC @ DAL,PF,17.43,3500
Mitch,McGary,OKC,OKC @ DAL,PF,2.39,3300
Josh,Huestis,OKC,OKC @ DAL,SF,0.00,3000
Dwight,Powell,DAL,OKC @ DAL,PF,11.18,3500
Cameron,Payne,OKC,OKC @ DAL,PG,13.86,3500
Justin,Anderson,DAL,OKC @ DAL,SF,6.26,3600
Salah,Mejri,DAL,OKC @ DAL,C,9.83,3500
Jameer,Nelson,DEN,DEN @ LAC,PG,20.81,3900
Pablo,Prigioni,LAC,DEN @ LAC,PG,9.49,3000
Paul,Pierce,LAC,DEN @ LAC,SF,11.46,3700
Jeff,Green,LAC,DEN @ LAC,SF,22.71,4500
D.J.,Augustin,DEN,DEN @ LAC,PG,7.19,3500
Will,Barton,DEN,DEN @ LAC,SG,28.37,4700
Danilo,Gallinari,DEN,DEN @ LAC,SF,30.54,5350
Kenneth,Faried,DEN,DEN @ LAC,PF,25.69,4800
Darrell,Arthur,DEN,DEN @ LAC,PF,16.36,3700
Wilson,Chandler,DEN,DEN @ LAC,SF,22.00,3700
Joffrey,Lauvergne,DEN,DEN @ LAC,C,14.94,3500
Mike,Miller,DEN,DEN @ LAC,SF,3.98,3000
Austin,Rivers,LAC,DEN @ LAC,SG,12.97,3650
Wesley,Johnson,LAC,DEN @ LAC,SF,16.52,3800
DeAndre,Jordan,LAC,DEN @ LAC,C,36.51,6000
Jamal,Crawford,LAC,DEN @ LAC,SG,18.77,4450
Chris,Paul,LAC,DEN @ LAC,PG,42.14,6400
J.J.,Redick,LAC,DEN @ LAC,SG,21.37,4300
Luc,Mbah a Moute,LAC,DEN @ LAC,PF,8.20,3400
Cole,Aldrich,LAC,DEN @ LAC,C,16.31,3700
Gary,Harris,DEN,DEN @ LAC,SG,19.48,4150
Jusuf,Nurkic,DEN,DEN @ LAC,C,15.20,3800
C.J.,Wilcox,LAC,DEN @ LAC,SG,3.38,3000
Nikola,Jokic,DEN,DEN @ LAC,C,22.82,4600
JaKarr,Sampson,DEN,DEN @ LAC,SF,8.99,3400
Emmanuel,Mudiay,DEN,DEN @ LAC,PG,22.56,4750
Branden,Dawson,LAC,DEN @ LAC,SF,2.58,3000
Alex,Stepheson,LAC,DEN @ LAC,PF,5.25,3000
James,Anderson,SAC,SAS @ SAC,SG,4.80,3000
Rajon,Rondo,SAC,SAS @ SAC,PG,37.16,6100
Rudy,Gay,SAC,SAS @ SAC,SF,30.90,5450
Quincy,Acy,SAC,SAS @ SAC,PF,9.54,3200
David,West,SAS,SAS @ SAC,PF,16.98,3900
Caron,Butler,SAC,SAS @ SAC,SF,5.00,3000
LaMarcus,Aldridge,SAS,SAS @ SAC,PF,30.86,5300
Kosta,Koufos,SAC,SAS @ SAC,C,15.04,3600
Omri,Casspi,SAC,SAS @ SAC,SF,23.88,4450
Tim,Duncan,SAS,SAS @ SAC,C,23.52,4750
Marco,Belinelli,SAC,SAS @ SAC,SG,14.99,4200
Danny,Green,SAS,SAS @ SAC,SG,17.02,4000
Boris,Diaw,SAS,SAS @ SAC,PF,14.71,3500
Matt,Bonner,SAS,SAS @ SAC,C,4.90,3000
Manu,Ginobili,SAS,SAS @ SAC,SG,18.59,3700
Patty,Mills,SAS,SAS @ SAC,PG,16.09,3950
Tony,Parker,SAS,SAS @ SAC,PG,23.90,4500
Kawhi,Leonard,SAS,SAS @ SAC,SF,35.26,5500
Seth,Curry,SAC,SAS @ SAC,PG,6.11,3000
Darren,Collison,SAC,SAS @ SAC,PG,22.10,4100
Ben,McLemore,SAC,SAS @ SAC,SG,13.03,3700
Ray,McCallum,SAS,SAS @ SAC,PG,7.46,3300
DeMarcus,Cousins,SAC,SAS @ SAC,C,46.89,7900
Rasual,Butler,SAS,SAS @ SAC,SF,7.27,3000
Kyle,Anderson,SAS,SAS @ SAC,SF,10.94,3300
Eric,Moreland,SAC,SAS @ SAC,PF,5.88,3000
Willie,Cauley-Stein,SAC,SAS @ SAC,C,18.10,4200
Boban,Marjanovic,SAS,SAS @ SAC,C,13.16,3600
Duje,Dukan,SAC,SAS @ SAC,PF,0.00,3000
Jonathon,Simmons,SAS,SAS @ SAC,SG,10.14,3000
