First Name,Last Name,Team,VS,Pos,FPPG,Sal
Carl,Landry,PHI,WAS @ PHI,PF,11.00,3500
Hollis,Thompson,PHI,WAS @ PHI,SF,14.52,3600
Drew,Gooden,WAS,WAS @ PHI,PF,7.74,3300
Joel,Embiid,PHI,WAS @ PHI,C,0.00,3000
Nik,Stauskas,PHI,WAS @ PHI,SG,13.01,3800
Jerami,Grant,PHI,WAS @ PHI,SF,20.31,4100
Jarell,Eddie,WAS,WAS @ PHI,SF,2.81,3000
Kelly,Oubre,WAS,WAS @ PHI,SF,6.90,3000
Jahlil,Okafor,PHI,WAS @ PHI,C,28.38,4950
Richaun,Holmes,PHI,WAS @ PHI,PF,11.75,3500
T.J.,McConnell,PHI,WAS @ PHI,PG,16.02,3900
Christian,Wood,PHI,WAS @ PHI,PF,5.00,3000
Kevin,Seraphin,NYK,ORL @ NYK,C,9.74,3000
Arron,Afflalo,NYK,ORL @ NYK,SG,21.39,4400
Nikola,Vucevic,ORL,ORL @ NYK,C,35.89,6000
Andrew,Nicholson,ORL,ORL @ NYK,PF,11.68,3300
Victor,Oladipo,ORL,ORL @ NYK,SG,27.99,5350
Kyle,O'Quinn,NYK,ORL @ NYK,PF,11.45,3500
Carmelo,Anthony,NYK,ORL @ NYK,SF,37.94,6550
C.J.,Watson,ORL,ORL @ NYK,PG,7.50,3500
Brandon,Jennings,ORL,ORL @ NYK,PG,14.02,4000
Ersan,Ilyasova,ORL,ORL @ NYK,PF,22.40,4100
Derrick,Williams,NYK,ORL @ NYK,PF,15.74,3800
Robin,Lopez,NYK,ORL @ NYK,C,21.83,4550
Evan,Fournier,ORL,ORL @ NYK,SG,21.44,4650
Jason,Smith,ORL,ORL @ NYK,C,11.57,3500
Lance,Thomas,NYK,ORL @ NYK,SF,13.92,3200
Jose,Calderon,NYK,ORL @ NYK,PG,18.74,4000
Jimmer,Fredette,NYK,ORL @ NYK,PG,-1.00,3000
Dewayne,Dedmon,ORL,ORL @ NYK,C,5.46,3000
Lou,Amundson,NYK,ORL @ NYK,PF,4.93,3000
Sasha,Vujacic,NYK,ORL @ NYK,SG,7.53,3500
Shabazz,Napier,ORL,ORL @ NYK,PG,8.12,3500
Aaron,Gordon,ORL,ORL @ NYK,PF,21.29,4850
Elfrid,Payton,ORL,ORL @ NYK,PG,24.42,4700
Devyn,Marble,ORL,ORL @ NYK,SG,0.58,3000
Cleanthony,Early,NYK,ORL @ NYK,SF,0.20,3300
Langston,Galloway,NYK,ORL @ NYK,PG,17.19,4000
Mario,Hezonja,ORL,ORL @ NYK,SG,9.66,3600
Kristaps,Porzingis,NYK,ORL @ NYK,PF,28.46,5150
Jerian,Grant,NYK,ORL @ NYK,PG,9.90,3500
Bismack,Biyombo,TOR,CLE @ TOR,C,19.96,3700
DeMarre,Carroll,TOR,CLE @ TOR,SF,19.96,3800
James,Jones,CLE,CLE @ TOR,SF,5.26,3000
LeBron,James,CLE,CLE @ TOR,SF,44.32,7550
Iman,Shumpert,CLE,CLE @ TOR,SG,14.39,3500
J.R.,Smith,CLE,CLE @ TOR,SG,21.16,4400
DeMar,DeRozan,TOR,CLE @ TOR,SG,36.91,5700
Kyle,Lowry,TOR,CLE @ TOR,PG,38.46,6000
Terrence,Ross,TOR,CLE @ TOR,SF,16.64,3950
Jonas,Valanciunas,TOR,CLE @ TOR,C,28.97,5000
Tristan,Thompson,CLE,CLE @ TOR,PF,20.81,4700
Anthony,Bennett,TOR,CLE @ TOR,PF,3.38,3000
Kyrie,Irving,CLE,CLE @ TOR,PG,30.68,5650
Matthew,Dellavedova,CLE,CLE @ TOR,PG,17.60,3900
Luis,Scola,TOR,CLE @ TOR,PF,15.81,3750
Kevin,Love,CLE,CLE @ TOR,PF,31.63,5800
Richard,Jefferson,CLE,CLE @ TOR,SF,8.74,3300
Mo,Williams,CLE,CLE @ TOR,PG,8.32,3600
Timofey,Mozgov,CLE,CLE @ TOR,C,12.90,3600
Cory,Joseph,TOR,CLE @ TOR,PG,17.66,3800
Channing,Frye,CLE,CLE @ TOR,PF,12.18,3500
Patrick,Patterson,TOR,CLE @ TOR,PF,15.18,3750
James,Johnson,TOR,CLE @ TOR,PF,11.32,3300
Bruno,Caboclo,TOR,CLE @ TOR,SF,1.13,3000
Lucas,Nogueira,TOR,CLE @ TOR,C,5.03,3000
Delon,Wright,TOR,CLE @ TOR,PG,2.46,3000
Norman,Powell,TOR,CLE @ TOR,SG,4.06,3400
Sasha,Kaun,CLE,CLE @ TOR,C,1.91,3000
Paul,Millsap,ATL,CHI @ ATL,PF,36.03,5850
Jeff,Teague,ATL,CHI @ ATL,PG,26.03,4950
Dennis,Schroder,ATL,CHI @ ATL,PG,21.88,4100
Kyle,Korver,ATL,CHI @ ATL,SG,17.44,4200
Al,Horford,ATL,CHI @ ATL,C,31.73,5300
Mike,Scott,ATL,CHI @ ATL,PF,13.19,3500
E'Twaun,Moore,CHI,CHI @ ATL,SG,14.15,4100
Tim,Hardaway Jr.,ATL,CHI @ ATL,SG,8.97,3500
Jimmy,Butler,CHI,CHI @ ATL,SG,38.19,6250
Tony,Snell,CHI,CHI @ ATL,SF,11.29,3500
Kirk,Hinrich,ATL,CHI @ ATL,PG,7.16,3300
Derrick,Rose,CHI,CHI @ ATL,PG,27.67,5450
Mike,Dunleavy,CHI,CHI @ ATL,SF,11.75,3700
Taj,Gibson,CHI,CHI @ ATL,PF,22.76,4300
Thabo,Sefolosha,ATL,CHI @ ATL,SF,16.09,3700
Aaron,Brooks,CHI,CHI @ ATL,PG,12.81,3500
Tiago,Splitter,ATL,CHI @ ATL,C,12.27,3500
Kent,Bazemore,ATL,CHI @ ATL,SF,22.63,4700
Pau,Gasol,CHI,CHI @ ATL,C,41.14,6300
Justin,Holiday,CHI,CHI @ ATL,SG,2.40,3600
Mike,Muscala,ATL,CHI @ ATL,C,8.06,3000
Doug,McDermott,CHI,CHI @ ATL,SF,12.82,3600
Walter,Tavares,ATL,CHI @ ATL,C,7.00,3000
Cameron,Bairstow,CHI,CHI @ ATL,PF,4.93,3000
Lamar,Patterson,ATL,CHI @ ATL,SG,4.51,3000
Nikola,Mirotic,CHI,CHI @ ATL,PF,20.31,4000
Bobby,Portis,CHI,CHI @ ATL,PF,15.69,4100
Cristiano,Felicio,CHI,CHI @ ATL,PF,4.78,3000
Jameer,Nelson,DEN,DEN @ DAL,PG,20.81,3900
Raymond,Felton,DAL,DEN @ DAL,PG,21.30,3800
Deron,Williams,DAL,DEN @ DAL,PG,26.70,5000
D.J.,Augustin,DEN,DEN @ DAL,PG,7.80,3500
Charlie,Villanueva,DAL,DEN @ DAL,PF,9.41,3500
Zaza,Pachulia,DAL,DEN @ DAL,C,27.41,4750
J.J.,Barea,DAL,DEN @ DAL,PG,17.62,4000
Jeremy,Evans,DAL,DEN @ DAL,SF,5.75,3300
Wesley,Matthews,DAL,DEN @ DAL,SG,21.22,4150
Will,Barton,DEN,DEN @ DAL,SG,28.58,4700
JaVale,McGee,DAL,DEN @ DAL,C,11.72,3300
Danilo,Gallinari,DEN,DEN @ DAL,SF,30.74,5350
Kenneth,Faried,DEN,DEN @ DAL,PF,26.25,4800
Darrell,Arthur,DEN,DEN @ DAL,PF,16.49,3700
Wilson,Chandler,DEN,DEN @ DAL,SF,22.00,3700
Joffrey,Lauvergne,DEN,DEN @ DAL,C,15.38,3500
Mike,Miller,DEN,DEN @ DAL,SF,3.98,3000
Chandler,Parsons,DAL,DEN @ DAL,SF,24.42,4900
Devin,Harris,DAL,DEN @ DAL,PG,13.56,3700
Dirk,Nowitzki,DAL,DEN @ DAL,PF,30.03,4900
David,Lee,DAL,DEN @ DAL,PF,18.08,3500
Gary,Harris,DEN,DEN @ DAL,SG,19.77,4150
Jusuf,Nurkic,DEN,DEN @ DAL,C,15.20,3800
Dwight,Powell,DAL,DEN @ DAL,PF,11.02,3500
Nikola,Jokic,DEN,DEN @ DAL,C,23.42,4600
JaKarr,Sampson,DEN,DEN @ DAL,SF,8.99,3400
Emmanuel,Mudiay,DEN,DEN @ DAL,PG,22.64,4750
Justin,Anderson,DAL,DEN @ DAL,SF,6.18,3600
Salah,Mejri,DAL,DEN @ DAL,C,10.52,3500
Pablo,Prigioni,LAC,LAC @ SAC,PG,9.44,3000
James,Anderson,SAC,LAC @ SAC,SG,4.67,3000
Paul,Pierce,LAC,LAC @ SAC,SF,11.83,3700
Rajon,Rondo,SAC,LAC @ SAC,PG,37.82,5950
Jeff,Green,LAC,LAC @ SAC,SF,22.35,4500
Rudy,Gay,SAC,LAC @ SAC,SF,30.68,5450
Quincy,Acy,SAC,LAC @ SAC,PF,10.24,3200
Caron,Butler,SAC,LAC @ SAC,SF,5.00,3000
Kosta,Koufos,SAC,LAC @ SAC,C,14.37,3600
Omri,Casspi,SAC,LAC @ SAC,SF,23.27,4450
Austin,Rivers,LAC,LAC @ SAC,SG,12.92,3650
Marco,Belinelli,SAC,LAC @ SAC,SG,14.37,4200
Seth,Curry,SAC,LAC @ SAC,PG,5.90,3000
Wesley,Johnson,LAC,LAC @ SAC,SF,16.99,3800
DeAndre,Jordan,LAC,LAC @ SAC,C,36.42,6200
Jamal,Crawford,LAC,LAC @ SAC,SG,19.35,4450
Chris,Paul,LAC,LAC @ SAC,PG,42.12,6550
J.J.,Redick,LAC,LAC @ SAC,SG,21.97,4300
Darren,Collison,SAC,LAC @ SAC,PG,22.33,4100
Ben,McLemore,SAC,LAC @ SAC,SG,12.97,3700
Luc,Mbah a Moute,LAC,LAC @ SAC,PF,8.29,3400
DeMarcus,Cousins,SAC,LAC @ SAC,C,47.41,7900
Cole,Aldrich,LAC,LAC @ SAC,C,16.15,3700
C.J.,Wilcox,LAC,LAC @ SAC,SG,3.07,3000
Eric,Moreland,SAC,LAC @ SAC,PF,5.88,3000
Willie,Cauley-Stein,SAC,LAC @ SAC,C,18.53,4200
Branden,Dawson,LAC,LAC @ SAC,SF,2.58,3000
Duje,Dukan,SAC,LAC @ SAC,PF,0.00,3000
Alex,Stepheson,LAC,LAC @ SAC,PF,5.25,3000
Lou,Williams,LAL,MEM @ LAL,SG,25.07,4350
James,Ennis,MEM,MEM @ LAL,SF,4.29,3300
Chris,Andersen,MEM,MEM @ LAL,C,5.64,3000
Mario,Chalmers,MEM,MEM @ LAL,PG,20.13,3900
Metta,World Peace,LAL,MEM @ LAL,SF,10.08,3300
Brandon,Bass,LAL,MEM @ LAL,PF,17.09,3750
Lance,Stephenson,MEM,MEM @ LAL,SF,10.63,3600
Roy,Hibbert,LAL,MEM @ LAL,C,15.58,3750
Mike,Conley,MEM,MEM @ LAL,PG,29.59,5300
Zach,Randolph,MEM,MEM @ LAL,PF,26.60,5300
Tony,Allen,MEM,MEM @ LAL,SG,16.85,3850
Brandan,Wright,MEM,MEM @ LAL,PF,13.83,3400
Vince,Carter,MEM,MEM @ LAL,SG,9.33,3800
Robert,Sacre,LAL,MEM @ LAL,C,7.75,3000
Ryan,Kelly,LAL,MEM @ LAL,PF,12.45,3400
Nick,Young,LAL,MEM @ LAL,SF,9.84,3300
Kobe,Bryant,LAL,MEM @ LAL,SG,27.68,4900
Matt,Barnes,MEM,MEM @ LAL,SF,22.27,4450
P.J.,Hairston,MEM,MEM @ LAL,SG,11.61,3500
Jordan,Adams,MEM,MEM @ LAL,SG,12.00,3000
Julius,Randle,LAL,MEM @ LAL,PF,26.96,5000
Jordan,Clarkson,LAL,MEM @ LAL,SG,26.58,4700
Tarik,Black,LAL,MEM @ LAL,C,9.66,3000
JaMychal,Green,MEM,MEM @ LAL,PF,10.92,3700
D'Angelo,Russell,LAL,MEM @ LAL,PG,22.32,4450
Jarell,Martin,MEM,MEM @ LAL,PF,0.67,3000
Larry,Nance,LAL,MEM @ LAL,PF,15.14,3900
Anthony,Brown,LAL,MEM @ LAL,SF,8.67,3000
Marcelo,Huertas,LAL,MEM @ LAL,PG,7.38,3000
J.J.,Hickson,WAS,WAS @ PHI,C,10.54,3700
