Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,11000,OKC@Dal 08:30PM ET,53.696,OKC
PF,DeMarcus Cousins,10900,SA@Sac 10:30PM ET,51.072,Sac
PG,Stephen Curry,10500,GS@Mia 07:30PM ET,52.231,GS
SF,Kevin Durant,9800,OKC@Dal 08:30PM ET,48.847,OKC
PG,Chris Paul,9700,Den@LAC 10:30PM ET,43.250,LAC
SF,LeBron James,9600,Cha@Cle 07:00PM ET,47.398,Cle
PG,John Wall,9300,Was@Chi 08:00PM ET,45.583,Was
C,Karl-Anthony Towns,8800,Min@Tor 07:30PM ET,37.329,Min
PF,Draymond Green,8700,GS@Mia 07:30PM ET,42.519,GS
C,Pau Gasol,8600,Was@Chi 08:00PM ET,41.010,Chi
SF,Paul George,8600,NY@Ind 07:00PM ET,42.652,Ind
SF,Carmelo Anthony,8500,NY@Ind 07:00PM ET,39.813,NY
PG,Kyle Lowry,8500,Min@Tor 07:30PM ET,42.359,Tor
PF,Blake Griffin,8500,Den@LAC 10:30PM ET,43.567,LAC
SG,Jimmy Butler,8500,Was@Chi 08:00PM ET,39.682,Chi
PG,Rajon Rondo,8400,SA@Sac 10:30PM ET,41.678,Sac
PG,Kemba Walker,8200,Cha@Cle 07:00PM ET,38.282,Cha
C,Andre Drummond,8000,Phi@Det 07:30PM ET,43.408,Det
PG,Kyrie Irving,7900,Cha@Cle 07:00PM ET,30.828,Cle
C,DeAndre Jordan,7800,Den@LAC 10:30PM ET,37.699,LAC
SG,Klay Thompson,7700,GS@Mia 07:30PM ET,32.948,GS
C,Hassan Whiteside,7600,GS@Mia 07:30PM ET,36.059,Mia
PG,Derrick Rose,7500,Was@Chi 08:00PM ET,28.979,Chi
SF,Kawhi Leonard,7500,SA@Sac 10:30PM ET,38.064,SA
PF,Kevin Love,7400,Cha@Cle 07:00PM ET,36.324,Cle
SG,DeMar DeRozan,7300,Min@Tor 07:30PM ET,36.764,Tor
SG,Nicolas Batum,7200,Cha@Cle 07:00PM ET,34.016,Cha
SF,Danilo Gallinari,7100,Den@LAC 10:30PM ET,32.835,Den
PF,LaMarcus Aldridge,7000,SA@Sac 10:30PM ET,32.005,SA
C,Marc Gasol,7000,LAL@Mem 08:00PM ET,34.731,Mem
PF,Zach Randolph,6900,LAL@Mem 08:00PM ET,27.890,Mem
SG,Dwyane Wade,6900,GS@Mia 07:30PM ET,32.632,Mia
PG,Mike Conley,6900,LAL@Mem 08:00PM ET,30.888,Mem
PG,Ish Smith,6900,Phi@Det 07:30PM ET,28.005,Phi
PF,Chris Bosh,6800,GS@Mia 07:30PM ET,34.972,Mia
C,Marcin Gortat,6800,Was@Chi 08:00PM ET,32.620,Was
PG,Reggie Jackson,6700,Phi@Det 07:30PM ET,34.179,Det
PF,Gorgui Dieng,6700,Min@Tor 07:30PM ET,24.368,Min
PF,Kristaps Porzingis,6700,NY@Ind 07:00PM ET,30.592,NY
SF,Rudy Gay,6600,SA@Sac 10:30PM ET,31.932,Sac
PF,Nerlens Noel,6500,Phi@Det 07:30PM ET,29.089,Phi
SF,Chandler Parsons,6400,OKC@Dal 08:30PM ET,24.071,Dal
PG,Goran Dragic,6400,GS@Mia 07:30PM ET,26.963,Mia
PG,Ricky Rubio,6400,Min@Tor 07:30PM ET,32.142,Min
SG,Bradley Beal,6400,Was@Chi 08:00PM ET,29.856,Was
C,Jahlil Okafor,6400,Phi@Det 07:30PM ET,30.776,Phi
SG,Andrew Wiggins,6300,Min@Tor 07:30PM ET,30.254,Min
PF,Julius Randle,6200,LAL@Mem 08:00PM ET,27.895,LAL
PF,Dirk Nowitzki,6100,OKC@Dal 08:30PM ET,31.338,Dal
PG,Deron Williams,6100,OKC@Dal 08:30PM ET,28.193,Dal
SF,Luol Deng,6100,GS@Mia 07:30PM ET,22.827,Mia
SF,Tobias Harris,6000,Phi@Det 07:30PM ET,28.534,Det
C,Jonas Valanciunas,6000,Min@Tor 07:30PM ET,28.855,Tor
C,Zaza Pachulia,5900,OKC@Dal 08:30PM ET,28.837,Dal
PF,Markieff Morris,5900,Was@Chi 08:00PM ET,22.949,Was
PG,Emmanuel Mudiay,5900,Den@LAC 10:30PM ET,26.226,Den
SG,Kobe Bryant,5800,LAL@Mem 08:00PM ET,29.615,LAL
SG,Monta Ellis,5800,NY@Ind 07:00PM ET,28.929,Ind
SG,Will Barton,5800,Den@LAC 10:30PM ET,29.455,Den
PF,Myles Turner,5800,NY@Ind 07:00PM ET,20.853,Ind
SG,Jamal Crawford,5700,Den@LAC 10:30PM ET,20.451,LAC
PF,Marvin Williams,5700,Cha@Cle 07:00PM ET,24.991,Cha
PF,Kenneth Faried,5700,Den@LAC 10:30PM ET,27.276,Den
C,Robin Lopez,5600,NY@Ind 07:00PM ET,22.737,NY
PG,Jordan Clarkson,5600,LAL@Mem 08:00PM ET,26.625,LAL
C,Nikola Jokic,5600,Den@LAC 10:30PM ET,22.583,Den
PG,George Hill,5500,NY@Ind 07:00PM ET,26.133,Ind
SF,Wilson Chandler,5500,Den@LAC 10:30PM ET,0,Den
PF,Serge Ibaka,5500,OKC@Dal 08:30PM ET,27.411,OKC
SF,Robert Covington,5500,Phi@Det 07:30PM ET,25.120,Phi
PF,Tristan Thompson,5500,Cha@Cle 07:00PM ET,22.577,Cle
C,Joakim Noah,5400,Was@Chi 08:00PM ET,23.353,Chi
SG,E'Twaun Moore,5400,Was@Chi 08:00PM ET,12.965,Chi
SF,Marcus Morris,5400,Phi@Det 07:30PM ET,25.451,Det
SF,Michael Kidd-Gilchrist,5400,Cha@Cle 07:00PM ET,24.464,Cha
SF,Otto Porter,5400,Was@Chi 08:00PM ET,25.500,Was
SG,Zach LaVine,5300,Min@Tor 07:30PM ET,22.732,Min
SG,J.R. Smith,5200,Cha@Cle 07:00PM ET,22.235,Cle
PG,Tony Parker,5100,SA@Sac 10:30PM ET,24.534,SA
C,Al Jefferson,5100,Cha@Cle 07:00PM ET,25.595,Cha
SF,Jeff Green,5100,Den@LAC 10:30PM ET,22.509,LAC
SG,Kentavious Caldwell-Pope,5100,Phi@Det 07:30PM ET,25.476,Det
C,Tim Duncan,5000,SA@Sac 10:30PM ET,26.305,SA
SF,Matt Barnes,5000,LAL@Mem 08:00PM ET,21.696,Mem
SG,J.J. Redick,5000,Den@LAC 10:30PM ET,22.788,LAC
C,Ian Mahinmi,5000,NY@Ind 07:00PM ET,23.261,Ind
SF,Omri Casspi,5000,SA@Sac 10:30PM ET,24.698,Sac
SF,Harrison Barnes,5000,GS@Mia 07:30PM ET,22.474,GS
PG,Darren Collison,4900,SA@Sac 10:30PM ET,23.638,Sac
PF,Taj Gibson,4900,Was@Chi 08:00PM ET,21.655,Chi
PG,D'Angelo Russell,4900,LAL@Mem 08:00PM ET,23.817,LAL
SF,DeMarre Carroll,4800,Min@Tor 07:30PM ET,23.261,Tor
SG,Danny Green,4800,SA@Sac 10:30PM ET,18.643,SA
C,Enes Kanter,4800,OKC@Dal 08:30PM ET,23.254,OKC
PF,Nikola Mirotic,4800,Was@Chi 08:00PM ET,23.261,Chi
C,Cody Zeller,4800,Cha@Cle 07:00PM ET,20.835,Cha
SG,Gary Harris,4800,Den@LAC 10:30PM ET,20.360,Den
SG,Arron Afflalo,4700,NY@Ind 07:00PM ET,22.750,NY
SG,Lou Williams,4700,LAL@Mem 08:00PM ET,25.209,LAL
PF,Bobby Portis,4700,Was@Chi 08:00PM ET,16.114,Chi
SF,Justise Winslow,4700,GS@Mia 07:30PM ET,16.533,Mia
PG,Jeremy Lin,4600,Cha@Cle 07:00PM ET,23.106,Cha
PG,Patty Mills,4600,SA@Sac 10:30PM ET,17.321,SA
SG,Raymond Felton,4500,OKC@Dal 08:30PM ET,20.563,Dal
SF,Jared Dudley,4500,Was@Chi 08:00PM ET,19.689,Was
SG,Wesley Matthews,4500,OKC@Dal 08:30PM ET,21.665,Dal
SG,Marco Belinelli,4500,SA@Sac 10:30PM ET,17.534,Sac
SF,Stanley Johnson,4500,Phi@Det 07:30PM ET,18.162,Det
C,Andrew Bogut,4400,GS@Mia 07:30PM ET,21.830,GS
PF,Jordan Hill,4400,NY@Ind 07:00PM ET,21.370,Ind
SF,Jerami Grant,4400,Phi@Det 07:30PM ET,21.547,Phi
SF,Andre Iguodala,4300,GS@Mia 07:30PM ET,20.866,GS
PG,Mario Chalmers,4300,LAL@Mem 08:00PM ET,21.245,Mem
SF,Wesley Johnson,4300,Den@LAC 10:30PM ET,15.491,LAC
SF,Kyle Anderson,4300,SA@Sac 10:30PM ET,10.534,SA
C,Willie Cauley-Stein,4300,SA@Sac 10:30PM ET,17.094,Sac
PG,J.J. Barea,4200,OKC@Dal 08:30PM ET,18.539,Dal
PF,JaMychal Green,4200,LAL@Mem 08:00PM ET,12.324,Mem
SG,Langston Galloway,4200,NY@Ind 07:00PM ET,18.276,NY
PG,Cory Joseph,4200,Min@Tor 07:30PM ET,18.582,Tor
C,Steven Adams,4200,OKC@Dal 08:30PM ET,19.116,OKC
C,Amar'e Stoudemire,4100,GS@Mia 07:30PM ET,14.018,Mia
SF,Tony Allen,4100,LAL@Mem 08:00PM ET,17.346,Mem
SF,Shabazz Muhammad,4100,Min@Tor 07:30PM ET,15.219,Min
