Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Stephen Curry,10900,LAL@GS 10:30PM ET,54.100,GS
SF,Paul George,9900,Ind@Was 07:00PM ET,46.385,Ind
PF,Blake Griffin,9400,LAC@Den 09:00PM ET,44.288,LAC
PG,Damian Lillard,9000,Chi@Por 10:00PM ET,44.517,Por
PG,Chris Paul,8500,LAC@Den 09:00PM ET,36.800,LAC
PG,John Wall,8400,Ind@Was 07:00PM ET,39.225,Was
PF,Paul Millsap,8200,Bos@Atl 08:00PM ET,41.533,Atl
SG,Jimmy Butler,8100,Chi@Por 10:00PM ET,38.333,Chi
PG,Isaiah Thomas,7600,Bos@Atl 08:00PM ET,35.981,Bos
PF,Draymond Green,7500,LAL@GS 10:30PM ET,37.100,GS
C,DeAndre Jordan,7400,LAC@Den 09:00PM ET,34.827,LAC
C,Marc Gasol,7300,Dal@Mem 08:00PM ET,32.446,Mem
C,Pau Gasol,7100,Chi@Por 10:00PM ET,34.875,Chi
PG,Jeff Teague,7000,Bos@Atl 08:00PM ET,32.688,Atl
C,Al Horford,6900,Bos@Atl 08:00PM ET,35.283,Atl
SF,Danilo Gallinari,6700,LAC@Den 09:00PM ET,31.429,Den
SG,Bradley Beal,6700,Ind@Was 07:00PM ET,31.429,Was
SG,Monta Ellis,6600,Ind@Was 07:00PM ET,28.462,Ind
PG,Mike Conley,6600,Dal@Mem 08:00PM ET,31.250,Mem
SG,C.J. McCollum,6600,Chi@Por 10:00PM ET,31.767,Por
SF,Al-Farouq Aminu,6400,Chi@Por 10:00PM ET,28.433,Por
PF,Dirk Nowitzki,6300,Dal@Mem 08:00PM ET,31.058,Dal
SG,Klay Thompson,6300,LAL@GS 10:30PM ET,28.304,GS
C,Jared Sullinger,6300,Bos@Atl 08:00PM ET,29.750,Bos
PF,Zach Randolph,6200,Dal@Mem 08:00PM ET,29.167,Mem
SG,Kobe Bryant,6100,LAL@GS 10:30PM ET,28.775,LAL
PG,George Hill,6000,Ind@Was 07:00PM ET,28.175,Ind
PG,Derrick Rose,6000,Chi@Por 10:00PM ET,27.000,Chi
PF,Julius Randle,6000,LAL@GS 10:30PM ET,27.538,LAL
PG,Emmanuel Mudiay,5900,LAC@Den 09:00PM ET,29.946,Den
PG,Deron Williams,5800,Dal@Mem 08:00PM ET,29.269,Dal
PF,Kenneth Faried,5800,LAC@Den 09:00PM ET,27.962,Den
SG,Will Barton,5800,LAC@Den 09:00PM ET,27.786,Den
SF,Otto Porter,5800,Ind@Was 07:00PM ET,27.875,Was
C,Zaza Pachulia,5700,Dal@Mem 08:00PM ET,29.571,Dal
C,Mason Plumlee,5700,Chi@Por 10:00PM ET,28.350,Por
SF,Jae Crowder,5700,Bos@Atl 08:00PM ET,25.962,Bos
SF,Harrison Barnes,5600,LAL@GS 10:30PM ET,26.100,GS
C,Marcin Gortat,5500,Ind@Was 07:00PM ET,25.250,Was
SF,Wilson Chandler,5500,LAC@Den 09:00PM ET,0,Den
SG,Avery Bradley,5500,Bos@Atl 08:00PM ET,25.864,Bos
PF,Nikola Mirotic,5500,Chi@Por 10:00PM ET,24.479,Chi
SF,Kent Bazemore,5400,Bos@Atl 08:00PM ET,25.396,Atl
PG,Dennis Schroder,5400,Bos@Atl 08:00PM ET,23.617,Atl
C,Jusuf Nurkic,5400,LAC@Den 09:00PM ET,0,Den
SF,Andre Iguodala,5200,LAL@GS 10:30PM ET,24.483,GS
SG,Jordan Clarkson,5200,LAL@GS 10:30PM ET,24.827,LAL
C,Roy Hibbert,5000,LAL@GS 10:30PM ET,24.942,LAL
SF,C.J. Miles,4900,Ind@Was 07:00PM ET,23.025,Ind
SG,Evan Turner,4900,Bos@Atl 08:00PM ET,21.769,Bos
SG,Jamal Crawford,4800,LAC@Den 09:00PM ET,20.577,LAC
PF,Jordan Hill,4800,Ind@Was 07:00PM ET,24.229,Ind
PG,Marcus Smart,4800,Bos@Atl 08:00PM ET,23.278,Bos
C,Andrew Bogut,4700,LAL@GS 10:30PM ET,23.389,GS
PF,Dwight Powell,4700,Dal@Mem 08:00PM ET,23.857,Dal
C,Ian Mahinmi,4600,Ind@Was 07:00PM ET,21.083,Ind
SG,Kyle Korver,4500,Bos@Atl 08:00PM ET,20.308,Atl
SF,Jeff Green,4500,Dal@Mem 08:00PM ET,17.732,Mem
PG,D'Angelo Russell,4500,LAL@GS 10:30PM ET,22.654,LAL
C,Joakim Noah,4400,Chi@Por 10:00PM ET,19.909,Chi
SG,J.J. Redick,4300,LAC@Den 09:00PM ET,19.850,LAC
SG,Wesley Matthews,4300,Dal@Mem 08:00PM ET,18.417,Dal
C,Festus Ezeli,4300,LAL@GS 10:30PM ET,20.967,GS
PF,Amir Johnson,4200,Bos@Atl 08:00PM ET,19.615,Bos
SF,Chandler Parsons,4200,Dal@Mem 08:00PM ET,14.075,Dal
