First Name,Last Name,Team,VS,Pos,FPPG,Sal
Ronnie,Price,PHX,SAS @ PHX,PG,9.34,3500
Tyson,Chandler,PHX,SAS @ PHX,C,18.31,4250
Mirza,Teletovic,PHX,SAS @ PHX,PF,17.87,3800
Kris,Humphries,PHX,SAS @ PHX,PF,12.36,3500
David,West,SAS,SAS @ PHX,PF,16.92,3900
Brandon,Knight,PHX,SAS @ PHX,PG,29.70,5100
LaMarcus,Aldridge,SAS,SAS @ PHX,PF,30.73,5300
Jon,Leuer,PHX,SAS @ PHX,PF,20.03,3800
Tim,Duncan,SAS,SAS @ PHX,C,23.73,4750
Danny,Green,SAS,SAS @ PHX,SG,17.04,4000
Boris,Diaw,SAS,SAS @ PHX,PF,14.23,3500
Matt,Bonner,SAS,SAS @ PHX,C,4.90,3000
Manu,Ginobili,SAS,SAS @ PHX,SG,18.48,3700
Patty,Mills,SAS,SAS @ PHX,PG,15.71,3950
Tony,Parker,SAS,SAS @ PHX,PG,24.03,4500
Kawhi,Leonard,SAS,SAS @ PHX,SF,35.72,5500
DeJuan,Blair,PHX,SAS @ PHX,C,5.33,3000
Alex,Len,PHX,SAS @ PHX,C,18.63,4100
Archie,Goodwin,PHX,SAS @ PHX,SG,18.61,4400
P.J.,Tucker,PHX,SAS @ PHX,SF,19.66,4150
Ray,McCallum,SAS,SAS @ PHX,PG,7.46,3300
Rasual,Butler,SAS,SAS @ PHX,SF,6.25,3000
Kyle,Anderson,SAS,SAS @ PHX,SF,10.74,3300
T.J.,Warren,PHX,SAS @ PHX,SF,18.24,3500
Devin,Booker,PHX,SAS @ PHX,SG,18.11,4400
Sonny,Weems,PHX,SAS @ PHX,SG,6.06,3000
Boban,Marjanovic,SAS,SAS @ PHX,C,12.86,3600
Jonathon,Simmons,SAS,SAS @ PHX,SG,9.96,3000
Jameer,Nelson,DEN,BOS @ DEN,PG,19.68,3900
Evan,Turner,BOS,BOS @ DEN,SG,23.17,4500
Kelly,Olynyk,BOS,BOS @ DEN,C,20.08,3900
Avery,Bradley,BOS,BOS @ DEN,SG,24.34,4400
Jared,Sullinger,BOS,BOS @ DEN,PF,25.46,4750
D.J.,Augustin,DEN,BOS @ DEN,PG,7.06,3500
Amir,Johnson,BOS,BOS @ DEN,PF,19.94,3900
Tyler,Zeller,BOS,BOS @ DEN,C,9.72,3700
Jonas,Jerebko,BOS,BOS @ DEN,PF,9.65,3300
Will,Barton,DEN,BOS @ DEN,SG,28.38,4700
Danilo,Gallinari,DEN,BOS @ DEN,SF,31.56,5350
Kenneth,Faried,DEN,BOS @ DEN,PF,26.56,4800
Darrell,Arthur,DEN,BOS @ DEN,PF,17.15,3700
Wilson,Chandler,DEN,BOS @ DEN,SF,22.00,3700
Joffrey,Lauvergne,DEN,BOS @ DEN,C,15.76,3500
Mike,Miller,DEN,BOS @ DEN,SF,4.29,3000
Jae,Crowder,BOS,BOS @ DEN,SF,26.73,4600
Isaiah,Thomas,BOS,BOS @ DEN,PG,35.51,5700
James,Young,BOS,BOS @ DEN,SG,3.78,3000
Marcus,Smart,BOS,BOS @ DEN,PG,22.40,4200
