First Name,Last Name,Team,VS,Pos,FPPG,Sal
Gary,Harris,DEN,BOS @ DEN,SG,19.64,4150
Jusuf,Nurkic,DEN,BOS @ DEN,C,15.68,3800
Nikola,Jokic,DEN,BOS @ DEN,C,22.68,4600
Terry,Rozier,BOS,BOS @ DEN,PG,2.90,3000
Emmanuel,Mudiay,DEN,BOS @ DEN,PG,22.64,4750
Jordan,Mickey,BOS,BOS @ DEN,PF,4.00,3000
R.J.,Hunter,BOS,BOS @ DEN,SG,5.71,3000
Bismack,Biyombo,TOR,MEM @ TOR,C,19.77,3700
DeMarre,Carroll,TOR,MEM @ TOR,SF,19.94,3800
James,Ennis,MEM,MEM @ TOR,SF,4.57,3300
Chris,Andersen,MEM,MEM @ TOR,C,6.25,3000
Mario,Chalmers,MEM,MEM @ TOR,PG,20.24,3900
DeMar,DeRozan,TOR,MEM @ TOR,SG,36.92,5700
Kyle,Lowry,TOR,MEM @ TOR,PG,38.68,6000
Terrence,Ross,TOR,MEM @ TOR,SF,16.78,3950
Jonas,Valanciunas,TOR,MEM @ TOR,C,29.16,5000
Anthony,Bennett,TOR,MEM @ TOR,PF,3.61,3000
Lance,Stephenson,MEM,MEM @ TOR,SF,9.69,3300
Luis,Scola,TOR,MEM @ TOR,PF,16.39,3750
Mike,Conley,MEM,MEM @ TOR,PG,29.55,5200
Zach,Randolph,MEM,MEM @ TOR,PF,26.46,5300
Tony,Allen,MEM,MEM @ TOR,SG,17.11,3850
Cory,Joseph,TOR,MEM @ TOR,PG,16.81,3800
Brandan,Wright,MEM,MEM @ TOR,PF,10.50,3400
Vince,Carter,MEM,MEM @ TOR,SG,8.43,3300
Matt,Barnes,MEM,MEM @ TOR,SF,22.35,4450
Patrick,Patterson,TOR,MEM @ TOR,PF,15.20,3750
James,Johnson,TOR,MEM @ TOR,PF,10.98,3300
P.J.,Hairston,MEM,MEM @ TOR,SG,11.61,3500
Jordan,Adams,MEM,MEM @ TOR,SG,12.00,3000
Bruno,Caboclo,TOR,MEM @ TOR,SF,1.13,3000
Lucas,Nogueira,TOR,MEM @ TOR,C,5.30,3000
JaMychal,Green,MEM,MEM @ TOR,PF,10.70,3700
Delon,Wright,TOR,MEM @ TOR,PG,2.28,3000
Norman,Powell,TOR,MEM @ TOR,SG,4.20,3400
Jarell,Martin,MEM,MEM @ TOR,PF,1.00,3000
Al,Jefferson,CHA,CHA @ BKN,C,18.21,4800
Kemba,Walker,CHA,CHA @ BKN,PG,38.32,5900
Cody,Zeller,CHA,CHA @ BKN,C,22.26,4000
Thaddeus,Young,BKN,CHA @ BKN,PF,30.93,5250
Spencer,Hawes,CHA,CHA @ BKN,PF,16.33,3850
Joe,Johnson,BKN,CHA @ BKN,SF,21.80,4300
Brook,Lopez,BKN,CHA @ BKN,C,36.08,5750
Courtney,Lee,CHA,CHA @ BKN,SG,16.82,3800
Tyler,Hansbrough,CHA,CHA @ BKN,PF,7.02,3200
Sergey,Karasev,BKN,CHA @ BKN,SG,2.07,3000
Donald,Sloan,BKN,CHA @ BKN,PG,17.75,3850
Marvin,Williams,CHA,CHA @ BKN,PF,23.07,4600
Jeremy,Lamb,CHA,CHA @ BKN,SG,17.19,3650
Thomas,Robinson,BKN,CHA @ BKN,PF,10.50,3400
Nicolas,Batum,CHA,CHA @ BKN,SF,31.48,5300
Willie,Reed,BKN,CHA @ BKN,PF,8.77,3000
Jeremy,Lin,CHA,CHA @ BKN,PG,21.77,4150
Wayne,Ellington,BKN,CHA @ BKN,SG,13.99,3800
Shane,Larkin,BKN,CHA @ BKN,PG,17.23,3700
Troy,Daniels,CHA,CHA @ BKN,SG,8.76,3300
Markel,Brown,BKN,CHA @ BKN,SG,7.22,3200
Bojan,Bogdanovic,BKN,CHA @ BKN,SF,13.85,3900
Frank,Kaminsky,CHA,CHA @ BKN,C,17.66,3700
Rondae,Hollis-Jefferson,BKN,CHA @ BKN,SG,21.33,3800
Chris,McCullough,BKN,CHA @ BKN,PF,5.25,3000
Aaron,Harrison,CHA,CHA @ BKN,SF,1.81,3000
Nikola,Vucevic,ORL,IND @ ORL,C,35.38,6000
Andrew,Nicholson,ORL,IND @ ORL,PF,12.37,3300
Victor,Oladipo,ORL,IND @ ORL,SG,27.09,5200
Lavoy,Allen,IND,IND @ ORL,PF,14.95,3500
C.J.,Miles,IND,IND @ ORL,SF,18.66,3800
George,Hill,IND,IND @ ORL,PG,24.34,4600
C.J.,Watson,ORL,IND @ ORL,PG,1.25,3500
Ian,Mahinmi,IND,IND @ ORL,C,22.76,3800
Paul,George,IND,IND @ ORL,SF,37.85,6100
Solomon,Hill,IND,IND @ ORL,SF,8.44,3000
Rodney,Stuckey,IND,IND @ ORL,PG,18.51,3700
Brandon,Jennings,ORL,IND @ ORL,PG,13.82,3800
Ersan,Ilyasova,ORL,IND @ ORL,PF,22.49,4100
Chase,Budinger,IND,IND @ ORL,SF,8.93,3300
Evan,Fournier,ORL,IND @ ORL,SG,20.13,4650
Jason,Smith,ORL,IND @ ORL,C,11.81,3500
Monta,Ellis,IND,IND @ ORL,SG,27.09,5000
Jordan,Hill,IND,IND @ ORL,C,19.61,4200
Dewayne,Dedmon,ORL,IND @ ORL,C,5.51,3000
Shabazz,Napier,ORL,IND @ ORL,PG,8.73,3500
Aaron,Gordon,ORL,IND @ ORL,PF,20.22,4700
Elfrid,Payton,ORL,IND @ ORL,PG,24.92,4700
Devyn,Marble,ORL,IND @ ORL,SG,0.58,3000
Glenn,Robinson,IND,IND @ ORL,SF,6.21,3000
Shayne,Whittington,IND,IND @ ORL,PF,4.92,3000
Mario,Hezonja,ORL,IND @ ORL,SG,9.75,3600
Myles,Turner,IND,IND @ ORL,C,22.52,4700
Rakeem,Christmas,IND,IND @ ORL,PF,0.00,3000
Joseph,Young,IND,IND @ ORL,PG,8.06,3500
Elton,Brand,PHI,PHI @ DAL,PF,1.00,3500
John,Jenkins,DAL,PHI @ DAL,SG,3.85,3300
Joel,Anthony,PHI,PHI @ DAL,C,3.10,3300
Raymond,Felton,DAL,PHI @ DAL,PG,20.68,3800
Nerlens,Noel,PHI,PHI @ DAL,PF,28.70,5200
Deron,Williams,DAL,PHI @ DAL,PG,26.79,4900
Earl,Clark,PHI,PHI @ DAL,PF,6.25,3000
Charlie,Villanueva,DAL,PHI @ DAL,PF,9.52,3500
Zaza,Pachulia,DAL,PHI @ DAL,C,27.29,4750
J.J.,Barea,DAL,PHI @ DAL,PG,17.68,4000
Jeremy,Evans,DAL,PHI @ DAL,SF,6.00,3300
Wesley,Matthews,DAL,PHI @ DAL,SG,21.10,4150
JaVale,McGee,DAL,PHI @ DAL,C,11.90,3300
Robert,Covington,PHI,PHI @ DAL,SF,22.96,4300
Chandler,Parsons,DAL,PHI @ DAL,SF,24.17,4900
Isaiah,Canaan,PHI,PHI @ DAL,PG,16.00,3800
Devin,Harris,DAL,PHI @ DAL,PG,13.63,3700
Dirk,Nowitzki,DAL,PHI @ DAL,PF,29.41,4900
Ish,Smith,PHI,PHI @ DAL,PG,26.16,5200
Kendall,Marshall,PHI,PHI @ DAL,PG,8.48,3300
Carl,Landry,PHI,PHI @ DAL,PF,11.05,3500
Hollis,Thompson,PHI,PHI @ DAL,SF,14.41,3600
Joel,Embiid,PHI,PHI @ DAL,C,0.00,3000
Nik,Stauskas,PHI,PHI @ DAL,SG,12.83,3800
Dwight,Powell,DAL,PHI @ DAL,PF,11.65,3500
Jerami,Grant,PHI,PHI @ DAL,SF,20.69,4100
Jahlil,Okafor,PHI,PHI @ DAL,C,29.27,4950
Justin,Anderson,DAL,PHI @ DAL,SF,6.12,3600
Richaun,Holmes,PHI,PHI @ DAL,PF,11.80,3500
T.J.,McConnell,PHI,PHI @ DAL,PG,16.01,3900
Christian,Wood,PHI,PHI @ DAL,PF,5.00,3000
Salah,Mejri,DAL,PHI @ DAL,C,9.19,3500
Lou,Williams,LAL,LAL @ CHI,SG,24.64,4350
E'Twaun,Moore,CHI,LAL @ CHI,SG,12.54,3950
Metta,World Peace,LAL,LAL @ CHI,SF,9.48,3300
Brandon,Bass,LAL,LAL @ CHI,PF,16.51,3750
Jimmy,Butler,CHI,LAL @ CHI,SG,38.14,6250
Tony,Snell,CHI,LAL @ CHI,SF,11.09,3500
Derrick,Rose,CHI,LAL @ CHI,PG,27.36,5300
Mike,Dunleavy,CHI,LAL @ CHI,SF,7.70,3700
Taj,Gibson,CHI,LAL @ CHI,PF,22.37,4300
Roy,Hibbert,LAL,LAL @ CHI,C,16.14,3750
Aaron,Brooks,CHI,LAL @ CHI,PG,12.56,3500
Robert,Sacre,LAL,LAL @ CHI,C,7.75,3000
Ryan,Kelly,LAL,LAL @ CHI,PF,12.45,3400
Pau,Gasol,CHI,LAL @ CHI,C,40.70,6300
Nick,Young,LAL,LAL @ CHI,SF,9.70,3300
Kobe,Bryant,LAL,LAL @ CHI,SG,27.82,5000
Justin,Holiday,CHI,LAL @ CHI,SG,2.00,3600
Doug,McDermott,CHI,LAL @ CHI,SF,12.39,3600
Julius,Randle,LAL,LAL @ CHI,PF,26.99,4900
Cameron,Bairstow,CHI,LAL @ CHI,PF,4.93,3000
Jordan,Clarkson,LAL,LAL @ CHI,SG,25.51,4650
Nikola,Mirotic,CHI,LAL @ CHI,PF,20.42,4000
Tarik,Black,LAL,LAL @ CHI,C,10.44,3000
Bobby,Portis,CHI,LAL @ CHI,PF,15.46,3850
D'Angelo,Russell,LAL,LAL @ CHI,PG,21.99,4100
Larry,Nance,LAL,LAL @ CHI,PF,15.65,3900
Anthony,Brown,LAL,LAL @ CHI,SF,8.67,3000
Cristiano,Felicio,CHI,LAL @ CHI,PF,4.44,3000
Marcelo,Huertas,LAL,LAL @ CHI,PG,7.23,3000
Trevor,Booker,UTA,UTA @ POR,PF,17.66,3800
Gerald,Henderson,POR,UTA @ POR,SG,14.13,3850
Shelvin,Mack,UTA,UTA @ POR,PG,6.64,3300
Moe,Harkless,POR,UTA @ POR,SF,11.10,3650
Mason,Plumlee,POR,UTA @ POR,C,23.53,4100
Rudy,Gobert,UTA,UTA @ POR,C,31.24,5700
Trey,Burke,UTA,UTA @ POR,PG,17.81,3800
Alec,Burks,UTA,UTA @ POR,SG,19.86,3800
Gordon,Hayward,UTA,UTA @ POR,SF,33.60,5300
Derrick,Favors,UTA,UTA @ POR,PF,32.20,5150
Meyers,Leonard,POR,UTA @ POR,C,16.70,3800
Damian,Lillard,POR,UTA @ POR,PG,41.17,6600
Allen,Crabbe,POR,UTA @ POR,SG,19.00,3900
C.J.,McCollum,POR,UTA @ POR,SG,33.30,5150
Ed,Davis,POR,UTA @ POR,PF,19.66,4000
Al-Farouq,Aminu,POR,UTA @ POR,SF,20.21,4000
Jeff,Withey,UTA,UTA @ POR,C,13.65,3300
Brian,Roberts,POR,UTA @ POR,PG,9.32,3500
Chris,Kaman,POR,UTA @ POR,C,2.21,3500
Chris,Johnson,UTA,UTA @ POR,SF,9.14,3300
Noah,Vonleh,POR,UTA @ POR,PF,12.14,3500
Dante,Exum,UTA,UTA @ POR,PG,6.50,3000
Rodney,Hood,UTA,UTA @ POR,SG,23.82,4800
Joe,Ingles,UTA,UTA @ POR,SF,7.99,3000
Trey,Lyles,UTA,UTA @ POR,PF,12.17,3300
Pat,Connaughton,POR,UTA @ POR,SG,1.49,3000
Cliff,Alexander,POR,UTA @ POR,PF,1.00,3000
Raulzinho,Neto,UTA,UTA @ POR,PG,13.10,3700
Tibor,Pleiss,UTA,UTA @ POR,C,4.69,3000
Luis,Montero,POR,UTA @ POR,SG,2.35,3000
Jorge,Gutierrez,CHA,CHA @ BKN,PG,4.75,3000
Phil,Pressey,PHX,SAS @ PHX,PG,11.40,3300
