Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
14742-9524,PG,Stephen,Curry,47.333333333333336,51,10800,GS@LAC,GS,LAC,,,,
14742-12332,PG,John,Wall,41.969811320754715,53,10200,WAS@MIA,WAS,MIA,,,,
14742-9623,PG,Chris,Paul,40.114285714285714,49,10000,GS@LAC,LAC,GS,,,,
14742-9508,SF,Carmelo,Anthony,37.48979591836735,49,9100,NY@MIN,NY,MIN,,,,
14742-58462,C,Karl-Anthony,Towns,34.234545454545454,55,9000,NY@MIN,MIN,NY,,,,
14742-9561,C,DeAndre,Jordan,35.059615384615384,52,8600,GS@LAC,LAC,GS,,,,
14742-15860,PF,Draymond,Green,38.575,52,8400,GS@LAC,GS,LAC,,,,
14742-12337,C,Greg,Monroe,33.29811320754717,53,8000,MIL@ATL,MIL,ATL,,,,
14742-9729,PF,Paul,Millsap,36.89090909090909,55,7900,MIL@ATL,ATL,MIL,,,,
14742-16261,SG,Khris,Middleton,29.432727272727274,55,7700,MIL@ATL,MIL,ATL,,,,
14742-12363,C,Hassan,Whiteside,32.74,45,7600,WAS@MIA,MIA,WAS,,,,
14742-9585,SG,Dwyane,Wade,31.098000000000003,50,7500,WAS@MIA,MIA,WAS,O,Knee,,
14742-40199,SF,Giannis,Antetokounmpo,30.626415094339624,53,7400,MIL@ATL,MIL,ATL,,,,
14742-9453,C,Al,Horford,31.31964285714286,56,7200,MIL@ATL,ATL,MIL,,,,
14742-9661,C,Marcin,Gortat,30.2063829787234,47,7100,WAS@MIA,WAS,MIA,,,,
14742-9718,PF,Chris,Bosh,32.679245283018865,53,7000,WAS@MIA,MIA,WAS,O,Calf,,
14742-14496,PG,Ricky,Rubio,30.006122448979593,49,6900,NY@MIN,MIN,NY,,,,
14742-63122,PF,Kristaps,Porzingis,28.756363636363634,55,6800,NY@MIN,NY,MIN,,,,
14742-14509,SG,Klay,Thompson,29.637254901960784,51,6800,GS@LAC,GS,LAC,,,,
14742-49116,SG,Andrew,Wiggins,28.60925925925926,54,6600,NY@MIN,MIN,NY,,,,
14742-15771,PF,Gorgui,Dieng,22.70181818181818,55,6500,NY@MIN,MIN,NY,,,,
14742-9446,PG,Jeff,Teague,27.211320754716983,53,6400,MIL@ATL,ATL,MIL,,,,
14742-15595,SG,Brad,Beal,27.69375,32,6200,WAS@MIA,WAS,MIA,,,,
14742-14511,PF,Markieff,Morris,21.307894736842105,38,6000,WAS@MIA,WAS,MIA,,,,
14742-16201,PG,Michael,Carter-Williams,27.37,50,6000,MIL@ATL,MIL,ATL,,,,
14742-9648,SF,Jeff,Green,21.343396226415095,53,5700,GS@LAC,LAC,GS,,,,
14742-9673,PG,Goran,Dragic,24.30888888888889,45,5600,WAS@MIA,MIA,WAS,,,,
14742-15628,SF,Otto,Porter,24.15869565217391,46,5500,WAS@MIA,WAS,MIA,,,,
14742-9873,C,Robin,Lopez,20.669642857142858,56,5500,NY@MIN,NY,MIN,,,,
14742-19781,SF,Kent,Bazemore,23.243137254901963,51,5200,MIL@ATL,ATL,MIL,,,,
14742-9448,SG,Jamal,Crawford,18.987037037037037,54,5100,GS@LAC,LAC,GS,,,,
14742-9507,SG,Arron,Afflalo,21.443749999999998,48,5000,NY@MIN,NY,MIN,,,,
14742-42550,PF,Jabari,Parker,20.687755102040818,49,4900,MIL@ATL,MIL,ATL,,,,
14742-40783,SG,Zach,LaVine,20.94,55,4900,NY@MIN,MIN,NY,,,,
14742-9655,SG,J.J.,Redick,20.714000000000002,50,4900,GS@LAC,LAC,GS,,,,
14742-9479,SF,Luol,Deng,20.61063829787234,47,4800,WAS@MIA,MIA,WAS,,,,
14742-9601,C,Andrew,Bogut,20.493478260869566,46,4800,GS@LAC,GS,LAC,,,,
14742-40201,PG,Dennis,Schroder,21.022222222222222,54,4600,MIL@ATL,ATL,MIL,,,,
14742-15946,SF,Harrison,Barnes,21.01081081081081,37,4500,GS@LAC,GS,LAC,,,,
14742-9677,PF,Jared,Dudley,18.134615384615383,52,4500,WAS@MIA,WAS,MIA,,,,
14742-17230,SG,Langston,Galloway,17.54285714285714,56,4500,NY@MIN,NY,MIN,,,,
14742-9512,PF,Nene,Hilario,18.029999999999998,30,4400,WAS@MIA,WAS,MIA,GTD,Rest,,
14742-12348,SF,Wesley,Johnson,14.005555555555555,54,4300,GS@LAC,LAC,GS,,,,
14742-9680,PF,Amar'e,Stoudemire,13.22307692307692,26,4300,WAS@MIA,MIA,WAS,,,,
14742-9664,SF,Andre,Iguodala,19.528846153846153,52,4300,GS@LAC,GS,LAC,,,,
14742-9712,PG,Jose,Calderon,18.151923076923076,52,4300,NY@MIN,NY,MIN,,,,
14742-9810,PG,Jerryd,Bayless,19.547222222222224,36,4100,MIL@ATL,MIL,ATL,O,Knee,,
14742-9870,SG,Kyle,Korver,18.194444444444443,54,4100,MIL@ATL,ATL,MIL,,,,
14742-58084,SF,Justise,Winslow,14.850980392156861,51,4000,WAS@MIA,MIA,WAS,,,,
14742-9605,PG,Ramon,Sessions,17.267924528301887,53,3800,WAS@MIA,WAS,MIA,,,,
14742-11074,SG,Garrett,Temple,15.531372549019608,51,3800,WAS@MIA,WAS,MIA,,,,
14742-15952,PF,John,Henson,16.245238095238093,42,3800,MIL@ATL,MIL,ATL,GTD,Back,,
14742-9671,PF,Marreese,Speights,11.884090909090908,44,3800,GS@LAC,GS,LAC,,,,
14742-23717,SF,Shabazz,Muhammad,14.085454545454546,55,3800,NY@MIN,MIN,NY,,,,
14742-12354,C,Cole,Aldrich,13.5,32,3700,GS@LAC,LAC,GS,,,,
14742-14500,PF,Derrick,Williams,14.867272727272729,55,3700,NY@MIN,NY,MIN,,,,
14742-9643,PG,Shaun,Livingston,13.578,50,3700,GS@LAC,GS,LAC,,,,
14742-17894,PF,Mike,Muscala,7.953658536585366,41,3600,MIL@ATL,ATL,MIL,,,,
14742-12344,PG,Greivis,Vasquez,15.55625,16,3600,MIL@ATL,MIL,ATL,O,Ankle,,
14742-15592,PG,Austin,Rivers,13.039130434782608,46,3600,GS@LAC,LAC,GS,O,Hand,,
14742-16368,SF,Mike,Scott,11.748,50,3600,MIL@ATL,ATL,MIL,,,,
14742-9574,SG,O.J.,Mayo,17.053125,32,3600,MIL@ATL,MIL,ATL,,,,
14742-9647,SF,Thabo,Sefolosha,16.826,50,3600,MIL@ATL,ATL,MIL,,,,
14742-58081,PG,Tyus,Jones,8.1,11,3500,NY@MIN,MIN,NY,,,,
