Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Stephen Curry,10800,GS@LAC 08:30PM ET,52.137,GS
PG,Chris Paul,9400,GS@LAC 08:30PM ET,43.184,LAC
PG,John Wall,9300,Was@Mia 07:30PM ET,45.991,Was
PF,Draymond Green,9000,GS@LAC 08:30PM ET,42.399,GS
SF,Carmelo Anthony,8600,NY@Min 08:00PM ET,39.505,NY
PF,Blake Griffin,8500,GS@LAC 08:30PM ET,43.567,LAC
C,Karl-Anthony Towns,8500,NY@Min 08:00PM ET,36.818,Min
PF,Paul Millsap,7800,Mil@Atl 07:30PM ET,39.477,Atl
SG,Klay Thompson,7600,GS@LAC 08:30PM ET,32.373,GS
C,DeAndre Jordan,7400,GS@LAC 08:30PM ET,37.303,LAC
PF,Kristaps Porzingis,7300,NY@Min 08:00PM ET,31.086,NY
SG,Khris Middleton,7200,Mil@Atl 07:30PM ET,31.677,Mil
C,Hassan Whiteside,7200,Was@Mia 07:30PM ET,35.111,Mia
SG,Dwyane Wade,7100,Was@Mia 07:30PM ET,32.720,Mia
SF,Giannis Antetokounmpo,7000,Mil@Atl 07:30PM ET,32.627,Mil
C,Greg Monroe,6900,Mil@Atl 07:30PM ET,35.429,Mil
PF,Chris Bosh,6800,Was@Mia 07:30PM ET,34.972,Mia
PF,Gorgui Dieng,6700,NY@Min 08:00PM ET,24.332,Min
C,Al Horford,6600,Mil@Atl 07:30PM ET,33.080,Atl
SG,Bradley Beal,6500,Was@Mia 07:30PM ET,30.016,Was
C,Marcin Gortat,6400,Was@Mia 07:30PM ET,32.532,Was
SG,Andrew Wiggins,6300,NY@Min 08:00PM ET,30.171,Min
PF,Markieff Morris,6200,Was@Mia 07:30PM ET,23.105,Was
PG,Ricky Rubio,6100,NY@Min 08:00PM ET,31.878,Min
PG,Jeff Teague,6000,Mil@Atl 07:30PM ET,29.439,Atl
PG,Michael Carter-Williams,5900,Mil@Atl 07:30PM ET,29.375,Mil
PG,Goran Dragic,5700,Was@Mia 07:30PM ET,26.211,Mia
SF,Otto Porter,5600,Was@Mia 07:30PM ET,25.625,Was
SF,Jeff Green,5500,GS@LAC 08:30PM ET,22.646,LAC
SF,Kent Bazemore,5500,Mil@Atl 07:30PM ET,25.265,Atl
PF,Jabari Parker,5400,Mil@Atl 07:30PM ET,21.668,Mil
SG,Zach LaVine,5300,NY@Min 08:00PM ET,22.586,Min
SG,Jamal Crawford,5200,GS@LAC 08:30PM ET,20.444,LAC
C,Robin Lopez,5200,NY@Min 08:00PM ET,21.911,NY
SG,Arron Afflalo,5100,NY@Min 08:00PM ET,22.849,NY
SF,Luol Deng,5000,Was@Mia 07:30PM ET,22.000,Mia
SF,Harrison Barnes,5000,GS@LAC 08:30PM ET,22.318,GS
SG,J.J. Redick,4900,GS@LAC 08:30PM ET,22.650,LAC
PG,Dennis Schroder,4800,Mil@Atl 07:30PM ET,22.764,Atl
SG,Langston Galloway,4700,NY@Min 08:00PM ET,18.594,NY
SF,Jared Dudley,4600,Was@Mia 07:30PM ET,19.582,Was
PF,Amar'e Stoudemire,4500,Was@Mia 07:30PM ET,14.010,Mia
SF,Andre Iguodala,4400,GS@LAC 08:30PM ET,20.875,GS
C,Andrew Bogut,4400,GS@LAC 08:30PM ET,21.560,GS
PG,Jose Calderon,4400,NY@Min 08:00PM ET,19.471,NY
PG,Jerryd Bayless,4400,Mil@Atl 07:30PM ET,21.590,Mil
SF,Justise Winslow,4300,Was@Mia 07:30PM ET,16.010,Mia
SG,Kyle Korver,4200,Mil@Atl 07:30PM ET,20.051,Atl
PF,Nene Hilario,4100,Was@Mia 07:30PM ET,18.290,Was
SF,Wesley Johnson,4100,GS@LAC 08:30PM ET,15.111,LAC
PG,Ramon Sessions,4000,Was@Mia 07:30PM ET,18.283,Was
SF,Shabazz Muhammad,4000,NY@Min 08:00PM ET,14.932,Min
SG,O.J. Mayo,3900,Mil@Atl 07:30PM ET,18.586,Mil
PF,John Henson,3900,Mil@Atl 07:30PM ET,17.048,Mil
SG,Tyler Johnson,3900,Was@Mia 07:30PM ET,17.632,Mia
SG,Gerald Green,3800,Was@Mia 07:30PM ET,17.276,Mia
C,Festus Ezeli,3700,GS@LAC 08:30PM ET,19.050,GS
SF,Derrick Williams,3700,NY@Min 08:00PM ET,15.668,NY
SG,Garrett Temple,3600,Was@Mia 07:30PM ET,16.574,Was
SF,Thabo Sefolosha,3500,Mil@Atl 07:30PM ET,17.750,Atl
PG,Shaun Livingston,3400,GS@LAC 08:30PM ET,14.160,GS
PG,Greivis Vasquez,3400,Mil@Atl 07:30PM ET,17.047,Mil
SG,Kevin Martin,3300,NY@Min 08:00PM ET,16.660,Min
C,Miles Plumlee,3300,Mil@Atl 07:30PM ET,8.588,Mil
SF,Paul Pierce,3200,GS@LAC 08:30PM ET,12.423,LAC
SG,Gary Neal,3200,Was@Mia 07:30PM ET,15.306,Was
C,Marreese Speights,3200,GS@LAC 08:30PM ET,12.636,GS
C,Cole Aldrich,3200,GS@LAC 08:30PM ET,14.180,LAC
PF,Nemanja Bjelica,3200,NY@Min 08:00PM ET,11.867,Min
SF,Tayshaun Prince,3100,NY@Min 08:00PM ET,8.509,Min
