Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
14566-12362,C,DeMarcus,Cousins,46.7,38,11300,SAC@MEM,SAC,MEM,,,,
14566-9644,SG,James,Harden,45.3,49,10200,WAS@HOU,HOU,WAS,,,,
14566-15755,PF,Anthony,Davis,43,39,10000,BKN@NO,NO,BKN,O,Concussion,,
14566-9488,SF,LeBron,James,43.8,44,9800,SA@CLE,CLE,SA,,,,
14566-12332,PG,John,Wall,40.6,44,9700,WAS@HOU,WAS,HOU,,,,
14566-9455,PG,Rajon,Rondo,37.4,44,8700,SAC@MEM,SAC,MEM,,,,
14566-12341,SF,Paul,George,38.7,46,8500,DEN@IND,IND,DEN,,,,
14566-9581,C,Marc,Gasol,33.3,47,8100,SAC@MEM,MEM,SAC,,,,
14566-9621,C,Brook,Lopez,35.2,47,8100,BKN@NO,BKN,NO,,,,
14566-9660,C,Dwight,Howard,33.5,39,8100,WAS@HOU,HOU,WAS,,,,
14566-9577,SF,Rudy,Gay,30.9,40,7500,SAC@MEM,SAC,MEM,,,,
14566-14513,SF,Kawhi,Leonard,35.9,44,7300,SA@CLE,SA,CLE,,,,
14566-9874,PF,Kevin,Love,33.3,45,7300,SA@CLE,CLE,SA,,,,
14566-9637,SF,Danilo,Gallinari,30.9,41,7200,DEN@IND,DEN,IND,,,,
14566-9663,PG,Jrue,Holiday,26.3,39,7000,BKN@NO,NO,BKN,,,,
14566-9661,C,Marcin,Gortat,29.8,38,6900,WAS@HOU,WAS,HOU,,,,
14566-9688,PF,LaMarcus,Aldridge,29.5,42,6900,SA@CLE,SA,CLE,,,,
14566-9692,SG,Tyreke,Evans,31.5,25,6700,BKN@NO,NO,BKN,O,Knee,,
14566-9526,SG,Monta,Ellis,26.8,46,6600,DEN@IND,IND,DEN,,,,
14566-14498,PG,Kyrie,Irving,25.8,19,6600,SA@CLE,CLE,SA,,,,
