First Name,Last Name,Team,VS,Pos,FPPG,Sal
Al,Jefferson,CHA,PHX @ CHA,C,15.88,4800
Kemba,Walker,CHA,PHX @ CHA,PG,37.91,5900
Cody,Zeller,CHA,PHX @ CHA,C,21.91,4000
John,Jenkins,PHX,PHX @ CHA,SG,3.89,3300
Ronnie,Price,PHX,PHX @ CHA,PG,12.26,3850
Tyson,Chandler,PHX,PHX @ CHA,C,19.77,4250
Spencer,Hawes,CHA,PHX @ CHA,PF,17.08,3850
Mirza,Teletovic,PHX,PHX @ CHA,PF,19.02,3950
Courtney,Lee,CHA,PHX @ CHA,SG,17.18,3800
Phil,Pressey,PHX,PHX @ CHA,PG,12.58,3600
Tyler,Hansbrough,CHA,PHX @ CHA,PF,6.67,3200
Brandon,Knight,PHX,PHX @ CHA,PG,28.08,5100
Marvin,Williams,CHA,PHX @ CHA,PF,24.22,4750
Jeremy,Lamb,CHA,PHX @ CHA,SG,15.49,3650
Nicolas,Batum,CHA,PHX @ CHA,SF,30.23,5200
Jon,Leuer,PHX,PHX @ CHA,PF,19.76,3800
Jeremy,Lin,CHA,PHX @ CHA,PG,21.94,4150
Alex,Len,PHX,PHX @ CHA,C,21.50,4100
Archie,Goodwin,PHX,PHX @ CHA,SG,19.13,4400
P.J.,Tucker,PHX,PHX @ CHA,SF,20.84,4150
Jorge,Gutierrez,CHA,PHX @ CHA,PG,9.00,3000
Troy,Daniels,CHA,PHX @ CHA,SG,8.60,3300
T.J.,Warren,PHX,PHX @ CHA,SF,16.83,3500
Frank,Kaminsky,CHA,PHX @ CHA,C,17.99,3700
Devin,Booker,PHX,PHX @ CHA,SG,18.60,4400
Aaron,Harrison,CHA,PHX @ CHA,SF,1.77,3000
Sonny,Weems,PHX,PHX @ CHA,SG,6.13,3000
Josh,McRoberts,MIA,CHI @ MIA,PF,13.77,3500
Dwyane,Wade,MIA,CHI @ MIA,SG,32.37,5550
Udonis,Haslem,MIA,CHI @ MIA,PF,5.51,3000
Chris,Bosh,MIA,CHI @ MIA,PF,32.13,5500
E'Twaun,Moore,CHI,CHI @ MIA,SG,14.43,4100
Amar'e,Stoudemire,MIA,CHI @ MIA,C,13.63,3800
Joe,Johnson,MIA,CHI @ MIA,SF,22.28,4300
Jimmy,Butler,CHI,CHI @ MIA,SG,38.83,6250
Tony,Snell,CHI,CHI @ MIA,SF,10.99,3500
Derrick,Rose,CHI,CHI @ MIA,PG,27.71,5450
Mike,Dunleavy,CHI,CHI @ MIA,SF,14.17,3700
Luol,Deng,MIA,CHI @ MIA,SF,23.12,4600
Taj,Gibson,CHI,CHI @ MIA,PF,23.03,4300
Aaron,Brooks,CHI,CHI @ MIA,PG,12.74,3500
Pau,Gasol,CHI,CHI @ MIA,C,41.97,6300
Gerald,Green,MIA,CHI @ MIA,SG,15.59,3850
Goran,Dragic,MIA,CHI @ MIA,PG,27.14,5100
Justin,Holiday,CHI,CHI @ MIA,SG,2.63,3600
Doug,McDermott,CHI,CHI @ MIA,SF,13.64,3600
Cameron,Bairstow,CHI,CHI @ MIA,PF,4.81,3000
Nikola,Mirotic,CHI,CHI @ MIA,PF,19.89,4000
Tyler,Johnson,MIA,CHI @ MIA,SG,17.51,3900
Hassan,Whiteside,MIA,CHI @ MIA,C,32.93,5700
Justise,Winslow,MIA,CHI @ MIA,SF,16.07,4000
Bobby,Portis,CHI,CHI @ MIA,PF,16.71,4100
Josh,Richardson,MIA,CHI @ MIA,SG,7.82,3000
Cristiano,Felicio,CHI,CHI @ MIA,PF,4.61,3000
Kevin,Seraphin,NYK,POR @ NYK,C,8.43,3000
Gerald,Henderson,POR,POR @ NYK,SG,15.01,3850
Arron,Afflalo,NYK,POR @ NYK,SG,21.34,4400
Moe,Harkless,POR,POR @ NYK,SF,10.80,3800
Kyle,O'Quinn,NYK,POR @ NYK,PF,11.07,3500
Carmelo,Anthony,NYK,POR @ NYK,SF,38.56,6550
Mason,Plumlee,POR,POR @ NYK,C,23.20,4100
Derrick,Williams,NYK,POR @ NYK,PF,15.57,3800
Meyers,Leonard,POR,POR @ NYK,C,16.11,3800
Damian,Lillard,POR,POR @ NYK,PG,41.43,6600
Allen,Crabbe,POR,POR @ NYK,SG,19.13,3900
C.J.,McCollum,POR,POR @ NYK,SG,33.32,5350
Robin,Lopez,NYK,POR @ NYK,C,23.10,4550
Ed,Davis,POR,POR @ NYK,PF,19.86,4000
Al-Farouq,Aminu,POR,POR @ NYK,SF,20.24,4000
Brian,Roberts,POR,POR @ NYK,PG,8.93,3500
Lance,Thomas,NYK,POR @ NYK,SF,14.24,3200
Jose,Calderon,NYK,POR @ NYK,PG,18.88,4000
Chris,Kaman,POR,POR @ NYK,C,2.21,3500
Jimmer,Fredette,NYK,POR @ NYK,PG,-1.00,3000
Lou,Amundson,NYK,POR @ NYK,PF,5.06,3000
Sasha,Vujacic,NYK,POR @ NYK,SG,7.34,3500
Noah,Vonleh,POR,POR @ NYK,PF,11.86,3500
Cleanthony,Early,NYK,POR @ NYK,SF,0.25,3300
Langston,Galloway,NYK,POR @ NYK,PG,17.37,4000
Kristaps,Porzingis,NYK,POR @ NYK,PF,28.35,5150
Jerian,Grant,NYK,POR @ NYK,PG,9.60,3500
Pat,Connaughton,POR,POR @ NYK,SG,1.67,3000
Cliff,Alexander,POR,POR @ NYK,PF,0.00,3000
Luis,Montero,POR,POR @ NYK,SG,2.35,3000
Nikola,Vucevic,ORL,ORL @ DAL,C,36.21,6000
Andrew,Nicholson,ORL,ORL @ DAL,PF,10.63,3300
Victor,Oladipo,ORL,ORL @ DAL,SG,27.78,5350
Raymond,Felton,DAL,ORL @ DAL,PG,21.33,3800
Deron,Williams,DAL,ORL @ DAL,PG,26.24,5000
C.J.,Watson,ORL,ORL @ DAL,PG,7.54,3500
Charlie,Villanueva,DAL,ORL @ DAL,PF,9.69,3500
Brandon,Jennings,ORL,ORL @ DAL,PG,13.82,4000
Zaza,Pachulia,DAL,ORL @ DAL,C,26.48,4750
Ersan,Ilyasova,ORL,ORL @ DAL,PF,22.23,4100
J.J.,Barea,DAL,ORL @ DAL,PG,17.59,4000
Jeremy,Evans,DAL,ORL @ DAL,SF,6.27,3300
Wesley,Matthews,DAL,ORL @ DAL,SG,21.51,4150
JaVale,McGee,DAL,ORL @ DAL,C,12.01,3300
Evan,Fournier,ORL,ORL @ DAL,SG,21.26,4650
Chandler,Parsons,DAL,ORL @ DAL,SF,25.99,4950
Jason,Smith,ORL,ORL @ DAL,C,11.82,3500
Devin,Harris,DAL,ORL @ DAL,PG,13.67,3700
Dirk,Nowitzki,DAL,ORL @ DAL,PF,30.18,4900
David,Lee,DAL,ORL @ DAL,PF,20.38,3500
Dewayne,Dedmon,ORL,ORL @ DAL,C,6.20,3000
Shabazz,Napier,ORL,ORL @ DAL,PG,7.94,3500
Aaron,Gordon,ORL,ORL @ DAL,PF,22.30,5000
Elfrid,Payton,ORL,ORL @ DAL,PG,24.39,4700
Dwight,Powell,DAL,ORL @ DAL,PF,10.68,3500
Devyn,Marble,ORL,ORL @ DAL,SG,0.50,3000
Mario,Hezonja,ORL,ORL @ DAL,SG,10.77,3600
Justin,Anderson,DAL,ORL @ DAL,SF,6.93,3600
Salah,Mejri,DAL,ORL @ DAL,C,9.23,3500
Paul,Millsap,ATL,ATL @ GSW,PF,35.85,5850
Jeff,Teague,ATL,ATL @ GSW,PG,26.45,4950
Dennis,Schroder,ATL,ATL @ GSW,PG,22.03,4100
Kyle,Korver,ATL,ATL @ GSW,SG,17.48,4200
Al,Horford,ATL,ATL @ GSW,C,32.09,5300
Mike,Scott,ATL,ATL @ GSW,PF,13.20,3500
