First Name,Last Name,Team,VS,Pos,FPPG,Sal
Tim,Hardaway Jr.,ATL,ATL @ GSW,SG,9.78,3500
Shaun,Livingston,GSW,ATL @ GSW,PG,14.71,3500
Kirk,Hinrich,ATL,ATL @ GSW,PG,6.63,3300
Anderson,Varejao,GSW,ATL @ GSW,C,8.88,3500
Brandon,Rush,GSW,ATL @ GSW,SG,10.59,3300
Thabo,Sefolosha,ATL,ATL @ GSW,SF,15.85,3700
Tiago,Splitter,ATL,ATL @ GSW,C,12.27,3500
Festus,Ezeli,GSW,ATL @ GSW,C,16.13,3700
Andrew,Bogut,GSW,ATL @ GSW,C,20.26,4100
Kent,Bazemore,ATL,ATL @ GSW,SF,23.08,4700
Klay,Thompson,GSW,ATL @ GSW,SG,33.18,5500
Draymond,Green,GSW,ATL @ GSW,PF,40.65,6600
Stephen,Curry,GSW,ATL @ GSW,PG,48.55,7750
Andre,Iguodala,GSW,ATL @ GSW,SF,18.78,4200
Harrison,Barnes,GSW,ATL @ GSW,SF,18.79,4300
Marreese,Speights,GSW,ATL @ GSW,C,12.35,3300
Ian,Clark,GSW,ATL @ GSW,SG,7.25,3000
Leandro,Barbosa,GSW,ATL @ GSW,SG,9.97,3500
Mike,Muscala,ATL,ATL @ GSW,C,7.40,3000
Walter,Tavares,ATL,ATL @ GSW,C,7.00,3000
Lamar,Patterson,ATL,ATL @ GSW,SG,4.15,3000
James Michael,McAdoo,GSW,ATL @ GSW,PF,6.45,3450
Kevon,Looney,GSW,ATL @ GSW,PF,4.10,3000
Lou,Williams,LAL,BKN @ LAL,SG,24.99,4350
Metta,World Peace,LAL,BKN @ LAL,SF,8.72,3300
Thaddeus,Young,BKN,BKN @ LAL,PF,31.08,5250
Brook,Lopez,BKN,BKN @ LAL,C,35.66,5800
Brandon,Bass,LAL,BKN @ LAL,PF,16.99,3750
Sergey,Karasev,BKN,BKN @ LAL,SG,3.03,3000
Donald,Sloan,BKN,BKN @ LAL,PG,18.55,4200
Roy,Hibbert,LAL,BKN @ LAL,C,15.10,3750
Thomas,Robinson,BKN,BKN @ LAL,PF,10.79,3400
Willie,Reed,BKN,BKN @ LAL,PF,8.98,3000
Wayne,Ellington,BKN,BKN @ LAL,SG,14.86,3800
Shane,Larkin,BKN,BKN @ LAL,PG,16.86,3700
Robert,Sacre,LAL,BKN @ LAL,C,7.50,3000
Ryan,Kelly,LAL,BKN @ LAL,PF,12.03,3400
Nick,Young,LAL,BKN @ LAL,SF,9.45,3300
Kobe,Bryant,LAL,BKN @ LAL,SG,27.85,4750
Julius,Randle,LAL,BKN @ LAL,PF,26.74,5000
Markel,Brown,BKN,BKN @ LAL,SG,8.52,3200
Jordan,Clarkson,LAL,BKN @ LAL,SG,25.65,4800
Bojan,Bogdanovic,BKN,BKN @ LAL,SF,14.61,3900
Tarik,Black,LAL,BKN @ LAL,C,9.80,3000
Sean,Kilpatrick,BKN,BKN @ LAL,SG,4.88,3000
Rondae,Hollis-Jefferson,BKN,BKN @ LAL,SG,13.00,3800
D'Angelo,Russell,LAL,BKN @ LAL,PG,22.51,4650
Chris,McCullough,BKN,BKN @ LAL,PF,5.65,3000
Larry,Nance,LAL,BKN @ LAL,PF,15.27,3900
Anthony,Brown,LAL,BKN @ LAL,SF,9.10,3000
Marcelo,Huertas,LAL,BKN @ LAL,PG,7.51,3000
