Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,11200,OKC@GS 09:00PM ET,53.637,OKC
PG,Stephen Curry,10800,OKC@GS 09:00PM ET,51.910,GS
SF,Kevin Durant,10500,OKC@GS 09:00PM ET,48.716,OKC
SG,James Harden,10400,Por@Hou 05:00PM ET,50.139,Hou
PF,Anthony Davis,10200,NO@Cle 07:30PM ET,46.419,NO
SF,LeBron James,9800,NO@Cle 07:30PM ET,47.048,Cle
PG,John Wall,9700,Was@Cha 07:00PM ET,45.138,Was
PG,Damian Lillard,9200,Por@Hou 05:00PM ET,43.136,Por
PF,Draymond Green,9100,OKC@GS 09:00PM ET,43.370,GS
C,Pau Gasol,8700,Chi@Min 08:00PM ET,40.429,Chi
SG,Jimmy Butler,8600,Chi@Min 08:00PM ET,39.835,Chi
C,Andre Drummond,8500,Det@Ind 07:00PM ET,43.559,Det
SF,Paul George,8400,Det@Ind 07:00PM ET,42.194,Ind
PG,Kemba Walker,8300,Was@Cha 07:00PM ET,37.589,Cha
SG,Eric Bledsoe,8300,Uta@Pho 09:00PM ET,39.056,Pho
C,Karl-Anthony Towns,8100,Chi@Min 08:00PM ET,35.956,Min
PF,Kevin Love,7900,NO@Cle 07:30PM ET,36.813,Cle
SG,Klay Thompson,7800,OKC@GS 09:00PM ET,32.723,GS
SF,Kawhi Leonard,7800,LAL@SA 08:30PM ET,37.787,SA
C,Brook Lopez,7700,Bkn@Phi 07:30PM ET,38.030,Bkn
C,Marc Gasol,7500,Dal@Mem 08:00PM ET,35.347,Mem
SF,Gordon Hayward,7400,Uta@Pho 09:00PM ET,34.380,Uta
C,Dwight Howard,7300,Por@Hou 05:00PM ET,35.756,Hou
PF,LaMarcus Aldridge,7200,LAL@SA 08:30PM ET,31.544,SA
PG,Jrue Holiday,7200,NO@Cle 07:30PM ET,28.360,NO
SG,C.J. McCollum,7200,Por@Hou 05:00PM ET,34.673,Por
PG,Brandon Knight,7200,Uta@Pho 09:00PM ET,34.756,Pho
PG,Ish Smith,7100,Bkn@Phi 07:30PM ET,27.911,Phi
PF,Derrick Favors,7000,Uta@Pho 09:00PM ET,34.065,Uta
SG,Tyreke Evans,6900,NO@Cle 07:30PM ET,34.210,NO
PG,Kyrie Irving,6900,NO@Cle 07:30PM ET,28.693,Cle
C,Marcin Gortat,6800,Was@Cha 07:00PM ET,31.860,Was
PG,Reggie Jackson,6800,Det@Ind 07:00PM ET,34.284,Det
SG,Monta Ellis,6700,Det@Ind 07:00PM ET,29.240,Ind
C,Rudy Gobert,6700,Uta@Pho 09:00PM ET,31.339,Uta
PF,Nerlens Noel,6600,Bkn@Phi 07:30PM ET,28.593,Phi
PG,Derrick Rose,6500,Chi@Min 08:00PM ET,27.369,Chi
SG,Andrew Wiggins,6500,Chi@Min 08:00PM ET,30.320,Min
C,Myles Turner,6500,Det@Ind 07:00PM ET,19.139,Ind
SF,Chandler Parsons,6400,Dal@Mem 08:00PM ET,23.148,Dal
