Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
14832-9524,PG,Stephen,Curry,48.253571428571426,56,11200,ATL@GS,GS,ATL,GTD,Ankle,,
14832-9570,C,Pau,Gasol,38.947272727272725,55,9300,CHI@MIA,CHI,MIA,,,,
14832-20848,PG,Damian,Lillard,40.48490566037736,53,9300,POR@NY,POR,NY,,,,
14832-9508,SF,Carmelo,Anthony,37.61851851851852,54,8900,POR@NY,NY,POR,,,,
14832-14528,SG,Jimmy,Butler,37.69375,48,8700,CHI@MIA,CHI,MIA,O,Knee,,
14832-12363,C,Hassan,Whiteside,34.156,50,8400,CHI@MIA,MIA,CHI,,,,
14832-15860,PF,Draymond,Green,38.69649122807017,57,8400,ATL@GS,GS,ATL,,,,
14832-9621,C,Brook,Lopez,36.02166666666667,60,8400,BKN@LAL,BKN,LAL,,,,
14832-14507,PG,Kemba,Walker,35.76491228070175,57,8200,PHO@CHA,CHA,PHO,,,,
14832-14514,C,Nikola,Vucevic,34.57636363636363,55,8100,ORL@DAL,ORL,DAL,,,,
14832-9453,C,Al,Horford,32.30166666666666,60,7900,ATL@GS,ATL,GS,,,,
14832-9729,PF,Paul,Millsap,36.791525423728814,59,7700,ATL@GS,ATL,GS,,,,
14832-9585,SG,Dwyane,Wade,31.47037037037037,54,7600,CHI@MIA,MIA,CHI,,,,
14832-9475,PG,Derrick,Rose,27.118750000000002,48,7200,CHI@MIA,CHI,MIA,,,,
14832-14509,SG,Klay,Thompson,30.373214285714287,56,7200,ATL@GS,GS,ATL,,,,
14832-19067,SG,C.J.,McCollum,31.975862068965515,58,7100,POR@NY,POR,NY,,,,
14832-9666,PF,Thaddeus,Young,30.63,60,7000,BKN@LAL,BKN,LAL,,,,
14832-9718,PF,Chris,Bosh,32.679245283018865,53,7000,CHI@MIA,MIA,CHI,O,Calf,,
14832-15684,SG,Victor,Oladipo,28.514814814814812,54,7000,ORL@DAL,ORL,DAL,,,,
14832-9500,PF,Dirk,Nowitzki,29.74259259259259,54,6800,ORL@DAL,DAL,ORL,,,,
14832-14537,SF,Chandler,Parsons,22.88653846153846,52,6800,ORL@DAL,DAL,ORL,,,,
14832-41594,PF,Aaron,Gordon,20.6,57,6500,ORL@DAL,ORL,DAL,,,,
14832-14506,PG,Brandon,Knight,31.592857142857145,42,6500,PHO@CHA,PHO,CHA,O,Groin,,
14832-63122,PF,Kristaps,Porzingis,28.485,60,6400,POR@NY,NY,POR,,,,
14832-9566,SG,Kobe,Bryant,27.122448979591837,49,6300,BKN@LAL,LAL,BKN,GTD,Shoulder,,
14832-9673,PG,Goran,Dragic,25.288,50,6300,CHI@MIA,MIA,CHI,,,,
14832-9446,PG,Jeff,Teague,27.13157894736842,57,6300,ATL@GS,ATL,GS,,,,
14832-9809,SG,Nicolas,Batum,29.989795918367346,49,6200,PHO@CHA,CHA,PHO,,,,
14832-20640,SG,Jordan,Clarkson,24.95689655172414,58,6000,BKN@LAL,LAL,BKN,,,,
14832-9479,SF,Luol,Deng,21.90192307692308,52,6000,CHI@MIA,MIA,CHI,,,,
14832-42669,PF,Julius,Randle,25.789830508474576,59,6000,BKN@LAL,LAL,BKN,,,,
14832-9873,C,Robin,Lopez,21.763934426229508,61,6000,POR@NY,NY,POR,,,,
14832-9451,PF,Marvin,Williams,23.782758620689656,58,6000,PHO@CHA,CHA,PHO,,,,
14832-9722,PG,Deron,Williams,25.884313725490195,51,5700,ORL@DAL,DAL,ORL,,,,
14832-23096,SG,Evan,Fournier,22.857894736842105,57,5400,ORL@DAL,ORL,DAL,GTD,Wrist,,
