Player ID,Position,Player Name,Team,Opponent,Salary,PPG
280587,C,Al Horford,Hawks,Nuggets,13400,32.3
280587,PF,Al Horford,Hawks,Nuggets,13400,32.3
398043,PG,Jeff Teague,Hawks,Nuggets,11100,26.9
58293,SG,Kyle Korver,Hawks,Nuggets,8400,19.5
58293,SF,Kyle Korver,Hawks,Nuggets,8400,19.5
329187,SG,Thabo Sefolosha,Hawks,Nuggets,7200,18.2
329187,SF,Thabo Sefolosha,Hawks,Nuggets,7200,18.2
393436,C,Tiago Splitter,Hawks,Nuggets,6450,11.7
237675,C,Paul Millsap,Hawks,Nuggets,16950,39.5
237675,PF,Paul Millsap,Hawks,Nuggets,16950,39.5
477669,PG,Shelvin Mack,Hawks,Nuggets,5000,8.5
398034,PF,Mike Scott,Hawks,Nuggets,5700,12.1
410764,SG,Kent Bazemore,Hawks,Nuggets,8450,25.0
410764,SF,Kent Bazemore,Hawks,Nuggets,8450,25.0
395365,SG,Justin Holiday,Hawks,Nuggets,5000,5.4
395365,SF,Justin Holiday,Hawks,Nuggets,5000,5.4
739958,PG,Dennis Schroder,Hawks,Nuggets,9650,22.2
551771,SG,Tim Hardaway Jr.,Hawks,Nuggets,5000,7.6
551771,SF,Tim Hardaway Jr.,Hawks,Nuggets,5000,7.6
520388,C,Mike Muscala,Hawks,Nuggets,5000,8.4
520388,PF,Mike Muscala,Hawks,Nuggets,5000,8.4
830651,C,Walter Tavares,Hawks,Nuggets,5000,6.0
504905,SG,Lamar Patterson,Hawks,Nuggets,5000,6.9
513607,PG,Avery Bradley,Celtics,Wizards,10550,24.2
513607,SG,Avery Bradley,Celtics,Wizards,10550,24.2
503807,PF,Jonas Jerebko,Celtics,Wizards,5000,9.2
503807,SF,Jonas Jerebko,Celtics,Wizards,5000,9.2
65840,C,David Lee,Celtics,Wizards,7350,15.3
65840,PF,David Lee,Celtics,Wizards,7350,15.3
398068,SG,Evan Turner,Celtics,Wizards,8850,21.0
398068,SF,Evan Turner,Celtics,Wizards,8850,21.0
457605,PG,Isaiah Thomas,Celtics,Wizards,14350,36.2
292407,C,Amir Johnson,Celtics,Wizards,8900,21.2
292407,PF,Amir Johnson,Celtics,Wizards,8900,21.2
462461,C,Tyler Zeller,Celtics,Wizards,5000,7.3
462461,PF,Tyler Zeller,Celtics,Wizards,5000,7.3
552403,C,Jared Sullinger,Celtics,Wizards,11200,26.1
552403,PF,Jared Sullinger,Celtics,Wizards,11200,26.1
552381,PF,Jae Crowder,Celtics,Wizards,11350,28.2
552381,SF,Jae Crowder,Celtics,Wizards,11350,28.2
514882,C,Kelly Olynyk,Celtics,Wizards,9350,20.4
697132,PG,Marcus Smart,Celtics,Wizards,10050,21.9
786406,SG,James Young,Celtics,Wizards,5000,3.7
786293,PG,Terry Rozier,Celtics,Wizards,5000,3.1
691716,SG,R.J. Hunter,Celtics,Wizards,5000,6.3
745825,PF,Jordan Mickey,Celtics,Wizards,5000,4.7
263884,PF,Marvin Williams,Hornets,Kings,9600,23.4
263884,SF,Marvin Williams,Hornets,Kings,9600,23.4
462980,PG,Kemba Walker,Hornets,Kings,16350,36.4
340730,PG,Jeremy Lin,Hornets,Kings,9150,22.2
340730,SG,Jeremy Lin,Hornets,Kings,9150,22.2
295923,C,Tyler Hansbrough,Hornets,Kings,5000,5.5
295923,PF,Tyler Hansbrough,Hornets,Kings,5000,5.5
329824,C,Spencer Hawes,Hornets,Kings,6300,14.5
329824,PF,Spencer Hawes,Hornets,Kings,6300,14.5
456451,SG,Nicolas Batum,Hornets,Kings,12550,32.9
456451,SF,Nicolas Batum,Hornets,Kings,12550,32.9
253995,C,Al Jefferson,Hornets,Kings,9900,24.4
253995,PF,Al Jefferson,Hornets,Kings,9900,24.4
603095,SF,Michael Kidd-Gilchrist,Hornets,Kings,5000,0.0
552980,SG,Jeremy Lamb,Hornets,Kings,6850,20.0
552980,SF,Jeremy Lamb,Hornets,Kings,6850,20.0
263565,PG,Brian Roberts,Hornets,Kings,5000,6.8
263565,SG,Brian Roberts,Hornets,Kings,5000,6.8
602028,C,Cody Zeller,Hornets,Kings,8350,19.4
602028,PF,Cody Zeller,Hornets,Kings,8350,19.4
513526,PG,Troy Daniels,Hornets,Kings,5000,7.3
609567,SG,P.J. Hairston,Hornets,Kings,6900,12.3
609567,SF,P.J. Hairston,Hornets,Kings,6900,12.3
606731,C,Frank Kaminsky,Hornets,Kings,7550,16.2
606731,PF,Frank Kaminsky,Hornets,Kings,7550,16.2
786407,PG,Aaron Harrison,Hornets,Kings,5000,1.9
57820,PG,Kirk Hinrich,Bulls,Heat,5000,9.0
57820,SG,Kirk Hinrich,Bulls,Heat,5000,9.0
398424,PG,E'Twaun Moore,Bulls,Heat,5000,8.8
398424,SG,E'Twaun Moore,Bulls,Heat,5000,8.8
263220,C,Joakim Noah,Bulls,Heat,9950,22.5
263220,PF,Joakim Noah,Bulls,Heat,9950,22.5
399612,PG,Derrick Rose,Bulls,Heat,11800,25.1
330057,C,Taj Gibson,Bulls,Heat,8250,20.3
330057,PF,Taj Gibson,Bulls,Heat,8250,20.3
599809,PF,Nikola Mirotic,Bulls,Heat,9450,22.5
599809,SF,Nikola Mirotic,Bulls,Heat,9450,22.5
458730,SG,Jimmy Butler,Bulls,Heat,14500,38.0
458730,SF,Jimmy Butler,Bulls,Heat,14500,38.0
168066,SG,Mike Dunleavy,Bulls,Heat,5000,0.0
168066,SF,Mike Dunleavy,Bulls,Heat,5000,0.0
3494,C,Pau Gasol,Bulls,Heat,15800,38.4
3494,PF,Pau Gasol,Bulls,Heat,15800,38.4
229726,PG,Aaron Brooks,Bulls,Heat,6000,13.8
550991,SG,Tony Snell,Bulls,Heat,5000,12.5
550991,SF,Tony Snell,Bulls,Heat,5000,12.5
554804,SF,Doug McDermott,Bulls,Heat,5000,12.1
550992,C,Cameron Bairstow,Bulls,Heat,5000,2.6
550992,PF,Cameron Bairstow,Bulls,Heat,5000,2.6
750703,C,Bobby Portis,Bulls,Heat,5000,13.3
750703,PF,Bobby Portis,Bulls,Heat,5000,13.3
839018,C,Cristiano Felicio,Bulls,Heat,5000,1.5
254009,C,Anderson Varejao,Cavaliers,Timberwolves,5000,6.8
254009,PF,Anderson Varejao,Cavaliers,Timberwolves,5000,6.8
551768,PG,Kyrie Irving,Cavaliers,Timberwolves,11300,25.2
551768,SG,Kyrie Irving,Cavaliers,Timberwolves,11300,25.2
552806,C,Tristan Thompson,Cavaliers,Timberwolves,8550,21.0
552806,PF,Tristan Thompson,Cavaliers,Timberwolves,8550,21.0
253997,SG,J.R. Smith,Cavaliers,Timberwolves,9300,21.3
253997,SF,J.R. Smith,Cavaliers,Timberwolves,9300,21.3
552679,C,Timofey Mozgov,Cavaliers,Timberwolves,6750,13.4
65834,PG,Mo Williams,Cavaliers,Timberwolves,6950,18.3
65834,SG,Mo Williams,Cavaliers,Timberwolves,6950,18.3
214152,PF,LeBron James,Cavaliers,Timberwolves,18300,45.0
214152,SF,LeBron James,Cavaliers,Timberwolves,18300,45.0
58360,SG,James Jones,Cavaliers,Timberwolves,5000,6.3
58360,SF,James Jones,Cavaliers,Timberwolves,5000,6.3
395374,C,Kevin Love,Cavaliers,Timberwolves,14350,35.5
395374,PF,Kevin Love,Cavaliers,Timberwolves,14350,35.5
457186,SG,Iman Shumpert,Cavaliers,Timberwolves,6200,15.0
457186,SF,Iman Shumpert,Cavaliers,Timberwolves,6200,15.0
3504,SG,Richard Jefferson,Cavaliers,Timberwolves,5000,10.2
3504,SF,Richard Jefferson,Cavaliers,Timberwolves,5000,10.2
513339,PG,Jared Cunningham,Cavaliers,Timberwolves,5000,5.2
513339,SG,Jared Cunningham,Cavaliers,Timberwolves,5000,5.2
531447,PG,Matthew Dellavedova,Cavaliers,Timberwolves,7400,19.7
531447,SG,Matthew Dellavedova,Cavaliers,Timberwolves,7400,19.7
263245,C,Sasha Kaun,Cavaliers,Timberwolves,5000,3.1
295941,SG,Wilson Chandler,Nuggets,Hawks,5000,0.0
295941,SF,Wilson Chandler,Nuggets,Hawks,5000,0.0
456448,SF,Danilo Gallinari,Nuggets,Hawks,12600,31.4
411111,C,Kenneth Faried,Nuggets,Hawks,11750,26.6
411111,PF,Kenneth Faried,Nuggets,Hawks,11750,26.6
172692,PG,Randy Foye,Nuggets,Hawks,5950,12.4
172692,SG,Randy Foye,Nuggets,Hawks,5950,12.4
330347,C,Darrell Arthur,Nuggets,Hawks,7000,16.6
330347,PF,Darrell Arthur,Nuggets,Hawks,7000,16.6
3385,SG,Mike Miller,Nuggets,Hawks,5000,5.3
3385,SF,Mike Miller,Nuggets,Hawks,5000,5.3
61934,PG,Jameer Nelson,Nuggets,Hawks,8150,20.2
400585,C,J.J. Hickson,Nuggets,Hawks,6500,16.0
400585,PF,J.J. Hickson,Nuggets,Hawks,6500,16.0
551760,SG,Will Barton,Nuggets,Hawks,10100,28.3
551760,SF,Will Barton,Nuggets,Hawks,10100,28.3
739968,C,Joffrey Lauvergne,Nuggets,Hawks,7300,17.3
739968,PF,Joffrey Lauvergne,Nuggets,Hawks,7300,17.3
830642,C,Jusuf Nurkic,Nuggets,Hawks,8000,15.8
712593,SG,Gary Harris,Nuggets,Hawks,6950,19.2
830650,C,Nikola Jokic,Nuggets,Hawks,7900,19.9
511055,SG,Sean Kilpatrick,Nuggets,Hawks,5000,4.0
877870,PG,Emmanuel Mudiay,Nuggets,Hawks,10550,23.7
469089,PF,Marcus Morris,Pistons,Jazz,10150,24.5
469089,SF,Marcus Morris,Pistons,Jazz,10150,24.5
58258,PG,Steve Blake,Pistons,Jazz,5000,11.5
58258,SG,Steve Blake,Pistons,Jazz,5000,11.5
265013,C,Joel Anthony,Pistons,Jazz,5000,3.2
265013,PF,Joel Anthony,Pistons,Jazz,5000,3.2
292396,PF,Ersan Ilyasova,Pistons,Jazz,10300,22.2
292396,SF,Ersan Ilyasova,Pistons,Jazz,10300,22.2
478196,PG,Brandon Jennings,Pistons,Jazz,7050,15.4
229905,PF,Anthony Tolliver,Pistons,Jazz,5000,12.5
229905,SF,Anthony Tolliver,Pistons,Jazz,5000,12.5
462444,PG,Reggie Jackson,Pistons,Jazz,13550,33.0
462444,SG,Reggie Jackson,Pistons,Jazz,13550,33.0
329862,SG,Jodie Meeks,Pistons,Jazz,5000,1.5
614746,C,Andre Drummond,Pistons,Jazz,16550,42.0
614746,PF,Andre Drummond,Pistons,Jazz,16550,42.0
296379,C,Aron Baynes,Pistons,Jazz,6300,12.4
602730,SG,Kentavious Caldwell-Pope,Pistons,Jazz,10700,24.9
552335,SG,Reggie Bullock,Pistons,Jazz,5000,1.1
552335,SF,Reggie Bullock,Pistons,Jazz,5000,1.1
602411,PG,Spencer Dinwiddie,Pistons,Jazz,5000,7.3
844331,SF,Stanley Johnson,Pistons,Jazz,7150,15.8
601538,SG,Darrun Hilliard,Pistons,Jazz,5000,3.8
338365,PG,Stephen Curry,Warriors,Spurs,22200,52.4
338365,SG,Stephen Curry,Warriors,Spurs,22200,52.4
