First Name,Last Name,Team,VS,Pos,FPPG,Sal
Al,Jefferson,CHA,NOP @ CHA,C,20.10,4600
Kemba,Walker,CHA,NOP @ CHA,PG,39.81,6250
Cody,Zeller,CHA,NOP @ CHA,C,21.94,4150
Norris,Cole,NOP,NOP @ CHA,PG,22.05,4550
Spencer,Hawes,CHA,NOP @ CHA,PF,16.75,3500
Courtney,Lee,CHA,NOP @ CHA,SG,16.43,3600
Tyler,Hansbrough,CHA,NOP @ CHA,PF,6.24,3200
Alonzo,Gee,NOP,NOP @ CHA,SF,10.97,3200
Dante,Cunningham,NOP,NOP @ CHA,SF,9.56,3300
Marvin,Williams,CHA,NOP @ CHA,PF,24.09,4650
Kendrick,Perkins,NOP,NOP @ CHA,C,5.77,3000
Jeremy,Lamb,CHA,NOP @ CHA,SG,15.14,3650
Nicolas,Batum,CHA,NOP @ CHA,SF,29.95,5300
Quincy,Pondexter,NOP,NOP @ CHA,SF,0.00,3000
Jeremy,Lin,CHA,NOP @ CHA,PG,21.30,3850
Omer,Asik,NOP,NOP @ CHA,C,14.00,3600
Ryan,Anderson,NOP,NOP @ CHA,PF,25.27,4500
Jrue,Holiday,NOP,NOP @ CHA,PG,32.18,5800
Anthony,Davis,NOP,NOP @ CHA,PF,42.90,7400
Tyreke,Evans,NOP,NOP @ CHA,SG,31.93,5000
Eric,Gordon,NOP,NOP @ CHA,SG,22.32,4500
Toney,Douglas,NOP,NOP @ CHA,PG,11.42,3500
Jorge,Gutierrez,CHA,NOP @ CHA,PG,4.50,3000
Troy,Daniels,CHA,NOP @ CHA,SG,8.89,3300
Alexis,Ajinca,NOP,NOP @ CHA,C,10.79,3000
Luke,Babbitt,NOP,NOP @ CHA,SF,3.67,3000
Frank,Kaminsky,CHA,NOP @ CHA,C,18.45,3850
Aaron,Harrison,CHA,NOP @ CHA,SF,1.98,3000
Bryce,Dejean-Jones,NOP,NOP @ CHA,SG,12.44,3400
Trevor,Ariza,HOU,HOU @ PHI,SF,25.61,4750
Elton,Brand,PHI,HOU @ PHI,PF,8.75,3000
Michael,Beasley,HOU,HOU @ PHI,SF,3.50,3000
Nerlens,Noel,PHI,HOU @ PHI,PF,28.85,4850
Jason,Terry,HOU,HOU @ PHI,PG,10.87,3300
Earl,Clark,PHI,HOU @ PHI,PF,6.25,3000
Josh,Smith,HOU,HOU @ PHI,PF,13.31,3750
Corey,Brewer,HOU,HOU @ PHI,SF,15.19,3950
Terrence,Jones,HOU,HOU @ PHI,PF,15.23,3600
Robert,Covington,PHI,HOU @ PHI,SF,21.60,4800
Donatas,Motiejunas,HOU,HOU @ PHI,PF,10.53,3500
Patrick,Beverley,HOU,HOU @ PHI,PG,21.65,4250
Isaiah,Canaan,PHI,HOU @ PHI,PG,15.32,3800
James,Harden,HOU,HOU @ PHI,SG,47.26,7850
Dwight,Howard,HOU,HOU @ PHI,C,34.61,5750
Ish,Smith,PHI,HOU @ PHI,PG,26.59,5300
Kendall,Marshall,PHI,HOU @ PHI,PG,8.43,3000
Carl,Landry,PHI,HOU @ PHI,PF,12.15,3500
Hollis,Thompson,PHI,HOU @ PHI,SF,14.29,3800
Joel,Embiid,PHI,HOU @ PHI,C,0.00,3000
Clint,Capela,HOU,HOU @ PHI,C,19.07,3850
Nik,Stauskas,PHI,HOU @ PHI,SG,13.20,3500
Jerami,Grant,PHI,HOU @ PHI,SF,20.42,4300
K.J.,McDaniels,HOU,HOU @ PHI,SG,2.85,3000
Jahlil,Okafor,PHI,HOU @ PHI,C,29.56,4900
Sam,Dekker,HOU,HOU @ PHI,SF,0.00,3000
Richaun,Holmes,PHI,HOU @ PHI,PF,12.51,3000
Montrezl,Harrell,HOU,HOU @ PHI,PF,5.84,3000
T.J.,McConnell,PHI,HOU @ PHI,PG,15.55,3500
Sonny,Weems,PHI,HOU @ PHI,SG,5.99,3000
Chris,Andersen,MEM,MEM @ BOS,C,10.08,3300
Mario,Chalmers,MEM,MEM @ BOS,PG,21.40,4150
Evan,Turner,BOS,MEM @ BOS,SG,23.83,4600
Kelly,Olynyk,BOS,MEM @ BOS,C,20.94,3700
Avery,Bradley,BOS,MEM @ BOS,SG,23.56,4300
Jared,Sullinger,BOS,MEM @ BOS,PF,25.83,4950
Amir,Johnson,BOS,MEM @ BOS,PF,19.01,3900
Tyler,Zeller,BOS,MEM @ BOS,C,11.96,3700
Lance,Stephenson,MEM,MEM @ BOS,SF,12.66,3900
Jonas,Jerebko,BOS,MEM @ BOS,PF,10.66,3300
Mike,Conley,MEM,MEM @ BOS,PG,30.46,5200
Zach,Randolph,MEM,MEM @ BOS,PF,27.58,5300
Tony,Allen,MEM,MEM @ BOS,SG,19.74,3850
Brandan,Wright,MEM,MEM @ BOS,PF,15.15,3400
Jae,Crowder,BOS,MEM @ BOS,SF,28.48,4800
Vince,Carter,MEM,MEM @ BOS,SG,10.91,3800
Ryan,Hollins,MEM,MEM @ BOS,C,7.27,3300
Matt,Barnes,MEM,MEM @ BOS,SF,22.47,4450
Isaiah,Thomas,BOS,MEM @ BOS,PG,36.20,5800
P.J.,Hairston,MEM,MEM @ BOS,SG,12.39,3800
James,Young,BOS,MEM @ BOS,SG,3.19,3000
Marcus,Smart,BOS,MEM @ BOS,PG,21.95,4100
Jordan,Adams,MEM,MEM @ BOS,SG,12.00,3000
JaMychal,Green,MEM,MEM @ BOS,PF,12.18,3850
Terry,Rozier,BOS,MEM @ BOS,PG,2.66,3000
Jordan,Mickey,BOS,MEM @ BOS,PF,3.29,3000
R.J.,Hunter,BOS,MEM @ BOS,SG,4.38,3000
Jarell,Martin,MEM,MEM @ BOS,PF,3.78,3000
