First Name,Last Name,Team,VS,Pos,FPPG,Sal
Coty,Clarke,BOS,MEM @ BOS,PF,0.00,3000
Josh,McRoberts,MIA,MIA @ MIL,PF,11.52,3500
Dwyane,Wade,MIA,MIA @ MIL,SG,32.29,5550
Udonis,Haslem,MIA,MIA @ MIL,PF,5.25,3000
Chris,Bosh,MIA,MIA @ MIL,PF,32.05,5200
Amar'e,Stoudemire,MIA,MIA @ MIL,C,14.31,3900
Joe,Johnson,MIA,MIA @ MIL,SF,22.04,4650
Steve,Novak,MIL,MIA @ MIL,PF,2.75,3500
Luol,Deng,MIA,MIA @ MIL,SF,23.81,4850
Greg,Monroe,MIL,MIA @ MIL,C,32.83,4900
O.J.,Mayo,MIL,MIA @ MIL,SG,15.53,3600
Khris,Middleton,MIL,MIA @ MIL,SG,34.10,5500
Giannis,Antetokounmpo,MIL,MIA @ MIL,SF,36.51,6100
John,Henson,MIL,MIA @ MIL,C,17.21,3650
Jerryd,Bayless,MIL,MIA @ MIL,PG,18.30,4100
Gerald,Green,MIA,MIA @ MIL,SG,15.06,3700
Miles,Plumlee,MIL,MIA @ MIL,C,13.17,3600
Goran,Dragic,MIA,MIA @ MIL,PG,28.06,5350
Greivis,Vasquez,MIL,MIA @ MIL,PG,3.25,3300
Jabari,Parker,MIL,MIA @ MIL,PF,25.29,5200
Tyler,Ennis,MIL,MIA @ MIL,PG,3.90,3000
Johnny,O'Bryant,MIL,MIA @ MIL,PF,6.58,3000
Damien,Inglis,MIL,MIA @ MIL,SF,0.08,3000
Tyler,Johnson,MIA,MIA @ MIL,SG,17.39,3700
Hassan,Whiteside,MIA,MIA @ MIL,C,34.95,5850
Justise,Winslow,MIA,MIA @ MIL,SF,16.15,3800
Rashad,Vaughn,MIL,MIA @ MIL,SG,5.36,3000
Josh,Richardson,MIA,MIA @ MIL,SG,9.83,3300
Anthony,Tolliver,DET,DET @ DAL,PF,12.38,3300
Joel,Anthony,DET,DET @ DAL,C,2.23,3000
Tobias,Harris,DET,DET @ DAL,SF,25.89,4800
Raymond,Felton,DAL,DET @ DAL,PG,20.08,3800
Deron,Williams,DAL,DET @ DAL,PG,24.81,4800
Andre,Drummond,DET,DET @ DAL,C,39.05,6100
Charlie,Villanueva,DAL,DET @ DAL,PF,8.71,3300
Kentavious,Caldwell-Pope,DET,DET @ DAL,SG,24.53,4200
Zaza,Pachulia,DAL,DET @ DAL,C,25.39,4400
J.J.,Barea,DAL,DET @ DAL,PG,17.78,4000
Jeremy,Evans,DAL,DET @ DAL,SF,5.34,3000
Reggie,Jackson,DET,DET @ DAL,PG,31.12,5000
Wesley,Matthews,DAL,DET @ DAL,SG,20.30,4300
JaVale,McGee,DAL,DET @ DAL,C,12.85,3300
Chandler,Parsons,DAL,DET @ DAL,SF,26.84,5100
Aron,Baynes,DET,DET @ DAL,C,14.85,3000
Devin,Harris,DAL,DET @ DAL,PG,13.63,3700
Dirk,Nowitzki,DAL,DET @ DAL,PF,29.35,4950
David,Lee,DAL,DET @ DAL,PF,22.60,3900
Steve,Blake,DET,DET @ DAL,PG,10.46,3300
Jodie,Meeks,DET,DET @ DAL,SG,0.00,3000
Reggie,Bullock,DET,DET @ DAL,SG,8.06,3300
Marcus,Morris,DET,DET @ DAL,SF,22.96,4300
Dwight,Powell,DAL,DET @ DAL,PF,9.81,3500
Spencer,Dinwiddie,DET,DET @ DAL,PG,0.00,3000
Stanley,Johnson,DET,DET @ DAL,SF,17.86,3800
Justin,Anderson,DAL,DET @ DAL,SF,7.25,3000
Darrun,Hilliard,DET,DET @ DAL,SG,5.87,3000
Salah,Mejri,DAL,DET @ DAL,C,8.61,3000
Justin,Harper,DET,DET @ DAL,SF,3.06,3000
Kevin,Seraphin,NYK,NYK @ PHX,C,6.19,3000
John,Jenkins,PHX,NYK @ PHX,SG,4.41,3300
Ronnie,Price,PHX,NYK @ PHX,PG,15.19,3950
Arron,Afflalo,NYK,NYK @ PHX,SG,21.34,4300
Kyle,O'Quinn,NYK,NYK @ PHX,PF,12.02,3500
Carmelo,Anthony,NYK,NYK @ PHX,SF,39.40,6400
Tyson,Chandler,PHX,NYK @ PHX,C,19.63,4100
Mirza,Teletovic,PHX,NYK @ PHX,PF,18.88,4100
Phil,Pressey,PHX,NYK @ PHX,PG,10.75,3300
Brandon,Knight,PHX,NYK @ PHX,PG,27.24,5100
Derrick,Williams,NYK,NYK @ PHX,PF,15.88,3600
Robin,Lopez,NYK,NYK @ PHX,C,23.63,4350
Jon,Leuer,PHX,NYK @ PHX,PF,17.56,3700
Lance,Thomas,NYK,NYK @ PHX,SF,14.06,3200
Jose,Calderon,NYK,NYK @ PHX,PG,17.98,3850
Alex,Len,PHX,NYK @ PHX,C,23.21,4900
Archie,Goodwin,PHX,NYK @ PHX,SG,18.60,3900
P.J.,Tucker,PHX,NYK @ PHX,SF,21.28,4050
Lou,Amundson,NYK,NYK @ PHX,PF,5.10,3000
Sasha,Vujacic,NYK,NYK @ PHX,SG,6.99,3500
T.J.,Warren,PHX,NYK @ PHX,SF,17.51,3000
Cleanthony,Early,NYK,NYK @ PHX,SF,-0.33,3300
Langston,Galloway,NYK,NYK @ PHX,PG,16.43,3800
Kristaps,Porzingis,NYK,NYK @ PHX,PF,27.43,4950
Jerian,Grant,NYK,NYK @ PHX,PG,9.15,3000
Devin,Booker,PHX,NYK @ PHX,SG,20.88,4500
Pablo,Prigioni,LAC,LAC @ OKC,PG,8.92,3000
Paul,Pierce,LAC,LAC @ OKC,SF,13.06,3500
Jeff,Green,LAC,LAC @ OKC,SF,22.62,4300
Nazr,Mohammed,OKC,LAC @ OKC,C,1.25,3000
Dion,Waiters,OKC,LAC @ OKC,SG,15.41,3800
Kyle,Singler,OKC,LAC @ OKC,SF,8.12,3500
Enes,Kanter,OKC,LAC @ OKC,C,21.71,4350
Serge,Ibaka,OKC,LAC @ OKC,PF,25.89,4800
Kevin,Durant,OKC,LAC @ OKC,SF,47.90,7600
Andre,Roberson,OKC,LAC @ OKC,SG,12.25,3300
Russell,Westbrook,OKC,LAC @ OKC,PG,49.58,7550
Steven,Adams,OKC,LAC @ OKC,C,19.04,3800
Nick,Collison,OKC,LAC @ OKC,PF,5.46,3000
Randy,Foye,OKC,LAC @ OKC,SG,12.60,3700
Anthony,Morrow,OKC,LAC @ OKC,SG,7.18,3400
Austin,Rivers,LAC,LAC @ OKC,SG,13.15,3650
Wesley,Johnson,LAC,LAC @ OKC,SF,17.32,3800
DeAndre,Jordan,LAC,LAC @ OKC,C,37.06,6000
Blake,Griffin,LAC,LAC @ OKC,PF,39.38,6200
Jamal,Crawford,LAC,LAC @ OKC,SG,18.85,4300
Chris,Paul,LAC,LAC @ OKC,PG,44.36,6500
J.J.,Redick,LAC,LAC @ OKC,SG,22.55,4300
Luc,Mbah a Moute,LAC,LAC @ OKC,PF,8.85,3300
Cole,Aldrich,LAC,LAC @ OKC,C,16.09,3500
Mitch,McGary,OKC,LAC @ OKC,PF,2.16,3000
Josh,Huestis,OKC,LAC @ OKC,SF,0.00,3000
C.J.,Wilcox,LAC,LAC @ OKC,SG,3.39,3000
Cameron,Payne,OKC,LAC @ OKC,PG,13.00,3000
Branden,Dawson,LAC,LAC @ OKC,SF,2.58,3000
Alex,Stepheson,LAC,LAC @ OKC,PF,3.63,3000
James,Jones,CLE,CLE @ SAC,SF,5.02,3000
LeBron,James,CLE,CLE @ SAC,SF,44.07,7500
Iman,Shumpert,CLE,CLE @ SAC,SG,14.72,3500
J.R.,Smith,CLE,CLE @ SAC,SG,20.82,4300
James,Anderson,SAC,CLE @ SAC,SG,5.29,3000
Rajon,Rondo,SAC,CLE @ SAC,PG,38.02,5800
Rudy,Gay,SAC,CLE @ SAC,SF,31.06,5300
Quincy,Acy,SAC,CLE @ SAC,PF,11.94,3600
Tristan,Thompson,CLE,CLE @ SAC,PF,21.51,4600
Kyrie,Irving,CLE,CLE @ SAC,PG,30.77,5600
Matthew,Dellavedova,CLE,CLE @ SAC,PG,16.55,3700
Caron,Butler,SAC,CLE @ SAC,SF,8.00,3000
Kevin,Love,CLE,CLE @ SAC,PF,31.92,5550
Richard,Jefferson,CLE,CLE @ SAC,SF,7.53,3300
Mo,Williams,CLE,CLE @ SAC,PG,6.21,3600
Timofey,Mozgov,CLE,CLE @ SAC,C,13.51,3700
Kosta,Koufos,SAC,CLE @ SAC,C,11.63,3300
Omri,Casspi,SAC,CLE @ SAC,SF,22.64,4300
Marco,Belinelli,SAC,CLE @ SAC,SG,14.75,4000
Seth,Curry,SAC,CLE @ SAC,PG,6.32,3000
Darren,Collison,SAC,CLE @ SAC,PG,22.37,4200
Channing,Frye,CLE,CLE @ SAC,PF,11.98,3500
Ben,McLemore,SAC,CLE @ SAC,SG,11.58,3700
DeMarcus,Cousins,SAC,CLE @ SAC,C,49.97,7750
Jordan,McRae,CLE,CLE @ SAC,SG,5.69,3000
Eric,Moreland,SAC,CLE @ SAC,PF,2.50,3000
Willie,Cauley-Stein,SAC,CLE @ SAC,C,16.84,3800
Duje,Dukan,SAC,CLE @ SAC,PF,0.00,3000
Sasha,Kaun,CLE,CLE @ SAC,C,2.03,3000
Trevor,Booker,UTA,UTA @ GSW,PF,16.49,3600
Shelvin,Mack,UTA,UTA @ GSW,PG,11.12,4200
Shaun,Livingston,GSW,UTA @ GSW,PG,15.39,4000
Anderson,Varejao,GSW,UTA @ GSW,C,8.89,3500
Rudy,Gobert,UTA,UTA @ GSW,C,30.42,5500
Brandon,Rush,GSW,UTA @ GSW,SG,10.17,3300
Trey,Burke,UTA,UTA @ GSW,PG,17.07,3500
Alec,Burks,UTA,UTA @ GSW,SG,17.50,3800
Gordon,Hayward,UTA,UTA @ GSW,SF,32.96,5450
Derrick,Favors,UTA,UTA @ GSW,PF,31.58,5350
Jeff,Withey,UTA,UTA @ GSW,C,14.39,3000
Festus,Ezeli,GSW,UTA @ GSW,C,15.41,3500
Andrew,Bogut,GSW,UTA @ GSW,C,21.01,4500
Klay,Thompson,GSW,UTA @ GSW,SG,32.71,5400
Draymond,Green,GSW,UTA @ GSW,PF,40.78,6300
Stephen,Curry,GSW,UTA @ GSW,PG,48.69,7450
Andre,Iguodala,GSW,UTA @ GSW,SF,17.86,4000
Harrison,Barnes,GSW,UTA @ GSW,SF,18.91,4400
Marreese,Speights,GSW,UTA @ GSW,C,12.69,3300
Chris,Johnson,UTA,UTA @ GSW,SF,9.55,3000
Ian,Clark,GSW,UTA @ GSW,SG,7.83,3000
Leandro,Barbosa,GSW,UTA @ GSW,SG,10.21,3500
Dante,Exum,UTA,UTA @ GSW,PG,6.50,3000
Rodney,Hood,UTA,UTA @ GSW,SG,24.23,4500
James Michael,McAdoo,GSW,UTA @ GSW,PF,7.27,3450
Joe,Ingles,UTA,UTA @ GSW,SF,8.10,3000
Trey,Lyles,UTA,UTA @ GSW,PF,12.19,3300
Kevon,Looney,GSW,UTA @ GSW,PF,4.10,3000
Raulzinho,Neto,UTA,UTA @ GSW,PG,12.23,3300
Tibor,Pleiss,UTA,UTA @ GSW,C,4.69,3000
Chase,Budinger,PHX,NYK @ PHX,SF,9.50,3300
