Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,11100,OKC@Sac 10:00PM ET,53.898,OKC
PF,DeMarcus Cousins,10700,OKC@Sac 10:00PM ET,51.307,Sac
SF,Kevin Durant,10400,OKC@Sac 10:00PM ET,49.510,OKC
SG,James Harden,10300,Hou@Mil 08:00PM ET,50.970,Hou
PG,Chris Paul,9900,Bkn@LAC 10:30PM ET,43.986,LAC
PG,John Wall,9600,Phi@Was 07:00PM ET,45.858,Was
SF,LeBron James,9500,Ind@Cle 07:00PM ET,47.344,Cle
SF,Paul George,8700,Ind@Cle 07:00PM ET,42.521,Ind
PG,Rajon Rondo,8500,OKC@Sac 10:00PM ET,41.620,Sac
PF,Blake Griffin,8500,Bkn@LAC 10:30PM ET,43.567,LAC
C,DeAndre Jordan,7900,Bkn@LAC 10:30PM ET,37.330,LAC
SF,Giannis Antetokounmpo,7800,Hou@Mil 08:00PM ET,33.697,Mil
PG,Kyrie Irving,7700,Ind@Cle 07:00PM ET,30.914,Cle
PF,Derrick Favors,7500,Uta@Bos 07:30PM ET,34.793,Uta
C,Brook Lopez,7400,Bkn@LAC 10:30PM ET,38.042,Bkn
PF,Kevin Love,7400,Ind@Cle 07:00PM ET,35.741,Cle
C,Dwight Howard,7300,Hou@Mil 08:00PM ET,36.557,Hou
SG,Khris Middleton,7300,Hou@Mil 08:00PM ET,32.081,Mil
PG,Mike Conley,7200,Mem@Den 09:00PM ET,31.231,Mem
PG,Isaiah Thomas,7200,Uta@Bos 07:30PM ET,37.517,Bos
C,Greg Monroe,7100,Hou@Mil 08:00PM ET,35.518,Mil
SF,Gordon Hayward,7100,Uta@Bos 07:30PM ET,34.466,Uta
C,Marc Gasol,7000,Mem@Den 09:00PM ET,34.731,Mem
PF,Zach Randolph,6900,Mem@Den 09:00PM ET,28.061,Mem
C,Marcin Gortat,6900,Phi@Was 07:00PM ET,32.519,Was
PF,Thaddeus Young,6800,Bkn@LAC 10:30PM ET,32.758,Bkn
C,Rudy Gobert,6700,Uta@Bos 07:30PM ET,31.974,Uta
SF,Rudy Gay,6600,OKC@Sac 10:00PM ET,32.074,Sac
SF,Danilo Gallinari,6500,Mem@Den 09:00PM ET,32.476,Den
PG,Ish Smith,6400,Phi@Was 07:00PM ET,28.102,Phi
PF,Jabari Parker,6400,Hou@Mil 08:00PM ET,22.679,Mil
PG,Jarrett Jack,6300,Bkn@LAC 10:30PM ET,31.078,Bkn
PF,Nerlens Noel,6200,Phi@Was 07:00PM ET,28.774,Phi
SF,Jae Crowder,6100,Uta@Bos 07:30PM ET,28.571,Bos
SG,Bradley Beal,6100,Phi@Was 07:00PM ET,28.966,Was
C,Jahlil Okafor,6100,Phi@Was 07:00PM ET,30.429,Phi
PF,Serge Ibaka,6000,OKC@Sac 10:00PM ET,27.733,OKC
PF,Myles Turner,6000,Ind@Cle 07:00PM ET,21.149,Ind
SG,Monta Ellis,5900,Ind@Cle 07:00PM ET,29.097,Ind
PF,Kenneth Faried,5900,Mem@Den 09:00PM ET,27.760,Den
C,Jared Sullinger,5900,Uta@Bos 07:30PM ET,27.669,Bos
SG,Rodney Hood,5900,Uta@Bos 07:30PM ET,25.594,Uta
SF,Trevor Ariza,5800,Hou@Mil 08:00PM ET,26.418,Hou
SG,Jamal Crawford,5700,Bkn@LAC 10:30PM ET,20.625,LAC
SF,Matt Barnes,5600,Mem@Den 09:00PM ET,22.125,Mem
SF,Robert Covington,5600,Phi@Was 07:00PM ET,25.030,Phi
SG,Will Barton,5600,Mem@Den 09:00PM ET,29.419,Den
PG,Michael Carter-Williams,5600,Hou@Mil 08:00PM ET,29.102,Mil
SF,Wilson Chandler,5500,Mem@Den 09:00PM ET,0,Den
PG,George Hill,5400,Ind@Cle 07:00PM ET,26.178,Ind
PG,Darren Collison,5400,OKC@Sac 10:00PM ET,23.909,Sac
C,Nikola Jokic,5400,Mem@Den 09:00PM ET,22.868,Den
SG,J.J. Redick,5300,Bkn@LAC 10:30PM ET,22.926,LAC
SG,Evan Turner,5300,Uta@Bos 07:30PM ET,24.254,Bos
PF,Tristan Thompson,5300,Ind@Cle 07:00PM ET,22.263,Cle
PF,Markieff Morris,5200,Phi@Was 07:00PM ET,22.733,Was
SG,Avery Bradley,5200,Uta@Bos 07:30PM ET,25.432,Bos
PG,Emmanuel Mudiay,5200,Mem@Den 09:00PM ET,25.772,Den
SF,Jeff Green,5100,Bkn@LAC 10:30PM ET,22.596,LAC
SG,J.R. Smith,5000,Ind@Cle 07:00PM ET,22.269,Cle
C,Ian Mahinmi,5000,Ind@Cle 07:00PM ET,23.100,Ind
PG,Donald Sloan,5000,Bkn@LAC 10:30PM ET,17.647,Bkn
SF,Otto Porter,4900,Phi@Was 07:00PM ET,25.245,Was
SG,Gary Harris,4800,Mem@Den 09:00PM ET,20.552,Den
C,Enes Kanter,4700,OKC@Sac 10:00PM ET,23.051,OKC
PG,Shelvin Mack,4600,Uta@Bos 07:30PM ET,9.267,Uta
SF,Omri Casspi,4600,OKC@Sac 10:00PM ET,24.314,Sac
PG,Marcus Smart,4600,Uta@Bos 07:30PM ET,23.744,Bos
SG,Rondae Hollis-Jefferson,4600,Bkn@LAC 10:30PM ET,18.289,Bkn
SF,Jared Dudley,4500,Phi@Was 07:00PM ET,19.978,Was
PG,Patrick Beverley,4500,Hou@Mil 08:00PM ET,20.604,Hou
PF,Clint Capela,4500,Hou@Mil 08:00PM ET,20.523,Hou
PG,Jerryd Bayless,4400,Hou@Mil 08:00PM ET,21.590,Mil
PG,Mario Chalmers,4300,Mem@Den 09:00PM ET,20.995,Mem
SF,Wesley Johnson,4300,Bkn@LAC 10:30PM ET,15.517,LAC
PF,JaMychal Green,4300,Mem@Den 09:00PM ET,12.676,Mem
C,Kelly Olynyk,4300,Uta@Bos 07:30PM ET,20.648,Bos
C,Steven Adams,4300,OKC@Sac 10:00PM ET,19.325,OKC
SF,Jerami Grant,4300,Phi@Was 07:00PM ET,21.719,Phi
SG,O.J. Mayo,4200,Hou@Mil 08:00PM ET,18.868,Mil
SG,Alec Burks,4200,Uta@Bos 07:30PM ET,23.018,Uta
SF,Tony Allen,4100,Mem@Den 09:00PM ET,17.346,Mem
PF,Amir Johnson,4100,Uta@Bos 07:30PM ET,20.711,Bos
PF,Jordan Hill,4100,Ind@Cle 07:00PM ET,21.073,Ind
SG,Bojan Bogdanovic,4100,Bkn@LAC 10:30PM ET,16.051,Bkn
C,Willie Cauley-Stein,4100,OKC@Sac 10:00PM ET,17.302,Sac
PF,Nene Hilario,4000,Phi@Was 07:00PM ET,18.194,Was
SG,Rodney Stuckey,4000,Ind@Cle 07:00PM ET,18.900,Ind
SF,C.J. Miles,4000,Ind@Cle 07:00PM ET,20.592,Ind
SG,Wayne Ellington,4000,Bkn@LAC 10:30PM ET,13.401,Bkn
PF,Brandan Wright,4000,Mem@Den 09:00PM ET,15.063,Mem
SF,Lance Stephenson,4000,Mem@Den 09:00PM ET,11.840,Mem
SG,Dion Waiters,4000,OKC@Sac 10:00PM ET,18.140,OKC
SG,Vince Carter,3900,Mem@Den 09:00PM ET,10.513,Mem
PG,Ramon Sessions,3900,Phi@Was 07:00PM ET,18.164,Was
SG,Marco Belinelli,3900,OKC@Sac 10:00PM ET,16.818,Sac
PF,John Henson,3900,Hou@Mil 08:00PM ET,17.048,Mil
PG,Matthew Dellavedova,3900,Ind@Cle 07:00PM ET,19.644,Cle
PF,Josh Smith,3800,Hou@Mil 08:00PM ET,15.511,Hou
SF,Corey Brewer,3800,Hou@Mil 08:00PM ET,15.483,Hou
PF,Trevor Booker,3800,Uta@Bos 07:30PM ET,17.442,Uta
PG,Jameer Nelson,3700,Mem@Den 09:00PM ET,20.395,Den
PF,Channing Frye,3700,Ind@Cle 07:00PM ET,12.906,Cle
PF,Darrell Arthur,3700,Mem@Den 09:00PM ET,16.730,Den
PG,Isaiah Canaan,3700,Phi@Was 07:00PM ET,17.914,Phi
SG,Hollis Thompson,3700,Phi@Was 07:00PM ET,16.321,Phi
C,Timofey Mozgov,3700,Ind@Cle 07:00PM ET,14.282,Cle
C,Jusuf Nurkic,3700,Mem@Den 09:00PM ET,15.934,Den
SG,Iman Shumpert,3600,Ind@Cle 07:00PM ET,15.598,Cle
PG,Shane Larkin,3600,Bkn@LAC 10:30PM ET,17.195,Bkn
SG,Nik Stauskas,3600,Phi@Was 07:00PM ET,14.920,Phi
PG,D.J. Augustin,3500,Mem@Den 09:00PM ET,10.840,Den
C,Miles Plumlee,3500,Hou@Mil 08:00PM ET,9.526,Mil
PG,T.J. McConnell,3500,Phi@Was 07:00PM ET,19.427,Phi
SG,Markel Brown,3500,Bkn@LAC 10:30PM ET,8.500,Bkn
PF,Terrence Jones,3500,Hou@Mil 08:00PM ET,17.865,Hou
SF,P.J. Hairston,3500,Mem@Den 09:00PM ET,12.005,Mem
SF,Richard Jefferson,3400,Ind@Cle 07:00PM ET,10.574,Cle
SG,Garrett Temple,3400,Phi@Was 07:00PM ET,16.018,Was
PG,Greivis Vasquez,3400,Hou@Mil 08:00PM ET,17.047,Mil
C,Tyler Zeller,3400,Uta@Bos 07:30PM ET,10.089,Bos
PG,Trey Burke,3400,Uta@Bos 07:30PM ET,18.805,Uta
C,Joffrey Lauvergne,3400,Mem@Den 09:00PM ET,16.095,Den
PG,Cameron Payne,3400,OKC@Sac 10:00PM ET,12.031,OKC
PG,Seth Curry,3300,OKC@Sac 10:00PM ET,6.893,Sac
PF,Jonas Jerebko,3300,Uta@Bos 07:30PM ET,10.403,Bos
SF,Paul Pierce,3200,Bkn@LAC 10:30PM ET,12.394,LAC
SG,Gary Neal,3200,Phi@Was 07:00PM ET,15.306,Was
C,Cole Aldrich,3200,Bkn@LAC 10:30PM ET,14.250,LAC
C,Lavoy Allen,3200,Ind@Cle 07:00PM ET,15.621,Ind
SG,Ben McLemore,3200,OKC@Sac 10:00PM ET,13.467,Sac
PG,Jason Terry,3100,Hou@Mil 08:00PM ET,11.347,Hou
PG,Randy Foye,3100,OKC@Sac 10:00PM ET,12.603,OKC
C,Kosta Koufos,3100,OKC@Sac 10:00PM ET,16.299,Sac
SF,Chris Johnson,3100,Uta@Bos 07:30PM ET,8.454,Uta
PF,Quincy Acy,3100,OKC@Sac 10:00PM ET,9.132,Sac
SF,Solomon Hill,3100,Ind@Cle 07:00PM ET,8.083,Ind
SG,Andre Roberson,3100,OKC@Sac 10:00PM ET,13.047,OKC
SG,Joe Young,3100,Ind@Cle 07:00PM ET,8.144,Ind
PF,Richaun Holmes,3100,Phi@Was 07:00PM ET,11.953,Phi
PF,Montrezl Harrell,3100,Hou@Mil 08:00PM ET,7.065,Hou
PG,Raul Neto,3100,Uta@Bos 07:30PM ET,13.044,Uta
C,Elton Brand,3000,Phi@Was 07:00PM ET,0,Phi
SG,Mike Miller,3000,Mem@Den 09:00PM ET,4.656,Den
C,Nick Collison,3000,OKC@Sac 10:00PM ET,7.448,OKC
SG,James Jones,3000,Ind@Cle 07:00PM ET,6.014,Cle
PG,Mo Williams,3000,Ind@Cle 07:00PM ET,15.786,Cle
SG,Alan Anderson,3000,Phi@Was 07:00PM ET,13.000,Was
C,Chris Andersen,3000,Mem@Den 09:00PM ET,6.792,Mem
PF,Drew Gooden,3000,Phi@Was 07:00PM ET,8.676,Was
SF,Caron Butler,3000,OKC@Sac 10:00PM ET,5.175,Sac
SF,Steve Novak,3000,Hou@Mil 08:00PM ET,3.325,Mil
PF,Carl Landry,3000,Phi@Was 07:00PM ET,11.382,Phi
C,Sasha Kaun,3000,Ind@Cle 07:00PM ET,2.196,Cle
SG,Anthony Morrow,3000,OKC@Sac 10:00PM ET,8.660,OKC
PF,Luc Richard Mbah a Moute,3000,Bkn@LAC 10:30PM ET,7.821,LAC
PG,Ty Lawson,3000,Hou@Mil 08:00PM ET,14.639,Hou
SF,Alex Stepheson,3000,Bkn@LAC 10:30PM ET,3.250,LAC
SF,Chase Budinger,3000,Ind@Cle 07:00PM ET,10.255,Ind
SF,Kyle Singler,3000,OKC@Sac 10:00PM ET,6.870,OKC
SG,James Anderson,3000,OKC@Sac 10:00PM ET,5.379,Sac
PF,J.J. Hickson,3000,Phi@Was 07:00PM ET,14.216,Was
C,Jeff Withey,3000,Uta@Bos 07:30PM ET,13.081,Uta
PF,Willie Reed,3000,Bkn@LAC 10:30PM ET,9.133,Bkn
C,Shayne Whittington,3000,Ind@Cle 07:00PM ET,3.438,Ind
SG,C.J. Wilcox,3000,Bkn@LAC 10:30PM ET,3.019,LAC
PF,Thomas Robinson,3000,Bkn@LAC 10:30PM ET,10.528,Bkn
C,Tibor Pleiss,3000,Uta@Bos 07:30PM ET,3.979,Uta
SF,Duje Dukan,3000,OKC@Sac 10:00PM ET,0,Sac
SG,Jarell Eddie,3000,Phi@Was 07:00PM ET,4.042,Was
SF,Josh Huestis,3000,OKC@Sac 10:00PM ET,0,OKC
PG,Kendall Marshall,3000,Phi@Was 07:00PM ET,9.958,Phi
PG,Pablo Prigioni,3000,Bkn@LAC 10:30PM ET,9.372,LAC
SG,Joe Ingles,3000,Uta@Bos 07:30PM ET,8.570,Uta
PF,Eric Moreland,3000,OKC@Sac 10:00PM ET,3.900,Sac
PF,Donatas Motiejunas,3000,Hou@Mil 08:00PM ET,9.817,Hou
SG,Austin Rivers,3000,Bkn@LAC 10:30PM ET,13.946,LAC
SG,James Ennis,3000,Mem@Den 09:00PM ET,3.173,Mem
PF,Johnny O'Bryant,3000,Hou@Mil 08:00PM ET,8.055,Mil
SF,K.J. McDaniels,3000,Hou@Mil 08:00PM ET,3.225,Hou
SF,Branden Dawson,3000,Bkn@LAC 10:30PM ET,2.583,LAC
PF,Rakeem Christmas,3000,Ind@Cle 07:00PM ET,0,Ind
SF,Jakarr Sampson,3000,Mem@Den 09:00PM ET,9.795,Den
SF,Sergey Karasev,3000,Bkn@LAC 10:30PM ET,3.010,Bkn
SF,Sam Dekker,3000,Hou@Mil 08:00PM ET,1.083,Hou
SG,R.J. Hunter,3000,Uta@Bos 07:30PM ET,5.750,Bos
SG,Jordan Adams,3000,Mem@Den 09:00PM ET,9.500,Mem
SF,Glenn Robinson III,3000,Ind@Cle 07:00PM ET,7.641,Ind
PF,Mitch McGary,3000,OKC@Sac 10:00PM ET,2.868,OKC
