First Name,Last Name,Team,VS,Pos,FPPG,Sal
Mirza,Teletovic,PHX,PHX @ DEN,PF,18.39,4100
Phil,Pressey,PHX,PHX @ DEN,PG,10.75,3300
D.J.,Augustin,DEN,PHX @ DEN,PG,11.95,3950
Brandon,Knight,PHX,PHX @ DEN,PG,26.25,5100
Chase,Budinger,PHX,PHX @ DEN,SF,9.50,3300
Will,Barton,DEN,PHX @ DEN,SG,27.88,4700
Danilo,Gallinari,DEN,PHX @ DEN,SF,31.23,5200
Kenneth,Faried,DEN,PHX @ DEN,PF,27.99,4950
Darrell,Arthur,DEN,PHX @ DEN,PF,16.01,3700
Joffrey,Lauvergne,DEN,PHX @ DEN,C,14.74,3500
Mike,Miller,DEN,PHX @ DEN,SF,3.45,3000
Jon,Leuer,PHX,PHX @ DEN,PF,16.75,3700
Alex,Len,PHX,PHX @ DEN,C,22.17,5200
Archie,Goodwin,PHX,PHX @ DEN,SG,18.10,3900
P.J.,Tucker,PHX,PHX @ DEN,SF,20.79,4050
Gary,Harris,DEN,PHX @ DEN,SG,20.90,4300
Jusuf,Nurkic,DEN,PHX @ DEN,C,15.20,3700
T.J.,Warren,PHX,PHX @ DEN,SF,18.03,3000
Nikola,Jokic,DEN,PHX @ DEN,C,25.70,4900
JaKarr,Sampson,DEN,PHX @ DEN,SF,8.70,3400
Emmanuel,Mudiay,DEN,PHX @ DEN,PG,25.54,5150
Devin,Booker,PHX,PHX @ DEN,SG,21.49,4500
Axel,Toupane,DEN,PHX @ DEN,SG,4.17,3000
Lou,Williams,LAL,CLE @ LAL,SG,24.63,4100
James,Jones,CLE,CLE @ LAL,SF,5.02,3000
LeBron,James,CLE,CLE @ LAL,SF,42.94,7500
Iman,Shumpert,CLE,CLE @ LAL,SG,14.72,3500
J.R.,Smith,CLE,CLE @ LAL,SG,20.27,4300
Metta,World Peace,LAL,CLE @ LAL,SF,7.54,3300
Brandon,Bass,LAL,CLE @ LAL,PF,17.70,3750
Tristan,Thompson,CLE,CLE @ LAL,PF,20.96,4600
Kyrie,Irving,CLE,CLE @ LAL,PG,29.87,5600
Matthew,Dellavedova,CLE,CLE @ LAL,PG,16.55,3700
Roy,Hibbert,LAL,CLE @ LAL,C,14.74,3750
Kevin,Love,CLE,CLE @ LAL,PF,31.05,5550
Richard,Jefferson,CLE,CLE @ LAL,SF,7.53,3300
Mo,Williams,CLE,CLE @ LAL,PG,6.21,3600
Timofey,Mozgov,CLE,CLE @ LAL,C,13.51,3700
Robert,Sacre,LAL,CLE @ LAL,C,6.93,3000
Ryan,Kelly,LAL,CLE @ LAL,PF,10.86,3400
Nick,Young,LAL,CLE @ LAL,SF,9.78,3300
Kobe,Bryant,LAL,CLE @ LAL,SG,27.20,4600
Channing,Frye,CLE,CLE @ LAL,PF,12.20,3500
Julius,Randle,LAL,CLE @ LAL,PF,26.78,5100
Jordan,McRae,CLE,CLE @ LAL,SG,5.69,3000
Jordan,Clarkson,LAL,CLE @ LAL,SG,26.78,4750
Tarik,Black,LAL,CLE @ LAL,C,9.92,3000
D'Angelo,Russell,LAL,CLE @ LAL,PG,24.04,5200
Larry,Nance,LAL,CLE @ LAL,PF,16.66,3900
Anthony,Brown,LAL,CLE @ LAL,SF,9.53,3000
Sasha,Kaun,CLE,CLE @ LAL,C,2.03,3000
Marcelo,Huertas,LAL,CLE @ LAL,PG,9.23,3200
Kevin,Martin,SAS,CHI @ SAS,SG,11.08,3800
