First Name,Last Name,Team,VS,Pos,FPPG,Sal
Keith,Appling,ORL,DAL @ ORL,PG,1.55,3000
Mario,Hezonja,ORL,DAL @ ORL,SG,9.75,3600
Justin,Anderson,DAL,DAL @ ORL,SF,6.31,3600
Salah,Mejri,DAL,DAL @ ORL,C,10.03,3500
Kevin,Seraphin,NYK,NYK @ BKN,C,9.22,3000
Arron,Afflalo,NYK,NYK @ BKN,SG,21.35,4400
Kyle,O'Quinn,NYK,NYK @ BKN,PF,10.62,3500
Carmelo,Anthony,NYK,NYK @ BKN,SF,37.40,6400
Andrea,Bargnani,BKN,NYK @ BKN,C,10.41,3300
Thaddeus,Young,BKN,NYK @ BKN,PF,30.83,5350
Joe,Johnson,BKN,NYK @ BKN,SF,21.31,4550
Brook,Lopez,BKN,NYK @ BKN,C,35.28,5750
Sergey,Karasev,BKN,NYK @ BKN,SG,2.34,3000
Donald,Sloan,BKN,NYK @ BKN,PG,17.04,3850
Derrick,Williams,NYK,NYK @ BKN,PF,15.90,4250
Thomas,Robinson,BKN,NYK @ BKN,PF,10.37,3400
Robin,Lopez,NYK,NYK @ BKN,C,21.02,4400
Willie,Reed,BKN,NYK @ BKN,PF,8.77,3000
Lance,Thomas,NYK,NYK @ BKN,SF,13.99,3700
Wayne,Ellington,BKN,NYK @ BKN,SG,13.61,3800
Jose,Calderon,NYK,NYK @ BKN,PG,19.48,4000
Shane,Larkin,BKN,NYK @ BKN,PG,17.45,3700
Lou,Amundson,NYK,NYK @ BKN,PF,4.74,3000
Sasha,Vujacic,NYK,NYK @ BKN,SG,7.37,3500
Cleanthony,Early,NYK,NYK @ BKN,SF,0.20,3300
Markel,Brown,BKN,NYK @ BKN,SG,7.15,3200
Bojan,Bogdanovic,BKN,NYK @ BKN,SF,13.55,3900
Langston,Galloway,NYK,NYK @ BKN,PG,16.81,4000
Kristaps,Porzingis,NYK,NYK @ BKN,PF,29.76,5000
Jerian,Grant,NYK,NYK @ BKN,PG,9.05,3500
Rondae,Hollis-Jefferson,BKN,NYK @ BKN,SG,22.68,3800
Chris,McCullough,BKN,NYK @ BKN,PF,5.88,3000
Lavoy,Allen,IND,IND @ OKC,PF,15.46,3500
Dion,Waiters,OKC,IND @ OKC,SG,16.76,4100
C.J.,Miles,IND,IND @ OKC,SF,18.92,3800
George,Hill,IND,IND @ OKC,PG,23.98,4600
Ian,Mahinmi,IND,IND @ OKC,C,22.00,3800
Paul,George,IND,IND @ OKC,SF,37.77,6100
Solomon,Hill,IND,IND @ OKC,SF,8.46,3000
Rodney,Stuckey,IND,IND @ OKC,PG,18.57,3700
Kyle,Singler,OKC,IND @ OKC,SF,6.84,3500
Chase,Budinger,IND,IND @ OKC,SF,9.57,3300
Enes,Kanter,OKC,IND @ OKC,C,21.17,4550
Serge,Ibaka,OKC,IND @ OKC,PF,25.20,4700
Kevin,Durant,OKC,IND @ OKC,SF,46.40,7600
Andre,Roberson,OKC,IND @ OKC,SG,12.84,3800
Russell,Westbrook,OKC,IND @ OKC,PG,48.84,7950
Steven,Adams,OKC,IND @ OKC,C,18.55,3800
Nick,Collison,OKC,IND @ OKC,PF,6.79,3350
Randy,Foye,OKC,IND @ OKC,SG,12.51,3400
Anthony,Morrow,OKC,IND @ OKC,SG,8.42,3700
Monta,Ellis,IND,IND @ OKC,SG,26.87,5000
Jordan,Hill,IND,IND @ OKC,C,20.47,4200
Mitch,McGary,OKC,IND @ OKC,PF,2.60,3300
Josh,Huestis,OKC,IND @ OKC,SF,0.00,3000
Glenn,Robinson,IND,IND @ OKC,SF,6.67,3000
Shayne,Whittington,IND,IND @ OKC,PF,4.92,3000
Myles,Turner,IND,IND @ OKC,C,22.03,4700
Cameron,Payne,OKC,IND @ OKC,PG,13.38,3500
Rakeem,Christmas,IND,IND @ OKC,PF,0.00,3000
Joseph,Young,IND,IND @ OKC,PG,8.04,3500
James,Ennis,MEM,MIN @ MEM,SF,4.32,3300
Chris,Andersen,MEM,MIN @ MEM,C,5.75,3000
Mario,Chalmers,MEM,MIN @ MEM,PG,20.20,3900
Kevin,Garnett,MIN,MIN @ MEM,PF,12.14,3700
Kevin,Martin,MIN,MIN @ MEM,SG,13.91,3800
Ricky,Rubio,MIN,MIN @ MEM,PG,29.81,5000
Shabazz,Muhammad,MIN,MIN @ MEM,SF,15.12,3950
Nikola,Pekovic,MIN,MIN @ MEM,C,8.15,3800
Gorgui,Dieng,MIN,MIN @ MEM,C,24.93,5200
Andre,Miller,MIN,MIN @ MEM,PG,5.63,3300
Mike,Conley,MEM,MIN @ MEM,PG,29.62,4900
Tayshaun,Prince,MIN,MIN @ MEM,SF,8.42,3000
Zach,Randolph,MEM,MIN @ MEM,PF,26.46,5000
Tony,Allen,MEM,MIN @ MEM,SG,16.93,4000
Brandan,Wright,MEM,MIN @ MEM,PF,2.00,3400
Vince,Carter,MEM,MIN @ MEM,SG,8.29,3300
Ryan,Hollins,MEM,MIN @ MEM,C,6.87,3300
Matt,Barnes,MEM,MIN @ MEM,SF,22.41,4450
P.J.,Hairston,MEM,MIN @ MEM,SG,11.91,3500
Adreian,Payne,MIN,MIN @ MEM,PF,6.17,3300
Andrew,Wiggins,MIN,MIN @ MEM,SF,29.31,5000
Zach,LaVine,MIN,MIN @ MEM,PG,20.26,4200
Jordan,Adams,MEM,MIN @ MEM,SG,12.00,3000
Damjan,Rudez,MIN,MIN @ MEM,SF,3.73,3000
JaMychal,Green,MEM,MIN @ MEM,PF,10.14,3300
Karl-Anthony,Towns,MIN,MIN @ MEM,C,35.58,5900
Tyus,Jones,MIN,MIN @ MEM,PG,9.66,3000
Jarell,Martin,MEM,MIN @ MEM,PF,1.00,3000
Nemanja,Bjelica,MIN,MIN @ MEM,PF,8.58,3300
Al,Jefferson,CHA,CHA @ MIL,C,24.33,4800
Kemba,Walker,CHA,CHA @ MIL,PG,38.26,5900
Cody,Zeller,CHA,CHA @ MIL,C,21.79,4000
Michael,Kidd-Gilchrist,CHA,CHA @ MIL,SF,23.25,4450
Michael,Carter-Williams,MIL,CHA @ MIL,PG,28.36,4800
Spencer,Hawes,CHA,CHA @ MIL,PF,16.17,3850
Courtney,Lee,CHA,CHA @ MIL,SG,16.78,3800
Tyler,Hansbrough,CHA,CHA @ MIL,PF,7.41,3200
Chris,Copeland,MIL,CHA @ MIL,SF,1.80,3000
Greg,Monroe,MIL,CHA @ MIL,C,33.53,5300
O.J.,Mayo,MIL,CHA @ MIL,SG,17.38,3600
Khris,Middleton,MIL,CHA @ MIL,SG,31.17,5200
Giannis,Antetokounmpo,MIL,CHA @ MIL,SF,31.27,5200
John,Henson,MIL,CHA @ MIL,C,17.23,3650
Marvin,Williams,CHA,CHA @ MIL,PF,23.13,4600
Jeremy,Lamb,CHA,CHA @ MIL,SG,17.10,3650
Nicolas,Batum,CHA,CHA @ MIL,SF,31.40,5450
Jerryd,Bayless,MIL,CHA @ MIL,PG,18.45,4100
Jeremy,Lin,CHA,CHA @ MIL,PG,21.93,4150
Miles,Plumlee,MIL,CHA @ MIL,C,9.27,3300
Greivis,Vasquez,MIL,CHA @ MIL,PG,11.38,3300
Troy,Daniels,CHA,CHA @ MIL,SG,8.38,3300
Jabari,Parker,MIL,CHA @ MIL,PF,21.75,3900
Tyler,Ennis,MIL,CHA @ MIL,PG,4.09,3000
Johnny,O'Bryant,MIL,CHA @ MIL,PF,7.19,3000
Damien,Inglis,MIL,CHA @ MIL,SF,0.08,3000
Frank,Kaminsky,CHA,CHA @ MIL,C,17.96,3700
Rashad,Vaughn,MIL,CHA @ MIL,SG,5.51,3000
Aaron,Harrison,CHA,CHA @ MIL,SF,1.77,3000
Elton,Brand,PHI,PHI @ NOP,PF,1.00,3500
Norris,Cole,NOP,PHI @ NOP,PG,19.54,4300
Nerlens,Noel,PHI,PHI @ NOP,PF,28.05,5100
Earl,Clark,PHI,PHI @ NOP,PF,6.25,3000
Alonzo,Gee,NOP,PHI @ NOP,SF,11.42,3400
Dante,Cunningham,NOP,PHI @ NOP,SF,9.25,3300
Kendrick,Perkins,NOP,PHI @ NOP,C,3.61,3000
Quincy,Pondexter,NOP,PHI @ NOP,SF,4.50,3000
Robert,Covington,PHI,PHI @ NOP,SF,23.13,4300
Isaiah,Canaan,PHI,PHI @ NOP,PG,16.16,3800
Omer,Asik,NOP,PHI @ NOP,C,12.58,3600
Ryan,Anderson,NOP,PHI @ NOP,PF,25.34,4550
Jrue,Holiday,NOP,PHI @ NOP,PG,28.81,5300
Anthony,Davis,NOP,PHI @ NOP,PF,44.28,7450
Tyreke,Evans,NOP,PHI @ NOP,SG,31.21,5200
Eric,Gordon,NOP,PHI @ NOP,SG,20.15,4300
Toney,Douglas,NOP,PHI @ NOP,PG,10.56,3600
Ish,Smith,PHI,PHI @ NOP,PG,26.39,5300
Kendall,Marshall,PHI,PHI @ NOP,PG,7.94,3300
Carl,Landry,PHI,PHI @ NOP,PF,11.61,3500
Hollis,Thompson,PHI,PHI @ NOP,SF,14.47,3600
Alexis,Ajinca,NOP,PHI @ NOP,C,11.21,3300
Luke,Babbitt,NOP,PHI @ NOP,SF,3.29,3000
Joel,Embiid,PHI,PHI @ NOP,C,0.00,3000
Nik,Stauskas,PHI,PHI @ NOP,SG,13.14,3800
Jerami,Grant,PHI,PHI @ NOP,SF,20.84,4100
Jarnell,Stokes,NOP,PHI @ NOP,PF,2.60,3000
JaKarr,Sampson,PHI,PHI @ NOP,SF,8.84,3400
Jahlil,Okafor,PHI,PHI @ NOP,C,29.35,4750
Richaun,Holmes,PHI,PHI @ NOP,PF,12.22,3500
T.J.,McConnell,PHI,PHI @ NOP,PG,16.64,3900
Christian,Wood,PHI,PHI @ NOP,PF,4.25,3000
Bryce,Dejean-Jones,NOP,PHI @ NOP,SG,13.52,4000
Bismack,Biyombo,TOR,TOR @ CHI,C,19.73,3700
DeMarre,Carroll,TOR,TOR @ CHI,SF,20.69,3800
E'Twaun,Moore,CHI,TOR @ CHI,SG,12.03,4200
DeMar,DeRozan,TOR,TOR @ CHI,SG,36.69,5700
Kyle,Lowry,TOR,TOR @ CHI,PG,38.62,6100
Terrence,Ross,TOR,TOR @ CHI,SF,16.79,3950
Jonas,Valanciunas,TOR,TOR @ CHI,C,27.43,4900
Jimmy,Butler,CHI,TOR @ CHI,SG,38.63,6250
Tony,Snell,CHI,TOR @ CHI,SF,11.07,3500
Derrick,Rose,CHI,TOR @ CHI,PG,26.95,5300
Mike,Dunleavy,CHI,TOR @ CHI,SF,6.81,3700
Taj,Gibson,CHI,TOR @ CHI,PF,21.87,4600
Anthony,Bennett,TOR,TOR @ CHI,PF,3.41,3000
Luis,Scola,TOR,TOR @ CHI,PF,16.65,3750
Aaron,Brooks,CHI,TOR @ CHI,PG,12.37,3500
Cory,Joseph,TOR,TOR @ CHI,PG,16.64,3800
Pau,Gasol,CHI,TOR @ CHI,C,40.42,6300
Patrick,Patterson,TOR,TOR @ CHI,PF,14.99,3750
James,Johnson,TOR,TOR @ CHI,PF,11.11,3300
Justin,Holiday,CHI,TOR @ CHI,SG,2.63,3600
Doug,McDermott,CHI,TOR @ CHI,SF,11.41,3600
Bruno,Caboclo,TOR,TOR @ CHI,SF,1.13,3000
Cameron,Bairstow,CHI,TOR @ CHI,PF,5.33,3000
Nikola,Mirotic,CHI,TOR @ CHI,PF,21.02,4000
Lucas,Nogueira,TOR,TOR @ CHI,C,5.30,3000
Delon,Wright,TOR,TOR @ CHI,PG,2.28,3000
Bobby,Portis,CHI,TOR @ CHI,PF,15.22,3850
Norman,Powell,TOR,TOR @ CHI,SG,4.20,3400
Cristiano,Felicio,CHI,TOR @ CHI,PF,1.29,3000
Josh,McRoberts,MIA,MIA @ ATL,PF,10.48,3000
Paul,Millsap,ATL,MIA @ ATL,PF,36.64,5850
Jeff,Teague,ATL,MIA @ ATL,PG,26.43,4950
Dennis,Schroder,ATL,MIA @ ATL,PG,20.11,4100
Kyle,Korver,ATL,MIA @ ATL,SG,17.90,4200
Al,Horford,ATL,MIA @ ATL,C,30.35,5300
Mike,Scott,ATL,MIA @ ATL,PF,12.66,3500
Dwyane,Wade,MIA,MIA @ ATL,SG,31.71,5550
Udonis,Haslem,MIA,MIA @ ATL,PF,5.44,3000
Chris,Bosh,MIA,MIA @ ATL,PF,32.14,5500
Tim,Hardaway Jr.,ATL,MIA @ ATL,SG,8.46,3500
Amar'e,Stoudemire,MIA,MIA @ ATL,C,13.84,3800
Beno,Udrih,MIA,MIA @ ATL,PG,10.36,3550
Kirk,Hinrich,ATL,MIA @ ATL,PG,7.76,3300
Luol,Deng,MIA,MIA @ ATL,SF,20.32,4150
Thabo,Sefolosha,ATL,MIA @ ATL,SF,16.97,3700
Brian,Roberts,MIA,MIA @ ATL,PG,9.29,3500
Tiago,Splitter,ATL,MIA @ ATL,C,11.90,3500
Kent,Bazemore,ATL,MIA @ ATL,SF,23.58,4700
Gerald,Green,MIA,MIA @ ATL,SG,16.47,3850
Goran,Dragic,MIA,MIA @ ATL,PG,24.93,4800
Mike,Muscala,ATL,MIA @ ATL,C,8.94,3000
Walter,Tavares,ATL,MIA @ ATL,C,6.25,3000
Lamar,Patterson,ATL,MIA @ ATL,SG,5.56,3000
Tyler,Johnson,MIA,MIA @ ATL,SG,16.59,3900
Hassan,Whiteside,MIA,MIA @ ATL,C,31.28,5500
Justise,Winslow,MIA,MIA @ ATL,SF,14.68,4000
Josh,Richardson,MIA,MIA @ ATL,SG,5.11,3000
Trevor,Ariza,HOU,HOU @ PHX,SF,23.35,4600
Joel,Anthony,HOU,HOU @ PHX,C,3.10,3300
Ronnie,Price,PHX,HOU @ PHX,PG,9.70,3500
Tyson,Chandler,PHX,HOU @ PHX,C,18.32,4250
Mirza,Teletovic,PHX,HOU @ PHX,PF,17.63,3800
Jason,Terry,HOU,HOU @ PHX,PG,11.14,3300
Kris,Humphries,PHX,HOU @ PHX,PF,10.32,3500
Orlando,Johnson,PHX,HOU @ PHX,SG,26.00,3300
Josh,Smith,HOU,HOU @ PHX,PF,15.29,3900
Brandon,Knight,PHX,HOU @ PHX,PG,30.85,5100
Corey,Brewer,HOU,HOU @ PHX,SF,14.16,3800
Lorenzo,Brown,PHX,HOU @ PHX,PG,5.82,3000
Ty,Lawson,HOU,HOU @ PHX,PG,12.26,3800
Jon,Leuer,PHX,HOU @ PHX,PF,19.61,3800
Terrence,Jones,HOU,HOU @ PHX,PF,17.24,3900
Patrick,Beverley,HOU,HOU @ PHX,PG,20.34,4100
James,Harden,HOU,HOU @ PHX,SG,46.23,7550
Dwight,Howard,HOU,HOU @ PHX,C,33.81,5750
DeJuan,Blair,PHX,HOU @ PHX,C,5.33,3000
Alex,Len,PHX,HOU @ PHX,C,18.61,4100
Archie,Goodwin,PHX,HOU @ PHX,SG,18.06,4650
P.J.,Tucker,PHX,HOU @ PHX,SF,19.41,4300
Clint,Capela,HOU,HOU @ PHX,C,20.40,4000
T.J.,Warren,PHX,HOU @ PHX,SF,17.79,3500
Jordan,McRae,PHX,HOU @ PHX,SG,5.10,3000
K.J.,McDaniels,HOU,HOU @ PHX,SG,3.31,3000
Cory,Jefferson,PHX,HOU @ PHX,PF,4.88,3000
Sam,Dekker,HOU,HOU @ PHX,SF,0.00,3000
Devin,Booker,PHX,HOU @ PHX,SG,17.78,4400
Montrezl,Harrell,HOU,HOU @ PHX,PF,5.48,3000
Sonny,Weems,PHX,HOU @ PHX,SG,6.07,3000
Jameer,Nelson,DEN,DEN @ SAC,PG,19.51,3900
James,Anderson,SAC,DEN @ SAC,SG,4.94,3000
Rajon,Rondo,SAC,DEN @ SAC,PG,37.86,5950
Rudy,Gay,SAC,DEN @ SAC,SF,31.25,5450
D.J.,Augustin,DEN,DEN @ SAC,PG,6.15,3500
Steve,Novak,DEN,DEN @ SAC,PF,2.50,3500
Quincy,Acy,SAC,DEN @ SAC,PF,10.14,3200
Caron,Butler,SAC,DEN @ SAC,SF,5.00,3000
Will,Barton,DEN,DEN @ SAC,SG,28.24,4700
Danilo,Gallinari,DEN,DEN @ SAC,SF,31.55,5350
Kenneth,Faried,DEN,DEN @ SAC,PF,26.28,4800
J.J.,Hickson,DEN,DEN @ SAC,C,12.36,3700
Darrell,Arthur,DEN,DEN @ SAC,PF,17.15,3700
Wilson,Chandler,DEN,DEN @ SAC,SF,22.00,3700
Joffrey,Lauvergne,DEN,DEN @ SAC,C,15.13,3500
Mike,Miller,DEN,DEN @ SAC,SF,4.29,3000
Kosta,Koufos,SAC,DEN @ SAC,C,15.89,3600
Omri,Casspi,SAC,DEN @ SAC,SF,23.78,4450
Marco,Belinelli,SAC,DEN @ SAC,SG,15.46,4200
Seth,Curry,SAC,DEN @ SAC,PG,6.26,3000
Darren,Collison,SAC,DEN @ SAC,PG,22.00,4100
Ben,McLemore,SAC,DEN @ SAC,SG,13.62,3700
DeMarcus,Cousins,SAC,DEN @ SAC,C,46.89,7550
Gary,Harris,DEN,DEN @ SAC,SG,19.47,4150
Jusuf,Nurkic,DEN,DEN @ SAC,C,15.59,3800
Nikola,Jokic,DEN,DEN @ SAC,C,23.03,4900
Eric,Moreland,SAC,DEN @ SAC,PF,5.88,3000
Emmanuel,Mudiay,DEN,DEN @ SAC,PG,23.44,4750
Willie,Cauley-Stein,SAC,DEN @ SAC,C,17.47,4200
Duje,Dukan,SAC,DEN @ SAC,PF,0.00,3000
Gerald,Henderson,POR,GSW @ POR,SG,13.82,3850
Moe,Harkless,POR,GSW @ POR,SF,10.41,3400
Shaun,Livingston,GSW,GSW @ POR,PG,15.17,3500
Mason,Plumlee,POR,GSW @ POR,C,23.79,4100
Brandon,Rush,GSW,GSW @ POR,SG,11.14,3300
Meyers,Leonard,POR,GSW @ POR,C,17.10,3800
Damian,Lillard,POR,GSW @ POR,PG,40.14,6250
Allen,Crabbe,POR,GSW @ POR,SG,18.57,3900
C.J.,McCollum,POR,GSW @ POR,SG,33.05,5300
Ed,Davis,POR,GSW @ POR,PF,20.24,4000
Al-Farouq,Aminu,POR,GSW @ POR,SF,20.80,4000
Festus,Ezeli,GSW,GSW @ POR,C,17.17,3700
Andrew,Bogut,GSW,GSW @ POR,C,20.18,4100
Klay,Thompson,GSW,GSW @ POR,SG,31.19,5500
Draymond,Green,GSW,GSW @ POR,PF,40.27,6600
Stephen,Curry,GSW,GSW @ POR,PG,46.52,7500
Andre,Iguodala,GSW,GSW @ POR,SF,19.03,4200
Harrison,Barnes,GSW,GSW @ POR,SF,19.89,4300
Marreese,Speights,GSW,GSW @ POR,C,12.24,3300
Chris,Kaman,POR,GSW @ POR,C,2.15,3500
Jason,Thompson,GSW,GSW @ POR,C,6.83,3000
Ian,Clark,GSW,GSW @ POR,SG,8.09,3000
Leandro,Barbosa,GSW,GSW @ POR,SG,11.57,3500
Noah,Vonleh,POR,GSW @ POR,PF,11.97,3500
James Michael,McAdoo,GSW,GSW @ POR,PF,6.07,3450
Pat,Connaughton,POR,GSW @ POR,SG,1.57,3000
Kevon,Looney,GSW,GSW @ POR,PF,3.75,3000
Cliff,Alexander,POR,GSW @ POR,PF,1.88,3000
Luis,Montero,POR,GSW @ POR,SG,2.35,3000
Lou,Williams,LAL,SAS @ LAL,SG,24.46,4350
Metta,World Peace,LAL,SAS @ LAL,SF,9.15,3300
Brandon,Bass,LAL,SAS @ LAL,PF,16.41,3750
Roy,Hibbert,LAL,SAS @ LAL,C,16.32,3750
David,West,SAS,SAS @ LAL,PF,16.50,3900
LaMarcus,Aldridge,SAS,SAS @ LAL,PF,31.22,5550
Tim,Duncan,SAS,SAS @ LAL,C,23.91,4750
Danny,Green,SAS,SAS @ LAL,SG,17.10,4150
Boris,Diaw,SAS,SAS @ LAL,PF,14.15,3500
Matt,Bonner,SAS,SAS @ LAL,C,4.63,3000
Manu,Ginobili,SAS,SAS @ LAL,SG,18.64,3700
Patty,Mills,SAS,SAS @ LAL,PG,15.35,3850
Tony,Parker,SAS,SAS @ LAL,PG,23.89,4500
Kawhi,Leonard,SAS,SAS @ LAL,SF,35.68,5500
Robert,Sacre,LAL,SAS @ LAL,C,7.75,3000
Ryan,Kelly,LAL,SAS @ LAL,PF,12.45,3400
Nick,Young,LAL,SAS @ LAL,SF,9.53,3300
Kobe,Bryant,LAL,SAS @ LAL,SG,27.55,5000
Ray,McCallum,SAS,SAS @ LAL,PG,7.25,3300
Rasual,Butler,SAS,SAS @ LAL,SF,5.38,3000
Kyle,Anderson,SAS,SAS @ LAL,SF,10.39,3300
Julius,Randle,LAL,SAS @ LAL,PF,27.15,4900
Jordan,Clarkson,LAL,SAS @ LAL,SG,25.21,4550
Tarik,Black,LAL,SAS @ LAL,C,10.44,3000
D'Angelo,Russell,LAL,SAS @ LAL,PG,22.42,4300
Larry,Nance,LAL,SAS @ LAL,PF,15.43,3900
Anthony,Brown,LAL,SAS @ LAL,SF,8.67,3000
Boban,Marjanovic,SAS,SAS @ LAL,C,12.95,3600
Jonathon,Simmons,SAS,SAS @ LAL,SG,9.64,3000
Marcelo,Huertas,LAL,SAS @ LAL,PG,7.23,3000
Trevor,Booker,UTA,BOS @ UTA,PF,17.45,3800
Shelvin,Mack,UTA,BOS @ UTA,PG,6.66,3300
Evan,Turner,BOS,BOS @ UTA,SG,23.54,4500
Kelly,Olynyk,BOS,BOS @ UTA,C,20.10,3900
Avery,Bradley,BOS,BOS @ UTA,SG,24.56,4400
Jared,Sullinger,BOS,BOS @ UTA,PF,25.21,4550
Amir,Johnson,BOS,BOS @ UTA,PF,20.27,3900
Tyler,Zeller,BOS,BOS @ UTA,C,9.78,3700
Jonas,Jerebko,BOS,BOS @ UTA,PF,9.64,3300
Rudy,Gobert,UTA,BOS @ UTA,C,30.98,5600
Trey,Burke,UTA,BOS @ UTA,PG,18.03,3800
Alec,Burks,UTA,BOS @ UTA,SG,20.00,3800
Gordon,Hayward,UTA,BOS @ UTA,SF,33.70,5450
Derrick,Favors,UTA,BOS @ UTA,PF,31.33,5150
Jeff,Withey,UTA,BOS @ UTA,C,13.65,3300
Jae,Crowder,BOS,BOS @ UTA,SF,26.92,4750
David,Lee,BOS,BOS @ UTA,PF,17.07,3500
Isaiah,Thomas,BOS,BOS @ UTA,PG,35.35,5800
Chris,Johnson,UTA,BOS @ UTA,SF,8.69,3300
James,Young,BOS,BOS @ UTA,SG,3.99,3000
Marcus,Smart,BOS,BOS @ UTA,PG,22.21,4200
Dante,Exum,UTA,BOS @ UTA,PG,6.50,3000
Rodney,Hood,UTA,BOS @ UTA,SG,23.80,4800
Joe,Ingles,UTA,BOS @ UTA,SF,7.87,3000
Terry,Rozier,BOS,BOS @ UTA,PG,2.98,3000
Trey,Lyles,UTA,BOS @ UTA,PF,12.02,3300
Jordan,Mickey,BOS,BOS @ UTA,PF,2.00,3000
R.J.,Hunter,BOS,BOS @ UTA,SG,5.99,3000
Raulzinho,Neto,UTA,BOS @ UTA,PG,12.66,3700
Tibor,Pleiss,UTA,BOS @ UTA,C,4.69,3000
