Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
14920-9488,SF,LeBron,James,44.55573770491804,61,10100,CLE@LAL,CLE,LAL,,,,
14920-9570,C,Pau,Gasol,39.333898305084745,59,9500,CHI@SA,CHI,SA,,,,
14920-9535,PG,Kyle,Lowry,39.62459016393443,61,8900,ATL@TOR,TOR,ATL,,,,
14920-14528,SG,Jimmy,Butler,37.80612244897959,49,8700,CHI@SA,CHI,SA,O,Knee,,
14920-14513,SF,Kawhi,Leonard,36.64576271186441,59,8700,CHI@SA,SA,CHI,,,,
14920-9729,PF,Paul,Millsap,36.92539682539683,63,8000,ATL@TOR,ATL,TOR,,,,
14920-9714,SG,DeMar,DeRozan,35.02903225806452,62,8000,ATL@TOR,TOR,ATL,,,,
14920-9688,PF,LaMarcus,Aldridge,31.52542372881356,59,7900,CHI@SA,SA,CHI,,,,
14920-14498,PG,Kyrie,Irving,30.04054054054054,37,7200,CLE@LAL,CLE,LAL,,,,
14920-9453,C,Al,Horford,31.948437499999997,64,7200,ATL@TOR,ATL,TOR,,,,
14920-9475,PG,Derrick,Rose,27.15,52,7000,CHI@SA,CHI,SA,,,,
14920-58312,PG,D'Angelo,Russell,23.11111111111111,63,7000,CLE@LAL,LAL,CLE,,,,
14920-14521,PF,Kenneth,Faried,27.00877192982456,57,6800,PHO@DEN,DEN,PHO,,,,
14920-9874,PF,Kevin,Love,32.501639344262294,61,6800,CLE@LAL,CLE,LAL,,,,
14920-9637,SF,Danilo,Gallinari,30.579245283018867,53,6700,PHO@DEN,DEN,PHO,O,Ankle,,
14920-15814,C,Alex,Len,19.861666666666668,60,6600,PHO@DEN,PHO,DEN,,,,
14920-14506,PG,Brandon,Knight,31.592857142857145,42,6500,PHO@DEN,PHO,DEN,,,,
14920-42669,PF,Julius,Randle,26.2984375,64,6400,CLE@LAL,LAL,CLE,,,,
14920-9446,PG,Jeff,Teague,27.291803278688523,61,6400,ATL@TOR,ATL,TOR,,,,
14920-20640,SG,Jordan,Clarkson,25.230645161290322,62,6100,CLE@LAL,LAL,CLE,,,,
14920-55062,C,Nikola,Jokic,22.35483870967742,62,6100,PHO@DEN,DEN,PHO,,,,
14920-63124,PG,Emmanuel,Mudiay,24.636,50,6000,PHO@DEN,DEN,PHO,,,,
14920-14503,C,Jonas,Valanciunas,26.466666666666665,45,6000,ATL@TOR,TOR,ATL,,,,
14920-17333,SG,Will,Barton,26.98125,64,5700,PHO@DEN,DEN,PHO,,,,
14920-9566,SG,Kobe,Bryant,26.545098039215684,51,5700,CLE@LAL,LAL,CLE,GTD,Shoulder,,
14920-58460,SG,Devin,Booker,17.20344827586207,58,5700,PHO@DEN,PHO,DEN,,,,
14920-9787,SF,DeMarre,Carroll,21.52173913043478,23,5400,ATL@TOR,TOR,ATL,O,Knee,,
14920-9710,C,Tim,Duncan,24.46382978723404,47,5300,CHI@SA,SA,CHI,,,,
14920-9481,PF,Taj,Gibson,21.067213114754097,61,5200,CHI@SA,CHI,SA,,,,
14920-24544,SG,Gary,Harris,19.696551724137933,58,5100,PHO@DEN,DEN,PHO,,,,
14920-9662,SG,Louis,Williams,23.16896551724138,58,4900,CLE@LAL,LAL,CLE,O,Hamstring,,
14920-19781,SF,Kent,Bazemore,22.935593220338983,59,4800,ATL@TOR,ATL,TOR,,,,
14920-14522,SF,Nikola,Mirotic,21.18913043478261,46,4800,CHI@SA,CHI,SA,,,,
14920-40201,PG,Dennis,Schroder,21.401612903225807,62,4800,ATL@TOR,ATL,TOR,,,,
14920-9652,PG,Jameer,Nelson,18.810526315789474,38,4700,PHO@DEN,DEN,PHO,,,,
14920-9702,PG,Tony,Parker,22.91551724137931,58,4700,CHI@SA,SA,CHI,GTD,Toe,,
14920-14501,PF,Tristan,Thompson,21.39206349206349,63,4600,CLE@LAL,CLE,LAL,,,,
14920-23407,SF,P.J.,Tucker,18.5515625,64,4600,PHO@DEN,PHO,DEN,,,,
14920-23178,PF,Mirza,Teletovic,16.89032258064516,62,4600,PHO@DEN,PHO,DEN,,,,
14920-9506,SG,J.R.,Smith,20.279661016949152,59,4500,CLE@LAL,CLE,LAL,,,,
14920-9473,C,Tyson,Chandler,18.401886792452828,53,4400,PHO@DEN,PHO,DEN,,,,
14920-23824,SG,Archie,Goodwin,15.088636363636363,44,4300,PHO@DEN,PHO,DEN,,,,
14920-14554,SG,E'Twaun,Moore,13.136,50,4200,CHI@SA,CHI,SA,,,,
14920-9758,SG,Danny,Green,17.306349206349207,63,4200,CHI@SA,SA,CHI,,,,
14920-9939,PG,Patrick,Mills,16.196875,64,4200,CHI@SA,SA,CHI,,,,
14920-9704,SG,Manu,Ginobili,19.128888888888888,45,4200,CHI@SA,SA,CHI,,,,
14920-9629,PF,David,West,15.822222222222221,63,4000,CHI@SA,SA,CHI,,,,
14920-42156,PF,Bobby,Portis,15.202380952380953,42,4000,CHI@SA,CHI,SA,GTD,Orbital,,
14920-9466,PG,D.J.,Augustin,11.181818181818182,44,4000,PHO@DEN,DEN,PHO,,,,
14920-14529,PG,Cory,Joseph,17.43548387096774,62,3900,ATL@TOR,TOR,ATL,,,,
14920-14515,SG,Iman,Shumpert,14.739473684210527,38,3900,CLE@LAL,CLE,LAL,,,,
14920-14505,C,Bismack,Biyombo,17.924193548387095,62,3900,ATL@TOR,TOR,ATL,,,,
14920-9547,SF,Mike,Dunleavy,15.538461538461538,13,3900,CHI@SA,CHI,SA,,,,
14920-16405,SG,Terrence,Ross,15.017857142857142,56,3900,ATL@TOR,TOR,ATL,,,,
14920-9870,SG,Kyle,Korver,17.870967741935484,62,3900,ATL@TOR,ATL,TOR,,,,
14920-9659,PF,Brandon,Bass,15.78421052631579,57,3900,CLE@LAL,LAL,CLE,,,,
14920-9723,PG,Ronnie,Price,11.984090909090908,44,3900,PHO@DEN,PHO,DEN,,,,
14920-9542,PF,Luis,Scola,17.257377049180327,61,3700,ATL@TOR,TOR,ATL,,,,
14920-40830,PG,Delon,Wright,3.511764705882353,17,3700,ATL@TOR,TOR,ATL,,,,
14920-55057,C,Jusuf,Nurkic,14.95263157894737,19,3700,PHO@DEN,DEN,PHO,,,,
14920-66521,PG,Marcelo,Huertas,9.405555555555557,36,3700,CLE@LAL,LAL,CLE,,,,
14920-9501,PF,Kris,Humphries,13.874285714285715,35,3600,ATL@TOR,ATL,TOR,,,,
14920-12340,PF,Patrick,Patterson,14.475806451612904,62,3600,ATL@TOR,TOR,ATL,,,,
14920-20992,PF,Larry,Nance Jr.,14.042857142857141,49,3600,CLE@LAL,LAL,CLE,,,,
14920-18256,SF,Doug,McDermott,12.686885245901639,61,3600,CHI@SA,CHI,SA,,,,
14920-9682,PG,Andre,Miller,7.676666666666667,30,3600,CHI@SA,SA,CHI,,,,
14920-23716,SF,Kyle,Anderson,10.943333333333333,60,3600,CHI@SA,SA,CHI,,,,
14920-9698,PF,Jason,Thompson,6.41,30,3600,ATL@TOR,TOR,ATL,,,,
14920-18702,C,Robert,Sacre,7.057894736842105,19,3500,CLE@LAL,LAL,CLE,,,,
14920-17332,C,Tarik,Black,9.592307692307692,26,3500,CLE@LAL,LAL,CLE,,,,
14920-9785,SF,James,Jones,5.53421052631579,38,3500,CLE@LAL,CLE,LAL,,,,
14920-9484,PG,Mo,Williams,14.505714285714285,35,3500,CLE@LAL,CLE,LAL,O,Knee,,
14920-23920,PF,Anthony,Bennett,3.2421052631578946,19,3500,ATL@TOR,TOR,ATL,,,,
14920-9478,SG,Kirk,Hinrich,8.097297297297297,37,3500,ATL@TOR,ATL,TOR,,,,
14920-20064,PG,Matthew,Dellavedova,17.55438596491228,57,3500,CLE@LAL,CLE,LAL,,,,
14920-16293,SG,Norman,Powell,4.733333333333333,30,3500,ATL@TOR,TOR,ATL,,,,
14920-9534,PG,Aaron,Brooks,12.803921568627452,51,3500,CHI@SA,CHI,SA,,,,
14920-9737,SG,Nick,Young,10.914814814814815,54,3500,CLE@LAL,LAL,CLE,,,,
14920-9734,SF,Mike,Miller,4.102325581395349,43,3500,PHO@DEN,DEN,PHO,,,,
14920-14539,PF,Jon,Leuer,17.203773584905658,53,3500,PHO@DEN,PHO,DEN,,,,
14920-17894,PF,Mike,Muscala,7.938297872340426,47,3500,ATL@TOR,ATL,TOR,,,,
14920-63826,C,Boban,Marjanovic,10.333333333333334,42,3500,CHI@SA,SA,CHI,,,,
14920-15846,SG,Tim,Hardaway Jr.,8.996969696969696,33,3500,ATL@TOR,ATL,TOR,,,,
14920-18352,PG,Ray,McCallum,5.216129032258064,31,3500,CHI@SA,SA,CHI,,,,
14920-17542,PF,Alan,Williams,0,0,3500,PHO@DEN,PHO,DEN,,,,
14920-9559,SF,Rasual,Butler,6.3304347826086955,46,3500,CHI@SA,SA,CHI,,,,
14920-16089,SG,Lamar,Patterson,5.757142857142857,35,3500,ATL@TOR,ATL,TOR,,,,
14920-9553,C,Roy,Hibbert,16.9046875,64,3500,CLE@LAL,LAL,CLE,,,,
14920-16335,SG,John,Jenkins,5.2,28,3500,PHO@DEN,PHO,DEN,,,,
