Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,10800,Pho@OKC 07:00PM ET,55.375,OKC
SF,LeBron James,10200,Ind@Cle 03:30PM ET,48.083,Cle
SF,Kevin Durant,9600,Pho@OKC 07:00PM ET,46.375,OKC
C,Andre Drummond,9000,Det@Por 09:00PM ET,50.350,Det
PG,Damian Lillard,8600,Det@Por 09:00PM ET,44.458,Por
SF,Paul George,8600,Ind@Cle 03:30PM ET,43.917,Ind
SF,Carmelo Anthony,8400,LAL@NY 03:30PM ET,39.292,NY
PG,Kyle Lowry,8000,Tor@Mia 06:00PM ET,39.542,Tor
SG,Eric Bledsoe,7800,Pho@OKC 07:00PM ET,38.958,Pho
PF,Kevin Love,7700,Ind@Cle 03:30PM ET,37.375,Cle
C,Hassan Whiteside,7600,Tor@Mia 06:00PM ET,35.792,Mia
PG,Reggie Jackson,7500,Det@Por 09:00PM ET,35.650,Det
SG,DeMar DeRozan,7400,Tor@Mia 06:00PM ET,36.875,Tor
PG,Brandon Knight,7300,Pho@OKC 07:00PM ET,35.917,Pho
PF,Chris Bosh,7000,Tor@Mia 06:00PM ET,36.167,Mia
SG,Dwyane Wade,6700,Tor@Mia 06:00PM ET,33.250,Mia
PG,Kyrie Irving,6700,Ind@Cle 03:30PM ET,0,Cle
PF,Julius Randle,6700,LAL@NY 03:30PM ET,30.500,LAL
PF,Serge Ibaka,6600,Pho@OKC 07:00PM ET,31.167,OKC
SG,C.J. McCollum,6400,Det@Por 09:00PM ET,35.417,Por
C,Jonas Valanciunas,6300,Tor@Mia 06:00PM ET,30.917,Tor
SG,Kobe Bryant,6200,LAL@NY 03:30PM ET,26.450,LAL
SF,Marcus Morris,6200,Det@Por 09:00PM ET,32.000,Det
SF,Al-Farouq Aminu,6100,Det@Por 09:00PM ET,30.500,Por
PF,Markieff Morris,6000,Pho@OKC 07:00PM ET,24.958,Pho
PG,Mo Williams,5900,Ind@Cle 03:30PM ET,28.208,Cle
