Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
14453-9524,PG,Stephen,Curry,46.7,39,10900,GS@CLE,GS,CLE,,,,
14453-12332,PG,John,Wall,41.3,39,10500,POR@WAS,WAS,POR,,,,
14453-15755,PF,Anthony,Davis,43.4,34,10300,NO@MEM,NO,MEM,,,,
14453-9488,SF,LeBron,James,44.4,37,10000,GS@CLE,CLE,GS,,,,
14453-9644,SG,James,Harden,44.4,42,9500,HOU@LAC,HOU,LAC,,,,
14453-15860,PF,Draymond,Green,39.7,40,9400,GS@CLE,GS,CLE,,,,
14453-9623,PG,Chris,Paul,38.2,35,9400,HOU@LAC,LAC,HOU,,,,
14453-14528,SG,Jimmy,Butler,38.2,39,9300,CHI@DET,CHI,DET,,,,
14453-20848,PG,Damian,Lillard,39.7,36,9100,POR@WAS,POR,WAS,,,,
14453-9535,PG,Kyle,Lowry,39.2,40,9000,BKN@TOR,TOR,BKN,,,,
14453-9560,PF,Blake,Griffin,41.3,30,9000,HOU@LAC,LAC,HOU,O,Quadriceps,,
14453-15557,C,Andre,Drummond,41.9,40,8800,CHI@DET,DET,CHI,,,,
14453-9508,SF,Carmelo,Anthony,36.9,38,8700,PHI@NY,NY,PHI,GTD,Ankle,,
14453-9729,PF,Paul,Millsap,38,41,8600,ORL@ATL,ATL,ORL,,,,
14453-9570,PF,Pau,Gasol,37.7,37,8600,CHI@DET,CHI,DET,,,,
14453-14559,PG,Isaiah,Thomas,35.1,41,8500,BOS@DAL,BOS,DAL,,,,
14453-9621,C,Brook,Lopez,35,41,8200,BKN@TOR,BKN,TOR,,,,
14453-9660,C,Dwight,Howard,33.7,35,8200,HOU@LAC,HOU,LAC,,,,
14453-9561,C,DeAndre,Jordan,33.9,38,8100,HOU@LAC,LAC,HOU,GTD,Illness,,
14453-14507,PG,Kemba,Walker,33.9,40,8100,UTA@CHA,CHA,UTA,,,,
14453-9714,SG,DeMar,DeRozan,34.6,40,8000,BKN@TOR,TOR,BKN,,,,
14453-9581,C,Marc,Gasol,32.8,42,7900,NO@MEM,MEM,NO,,,,
14453-19067,SG,C.J.,McCollum,32.1,41,7800,POR@WAS,POR,WAS,,,,
14453-12351,PF,Derrick,Favors,33.3,26,7700,UTA@CHA,UTA,CHA,GTD,Back,,
14453-9453,C,Al,Horford,31.6,41,7600,ORL@ATL,ATL,ORL,,,,
14453-12366,SF,Gordon,Hayward,30.6,40,7600,UTA@CHA,UTA,CHA,,,,
14453-14514,C,Nikola,Vucevic,33.1,36,7600,ORL@ATL,ORL,ATL,,,,
14453-14498,PG,Kyrie,Irving,26.2,12,7500,GS@CLE,CLE,GS,,,,
14453-9692,PG,Tyreke,Evans,32.9,21,7300,NO@MEM,NO,MEM,,,,
14453-9874,PF,Kevin,Love,33.5,38,7200,GS@CLE,CLE,GS,,,,
14453-14523,PG,Reggie,Jackson,32.9,40,7200,CHI@DET,DET,CHI,,,,
14453-9500,PF,Dirk,Nowitzki,29.8,39,7100,BOS@DAL,DAL,BOS,,,,
14453-14509,SG,Klay,Thompson,29.6,39,7100,GS@CLE,GS,CLE,,,,
