Id,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status
nba.p.3118,Kobe,Bryant,SF,LAL,CHI,LAL@CHI,8:00PM EST,23,28.3,GTD
nba.p.3339,Metta,World Peace,SF,LAL,CHI,LAL@CHI,8:00PM EST,10,11.2, 
nba.p.3959,Brandon,Bass,PF,LAL,CHI,LAL@CHI,8:00PM EST,10,15.2, 
nba.p.3971,Lou,Williams,SG,LAL,CHI,LAL@CHI,8:00PM EST,22,24.4, 
nba.p.4294,Nick,Young,SG,LAL,CHI,LAL@CHI,8:00PM EST,10,11.6, 
nba.p.4479,Roy,Hibbert,C,LAL,CHI,LAL@CHI,8:00PM EST,10,17.6, 
nba.p.5094,Robert,Sacre,C,LAL,CHI,LAL@CHI,8:00PM EST,10,7.3, 
nba.p.5218,Ryan,Kelly,SF,LAL,CHI,LAL@CHI,8:00PM EST,10,12.3, 
nba.p.5318,Julius,Randle,PF,LAL,CHI,LAL@CHI,8:00PM EST,23,25.9, 
nba.p.5357,Jordan,Clarkson,PG,LAL,CHI,LAL@CHI,8:00PM EST,21,25.3, 
nba.p.5383,Tarik,Black,C,LAL,CHI,LAL@CHI,8:00PM EST,10,9.7, 
nba.p.5433,D'Angelo,Russell,PG,LAL,CHI,LAL@CHI,8:00PM EST,17,22.3, 
nba.p.5487,Larry,Nance Jr.,PF,LAL,CHI,LAL@CHI,8:00PM EST,11,14.2, 
nba.p.5494,Anthony,Brown,SF,LAL,CHI,LAL@CHI,8:00PM EST,10,8.1, 
nba.p.5544,Marcelo,Huertas,PG,LAL,CHI,LAL@CHI,8:00PM EST,10,7.9, 
nba.p.3513,Pau,Gasol,C,CHI,LAL,LAL@CHI,8:00PM EST,43,38.4, 
nba.p.3601,Mike,Dunleavy,SF,CHI,LAL,LAL@CHI,8:00PM EST,14,8.1, 
nba.p.4287,Joakim,Noah,PF,CHI,LAL,LAL@CHI,8:00PM EST,19,21.9,INJ
nba.p.4304,Aaron,Brooks,PG,CHI,LAL,LAL@CHI,8:00PM EST,10,13.3, 
nba.p.4387,Derrick,Rose,PG,CHI,LAL,LAL@CHI,8:00PM EST,27,27.2, 
nba.p.4631,Taj,Gibson,PF,CHI,LAL,LAL@CHI,8:00PM EST,22,20.7, 
nba.p.4905,Nikola,Mirotic,SF,CHI,LAL,LAL@CHI,8:00PM EST,21,22.1,INJ
nba.p.4912,Jimmy,Butler,SG,CHI,LAL,LAL@CHI,8:00PM EST,43,38.2,INJ
nba.p.4937,E'Twaun,Moore,SG,CHI,LAL,LAL@CHI,8:00PM EST,12,11.9, 
nba.p.5142,Justin,Holiday,SG,CHI,LAL,LAL@CHI,8:00PM EST,10,5.3, 
nba.p.5190,Tony,Snell,SF,CHI,LAL,LAL@CHI,8:00PM EST,10,11.5, 
nba.p.5322,Doug,McDermott,PF,CHI,LAL,LAL@CHI,8:00PM EST,10,12.8, 
nba.p.5360,Cameron,Bairstow,PF,CHI,LAL,LAL@CHI,8:00PM EST,10,4.4, 
nba.p.5482,Bobby,Portis,C,CHI,LAL,LAL@CHI,8:00PM EST,11,14.8, 
nba.p.5522,Cristiano,Felicio,C,CHI,LAL,LAL@CHI,8:00PM EST,10,4.1, 
nba.p.3248,Vince,Carter,SG,MEM,TOR,MEM@TOR,6:00PM EST,10,8.8, 
nba.p.3531,Zach,Randolph,C,MEM,TOR,MEM@TOR,6:00PM EST,28,26.3, 
nba.p.3598,Chris,Andersen,PF,MEM,TOR,MEM@TOR,6:00PM EST,10,5.5, 
nba.p.3643,Matt,Barnes,SF,MEM,TOR,MEM@TOR,6:00PM EST,16,20.8, 
nba.p.3842,Tony,Allen,SG,MEM,TOR,MEM@TOR,6:00PM EST,11,16.6,GTD
nba.p.4179,Ryan,Hollins,C,MEM,TOR,MEM@TOR,6:00PM EST,10,6.9, 
nba.p.4246,Mike,Conley,PG,MEM,TOR,MEM@TOR,6:00PM EST,27,30.1, 
nba.p.4286,Brandan,Wright,PF,MEM,TOR,MEM@TOR,6:00PM EST,10,13.7, 
nba.p.4325,Marc,Gasol,C,MEM,TOR,MEM@TOR,6:00PM EST,29,32.9,INJ
nba.p.4496,Mario,Chalmers,PG,MEM,TOR,MEM@TOR,6:00PM EST,14,20.1, 
nba.p.4771,Lance,Stephenson,SG,MEM,TOR,MEM@TOR,6:00PM EST,10,10.2,GTD
nba.p.5220,James,Ennis,SG,MEM,TOR,MEM@TOR,6:00PM EST,10,3.2, 
nba.p.5262,JaMychal,Green,PF,MEM,TOR,MEM@TOR,6:00PM EST,10,11.6, 
nba.p.5333,Jordan,Adams,SG,MEM,TOR,MEM@TOR,6:00PM EST,10,9.0,INJ
nba.p.5337,P.J.,Hairston,SG,MEM,TOR,MEM@TOR,6:00PM EST,10,11.2, 
nba.p.5485,Jarell,Martin,PF,MEM,TOR,MEM@TOR,6:00PM EST,10,1.0, 
nba.p.3653,Luis,Scola,PF,TOR,MEM,MEM@TOR,6:00PM EST,14,18.5, 
nba.p.4152,Kyle,Lowry,PG,TOR,MEM,MEM@TOR,6:00PM EST,44,40.3, 
nba.p.4614,DeMar,DeRozan,SG,TOR,MEM,MEM@TOR,6:00PM EST,39,35.5, 
nba.p.4621,James,Johnson,SF,TOR,MEM,MEM@TOR,6:00PM EST,10,10.6, 
nba.p.4632,DeMarre,Carroll,SF,TOR,MEM,MEM@TOR,6:00PM EST,17,22.3,INJ
nba.p.4729,Patrick,Patterson,PF,TOR,MEM,MEM@TOR,6:00PM EST,10,15.2, 
