Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PF,DeMarcus Cousins,10600,LAC@Sac 10:00PM ET,51.011,Sac
PG,Chris Paul,9600,LAC@Sac 10:00PM ET,43.370,LAC
SF,LeBron James,9500,Cle@Tor 07:30PM ET,47.377,Cle
PG,John Wall,9200,Was@Phi 07:00PM ET,45.661,Was
C,Pau Gasol,8600,Chi@Atl 08:00PM ET,41.071,Chi
PG,Rajon Rondo,8500,LAC@Sac 10:00PM ET,41.620,Sac
PF,Blake Griffin,8500,LAC@Sac 10:00PM ET,43.567,LAC
SG,Jimmy Butler,8500,Chi@Atl 08:00PM ET,39.682,Chi
SF,Paul George,8500,Cha@Ind 07:00PM ET,42.706,Ind
PG,Kyle Lowry,8400,Cle@Tor 07:30PM ET,42.268,Tor
SF,Carmelo Anthony,8300,Orl@NY 07:30PM ET,39.613,NY
PG,Kyrie Irving,8000,Cle@Tor 07:30PM ET,31.242,Cle
C,DeAndre Jordan,7900,LAC@Sac 10:00PM ET,37.586,LAC
PG,Kemba Walker,7900,Cha@Ind 07:00PM ET,38.195,Cha
PF,Paul Millsap,7800,Chi@Atl 08:00PM ET,39.513,Atl
C,Nikola Vucevic,7700,Orl@NY 07:30PM ET,36.870,Orl
SG,DeMar DeRozan,7500,Cle@Tor 07:30PM ET,36.929,Tor
PF,Kevin Love,7400,Cle@Tor 07:30PM ET,35.941,Cle
PG,Derrick Rose,7300,Chi@Atl 08:00PM ET,28.979,Chi
PG,Mike Conley,7200,Mem@LAL 10:30PM ET,31.180,Mem
PF,Zach Randolph,7100,Mem@LAL 10:30PM ET,27.956,Mem
C,Al Horford,7100,Chi@Atl 08:00PM ET,33.823,Atl
C,Marc Gasol,7000,Mem@LAL 10:30PM ET,34.731,Mem
SG,Victor Oladipo,7000,Orl@NY 07:30PM ET,30.402,Orl
SG,Nicolas Batum,6900,Cha@Ind 07:00PM ET,33.872,Cha
SF,Danilo Gallinari,6800,Den@Dal 08:30PM ET,32.587,Den
C,Marcin Gortat,6700,Was@Phi 07:00PM ET,32.580,Was
PG,Ish Smith,6600,Was@Phi 07:00PM ET,27.923,Phi
SF,Rudy Gay,6500,LAC@Sac 10:00PM ET,32.120,Sac
PF,Aaron Gordon,6500,Orl@NY 07:30PM ET,20.986,Orl
PF,Kristaps Porzingis,6500,Orl@NY 07:30PM ET,30.625,NY
SG,Bradley Beal,6400,Was@Phi 07:00PM ET,29.336,Was
PF,Dirk Nowitzki,6300,Den@Dal 08:30PM ET,31.591,Dal
PF,Nerlens Noel,6300,Was@Phi 07:00PM ET,29.120,Phi
SF,Chandler Parsons,6200,Den@Dal 08:30PM ET,23.915,Dal
C,Jahlil Okafor,6100,Was@Phi 07:00PM ET,30.333,Phi
PG,Deron Williams,6000,Den@Dal 08:30PM ET,28.163,Dal
SG,Monta Ellis,6000,Cha@Ind 07:00PM ET,29.035,Ind
PG,Jeff Teague,6000,Chi@Atl 08:00PM ET,29.168,Atl
SG,Evan Fournier,6000,Orl@NY 07:30PM ET,24.832,Orl
PF,Julius Randle,6000,Mem@LAL 10:30PM ET,27.914,LAL
