First Name,Last Name,Team,VS,Pos,FPPG,Sal
Kendall,Marshall,PHI,SAC @ PHI,PG,7.94,3300
Ben,McLemore,SAC,SAC @ PHI,SG,13.70,3700
Carl,Landry,PHI,SAC @ PHI,PF,12.02,3500
DeMarcus,Cousins,SAC,SAC @ PHI,C,47.16,7550
Hollis,Thompson,PHI,SAC @ PHI,SF,14.76,3600
Joel,Embiid,PHI,SAC @ PHI,C,0.00,3000
Nik,Stauskas,PHI,SAC @ PHI,SG,12.37,3800
Jerami,Grant,PHI,SAC @ PHI,SF,20.78,4100
Eric,Moreland,SAC,SAC @ PHI,PF,5.88,3000
JaKarr,Sampson,PHI,SAC @ PHI,SF,9.39,3400
Jahlil,Okafor,PHI,SAC @ PHI,C,29.22,4750
Willie,Cauley-Stein,SAC,SAC @ PHI,C,16.79,4200
Richaun,Holmes,PHI,SAC @ PHI,PF,11.99,3500
T.J.,McConnell,PHI,SAC @ PHI,PG,17.40,3900
Christian,Wood,PHI,SAC @ PHI,PF,10.19,3000
Duje,Dukan,SAC,SAC @ PHI,PF,0.00,3000
Al,Jefferson,CHA,CHA @ IND,C,25.82,4800
Kemba,Walker,CHA,CHA @ IND,PG,37.70,5900
Cody,Zeller,CHA,CHA @ IND,C,20.83,4000
Michael,Kidd-Gilchrist,CHA,CHA @ IND,SF,24.67,4450
Lavoy,Allen,IND,CHA @ IND,PF,15.66,3500
Spencer,Hawes,CHA,CHA @ IND,PF,16.08,3850
Tyler,Hansbrough,CHA,CHA @ IND,PF,7.64,3200
C.J.,Miles,IND,CHA @ IND,SG,19.32,3800
George,Hill,IND,CHA @ IND,PG,23.72,4600
Ian,Mahinmi,IND,CHA @ IND,C,22.22,3800
Paul,George,IND,CHA @ IND,SF,38.45,6100
Solomon,Hill,IND,CHA @ IND,SF,8.46,3000
Rodney,Stuckey,IND,CHA @ IND,PG,18.57,3700
Chase,Budinger,IND,CHA @ IND,SF,10.63,3300
Marvin,Williams,CHA,CHA @ IND,PF,23.30,4600
Jeremy,Lamb,CHA,CHA @ IND,SG,17.94,3650
Nicolas,Batum,CHA,CHA @ IND,SF,31.86,5450
Jeremy,Lin,CHA,CHA @ IND,PG,21.39,4150
Brian,Roberts,CHA,CHA @ IND,PG,9.17,3500
Monta,Ellis,IND,CHA @ IND,SG,27.60,5000
Jordan,Hill,IND,CHA @ IND,C,20.82,4200
Troy,Daniels,CHA,CHA @ IND,SG,8.40,3300
P.J.,Hairston,CHA,CHA @ IND,SG,11.97,3500
Glenn,Robinson,IND,CHA @ IND,SG,7.31,3000
Shayne,Whittington,IND,CHA @ IND,PF,4.92,3000
Frank,Kaminsky,CHA,CHA @ IND,C,17.47,3700
Myles,Turner,IND,CHA @ IND,C,21.37,4700
Rakeem,Christmas,IND,CHA @ IND,PF,0.00,3000
Joseph,Young,IND,CHA @ IND,SG,8.32,3500
Aaron,Harrison,CHA,CHA @ IND,SF,1.77,3000
Pablo,Prigioni,LAC,LAC @ BOS,PG,9.29,3000
Evan,Turner,BOS,LAC @ BOS,SG,22.68,4500
Paul,Pierce,LAC,LAC @ BOS,SF,11.59,3700
Kelly,Olynyk,BOS,LAC @ BOS,C,19.90,3900
Avery,Bradley,BOS,LAC @ BOS,SG,24.98,4400
Jared,Sullinger,BOS,LAC @ BOS,PF,25.34,4550
Amir,Johnson,BOS,LAC @ BOS,PF,21.11,3900
Tyler,Zeller,BOS,LAC @ BOS,C,10.16,3700
Lance,Stephenson,LAC,LAC @ BOS,SF,9.62,3300
Jonas,Jerebko,BOS,LAC @ BOS,PF,9.08,3300
Austin,Rivers,LAC,LAC @ BOS,SG,13.70,3650
Jeff,Ayres,LAC,LAC @ BOS,PF,2.58,3200
Jae,Crowder,BOS,LAC @ BOS,SF,26.23,4750
David,Lee,BOS,LAC @ BOS,PF,15.72,3500
Wesley,Johnson,LAC,LAC @ BOS,SF,15.57,3800
DeAndre,Jordan,LAC,LAC @ BOS,C,34.80,5800
Jamal,Crawford,LAC,LAC @ BOS,SG,18.61,4450
Chris,Paul,LAC,LAC @ BOS,PG,40.41,6400
J.J.,Redick,LAC,LAC @ BOS,SG,20.51,4300
Luc,Mbah a Moute,LAC,LAC @ BOS,PF,8.07,3400
Isaiah,Thomas,BOS,LAC @ BOS,PG,34.64,5800
Cole,Aldrich,LAC,LAC @ BOS,C,15.04,3700
James,Young,BOS,LAC @ BOS,SG,3.99,3000
Marcus,Smart,BOS,LAC @ BOS,PG,21.75,4200
C.J.,Wilcox,LAC,LAC @ BOS,SG,1.64,3000
Terry,Rozier,BOS,LAC @ BOS,PG,3.21,3000
Jordan,Mickey,BOS,LAC @ BOS,PF,2.00,3000
R.J.,Hunter,BOS,LAC @ BOS,SG,5.92,3000
Branden,Dawson,LAC,LAC @ BOS,SF,3.88,3000
Anthony,Tolliver,DET,DEN @ DET,PF,12.34,3300
Joel,Anthony,DET,DEN @ DET,C,3.10,3300
Jameer,Nelson,DEN,DEN @ DET,PG,19.34,3900
Andre,Drummond,DET,DEN @ DET,C,39.47,6250
Brandon,Jennings,DET,DEN @ DET,PG,12.99,3800
Kentavious,Caldwell-Pope,DET,DEN @ DET,SG,24.40,4200
Ersan,Ilyasova,DET,DEN @ DET,PF,22.04,4100
Reggie,Jackson,DET,DEN @ DET,PG,31.46,4900
Will,Barton,DEN,DEN @ DET,SG,28.28,4700
Danilo,Gallinari,DEN,DEN @ DET,SF,31.64,5350
Kenneth,Faried,DEN,DEN @ DET,PF,26.56,4800
Randy,Foye,DEN,DEN @ DET,SG,12.29,3400
J.J.,Hickson,DEN,DEN @ DET,C,12.75,3700
Darrell,Arthur,DEN,DEN @ DET,PF,16.36,3700
Wilson,Chandler,DEN,DEN @ DET,SF,22.00,3700
Joffrey,Lauvergne,DEN,DEN @ DET,PF,15.25,3500
Mike,Miller,DEN,DEN @ DET,SF,4.06,3000
Aron,Baynes,DET,DEN @ DET,PF,13.88,3500
Steve,Blake,DET,DEN @ DET,PG,11.26,3300
Jodie,Meeks,DET,DEN @ DET,SG,0.00,3500
Reggie,Bullock,DET,DEN @ DET,SG,1.36,3300
Marcus,Morris,DET,DEN @ DET,PF,23.88,4300
Gary,Harris,DEN,DEN @ DET,SG,19.18,4150
Jusuf,Nurkic,DEN,DEN @ DET,C,14.45,3800
Spencer,Dinwiddie,DET,DEN @ DET,PG,8.56,3500
Nikola,Jokic,DEN,DEN @ DET,C,22.78,4900
Stanley,Johnson,DET,DEN @ DET,SF,17.40,4500
Emmanuel,Mudiay,DEN,DEN @ DET,PG,23.53,4750
Darrun,Hilliard,DET,DEN @ DET,SG,4.96,3000
James,Ennis,MEM,MEM @ BKN,SF,4.32,3300
Mario,Chalmers,MEM,MEM @ BKN,PG,20.49,3900
Andrea,Bargnani,BKN,MEM @ BKN,C,9.92,3300
Thaddeus,Young,BKN,MEM @ BKN,PF,31.61,5350
Joe,Johnson,BKN,MEM @ BKN,SF,22.54,4550
Brook,Lopez,BKN,MEM @ BKN,C,35.86,5750
Courtney,Lee,MEM,MEM @ BKN,SG,16.48,3800
Jeff,Green,MEM,MEM @ BKN,SF,22.73,4500
Sergey,Karasev,BKN,MEM @ BKN,SG,2.38,3000
Donald,Sloan,BKN,MEM @ BKN,PG,16.92,3850
Thomas,Robinson,BKN,MEM @ BKN,PF,9.57,3400
Mike,Conley,MEM,MEM @ BKN,PG,29.58,4900
Willie,Reed,BKN,MEM @ BKN,PF,8.77,3000
Zach,Randolph,MEM,MEM @ BKN,PF,26.36,5000
Tony,Allen,MEM,MEM @ BKN,SG,16.83,4000
Wayne,Ellington,BKN,MEM @ BKN,SG,12.92,3800
Shane,Larkin,BKN,MEM @ BKN,PG,17.58,3700
Brandan,Wright,MEM,MEM @ BKN,PF,2.00,3400
Vince,Carter,MEM,MEM @ BKN,SG,8.01,3300
Ryan,Hollins,MEM,MEM @ BKN,C,6.64,3300
Matt,Barnes,MEM,MEM @ BKN,SF,21.94,4450
Jordan,Adams,MEM,MEM @ BKN,SG,12.00,3000
Markel,Brown,BKN,MEM @ BKN,SG,6.69,3200
Bojan,Bogdanovic,BKN,MEM @ BKN,SG,14.04,3900
JaMychal,Green,MEM,MEM @ BKN,PF,10.27,3300
Rondae,Hollis-Jefferson,BKN,MEM @ BKN,SF,19.52,3800
Chris,McCullough,BKN,MEM @ BKN,PF,7.50,3000
Jarell,Martin,MEM,MEM @ BKN,PF,1.00,3000
Bismack,Biyombo,TOR,TOR @ MIN,C,18.64,3700
DeMarre,Carroll,TOR,TOR @ MIN,SF,21.77,3800
Kevin,Garnett,MIN,TOR @ MIN,PF,11.76,3700
DeMar,DeRozan,TOR,TOR @ MIN,SG,36.07,5700
Kyle,Lowry,TOR,TOR @ MIN,PG,39.01,6100
Terrence,Ross,TOR,TOR @ MIN,SF,16.79,3950
Jonas,Valanciunas,TOR,TOR @ MIN,C,26.73,4900
Anthony,Bennett,TOR,TOR @ MIN,PF,3.20,3000
Luis,Scola,TOR,TOR @ MIN,PF,17.14,3750
Kevin,Martin,MIN,TOR @ MIN,SG,14.46,3800
Ricky,Rubio,MIN,TOR @ MIN,PG,29.59,5000
Shabazz,Muhammad,MIN,TOR @ MIN,SF,15.19,3950
Nikola,Pekovic,MIN,TOR @ MIN,C,8.15,3800
Gorgui,Dieng,MIN,TOR @ MIN,C,24.03,5200
Andre,Miller,MIN,TOR @ MIN,PG,7.55,3300
Tayshaun,Prince,MIN,TOR @ MIN,SF,8.38,3000
Cory,Joseph,TOR,TOR @ MIN,PG,17.34,3800
Patrick,Patterson,TOR,TOR @ MIN,PF,14.44,3750
James,Johnson,TOR,TOR @ MIN,PF,11.03,3300
Adreian,Payne,MIN,TOR @ MIN,PF,6.38,3300
Andrew,Wiggins,MIN,TOR @ MIN,SF,29.51,5000
Zach,LaVine,MIN,TOR @ MIN,PG,20.69,4200
Bruno,Caboclo,TOR,TOR @ MIN,SF,0.75,3000
Damjan,Rudez,MIN,TOR @ MIN,SF,3.34,3000
Lucas,Nogueira,TOR,TOR @ MIN,C,5.21,3000
Delon,Wright,TOR,TOR @ MIN,PG,2.41,3000
Karl-Anthony,Towns,MIN,TOR @ MIN,C,34.81,5900
Norman,Powell,TOR,TOR @ MIN,SG,4.10,3400
Tyus,Jones,MIN,TOR @ MIN,PG,8.58,3000
Nemanja,Bjelica,MIN,TOR @ MIN,PF,9.53,3300
Lou,Williams,LAL,LAL @ CLE,SG,23.34,4350
Jared,Cunningham,CLE,LAL @ CLE,SG,4.32,3000
James,Jones,CLE,LAL @ CLE,SF,6.02,3000
LeBron,James,CLE,LAL @ CLE,SF,44.47,7400
Iman,Shumpert,CLE,LAL @ CLE,SG,14.48,3500
J.R.,Smith,CLE,LAL @ CLE,SG,22.19,4600
Metta,World Peace,LAL,LAL @ CLE,SF,10.08,3300
Brandon,Bass,LAL,LAL @ CLE,PF,16.40,3750
Anderson,Varejao,CLE,LAL @ CLE,C,8.11,3500
Tristan,Thompson,CLE,LAL @ CLE,PF,20.80,4300
Kyrie,Irving,CLE,LAL @ CLE,PG,29.08,5550
Matthew,Dellavedova,CLE,LAL @ CLE,PG,17.99,3900
Roy,Hibbert,LAL,LAL @ CLE,C,17.36,3750
Kevin,Love,CLE,LAL @ CLE,PF,33.23,5800
Richard,Jefferson,CLE,LAL @ CLE,SF,8.86,3300
Mo,Williams,CLE,LAL @ CLE,PG,11.17,3600
Timofey,Mozgov,CLE,LAL @ CLE,C,12.64,3600
Robert,Sacre,LAL,LAL @ CLE,C,7.75,3000
Ryan,Kelly,LAL,LAL @ CLE,PF,12.45,3400
Nick,Young,LAL,LAL @ CLE,SF,9.86,3300
Kobe,Bryant,LAL,LAL @ CLE,SG,27.78,5000
Julius,Randle,LAL,LAL @ CLE,PF,26.89,4900
Jordan,Clarkson,LAL,LAL @ CLE,SG,24.75,4550
Tarik,Black,LAL,LAL @ CLE,C,9.09,3000
D'Angelo,Russell,LAL,LAL @ CLE,PG,22.51,4300
Larry,Nance,LAL,LAL @ CLE,PF,14.99,3900
Anthony,Brown,LAL,LAL @ CLE,SF,8.27,3000
Sasha,Kaun,CLE,LAL @ CLE,C,2.36,3000
Marcelo,Huertas,LAL,LAL @ CLE,PG,7.82,3000
Paul,Millsap,ATL,ATL @ CHI,PF,37.11,5850
Jeff,Teague,ATL,ATL @ CHI,PG,25.98,4950
Dennis,Schroder,ATL,ATL @ CHI,PG,20.67,4100
Kyle,Korver,ATL,ATL @ CHI,SG,17.79,4200
Al,Horford,ATL,ATL @ CHI,C,30.79,5300
Mike,Scott,ATL,ATL @ CHI,PF,11.93,3500
Shelvin,Mack,ATL,ATL @ CHI,PG,7.94,3300
E'Twaun,Moore,CHI,ATL @ CHI,SG,11.70,4200
Tim,Hardaway Jr.,ATL,ATL @ CHI,SG,8.36,3500
Jimmy,Butler,CHI,ATL @ CHI,SG,38.56,6250
Tony,Snell,CHI,ATL @ CHI,SF,10.80,3500
Kirk,Hinrich,CHI,ATL @ CHI,PG,8.67,3300
Derrick,Rose,CHI,ATL @ CHI,PG,27.18,5300
Mike,Dunleavy,CHI,ATL @ CHI,SF,7.63,3700
Taj,Gibson,CHI,ATL @ CHI,PF,22.33,4600
Thabo,Sefolosha,ATL,ATL @ CHI,SF,16.95,3700
Aaron,Brooks,CHI,ATL @ CHI,PG,12.63,3500
Tiago,Splitter,ATL,ATL @ CHI,C,11.52,3500
Kent,Bazemore,ATL,ATL @ CHI,SF,23.45,4700
Pau,Gasol,CHI,ATL @ CHI,C,40.13,6300
Justin,Holiday,ATL,ATL @ CHI,SG,3.75,3600
Mike,Muscala,ATL,ATL @ CHI,C,8.29,3000
Doug,McDermott,CHI,ATL @ CHI,SF,11.56,3600
Walter,Tavares,ATL,ATL @ CHI,C,6.25,3000
Cameron,Bairstow,CHI,ATL @ CHI,PF,5.11,3000
Lamar,Patterson,ATL,ATL @ CHI,SG,6.16,3000
Nikola,Mirotic,CHI,ATL @ CHI,PF,20.74,4000
Bobby,Portis,CHI,ATL @ CHI,PF,14.43,3850
Cristiano,Felicio,CHI,ATL @ CHI,PF,1.45,3000
Trevor,Booker,UTA,UTA @ NOP,PF,17.05,3800
Norris,Cole,NOP,UTA @ NOP,PG,19.18,4300
Alonzo,Gee,NOP,UTA @ NOP,SF,11.50,3400
Dante,Cunningham,NOP,UTA @ NOP,PF,9.93,3300
Rudy,Gobert,UTA,UTA @ NOP,C,30.01,5600
Trey,Burke,UTA,UTA @ NOP,PG,18.20,3800
Alec,Burks,UTA,UTA @ NOP,SG,20.85,3800
Gordon,Hayward,UTA,UTA @ NOP,SF,32.77,5450
Derrick,Favors,UTA,UTA @ NOP,PF,31.95,5150
Kendrick,Perkins,NOP,UTA @ NOP,C,3.61,3000
Erick,Green,UTA,UTA @ NOP,PG,2.55,3000
Quincy,Pondexter,NOP,UTA @ NOP,SG,4.50,3000
Omer,Asik,NOP,UTA @ NOP,C,12.64,3600
Ryan,Anderson,NOP,UTA @ NOP,PF,26.54,4550
Jrue,Holiday,NOP,UTA @ NOP,PG,27.82,5300
Jeff,Withey,UTA,UTA @ NOP,C,13.53,3300
Anthony,Davis,NOP,UTA @ NOP,PF,43.79,7450
Tyreke,Evans,NOP,UTA @ NOP,SG,31.21,5200
Eric,Gordon,NOP,UTA @ NOP,SG,21.88,4300
Toney,Douglas,NOP,UTA @ NOP,PG,10.29,3600
Chris,Johnson,UTA,UTA @ NOP,SF,7.85,3300
Alexis,Ajinca,NOP,UTA @ NOP,C,11.37,3300
Luke,Babbitt,NOP,UTA @ NOP,SF,5.58,3000
Dante,Exum,UTA,UTA @ NOP,PG,6.50,3000
Rodney,Hood,UTA,UTA @ NOP,SG,23.20,4800
Joe,Ingles,UTA,UTA @ NOP,SF,7.83,3000
Trey,Lyles,UTA,UTA @ NOP,PF,12.11,3300
Raulzinho,Neto,UTA,UTA @ NOP,PG,12.28,3700
Tibor,Pleiss,UTA,UTA @ NOP,C,4.05,3000
Bryce,Dejean-Jones,NOP,UTA @ NOP,SG,13.23,4000
Ronnie,Price,PHX,GSW @ PHX,PG,9.36,3500
Tyson,Chandler,PHX,GSW @ PHX,C,18.34,4250
Mirza,Teletovic,PHX,GSW @ PHX,PF,17.51,3800
Shaun,Livingston,GSW,GSW @ PHX,PG,15.03,3500
Orlando,Johnson,PHX,GSW @ PHX,SG,4.48,3300
Brandon,Knight,PHX,GSW @ PHX,PG,31.85,5100
Lorenzo,Brown,PHX,GSW @ PHX,PG,5.82,3000
Brandon,Rush,GSW,GSW @ PHX,SG,11.31,3300
Jon,Leuer,PHX,GSW @ PHX,PF,18.98,3800
Festus,Ezeli,GSW,GSW @ PHX,C,17.16,3700
Andrew,Bogut,GSW,GSW @ PHX,C,19.61,4100
Klay,Thompson,GSW,GSW @ PHX,SG,30.67,5500
Draymond,Green,GSW,GSW @ PHX,PF,41.22,6600
Stephen,Curry,GSW,GSW @ PHX,PG,46.90,7500
Andre,Iguodala,GSW,GSW @ PHX,SG,19.53,4200
Harrison,Barnes,GSW,GSW @ PHX,SF,20.41,4300
Marreese,Speights,GSW,GSW @ PHX,PF,11.23,3300
Markieff,Morris,PHX,GSW @ PHX,PF,20.63,4750
Alex,Len,PHX,GSW @ PHX,C,18.19,4100
Archie,Goodwin,PHX,GSW @ PHX,SG,16.74,4650
P.J.,Tucker,PHX,GSW @ PHX,SF,19.76,4300
Jason,Thompson,GSW,GSW @ PHX,PF,6.58,3000
Ian,Clark,GSW,GSW @ PHX,SG,7.66,3000
Leandro,Barbosa,GSW,GSW @ PHX,SG,11.61,3500
T.J.,Warren,PHX,GSW @ PHX,SF,18.11,3500
Jordan,McRae,PHX,GSW @ PHX,SG,5.10,3000
Cory,Jefferson,PHX,GSW @ PHX,PF,4.82,3000
James Michael,McAdoo,GSW,GSW @ PHX,PF,5.09,3450
Devin,Booker,PHX,GSW @ PHX,SG,16.11,4400
Kevon,Looney,GSW,GSW @ PHX,PF,4.50,3000
Sonny,Weems,PHX,GSW @ PHX,SG,5.86,3000
Trevor,Ariza,HOU,HOU @ POR,SF,23.56,4600
Gerald,Henderson,POR,HOU @ POR,SG,12.81,3850
Moe,Harkless,POR,HOU @ POR,SF,9.60,3400
Jason,Terry,HOU,HOU @ POR,SG,11.07,3300
Mason,Plumlee,POR,HOU @ POR,C,24.30,4100
Josh,Smith,HOU,HOU @ POR,SF,15.90,3900
Corey,Brewer,HOU,HOU @ POR,SF,13.91,3800
Meyers,Leonard,POR,HOU @ POR,C,16.83,3800
Damian,Lillard,POR,HOU @ POR,PG,39.29,6250
Allen,Crabbe,POR,HOU @ POR,SG,18.42,3900
C.J.,McCollum,POR,HOU @ POR,SG,32.74,5300
Ty,Lawson,HOU,HOU @ POR,PG,13.18,3800
Ed,Davis,POR,HOU @ POR,PF,19.80,4000
Terrence,Jones,HOU,HOU @ POR,PF,18.29,3900
Donatas,Motiejunas,HOU,HOU @ POR,PF,9.11,3500
Patrick,Beverley,HOU,HOU @ POR,PG,19.64,4100
James,Harden,HOU,HOU @ POR,SG,45.86,7550
Dwight,Howard,HOU,HOU @ POR,C,33.52,5750
Al-Farouq,Aminu,POR,HOU @ POR,SF,21.33,4000
Chris,Kaman,POR,HOU @ POR,C,4.82,3500
Marcus,Thornton,HOU,HOU @ POR,SG,15.19,3700
Noah,Vonleh,POR,HOU @ POR,PF,11.55,3500
Clint,Capela,HOU,HOU @ POR,C,20.21,4000
K.J.,McDaniels,HOU,HOU @ POR,SG,3.58,3000
Tim,Frazier,POR,HOU @ POR,PG,5.09,3300
Sam,Dekker,HOU,HOU @ POR,SF,0.00,3000
Pat,Connaughton,POR,HOU @ POR,SG,1.56,3000
Montrezl,Harrell,HOU,HOU @ POR,PF,6.06,3000
Cliff,Alexander,POR,HOU @ POR,PF,3.21,3000
Luis,Montero,POR,HOU @ POR,SG,2.35,3000
