Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,11000,OKC@NO 08:00PM ET,53.696,OKC
SG,James Harden,10500,Hou@Por 10:30PM ET,50.904,Hou
PG,Stephen Curry,10400,GS@Orl 07:00PM ET,52.231,GS
PF,Anthony Davis,10000,OKC@NO 08:00PM ET,46.725,NO
SF,Kevin Durant,9800,OKC@NO 08:00PM ET,48.847,OKC
PG,Damian Lillard,9700,Hou@Por 10:30PM ET,44.295,Por
PF,Draymond Green,8600,GS@Orl 07:00PM ET,42.519,GS
SG,Eric Bledsoe,8300,Bkn@Pho 09:00PM ET,39.056,Pho
C,Brook Lopez,7700,Bkn@Pho 09:00PM ET,38.377,Bkn
SF,Giannis Antetokounmpo,7700,Mil@Bos 07:30PM ET,33.582,Mil
C,Nikola Vucevic,7600,GS@Orl 07:00PM ET,36.870,Orl
PG,Isaiah Thomas,7600,Mil@Bos 07:30PM ET,37.711,Bos
PG,Jrue Holiday,7500,OKC@NO 08:00PM ET,30.435,NO
SG,Klay Thompson,7500,GS@Orl 07:00PM ET,32.948,GS
SG,C.J. McCollum,7500,Hou@Por 10:30PM ET,35.105,Por
C,Dwight Howard,7400,Hou@Por 10:30PM ET,36.326,Hou
SF,Kawhi Leonard,7400,SA@Uta 10:30PM ET,38.064,SA
PF,Derrick Favors,7300,SA@Uta 10:30PM ET,34.699,Uta
SG,Khris Middleton,7200,Mil@Bos 07:30PM ET,31.741,Mil
C,Greg Monroe,7100,Mil@Bos 07:30PM ET,35.586,Mil
SF,Gordon Hayward,7100,SA@Uta 10:30PM ET,34.585,Uta
SG,Victor Oladipo,7000,GS@Orl 07:00PM ET,30.402,Orl
PG,Brandon Knight,7000,Bkn@Pho 09:00PM ET,34.756,Pho
PF,LaMarcus Aldridge,6900,SA@Uta 10:30PM ET,32.005,SA
SG,Tyreke Evans,6800,OKC@NO 08:00PM ET,34.210,NO
PF,Thaddeus Young,6700,Bkn@Pho 09:00PM ET,32.364,Bkn
PF,Aaron Gordon,6500,GS@Orl 07:00PM ET,20.986,Orl
C,Rudy Gobert,6400,SA@Uta 10:30PM ET,31.924,Uta
PG,Jarrett Jack,6300,Bkn@Pho 09:00PM ET,31.078,Bkn
PF,Jabari Parker,6200,Mil@Bos 07:30PM ET,22.466,Mil
SF,Trevor Ariza,6100,Hou@Por 10:30PM ET,26.299,Hou
SG,Rodney Hood,6100,SA@Uta 10:30PM ET,25.579,Uta
SF,Jae Crowder,6000,Mil@Bos 07:30PM ET,28.453,Bos
SG,Evan Fournier,5900,GS@Orl 07:00PM ET,24.832,Orl
C,Jared Sullinger,5800,Mil@Bos 07:30PM ET,27.386,Bos
PG,Michael Carter-Williams,5700,Mil@Bos 07:30PM ET,29.476,Mil
PG,Archie Goodwin,5700,Bkn@Pho 09:00PM ET,16.757,Pho
SG,Devin Booker,5600,Bkn@Pho 09:00PM ET,17.167,Pho
PF,Serge Ibaka,5500,OKC@NO 08:00PM ET,27.411,OKC
SG,Avery Bradley,5400,Mil@Bos 07:30PM ET,25.599,Bos
PF,Ryan Anderson,5300,OKC@NO 08:00PM ET,27.870,NO
SF,Joe Johnson,5200,Bkn@Pho 09:00PM ET,24.070,Bkn
SG,Evan Turner,5200,Mil@Bos 07:30PM ET,24.039,Bos
PG,Tony Parker,5100,SA@Uta 10:30PM ET,24.534,SA
SF,Harrison Barnes,5000,GS@Orl 07:00PM ET,22.474,GS
C,Alex Len,5000,Bkn@Pho 09:00PM ET,18.972,Pho
PG,Marcus Smart,5000,Mil@Bos 07:30PM ET,24.034,Bos
SG,Danny Green,4900,SA@Uta 10:30PM ET,18.643,SA
PG,Norris Cole,4900,OKC@NO 08:00PM ET,20.128,NO
C,Tim Duncan,4800,SA@Uta 10:30PM ET,26.305,SA
SF,P.J. Tucker,4800,Bkn@Pho 09:00PM ET,19.636,Pho
PG,Patrick Beverley,4800,Hou@Por 10:30PM ET,20.560,Hou
C,Mason Plumlee,4800,Hou@Por 10:30PM ET,25.741,Por
C,Enes Kanter,4800,OKC@NO 08:00PM ET,23.254,OKC
PG,Elfrid Payton,4800,GS@Orl 07:00PM ET,26.034,Orl
SF,Mirza Teletovic,4800,Bkn@Pho 09:00PM ET,17.691,Pho
PF,Ersan Ilyasova,4700,GS@Orl 07:00PM ET,22.355,Orl
SF,Al-Farouq Aminu,4700,Hou@Por 10:30PM ET,23.732,Por
PF,Clint Capela,4700,Hou@Por 10:30PM ET,20.523,Hou
PG,Donald Sloan,4600,Bkn@Pho 09:00PM ET,17.095,Bkn
SG,Eric Gordon,4600,OKC@NO 08:00PM ET,24.537,NO
PG,Patty Mills,4600,SA@Uta 10:30PM ET,17.321,SA
PG,Brandon Jennings,4600,GS@Orl 07:00PM ET,16.019,Orl
SF,Maurice Harkless,4600,Hou@Por 10:30PM ET,12.827,Por
SG,Rondae Hollis-Jefferson,4600,Bkn@Pho 09:00PM ET,18.289,Bkn
SG,O.J. Mayo,4500,Mil@Bos 07:30PM ET,19.257,Mil
C,Andrew Bogut,4400,GS@Orl 07:00PM ET,21.830,GS
PG,Jerryd Bayless,4400,Mil@Bos 07:30PM ET,21.590,Mil
C,Tyson Chandler,4300,Bkn@Pho 09:00PM ET,19.511,Pho
C,Kelly Olynyk,4300,Mil@Bos 07:30PM ET,20.648,Bos
SF,Kyle Anderson,4300,SA@Uta 10:30PM ET,10.534,SA
SF,Andre Iguodala,4200,GS@Orl 07:00PM ET,20.866,GS
PF,Jon Leuer,4200,Bkn@Pho 09:00PM ET,19.880,Pho
SG,Alec Burks,4200,SA@Uta 10:30PM ET,23.018,Uta
C,Steven Adams,4200,OKC@NO 08:00PM ET,19.116,OKC
PF,Kris Humphries,4100,Bkn@Pho 09:00PM ET,14.879,Pho
PG,Shelvin Mack,4100,SA@Uta 10:30PM ET,8.889,Uta
SG,Manu Ginobili,4000,SA@Uta 10:30PM ET,20.994,SA
PF,David West,4000,SA@Uta 10:30PM ET,16.400,SA
SF,Corey Brewer,4000,Hou@Por 10:30PM ET,15.254,Hou
PF,Ed Davis,4000,Hou@Por 10:30PM ET,19.688,Por
SG,Dion Waiters,4000,OKC@NO 08:00PM ET,18.138,OKC
