Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
9642,PG,Russell,Westbrook,49.2,25,10800,OKC@CLE,OKC,CLE,,,,
9644,SG,James,Harden,47.3,26,10800,HOU@LAL,HOU,LAL,,,,
9488,SF,LeBron,James,45.6,22,10300,OKC@CLE,CLE,OKC,,,,
9646,SF,Kevin,Durant,44.5,19,10300,OKC@CLE,OKC,CLE,,,,
9535,PG,Kyle,Lowry,39.2,26,8900,TOR@CHA,TOR,CHA,,,,
9874,PF,Kevin,Love,35.3,23,8200,OKC@CLE,CLE,OKC,,,,
14507,PG,Kemba,Walker,32.8,24,7900,TOR@CHA,CHA,TOR,,,,
14498,PG,Kyrie,Irving,0,0,7900,OKC@CLE,CLE,OKC,O,Kneecap,,
9714,SG,DeMar,DeRozan,33.3,26,7700,TOR@CHA,TOR,CHA,,,,
9660,C,Dwight,Howard,32,20,7400,HOU@LAL,HOU,LAL,,,,
9809,SF,Nicolas,Batum,31.4,24,7400,TOR@CHA,CHA,TOR,GTD,Illness,,
9566,SG,Kobe,Bryant,26.9,22,6800,HOU@LAL,LAL,HOU,,,,
9609,C,Al,Jefferson,26.9,17,6500,TOR@CHA,CHA,TOR,O,Suspension,,
9957,PF,Serge,Ibaka,27.3,25,6200,OKC@CLE,OKC,CLE,,,,
42669,PF,Julius,Randle,26.5,25,6000,HOU@LAL,LAL,HOU,,,,
58312,PG,D'Angelo,Russell,22.9,25,5700,HOU@LAL,LAL,HOU,,,,
14503,C,Jonas,Valanciunas,24.9,14,5700,TOR@CHA,TOR,CHA,O,Hand,,
20640,PG,Jordan,Clarkson,23.2,23,5600,HOU@LAL,LAL,HOU,,,,
9787,SF,DeMarre,Carroll,23,18,5600,TOR@CHA,TOR,CHA,O,Knee,,
9538,SF,Trevor,Ariza,23.7,25,5600,HOU@LAL,HOU,LAL,,,,
9662,SG,Louis,Williams,21.2,23,5200,HOU@LAL,LAL,HOU,,,,
9506,SG,J.R.,Smith,19.7,19,5100,OKC@CLE,CLE,OKC,,,,
9553,C,Roy,Hibbert,21.6,25,5000,HOU@LAL,LAL,HOU,,,,
15757,PF,Terrence,Jones,18.8,21,4900,HOU@LAL,HOU,LAL,,,,
14516,C,Enes,Kanter,21.3,25,4900,OKC@CLE,OKC,CLE,,,,
9451,PF,Marvin,Williams,23,24,4800,TOR@CHA,CHA,TOR,,,,
9484,PG,Mo,Williams,21.5,20,4700,OKC@CLE,CLE,OKC,,,,
55059,PF,Clint,Capela,20.6,25,4700,HOU@LAL,HOU,LAL,,,,
14515,SG,Iman,Shumpert,13.7,2,4700,OKC@CLE,CLE,OKC,O,Groin,,
14519,PF,Donatas,Motiejunas,8.4,6,4700,HOU@LAL,HOU,LAL,,,,
12443,PG,Jeremy,Lin,19.6,24,4700,TOR@CHA,CHA,TOR,,,,
14529,PG,Cory,Joseph,18.2,26,4500,TOR@CHA,TOR,CHA,,,,
9542,PF,Luis,Scola,19.3,26,4500,TOR@CHA,TOR,CHA,,,,
14501,PF,Tristan,Thompson,20.7,23,4500,OKC@CLE,CLE,OKC,,,,
15559,SG,Jeremy,Lamb,21.3,23,4400,TOR@CHA,CHA,TOR,,,,
16220,SG,Dion,Waiters,18.7,25,4300,OKC@CLE,OKC,CLE,,,,
9606,SF,Corey,Brewer,14.8,26,4200,HOU@LAL,HOU,LAL,,,,
20064,PG,Matthew,Dellavedova,19.3,22,4200,OKC@CLE,CLE,OKC,,,,
12474,PG,Patrick,Beverley,16.9,19,4200,HOU@LAL,HOU,LAL,,,,
23169,C,Steven,Adams,17.3,25,4100,OKC@CLE,OKC,CLE,,,,
14505,C,Bismack,Biyombo,16.5,26,4000,TOR@CHA,TOR,CHA,,,,
9955,SG,Marcus,Thornton,17.8,24,3900,HOU@LAL,HOU,LAL,,,,
15691,PF,Cody,Zeller,17.2,22,3900,TOR@CHA,CHA,TOR,,,,
16448,PF,Frank,Kaminsky,12,23,3800,TOR@CHA,CHA,TOR,,,,
9964,PG,Ty,Lawson,15.1,25,3800,HOU@LAL,HOU,LAL,,,,
12424,C,Timofey,Mozgov,14.3,20,3800,OKC@CLE,CLE,OKC,,,,
9496,PG,Jason,Terry,9.9,21,3700,HOU@LAL,HOU,LAL,,,,
16405,SG,Terrence,Ross,11.4,20,3600,TOR@CHA,TOR,CHA,,,,
12340,PF,Patrick,Patterson,13.4,26,3600,TOR@CHA,TOR,CHA,,,,
40200,C,Lucas,Nogueira,9.1,8,3600,TOR@CHA,TOR,CHA,,,,
9700,C,Spencer,Hawes,12.8,23,3600,TOR@CHA,CHA,TOR,,,,
20992,PF,Larry,Nance Jr.,10.4,20,3500,HOU@LAL,LAL,HOU,,,,
9895,SF,Steve,Novak,2.8,3,3500,OKC@CLE,OKC,CLE,,,,
23799,PF,Mitch,McGary,3.3,6,3500,OKC@CLE,OKC,CLE,,,,
42664,PG,Aaron,Harrison,2.6,5,3500,TOR@CHA,CHA,TOR,,,,
18702,C,Robert,Sacre,9.5,7,3500,HOU@LAL,LAL,HOU,,,,
9490,C,Anderson,Varejao,6.4,20,3500,OKC@CLE,CLE,OKC,,,,
17332,C,Tarik,Black,9.3,8,3500,HOU@LAL,LAL,HOU,,,,
15548,SG,Andre,Roberson,11.7,24,3500,OKC@CLE,OKC,CLE,,,,
23776,PF,Montrezl,Harrell,6.6,16,3500,HOU@LAL,HOU,LAL,,,,
