Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PF,DeMarcus Cousins,10600,Atl@Sac 10:00PM ET,48.977,Sac
PF,Anthony Davis,10000,Det@NO 08:00PM ET,46.278,NO
PG,Chris Paul,9800,LAC@Cle 08:00PM ET,41.896,LAC
SF,LeBron James,9700,LAC@Cle 08:00PM ET,47.151,Cle
PF,Blake Griffin,8800,LAC@Cle 08:00PM ET,43.567,LAC
C,Andre Drummond,8800,Det@NO 08:00PM ET,44.982,Det
PG,Rajon Rondo,8500,Atl@Sac 10:00PM ET,40.513,Sac
SG,Eric Bledsoe,8300,SA@Pho 10:30PM ET,39.056,Pho
SF,Kawhi Leonard,8300,SA@Pho 10:30PM ET,38.906,SA
PF,Paul Millsap,8200,Atl@Sac 10:00PM ET,40.548,Atl
SG,Tyreke Evans,7700,Det@NO 08:00PM ET,35.216,NO
C,Marc Gasol,7600,Mem@Den 09:00PM ET,34.907,Mem
C,DeAndre Jordan,7500,LAC@Cle 08:00PM ET,36.179,LAC
PG,Reggie Jackson,7300,Det@NO 08:00PM ET,35.396,Det
PF,Kevin Love,7200,LAC@Cle 08:00PM ET,36.212,Cle
PG,Brandon Knight,7200,SA@Pho 10:30PM ET,34.756,Pho
PF,LaMarcus Aldridge,7100,SA@Pho 10:30PM ET,31.628,SA
SF,Danilo Gallinari,7100,Mem@Den 09:00PM ET,32.715,Den
PG,Kyrie Irving,7000,LAC@Cle 08:00PM ET,27.288,Cle
C,Al Horford,6900,Atl@Sac 10:00PM ET,33.440,Atl
SF,Rudy Gay,6800,Atl@Sac 10:00PM ET,31.571,Sac
PG,Jrue Holiday,6500,Det@NO 08:00PM ET,26.943,NO
PF,Zach Randolph,6400,Mem@Den 09:00PM ET,27.770,Mem
PG,Mike Conley,6200,Mem@Den 09:00PM ET,30.696,Mem
PG,Mario Chalmers,6100,Mem@Den 09:00PM ET,21.156,Mem
PF,Ryan Anderson,6000,Det@NO 08:00PM ET,28.391,NO
SF,Omri Casspi,6000,Atl@Sac 10:00PM ET,25.414,Sac
PF,Kenneth Faried,5900,Mem@Den 09:00PM ET,27.785,Den
SG,Will Barton,5900,Mem@Den 09:00PM ET,29.839,Den
PG,Jeff Teague,5800,Atl@Sac 10:00PM ET,28.872,Atl
SG,Kentavious Caldwell-Pope,5800,Det@NO 08:00PM ET,25.774,Det
PG,Emmanuel Mudiay,5800,Mem@Den 09:00PM ET,25.348,Den
PF,Ersan Ilyasova,5700,Det@NO 08:00PM ET,22.805,Det
SF,Marcus Morris,5700,Det@NO 08:00PM ET,25.925,Det
PG,Tony Parker,5600,SA@Pho 10:30PM ET,25.442,SA
SG,J.J. Redick,5600,LAC@Cle 08:00PM ET,23.101,LAC
SF,Kent Bazemore,5600,Atl@Sac 10:00PM ET,25.338,Atl
SF,Wilson Chandler,5500,Mem@Den 09:00PM ET,0,Den
C,Tim Duncan,5400,SA@Pho 10:30PM ET,26.958,SA
SG,J.R. Smith,5200,LAC@Cle 08:00PM ET,21.564,Cle
SF,Matt Barnes,5100,Mem@Den 09:00PM ET,21.669,Mem
PG,Darren Collison,5100,Atl@Sac 10:00PM ET,24.400,Sac
PG,Dennis Schroder,5100,Atl@Sac 10:00PM ET,23.113,Atl
SF,Tony Allen,5000,Mem@Den 09:00PM ET,17.039,Mem
SF,P.J. Tucker,5000,SA@Pho 10:30PM ET,18.948,Pho
SG,Devin Booker,5000,SA@Pho 10:30PM ET,13.676,Pho
SF,Jeff Green,4900,Mem@Den 09:00PM ET,21.076,Mem
PF,Darrell Arthur,4900,Mem@Den 09:00PM ET,17.288,Den
SG,Eric Gordon,4900,Det@NO 08:00PM ET,24.537,NO
PF,Markieff Morris,4900,SA@Pho 10:30PM ET,20.402,Pho
PF,Tristan Thompson,4800,LAC@Cle 08:00PM ET,21.936,Cle
C,Nikola Jokic,4800,Mem@Den 09:00PM ET,20.113,Den
SG,Jamal Crawford,4700,LAC@Cle 08:00PM ET,19.110,LAC
PG,Jameer Nelson,4700,Mem@Den 09:00PM ET,20.931,Den
SF,Mirza Teletovic,4700,SA@Pho 10:30PM ET,17.145,Pho
SG,Gary Harris,4600,Mem@Den 09:00PM ET,19.604,Den
C,Jusuf Nurkic,4600,Mem@Den 09:00PM ET,20.208,Den
SG,Manu Ginobili,4500,SA@Pho 10:30PM ET,21.375,SA
SG,Marco Belinelli,4500,Atl@Sac 10:00PM ET,17.819,Sac
PF,Jon Leuer,4400,SA@Pho 10:30PM ET,20.152,Pho
SF,T.J. Warren,4400,SA@Pho 10:30PM ET,18.732,Pho
SG,Courtney Lee,4300,Mem@Den 09:00PM ET,18.232,Mem
C,Tyson Chandler,4200,SA@Pho 10:30PM ET,17.478,Pho
SG,Kyle Korver,4200,Atl@Sac 10:00PM ET,19.544,Atl
PG,Norris Cole,4100,Det@NO 08:00PM ET,16.917,NO
SF,Paul Pierce,4000,LAC@Cle 08:00PM ET,12.204,LAC
PF,David West,4000,SA@Pho 10:30PM ET,15.927,SA
SF,Thabo Sefolosha,4000,Atl@Sac 10:00PM ET,18.736,Atl
PG,Matthew Dellavedova,4000,LAC@Cle 08:00PM ET,20.493,Cle
SF,Stanley Johnson,4000,Det@NO 08:00PM ET,16.634,Det
SG,Danny Green,3900,SA@Pho 10:30PM ET,17.054,SA
SF,Wesley Johnson,3900,LAC@Cle 08:00PM ET,13.079,LAC
C,Cole Aldrich,3900,LAC@Cle 08:00PM ET,14.474,LAC
SG,Iman Shumpert,3900,LAC@Cle 08:00PM ET,16.118,Cle
PF,Boris Diaw,3800,SA@Pho 10:30PM ET,15.958,SA
C,Kosta Koufos,3700,Atl@Sac 10:00PM ET,18.109,Sac
PG,Brandon Jennings,3600,Det@NO 08:00PM ET,13.925,Det
C,Alex Len,3600,SA@Pho 10:30PM ET,16.675,Pho
PG,Mo Williams,3500,LAC@Cle 08:00PM ET,20.520,Cle
PG,Patty Mills,3500,SA@Pho 10:30PM ET,15.619,SA
PG,Randy Foye,3400,Mem@Den 09:00PM ET,13.220,Den
SF,Dante Cunningham,3400,Det@NO 08:00PM ET,11.181,NO
PF,Mike Scott,3400,Atl@Sac 10:00PM ET,12.063,Atl
C,Alexis Ajinca,3400,Det@NO 08:00PM ET,12.242,NO
C,Omer Asik,3400,Det@NO 08:00PM ET,11.243,NO
C,Timofey Mozgov,3400,LAC@Cle 08:00PM ET,13.653,Cle
SG,Austin Rivers,3400,LAC@Cle 08:00PM ET,13.658,LAC
C,Willie Cauley-Stein,3400,Atl@Sac 10:00PM ET,14.779,Sac
C,Joffrey Lauvergne,3300,Mem@Den 09:00PM ET,18.043,Den
PG,Ronnie Price,3200,SA@Pho 10:30PM ET,10.706,Pho
PF,Josh Smith,3200,LAC@Cle 08:00PM ET,15.398,LAC
PF,Luc Richard Mbah a Moute,3200,LAC@Cle 08:00PM ET,7.660,LAC
SF,Alonzo Gee,3200,Det@NO 08:00PM ET,10.683,NO
PF,Quincy Acy,3200,Atl@Sac 10:00PM ET,9.238,Sac
C,Boban Marjanovic,3200,SA@Pho 10:30PM ET,10.750,SA
SG,Ben McLemore,3200,Atl@Sac 10:00PM ET,13.269,Sac
PF,Anthony Tolliver,3100,Det@NO 08:00PM ET,12.700,Det
C,Aron Baynes,3100,Det@NO 08:00PM ET,12.356,Det
C,Tiago Splitter,3100,Atl@Sac 10:00PM ET,12.483,Atl
PF,JaMychal Green,3100,Mem@Den 09:00PM ET,12.192,Mem
SF,Lance Stephenson,3100,LAC@Cle 08:00PM ET,10.341,LAC
SG,Tim Hardaway Jr.,3100,Atl@Sac 10:00PM ET,8.182,Atl
PG,Pablo Prigioni,3100,LAC@Cle 08:00PM ET,9.226,LAC
SF,Jonathon Simmons,3100,SA@Pho 10:30PM ET,10.330,SA
SF,Kyle Anderson,3100,SA@Pho 10:30PM ET,8.974,SA
SG,Archie Goodwin,3100,SA@Pho 10:30PM ET,10.489,Pho
SG,Vince Carter,3000,Mem@Den 09:00PM ET,8.430,Mem
SG,Mike Miller,3000,Mem@Den 09:00PM ET,5.592,Den
SF,Richard Jefferson,3000,LAC@Cle 08:00PM ET,10.684,Cle
PF,Matt Bonner,3000,SA@Pho 10:30PM ET,4.074,SA
PG,Steve Blake,3000,Det@NO 08:00PM ET,11.716,Det
SG,James Jones,3000,LAC@Cle 08:00PM ET,6.871,Cle
SF,Caron Butler,3000,Atl@Sac 10:00PM ET,5.175,Sac
SG,Rasual Butler,3000,SA@Pho 10:30PM ET,6.077,SA
C,Kendrick Perkins,3000,Det@NO 08:00PM ET,6.583,NO
C,Anderson Varejao,3000,LAC@Cle 08:00PM ET,7.154,Cle
PG,Toney Douglas,3000,Det@NO 08:00PM ET,11.850,NO
C,Sasha Kaun,3000,LAC@Cle 08:00PM ET,3.167,Cle
PF,Joel Anthony,3000,Det@NO 08:00PM ET,3.292,Det
PF,Brandan Wright,3000,Mem@Den 09:00PM ET,14.571,Mem
SF,Quincy Pondexter,3000,Det@NO 08:00PM ET,0,NO
SG,Jodie Meeks,3000,Det@NO 08:00PM ET,2.000,Det
SG,Sonny Weems,3000,SA@Pho 10:30PM ET,5.940,Pho
SG,Justin Holiday,3000,Atl@Sac 10:00PM ET,5.700,Atl
SG,James Anderson,3000,Atl@Sac 10:00PM ET,4.776,Sac
PF,J.J. Hickson,3000,Mem@Den 09:00PM ET,16.250,Den
SF,Luke Babbitt,3000,Det@NO 08:00PM ET,9.026,NO
PG,Seth Curry,3000,Atl@Sac 10:00PM ET,6.738,Sac
PG,Shelvin Mack,3000,Atl@Sac 10:00PM ET,8.605,Atl
PG,Lorenzo Brown,3000,SA@Pho 10:30PM ET,7.438,Pho
SG,Lamar Patterson,3000,Atl@Sac 10:00PM ET,7.147,Atl
SG,C.J. Wilcox,3000,LAC@Cle 08:00PM ET,0.750,LAC
SG,Sean Kilpatrick,3000,Mem@Den 09:00PM ET,2.500,Den
SG,Jared Cunningham,3000,LAC@Cle 08:00PM ET,5.992,Cle
C,Mike Muscala,3000,Atl@Sac 10:00PM ET,8.675,Atl
SF,Duje Dukan,3000,Atl@Sac 10:00PM ET,0,Sac
SF,Reggie Bullock,3000,Det@NO 08:00PM ET,1.294,Det
PF,Eric Moreland,3000,Atl@Sac 10:00PM ET,3.900,Sac
PG,Ray McCallum,3000,SA@Pho 10:30PM ET,6.000,SA
SG,Darrun Hilliard,3000,Det@NO 08:00PM ET,4.038,Det
SG,James Ennis,3000,Mem@Den 09:00PM ET,3.375,Mem
PG,Spencer Dinwiddie,3000,Det@NO 08:00PM ET,8.083,Det
SF,Branden Dawson,3000,LAC@Cle 08:00PM ET,3.875,LAC
SG,Jordan Adams,3000,Mem@Den 09:00PM ET,9.500,Mem
PF,Jarell Martin,3000,Mem@Den 09:00PM ET,1.000,Mem
C,Walter Tavares,3000,Atl@Sac 10:00PM ET,7.036,Atl
