Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Stephen Curry,10900,Atl@GS 10:30PM ET,53.152,GS
PG,Damian Lillard,9600,Por@NY 07:30PM ET,44.198,Por
C,Pau Gasol,8700,Chi@Mia 07:30PM ET,41.673,Chi
PF,Draymond Green,8600,Atl@GS 10:30PM ET,42.513,GS
SF,Carmelo Anthony,8500,Por@NY 07:30PM ET,39.709,NY
SG,Jimmy Butler,8500,Chi@Mia 07:30PM ET,39.682,Chi
SG,Eric Bledsoe,8300,Pho@Cha 07:00PM ET,39.056,Pho
C,Hassan Whiteside,8300,Chi@Mia 07:30PM ET,36.590,Mia
PF,Paul Millsap,7800,Atl@GS 10:30PM ET,39.403,Atl
C,Nikola Vucevic,7800,Orl@Dal 08:30PM ET,36.736,Orl
PG,Kemba Walker,7700,Pho@Cha 07:00PM ET,38.105,Cha
SG,Klay Thompson,7600,Atl@GS 10:30PM ET,33.058,GS
C,Brook Lopez,7500,Bkn@LAL 10:30PM ET,38.233,Bkn
SG,C.J. McCollum,7400,Por@NY 07:30PM ET,34.647,Por
C,Al Horford,7300,Atl@GS 10:30PM ET,34.117,Atl
SG,Victor Oladipo,7200,Orl@Dal 08:30PM ET,30.653,Orl
SG,Dwyane Wade,7100,Chi@Mia 07:30PM ET,33.130,Mia
PG,Derrick Rose,7000,Chi@Mia 07:30PM ET,28.979,Chi
PG,Brandon Knight,7000,Pho@Cha 07:00PM ET,34.756,Pho
PF,Thaddeus Young,6900,Bkn@LAL 10:30PM ET,32.708,Bkn
PF,Chris Bosh,6800,Chi@Mia 07:30PM ET,34.972,Mia
PF,Aaron Gordon,6800,Orl@Dal 08:30PM ET,21.781,Orl
SG,Nicolas Batum,6700,Pho@Cha 07:00PM ET,33.235,Cha
SF,Chandler Parsons,6600,Orl@Dal 08:30PM ET,24.702,Dal
SF,Luol Deng,6500,Chi@Mia 07:30PM ET,23.404,Mia
PG,Goran Dragic,6500,Chi@Mia 07:30PM ET,27.165,Mia
PF,Kristaps Porzingis,6500,Por@NY 07:30PM ET,30.696,NY
PF,Dirk Nowitzki,6400,Orl@Dal 08:30PM ET,31.639,Dal
PG,Jarrett Jack,6300,Bkn@LAL 10:30PM ET,31.078,Bkn
PF,Julius Randle,6200,Bkn@LAL 10:30PM ET,27.894,LAL
PG,Jeff Teague,6100,Atl@GS 10:30PM ET,29.368,Atl
PG,Jordan Clarkson,6000,Bkn@LAL 10:30PM ET,26.698,LAL
SG,Evan Fournier,5900,Orl@Dal 08:30PM ET,24.807,Orl
PG,Deron Williams,5800,Orl@Dal 08:30PM ET,27.971,Dal
PF,Marvin Williams,5800,Pho@Cha 07:00PM ET,25.642,Cha
C,Robin Lopez,5800,Por@NY 07:30PM ET,23.098,NY
SG,Kobe Bryant,5700,Bkn@LAL 10:30PM ET,29.413,LAL
SF,Mirza Teletovic,5600,Pho@Cha 07:00PM ET,18.456,Pho
PG,D'Angelo Russell,5600,Bkn@LAL 10:30PM ET,24.250,LAL
SF,Joe Johnson,5500,Chi@Mia 07:30PM ET,23.987,Mia
C,Joakim Noah,5400,Chi@Mia 07:30PM ET,23.353,Chi
SG,E'Twaun Moore,5400,Chi@Mia 07:30PM ET,13.473,Chi
SF,Michael Kidd-Gilchrist,5400,Pho@Cha 07:00PM ET,24.464,Cha
C,Zaza Pachulia,5300,Orl@Dal 08:30PM ET,28.209,Dal
C,Alex Len,5200,Pho@Cha 07:00PM ET,19.545,Pho
PF,Taj Gibson,5100,Chi@Mia 07:30PM ET,21.892,Chi
