Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,11300,OKC@Pho 09:00PM ET,53.678,OKC
PF,DeMarcus Cousins,11200,Sac@Cle 07:00PM ET,51.049,Sac
SF,Kevin Durant,10700,OKC@Pho 09:00PM ET,49.222,OKC
PF,Anthony Davis,10000,NO@Min 08:00PM ET,46.324,NO
SF,LeBron James,9800,Sac@Cle 07:00PM ET,47.015,Cle
PG,Chris Paul,9500,LAC@Phi 07:00PM ET,42.356,LAC
PG,Damian Lillard,9000,Por@Mem 08:00PM ET,43.156,Por
C,Pau Gasol,8700,Chi@Cha 07:00PM ET,40.548,Chi
PG,Kyle Lowry,8700,Tor@Det 07:30PM ET,42.270,Tor
PF,Blake Griffin,8600,LAC@Phi 07:00PM ET,43.567,LAC
SG,Jimmy Butler,8600,Chi@Cha 07:00PM ET,39.682,Chi
SF,Paul George,8500,LAL@Ind 07:00PM ET,42.505,Ind
SG,Eric Bledsoe,8300,OKC@Pho 09:00PM ET,39.056,Pho
C,Andre Drummond,8200,Tor@Det 07:30PM ET,43.351,Det
C,Karl-Anthony Towns,8200,NO@Min 08:00PM ET,36.327,Min
PG,Kemba Walker,8100,Chi@Cha 07:00PM ET,37.695,Cha
PG,Rajon Rondo,8000,Sac@Cle 07:00PM ET,40.698,Sac
SG,DeMar DeRozan,8000,Tor@Det 07:30PM ET,36.800,Tor
PF,Paul Millsap,7900,Orl@Atl 08:00PM ET,39.490,Atl
C,DeAndre Jordan,7900,LAC@Phi 07:00PM ET,36.844,LAC
C,Brook Lopez,7800,Den@Bkn 07:30PM ET,37.923,Bkn
PF,Kevin Love,7700,Sac@Cle 07:00PM ET,36.515,Cle
C,Nikola Vucevic,7400,Orl@Atl 08:00PM ET,35.592,Orl
C,Marc Gasol,7300,Por@Mem 08:00PM ET,35.064,Mem
PG,Kyrie Irving,7200,Sac@Cle 07:00PM ET,29.354,Cle
PG,Brandon Knight,7200,OKC@Pho 09:00PM ET,34.756,Pho
PG,Ish Smith,7100,LAC@Phi 07:00PM ET,28.234,Phi
SG,C.J. McCollum,7100,Por@Mem 08:00PM ET,34.705,Por
PG,Derrick Rose,7000,Chi@Cha 07:00PM ET,28.295,Chi
SF,Danilo Gallinari,7000,Den@Bkn 07:30PM ET,32.706,Den
PG,Jrue Holiday,6900,NO@Min 08:00PM ET,28.369,NO
SG,Victor Oladipo,6900,Orl@Atl 08:00PM ET,29.711,Orl
SF,Rudy Gay,6800,Sac@Cle 07:00PM ET,31.883,Sac
SG,Tyreke Evans,6800,NO@Min 08:00PM ET,34.210,NO
PF,Thaddeus Young,6700,Den@Bkn 07:30PM ET,32.457,Bkn
SF,Nicolas Batum,6700,Chi@Cha 07:00PM ET,33.774,Cha
C,Al Horford,6600,Orl@Atl 08:00PM ET,33.034,Atl
PG,Reggie Jackson,6600,Tor@Det 07:30PM ET,34.274,Det
SG,Monta Ellis,6500,LAL@Ind 07:00PM ET,29.069,Ind
C,Gorgui Dieng,6500,NO@Min 08:00PM ET,23.486,Min
