Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Stephen Curry,11000,Hou@GS 10:30PM ET,51.974,GS
SG,James Harden,10600,Hou@GS 10:30PM ET,50.184,Hou
PG,John Wall,10000,Was@NY 08:00PM ET,45.556,Was
PF,Draymond Green,9300,Hou@GS 10:30PM ET,43.199,GS
SF,Carmelo Anthony,8400,Was@NY 08:00PM ET,38.964,NY
SG,Klay Thompson,7800,Hou@GS 10:30PM ET,32.510,GS
PG,Isaiah Thomas,7700,Bos@Mil 08:00PM ET,37.382,Bos
SF,Kawhi Leonard,7600,SA@Mia 08:00PM ET,37.689,SA
C,Dwight Howard,7400,Hou@GS 10:30PM ET,36.000,Hou
SF,Gordon Hayward,7300,Uta@Dal 08:30PM ET,34.310,Uta
PF,Kristaps Porzingis,7200,Was@NY 08:00PM ET,30.868,NY
PF,LaMarcus Aldridge,7100,SA@Mia 08:00PM ET,31.867,SA
PF,Derrick Favors,7000,Uta@Dal 08:30PM ET,34.076,Uta
C,Hassan Whiteside,7000,SA@Mia 08:00PM ET,35.341,Mia
SG,Dwyane Wade,6900,SA@Mia 08:00PM ET,32.806,Mia
C,Marcin Gortat,6900,Was@NY 08:00PM ET,32.192,Was
SF,Giannis Antetokounmpo,6900,Bos@Mil 08:00PM ET,32.310,Mil
PF,Chris Bosh,6800,SA@Mia 08:00PM ET,35.149,Mia
C,Greg Monroe,6700,Bos@Mil 08:00PM ET,35.490,Mil
SG,Khris Middleton,6700,Bos@Mil 08:00PM ET,30.990,Mil
C,Rudy Gobert,6600,Uta@Dal 08:30PM ET,32.125,Uta
SF,Chandler Parsons,6300,Uta@Dal 08:30PM ET,23.440,Dal
SF,Trevor Ariza,6200,Hou@GS 10:30PM ET,25.692,Hou
SG,Bradley Beal,6100,Was@NY 08:00PM ET,29.714,Was
SG,Rodney Hood,6000,Uta@Dal 08:30PM ET,24.807,Uta
PG,Michael Carter-Williams,5900,Bos@Mil 08:00PM ET,29.553,Mil
PF,Dirk Nowitzki,5800,Uta@Dal 08:30PM ET,31.521,Dal
PG,Deron Williams,5700,Uta@Dal 08:30PM ET,27.622,Dal
SF,Jae Crowder,5700,Bos@Mil 08:00PM ET,27.863,Bos
SF,Otto Porter,5700,Was@NY 08:00PM ET,25.821,Was
C,Zaza Pachulia,5600,Uta@Dal 08:30PM ET,28.673,Dal
SG,Evan Turner,5600,Bos@Mil 08:00PM ET,23.708,Bos
SG,Avery Bradley,5600,Bos@Mil 08:00PM ET,25.417,Bos
PF,Clint Capela,5500,Hou@GS 10:30PM ET,20.931,Hou
PG,Goran Dragic,5400,SA@Mia 08:00PM ET,25.884,Mia
SG,Arron Afflalo,5300,Was@NY 08:00PM ET,23.005,NY
C,Jared Sullinger,5200,Bos@Mil 08:00PM ET,26.707,Bos
C,Robin Lopez,5100,Was@NY 08:00PM ET,21.875,NY
C,Tim Duncan,5000,SA@Mia 08:00PM ET,26.655,SA
PG,Patrick Beverley,5000,Hou@GS 10:30PM ET,20.065,Hou
PF,Jabari Parker,5000,Bos@Mil 08:00PM ET,21.054,Mil
PG,Marcus Smart,4900,Bos@Mil 08:00PM ET,23.438,Bos
PG,Tony Parker,4800,SA@Mia 08:00PM ET,24.261,SA
SF,Luol Deng,4700,SA@Mia 08:00PM ET,21.428,Mia
SG,Danny Green,4700,SA@Mia 08:00PM ET,18.074,SA
SF,Harrison Barnes,4700,Hou@GS 10:30PM ET,22.419,GS
SG,Raymond Felton,4600,Uta@Dal 08:30PM ET,20.354,Dal
SF,Jared Dudley,4600,Was@NY 08:00PM ET,19.224,Was
PF,Amir Johnson,4600,Bos@Mil 08:00PM ET,21.630,Bos
PG,Jose Calderon,4600,Was@NY 08:00PM ET,19.625,NY
PG,J.J. Barea,4500,Uta@Dal 08:30PM ET,18.422,Dal
SF,Corey Brewer,4500,Hou@GS 10:30PM ET,15.415,Hou
SG,Garrett Temple,4500,Was@NY 08:00PM ET,16.989,Was
SG,Langston Galloway,4500,Was@NY 08:00PM ET,18.255,NY
PF,Nene Hilario,4400,Was@NY 08:00PM ET,18.204,Was
SF,Andre Iguodala,4400,Hou@GS 10:30PM ET,21.158,GS
C,Andrew Bogut,4400,Hou@GS 10:30PM ET,21.058,GS
PF,Josh Smith,4400,Hou@GS 10:30PM ET,16.427,Hou
SG,Wesley Matthews,4400,Uta@Dal 08:30PM ET,21.675,Dal
PF,David West,4300,SA@Mia 08:00PM ET,16.350,SA
PG,Jerryd Bayless,4300,Bos@Mil 08:00PM ET,21.647,Mil
SF,Derrick Williams,4300,Was@NY 08:00PM ET,15.901,NY
C,Kelly Olynyk,4300,Bos@Mil 08:00PM ET,20.784,Bos
SG,Alec Burks,4200,Uta@Dal 08:30PM ET,23.018,Uta
SF,Justise Winslow,4200,SA@Mia 08:00PM ET,16.056,Mia
SG,Manu Ginobili,4100,SA@Mia 08:00PM ET,20.994,SA
PG,Trey Burke,4100,Uta@Dal 08:30PM ET,19.791,Uta
PF,Amar'e Stoudemire,4000,SA@Mia 08:00PM ET,13.781,Mia
SG,O.J. Mayo,4000,Bos@Mil 08:00PM ET,19.431,Mil
PF,Terrence Jones,4000,Hou@GS 10:30PM ET,18.744,Hou
PF,John Henson,3900,Bos@Mil 08:00PM ET,17.048,Mil
SG,Tyler Johnson,3900,SA@Mia 08:00PM ET,17.632,Mia
C,Tyler Zeller,3800,Bos@Mil 08:00PM ET,10.129,Bos
PG,Ramon Sessions,3700,Was@NY 08:00PM ET,18.607,Was
PF,Trevor Booker,3700,Uta@Dal 08:30PM ET,17.703,Uta
PG,Patty Mills,3700,SA@Mia 08:00PM ET,16.324,SA
C,Festus Ezeli,3700,Hou@GS 10:30PM ET,19.050,GS
PF,Boris Diaw,3600,SA@Mia 08:00PM ET,15.333,SA
PG,Raul Neto,3600,Uta@Dal 08:30PM ET,13.224,Uta
SG,Gerald Green,3500,SA@Mia 08:00PM ET,17.082,Mia
SF,Marcus Thornton,3500,Hou@GS 10:30PM ET,17.183,Hou
C,Boban Marjanovic,3500,SA@Mia 08:00PM ET,12.133,SA
PG,Devin Harris,3400,Uta@Dal 08:30PM ET,15.313,Dal
PF,Kris Humphries,3400,Was@NY 08:00PM ET,14.102,Was
PG,Ty Lawson,3400,Hou@GS 10:30PM ET,15.946,Hou
