First Name,Last Name,Team,VS,Pos,FPPG,Sal
Josh,McRoberts,MIA,SAS @ MIA,PF,9.93,3000
Dwyane,Wade,MIA,SAS @ MIA,SG,31.59,5400
Chris,Andersen,MIA,SAS @ MIA,C,5.75,3000
Udonis,Haslem,MIA,SAS @ MIA,PF,5.25,3000
Chris,Bosh,MIA,SAS @ MIA,PF,32.86,5600
Amar'e,Stoudemire,MIA,SAS @ MIA,C,13.52,3700
Beno,Udrih,MIA,SAS @ MIA,PG,9.99,3650
Luol,Deng,MIA,SAS @ MIA,SF,20.89,4150
David,West,SAS,SAS @ MIA,PF,16.67,3850
LaMarcus,Aldridge,SAS,SAS @ MIA,PF,30.84,5300
Tim,Duncan,SAS,SAS @ MIA,PF,25.19,4800
Danny,Green,SAS,SAS @ MIA,SG,16.57,4000
Boris,Diaw,SAS,SAS @ MIA,PF,14.44,3500
Matt,Bonner,SAS,SAS @ MIA,PF,4.28,3000
Manu,Ginobili,SAS,SAS @ MIA,SG,19.08,4000
Patty,Mills,SAS,SAS @ MIA,PG,14.91,3700
Tony,Parker,SAS,SAS @ MIA,PG,24.26,4650
Kawhi,Leonard,SAS,SAS @ MIA,SF,35.48,5400
Gerald,Green,MIA,SAS @ MIA,SG,16.25,4000
Goran,Dragic,MIA,SAS @ MIA,PG,24.81,4800
Ray,McCallum,SAS,SAS @ MIA,PG,7.25,3500
Rasual,Butler,SAS,SAS @ MIA,SF,6.13,3000
Kyle,Anderson,SAS,SAS @ MIA,SF,10.27,3300
Jarnell,Stokes,MIA,SAS @ MIA,PF,2.50,3000
Tyler,Johnson,MIA,SAS @ MIA,SG,17.12,4000
Hassan,Whiteside,MIA,SAS @ MIA,C,32.60,5600
Justise,Winslow,MIA,SAS @ MIA,SF,15.11,3900
Josh,Richardson,MIA,SAS @ MIA,SG,5.45,3000
Boban,Marjanovic,SAS,SAS @ MIA,C,12.76,3600
Jonathon,Simmons,SAS,SAS @ MIA,SG,9.80,3000
John,Wall,WAS,WAS @ NYK,PG,41.71,6650
Otto,Porter,WAS,WAS @ NYK,SF,24.89,4350
Kevin,Seraphin,NYK,WAS @ NYK,C,9.08,3000
Garrett,Temple,WAS,WAS @ NYK,SG,17.33,3900
Nene,Hilario,WAS,WAS @ NYK,PF,18.94,4100
Bradley,Beal,WAS,WAS @ NYK,SG,26.45,4550
Ramon,Sessions,WAS,WAS @ NYK,PG,18.05,3800
Arron,Afflalo,NYK,WAS @ NYK,SG,21.64,4400
Kyle,O'Quinn,NYK,WAS @ NYK,PF,10.71,3750
Carmelo,Anthony,NYK,WAS @ NYK,SF,37.27,6300
Alan,Anderson,WAS,WAS @ NYK,SG,29.75,3500
Kris,Humphries,WAS,WAS @ NYK,PF,12.69,3600
Gary,Neal,WAS,WAS @ NYK,SG,15.23,3600
Derrick,Williams,NYK,WAS @ NYK,PF,15.60,4250
Robin,Lopez,NYK,WAS @ NYK,C,20.71,4400
Lance,Thomas,NYK,WAS @ NYK,SF,13.48,3800
Jose,Calderon,NYK,WAS @ NYK,PG,19.54,4200
DeJuan,Blair,WAS,WAS @ NYK,C,5.99,3000
Jared,Dudley,WAS,WAS @ NYK,SG,18.80,3950
Marcin,Gortat,WAS,WAS @ NYK,C,31.17,5150
Lou,Amundson,NYK,WAS @ NYK,PF,5.54,3000
Sasha,Vujacic,NYK,WAS @ NYK,SG,7.32,3500
Drew,Gooden,WAS,WAS @ NYK,PF,9.00,3500
Cleanthony,Early,NYK,WAS @ NYK,SF,1.00,3300
Jarell,Eddie,WAS,WAS @ NYK,SF,3.67,3000
Langston,Galloway,NYK,WAS @ NYK,PG,16.58,3800
Kelly,Oubre,WAS,WAS @ NYK,SF,7.43,3500
Kristaps,Porzingis,NYK,WAS @ NYK,PF,29.41,5100
