First Name,Last Name,Team,VS,Pos,FPPG,Sal
Noah,Vonleh,POR,POR @ MEM,PF,11.34,3500
Jordan,Adams,MEM,POR @ MEM,SG,12.00,3000
Tim,Frazier,POR,POR @ MEM,PG,5.28,3300
JaMychal,Green,MEM,POR @ MEM,PF,10.30,3300
Pat,Connaughton,POR,POR @ MEM,SG,1.56,3000
Jarell,Martin,MEM,POR @ MEM,PF,1.00,3000
Cliff,Alexander,POR,POR @ MEM,PF,3.21,3000
Luis,Montero,POR,POR @ MEM,SG,2.35,3000
Paul,Millsap,ATL,ORL @ ATL,PF,36.89,5850
Jeff,Teague,ATL,ORL @ ATL,PG,26.24,5000
Dennis,Schroder,ATL,ORL @ ATL,PG,20.81,4150
Kyle,Korver,ATL,ORL @ ATL,SG,17.33,4200
Al,Horford,ATL,ORL @ ATL,C,30.42,5100
Mike,Scott,ATL,ORL @ ATL,PF,11.99,3000
Shelvin,Mack,ATL,ORL @ ATL,PG,7.94,3000
Nikola,Vucevic,ORL,ORL @ ATL,C,34.03,5900
Tobias,Harris,ORL,ORL @ ATL,SF,26.13,4650
Andrew,Nicholson,ORL,ORL @ ATL,PF,12.22,3300
Victor,Oladipo,ORL,ORL @ ATL,SG,25.96,5300
Tim,Hardaway Jr.,ATL,ORL @ ATL,SG,8.57,3500
C.J.,Watson,ORL,ORL @ ATL,PG,8.00,3500
Thabo,Sefolosha,ATL,ORL @ ATL,SF,17.15,3700
Evan,Fournier,ORL,ORL @ ATL,SG,20.87,4300
Jason,Smith,ORL,ORL @ ATL,C,11.47,3300
Tiago,Splitter,ATL,ORL @ ATL,C,11.46,3500
Kent,Bazemore,ATL,ORL @ ATL,SF,23.44,4250
Channing,Frye,ORL,ORL @ ATL,PF,12.37,3500
Justin,Holiday,ATL,ORL @ ATL,SG,3.68,3600
Dewayne,Dedmon,ORL,ORL @ ATL,C,6.60,3000
Mike,Muscala,ATL,ORL @ ATL,C,8.21,3000
Shabazz,Napier,ORL,ORL @ ATL,PG,8.97,3500
Aaron,Gordon,ORL,ORL @ ATL,PF,19.16,4650
Elfrid,Payton,ORL,ORL @ ATL,PG,25.39,4700
Walter,Tavares,ATL,ORL @ ATL,C,6.25,3000
Devyn,Marble,ORL,ORL @ ATL,SG,0.84,3000
Joe,Harris,ORL,ORL @ ATL,SG,-1.00,3300
Lamar,Patterson,ATL,ORL @ ATL,SG,6.16,3000
Keith,Appling,ORL,ORL @ ATL,PG,1.55,3000
Mario,Hezonja,ORL,ORL @ ATL,SG,8.96,3000
Norris,Cole,NOP,NOP @ MIN,PG,19.10,4400
Kevin,Garnett,MIN,NOP @ MIN,PF,11.94,3700
Alonzo,Gee,NOP,NOP @ MIN,SF,11.82,3400
Dante,Cunningham,NOP,NOP @ MIN,PF,9.72,3300
Kevin,Martin,MIN,NOP @ MIN,SG,14.89,3800
Ricky,Rubio,MIN,NOP @ MIN,PG,29.66,4900
Shabazz,Muhammad,MIN,NOP @ MIN,SF,14.40,3950
Nikola,Pekovic,MIN,NOP @ MIN,C,8.15,3800
Gorgui,Dieng,MIN,NOP @ MIN,C,23.12,4800
Kendrick,Perkins,NOP,NOP @ MIN,C,3.61,3000
Andre,Miller,MIN,NOP @ MIN,PG,7.13,3300
Tayshaun,Prince,MIN,NOP @ MIN,SF,8.54,3000
Quincy,Pondexter,NOP,NOP @ MIN,SG,4.50,3000
Omer,Asik,NOP,NOP @ MIN,C,12.55,3600
Ryan,Anderson,NOP,NOP @ MIN,PF,26.71,4650
Jrue,Holiday,NOP,NOP @ MIN,PG,26.91,5150
Anthony,Davis,NOP,NOP @ MIN,PF,43.50,7450
Tyreke,Evans,NOP,NOP @ MIN,SG,31.21,5300
Eric,Gordon,NOP,NOP @ MIN,SG,22.06,4300
Toney,Douglas,NOP,NOP @ MIN,PG,10.65,3800
Alexis,Ajinca,NOP,NOP @ MIN,C,11.32,3300
Luke,Babbitt,NOP,NOP @ MIN,SF,5.84,3000
Adreian,Payne,MIN,NOP @ MIN,PF,6.95,3600
Andrew,Wiggins,MIN,NOP @ MIN,SF,30.14,5150
Zach,LaVine,MIN,NOP @ MIN,PG,21.20,4000
Damjan,Rudez,MIN,NOP @ MIN,SF,3.77,3000
Karl-Anthony,Towns,MIN,NOP @ MIN,C,35.11,5850
Tyus,Jones,MIN,NOP @ MIN,PG,7.64,3000
Nemanja,Bjelica,MIN,NOP @ MIN,PF,10.26,3600
Bryce,Dejean-Jones,NOP,NOP @ MIN,SG,13.92,3900
Ronnie,Price,PHX,OKC @ PHX,PG,9.36,3500
Tyson,Chandler,PHX,OKC @ PHX,C,18.27,4500
Mirza,Teletovic,PHX,OKC @ PHX,PF,17.54,4000
D.J.,Augustin,OKC,OKC @ PHX,PG,6.98,3500
Steve,Novak,OKC,OKC @ PHX,SF,2.63,3500
Dion,Waiters,OKC,OKC @ PHX,SG,16.92,4100
Orlando,Johnson,PHX,OKC @ PHX,SG,4.48,3300
Kyle,Singler,OKC,OKC @ PHX,SF,6.75,3500
Brandon,Knight,PHX,OKC @ PHX,PG,31.85,5200
Lorenzo,Brown,PHX,OKC @ PHX,PG,5.82,3000
Enes,Kanter,OKC,OKC @ PHX,C,21.52,4300
Serge,Ibaka,OKC,OKC @ PHX,PF,25.74,4700
Kevin,Durant,OKC,OKC @ PHX,SF,46.24,7550
Andre,Roberson,OKC,OKC @ PHX,SG,13.05,3800
Russell,Westbrook,OKC,OKC @ PHX,PG,49.77,7850
Steven,Adams,OKC,OKC @ PHX,C,18.31,4000
Nick,Collison,OKC,OKC @ PHX,PF,7.72,3350
Jon,Leuer,PHX,OKC @ PHX,PF,18.98,3900
Anthony,Morrow,OKC,OKC @ PHX,SG,8.50,3700
Markieff,Morris,PHX,OKC @ PHX,PF,20.06,4450
Alex,Len,PHX,OKC @ PHX,C,17.84,4200
Archie,Goodwin,PHX,OKC @ PHX,SG,16.10,4600
P.J.,Tucker,PHX,OKC @ PHX,SF,19.43,4100
Mitch,McGary,OKC,OKC @ PHX,PF,2.63,3300
Josh,Huestis,OKC,OKC @ PHX,SF,0.00,3000
T.J.,Warren,PHX,OKC @ PHX,SF,18.11,3700
Jordan,McRae,PHX,OKC @ PHX,SG,6.38,3000
Cory,Jefferson,PHX,OKC @ PHX,PF,4.82,3000
Cameron,Payne,OKC,OKC @ PHX,PG,11.63,3000
Devin,Booker,PHX,OKC @ PHX,SG,16.15,4350
Sonny,Weems,PHX,OKC @ PHX,SG,5.85,3000
