First Name,Last Name,Team,VS,Pos,FPPG,Sal
Elton,Brand,PHI,LAC @ PHI,PF,1.00,3500
Pablo,Prigioni,LAC,LAC @ PHI,PG,9.32,3000
Nerlens,Noel,PHI,LAC @ PHI,PF,26.94,4950
Paul,Pierce,LAC,LAC @ PHI,SF,11.34,3800
Earl,Clark,PHI,LAC @ PHI,PF,6.25,3000
Lance,Stephenson,LAC,LAC @ PHI,SF,9.58,3300
Robert,Covington,PHI,LAC @ PHI,SF,22.39,4450
Isaiah,Canaan,PHI,LAC @ PHI,PG,15.84,3800
Austin,Rivers,LAC,LAC @ PHI,SG,13.70,3650
Jeff,Ayres,LAC,LAC @ PHI,PF,2.58,3200
Wesley,Johnson,LAC,LAC @ PHI,SF,14.88,3800
DeAndre,Jordan,LAC,LAC @ PHI,C,34.60,5750
Jamal,Crawford,LAC,LAC @ PHI,SG,18.07,4350
Chris,Paul,LAC,LAC @ PHI,PG,39.87,6600
J.J.,Redick,LAC,LAC @ PHI,SG,20.26,4400
Ish,Smith,PHI,LAC @ PHI,PG,26.86,5100
Kendall,Marshall,PHI,LAC @ PHI,PG,7.94,3300
Luc,Mbah a Moute,LAC,LAC @ PHI,PF,7.72,3400
Carl,Landry,PHI,LAC @ PHI,PF,12.02,3500
Cole,Aldrich,LAC,LAC @ PHI,C,15.01,4000
Hollis,Thompson,PHI,LAC @ PHI,SF,14.56,3600
Joel,Embiid,PHI,LAC @ PHI,C,0.00,3000
C.J.,Wilcox,LAC,LAC @ PHI,SG,1.64,3000
Nik,Stauskas,PHI,LAC @ PHI,SG,12.72,3800
Jerami,Grant,PHI,LAC @ PHI,SF,20.49,4100
JaKarr,Sampson,PHI,LAC @ PHI,SF,9.47,3400
Jahlil,Okafor,PHI,LAC @ PHI,C,29.55,4800
Richaun,Holmes,PHI,LAC @ PHI,PF,12.25,3500
Branden,Dawson,LAC,LAC @ PHI,SF,3.88,3000
T.J.,McConnell,PHI,LAC @ PHI,PG,17.77,3800
Christian,Wood,PHI,LAC @ PHI,PF,11.28,3000
Al,Jefferson,CHA,CHI @ CHA,C,25.08,4800
Kemba,Walker,CHA,CHI @ CHA,PG,36.88,5750
Cody,Zeller,CHA,CHI @ CHA,C,21.07,3900
Michael,Kidd-Gilchrist,CHA,CHI @ CHA,SF,23.05,4400
E'Twaun,Moore,CHI,CHI @ CHA,SG,11.51,3600
Spencer,Hawes,CHA,CHI @ CHA,PF,15.69,3850
Tyler,Hansbrough,CHA,CHI @ CHA,PF,7.64,3200
Jimmy,Butler,CHI,CHI @ CHA,SG,38.10,6250
Tony,Snell,CHI,CHI @ CHA,SF,10.92,3500
Kirk,Hinrich,CHI,CHI @ CHA,PG,8.53,3300
Derrick,Rose,CHI,CHI @ CHA,PG,27.23,5100
Mike,Dunleavy,CHI,CHI @ CHA,SF,4.00,3700
Taj,Gibson,CHI,CHI @ CHA,PF,22.49,4600
Marvin,Williams,CHA,CHI @ CHA,PF,23.40,4600
Jeremy,Lamb,CHA,CHI @ CHA,SG,18.42,3750
Nicolas,Batum,CHA,CHI @ CHA,SF,31.34,5150
Jeremy,Lin,CHA,CHI @ CHA,PG,21.76,4250
Aaron,Brooks,CHI,CHI @ CHA,PG,13.05,3500
Brian,Roberts,CHA,CHI @ CHA,PG,8.97,3500
Pau,Gasol,CHI,CHI @ CHA,C,39.74,6100
Troy,Daniels,CHA,CHI @ CHA,SG,8.40,3300
P.J.,Hairston,CHA,CHI @ CHA,SG,11.81,3500
Doug,McDermott,CHI,CHI @ CHA,SF,11.63,3600
Cameron,Bairstow,CHI,CHI @ CHA,PF,3.67,3000
Nikola,Mirotic,CHI,CHI @ CHA,PF,21.11,4100
Frank,Kaminsky,CHA,CHI @ CHA,C,17.23,3850
Bobby,Portis,CHI,CHI @ CHA,PF,14.03,3750
Aaron,Harrison,CHA,CHI @ CHA,SF,1.77,3000
Cristiano,Felicio,CHI,CHI @ CHA,PF,1.75,3000
Lou,Williams,LAL,LAL @ IND,SG,23.41,4550
Metta,World Peace,LAL,LAL @ IND,SF,10.69,3300
Lavoy,Allen,IND,LAL @ IND,PF,15.88,3500
Brandon,Bass,LAL,LAL @ IND,PF,16.01,3750
C.J.,Miles,IND,LAL @ IND,SG,19.45,3900
Roy,Hibbert,LAL,LAL @ IND,C,17.27,4000
George,Hill,IND,LAL @ IND,PG,24.03,4650
Ian,Mahinmi,IND,LAL @ IND,C,22.39,4000
Paul,George,IND,LAL @ IND,SF,38.50,6150
Solomon,Hill,IND,LAL @ IND,SF,8.46,3000
Rodney,Stuckey,IND,LAL @ IND,PG,18.64,3700
Chase,Budinger,IND,LAL @ IND,SF,10.76,3300
Monta,Ellis,IND,LAL @ IND,SG,27.48,5050
Robert,Sacre,LAL,LAL @ IND,C,8.33,3000
Ryan,Kelly,LAL,LAL @ IND,PF,11.83,3400
Jordan,Hill,IND,LAL @ IND,C,20.73,4300
Nick,Young,LAL,LAL @ IND,SF,10.38,3300
Kobe,Bryant,LAL,LAL @ IND,SG,27.84,4750
Julius,Randle,LAL,LAL @ IND,PF,26.48,4700
Glenn,Robinson,IND,LAL @ IND,SG,6.95,3000
Jordan,Clarkson,LAL,LAL @ IND,SG,24.65,4600
Shayne,Whittington,IND,LAL @ IND,PF,4.92,3000
Tarik,Black,LAL,LAL @ IND,C,9.41,3000
Myles,Turner,IND,LAL @ IND,C,20.68,4850
D'Angelo,Russell,LAL,LAL @ IND,PG,21.97,4300
Rakeem,Christmas,IND,LAL @ IND,PF,0.00,3000
Joseph,Young,IND,LAL @ IND,SG,8.63,3500
Larry,Nance,LAL,LAL @ IND,PF,14.82,3900
Anthony,Brown,LAL,LAL @ IND,SF,8.17,3000
Marcelo,Huertas,LAL,LAL @ IND,PG,7.89,3000
Jared,Cunningham,CLE,SAC @ CLE,SG,4.47,3000
James,Jones,CLE,SAC @ CLE,SF,5.80,3000
LeBron,James,CLE,SAC @ CLE,SF,44.48,7400
Iman,Shumpert,CLE,SAC @ CLE,SG,14.31,3500
J.R.,Smith,CLE,SAC @ CLE,SG,21.67,4450
James,Anderson,SAC,SAC @ CLE,SG,4.11,3000
Rajon,Rondo,SAC,SAC @ CLE,PG,38.29,5800
Rudy,Gay,SAC,SAC @ CLE,SF,31.42,5600
Quincy,Acy,SAC,SAC @ CLE,PF,9.01,3400
Anderson,Varejao,CLE,SAC @ CLE,C,8.01,3500
Tristan,Thompson,CLE,SAC @ CLE,PF,20.90,4550
Kyrie,Irving,CLE,SAC @ CLE,PG,28.01,5400
Matthew,Dellavedova,CLE,SAC @ CLE,PG,18.01,3900
Caron,Butler,SAC,SAC @ CLE,SF,6.50,3000
Kevin,Love,CLE,SAC @ CLE,PF,33.70,5950
Richard,Jefferson,CLE,SAC @ CLE,SF,8.83,3300
Mo,Williams,CLE,SAC @ CLE,PG,12.63,3800
Timofey,Mozgov,CLE,SAC @ CLE,C,12.54,3600
Kosta,Koufos,SAC,SAC @ CLE,C,15.51,3500
Omri,Casspi,SAC,SAC @ CLE,SF,23.43,4350
Marco,Belinelli,SAC,SAC @ CLE,SG,15.96,3700
Seth,Curry,SAC,SAC @ CLE,PG,5.99,3000
Darren,Collison,SAC,SAC @ CLE,PG,21.48,4100
Ben,McLemore,SAC,SAC @ CLE,SG,13.56,3650
DeMarcus,Cousins,SAC,SAC @ CLE,C,47.53,7700
Eric,Moreland,SAC,SAC @ CLE,PF,5.88,3000
Willie,Cauley-Stein,SAC,SAC @ CLE,C,16.64,4300
Duje,Dukan,SAC,SAC @ CLE,PF,0.00,3000
Sasha,Kaun,CLE,SAC @ CLE,C,2.38,3000
Jameer,Nelson,DEN,DEN @ BKN,PG,19.34,4000
Andrea,Bargnani,BKN,DEN @ BKN,C,9.92,3300
Thaddeus,Young,BKN,DEN @ BKN,PF,31.49,4900
Joe,Johnson,BKN,DEN @ BKN,SF,22.36,4450
Brook,Lopez,BKN,DEN @ BKN,C,36.25,5900
Sergey,Karasev,BKN,DEN @ BKN,SG,2.38,3000
Donald,Sloan,BKN,DEN @ BKN,PG,16.92,3850
Thomas,Robinson,BKN,DEN @ BKN,PF,9.28,3400
Will,Barton,DEN,DEN @ BKN,SG,28.21,4550
Danilo,Gallinari,DEN,DEN @ BKN,SF,30.96,5300
Kenneth,Faried,DEN,DEN @ BKN,PF,26.17,4750
Randy,Foye,DEN,DEN @ BKN,SG,12.29,3400
J.J.,Hickson,DEN,DEN @ BKN,C,14.75,3700
Darrell,Arthur,DEN,DEN @ BKN,PF,16.21,3700
Wilson,Chandler,DEN,DEN @ BKN,SF,22.00,3800
Joffrey,Lauvergne,DEN,DEN @ BKN,PF,15.67,3500
Mike,Miller,DEN,DEN @ BKN,SF,4.19,3000
Willie,Reed,BKN,DEN @ BKN,PF,8.77,3000
Wayne,Ellington,BKN,DEN @ BKN,SG,13.03,3700
Shane,Larkin,BKN,DEN @ BKN,PG,17.58,3900
Gary,Harris,DEN,DEN @ BKN,SG,18.85,4200
Jusuf,Nurkic,DEN,DEN @ BKN,C,14.08,4000
Markel,Brown,BKN,DEN @ BKN,SG,5.96,3200
Nikola,Jokic,DEN,DEN @ BKN,C,23.01,5000
Bojan,Bogdanovic,BKN,DEN @ BKN,SG,14.02,3900
Rondae,Hollis-Jefferson,BKN,DEN @ BKN,SF,19.52,3950
Emmanuel,Mudiay,DEN,DEN @ BKN,PG,23.81,4650
Chris,McCullough,BKN,DEN @ BKN,PF,0.00,3000
Anthony,Tolliver,DET,TOR @ DET,PF,12.17,3300
Bismack,Biyombo,TOR,TOR @ DET,C,18.90,3700
DeMarre,Carroll,TOR,TOR @ DET,SF,21.77,4000
Joel,Anthony,DET,TOR @ DET,C,3.10,3300
DeMar,DeRozan,TOR,TOR @ DET,SG,36.24,5750
Kyle,Lowry,TOR,TOR @ DET,PG,39.23,6000
Terrence,Ross,TOR,TOR @ DET,SF,16.36,3850
Jonas,Valanciunas,TOR,TOR @ DET,C,26.24,4850
Anthony,Bennett,TOR,TOR @ DET,PF,3.88,3000
Luis,Scola,TOR,TOR @ DET,PF,17.55,3750
Andre,Drummond,DET,TOR @ DET,C,39.69,6400
Brandon,Jennings,DET,TOR @ DET,PG,13.44,3800
Kentavious,Caldwell-Pope,DET,TOR @ DET,SG,24.44,4500
Ersan,Ilyasova,DET,TOR @ DET,PF,21.66,4200
Reggie,Jackson,DET,TOR @ DET,PG,31.74,5000
Cory,Joseph,TOR,TOR @ DET,PG,17.59,3700
Aron,Baynes,DET,TOR @ DET,PF,13.52,3500
Steve,Blake,DET,TOR @ DET,PG,11.02,3300
Jodie,Meeks,DET,TOR @ DET,SG,0.00,3500
Reggie,Bullock,DET,TOR @ DET,SG,1.20,3300
Marcus,Morris,DET,TOR @ DET,PF,23.76,4250
Patrick,Patterson,TOR,TOR @ DET,PF,14.48,3750
James,Johnson,TOR,TOR @ DET,PF,11.36,3300
Bruno,Caboclo,TOR,TOR @ DET,SF,1.13,3000
Spencer,Dinwiddie,DET,TOR @ DET,PG,8.56,3500
Lucas,Nogueira,TOR,TOR @ DET,C,5.52,3000
Delon,Wright,TOR,TOR @ DET,PG,2.53,3000
Stanley,Johnson,DET,TOR @ DET,SF,17.72,4600
Norman,Powell,TOR,TOR @ DET,SG,3.90,3000
Darrun,Hilliard,DET,TOR @ DET,SG,4.25,3000
Gerald,Henderson,POR,POR @ MEM,SG,12.58,3700
James,Ennis,MEM,POR @ MEM,SF,4.32,3300
Mario,Chalmers,MEM,POR @ MEM,PG,20.52,4250
Moe,Harkless,POR,POR @ MEM,SF,9.45,3400
Mason,Plumlee,POR,POR @ MEM,C,24.79,4300
Courtney,Lee,MEM,POR @ MEM,SG,16.91,4000
Jeff,Green,MEM,POR @ MEM,SF,22.40,4500
Meyers,Leonard,POR,POR @ MEM,C,17.43,3900
Damian,Lillard,POR,POR @ MEM,PG,39.28,6350
Allen,Crabbe,POR,POR @ MEM,SG,18.22,3950
C.J.,McCollum,POR,POR @ MEM,SG,32.30,5200
Mike,Conley,MEM,POR @ MEM,PG,29.52,4950
Ed,Davis,POR,POR @ MEM,PF,19.45,4000
Marc,Gasol,MEM,POR @ MEM,C,34.99,5700
Zach,Randolph,MEM,POR @ MEM,PF,26.54,4600
Tony,Allen,MEM,POR @ MEM,SG,16.68,4200
Al-Farouq,Aminu,POR,POR @ MEM,SF,21.52,4000
Brandan,Wright,MEM,POR @ MEM,PF,2.00,3400
Vince,Carter,MEM,POR @ MEM,SG,8.17,3300
Chris,Kaman,POR,POR @ MEM,C,4.82,3500
Ryan,Hollins,MEM,POR @ MEM,C,6.82,3300
Matt,Barnes,MEM,POR @ MEM,SF,22.24,4300
