Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,10600,OKC@Dal 08:30PM ET,52.938,OKC
PG,Stephen Curry,10400,Ind@GS 10:30PM ET,51.738,GS
SG,James Harden,10000,Mil@Hou 08:00PM ET,49.091,Hou
PG,Chris Paul,9800,LAC@NY 07:30PM ET,41.896,LAC
SF,Kevin Durant,9700,OKC@Dal 08:30PM ET,47.486,OKC
PF,Draymond Green,9100,Ind@GS 10:30PM ET,43.327,GS
SF,Paul George,9000,Ind@GS 10:30PM ET,43.310,Ind
PF,Blake Griffin,8800,LAC@NY 07:30PM ET,43.567,LAC
PG,Kyle Lowry,8600,Mia@Tor 08:00PM ET,42.589,Tor
SG,Jimmy Butler,8500,Chi@Bos 07:30PM ET,39.787,Chi
C,Pau Gasol,8400,Chi@Bos 07:30PM ET,39.923,Chi
SF,Carmelo Anthony,8300,LAC@NY 07:30PM ET,38.963,NY
SF,Kawhi Leonard,8200,SA@LAL 10:30PM ET,38.906,SA
PG,Kemba Walker,8100,Cha@Orl 07:00PM ET,36.970,Cha
SG,DeMar DeRozan,8000,Mia@Tor 08:00PM ET,36.815,Tor
C,Dwight Howard,7900,Mil@Hou 08:00PM ET,36.628,Hou
PG,Isaiah Thomas,7800,Chi@Bos 07:30PM ET,37.901,Bos
PF,Chris Bosh,7600,Mia@Tor 08:00PM ET,35.855,Mia
C,DeAndre Jordan,7500,LAC@NY 07:30PM ET,36.179,LAC
C,Nikola Vucevic,7500,Cha@Orl 07:00PM ET,34.855,Orl
SF,Gordon Hayward,7500,Uta@Bkn 07:30PM ET,34.000,Uta
C,Hassan Whiteside,7500,Mia@Tor 08:00PM ET,35.384,Mia
SG,Klay Thompson,7400,Ind@GS 10:30PM ET,32.165,GS
C,Brook Lopez,7300,Uta@Bkn 07:30PM ET,37.360,Bkn
PF,Kristaps Porzingis,7300,LAC@NY 07:30PM ET,31.523,NY
PF,LaMarcus Aldridge,7200,SA@LAL 10:30PM ET,31.628,SA
SF,Giannis Antetokounmpo,7200,Mil@Hou 08:00PM ET,32.256,Mil
SG,Victor Oladipo,7100,Cha@Orl 07:00PM ET,29.122,Orl
C,Greg Monroe,7000,Mil@Hou 08:00PM ET,35.214,Mil
PF,Derrick Favors,7000,Uta@Bkn 07:30PM ET,34.942,Uta
SG,Khris Middleton,7000,Mil@Hou 08:00PM ET,30.563,Mil
SF,Nicolas Batum,6900,Cha@Orl 07:00PM ET,33.770,Cha
SG,Dwyane Wade,6800,Mia@Tor 08:00PM ET,31.588,Mia
SG,Monta Ellis,6800,Ind@GS 10:30PM ET,28.274,Ind
PG,Michael Carter-Williams,6800,Mil@Hou 08:00PM ET,29.763,Mil
PF,Dirk Nowitzki,6700,OKC@Dal 08:30PM ET,32.181,Dal
PF,Thaddeus Young,6600,Uta@Bkn 07:30PM ET,32.703,Bkn
SF,Jae Crowder,6500,Chi@Bos 07:30PM ET,29.041,Bos
C,Rudy Gobert,6400,Uta@Bkn 07:30PM ET,30.557,Uta
PG,Jarrett Jack,6300,Uta@Bkn 07:30PM ET,31.078,Bkn
SF,Tobias Harris,6300,Cha@Orl 07:00PM ET,29.110,Orl
C,Jonas Valanciunas,6200,Mia@Tor 08:00PM ET,27.900,Tor
PG,Elfrid Payton,6200,Cha@Orl 07:00PM ET,26.791,Orl
C,Zaza Pachulia,6100,OKC@Dal 08:30PM ET,29.363,Dal
PG,Deron Williams,6000,OKC@Dal 08:30PM ET,28.667,Dal
SG,Lou Williams,6000,SA@LAL 10:30PM ET,25.399,LAL
SG,Rodney Hood,6000,Uta@Bkn 07:30PM ET,23.850,Uta
PF,Serge Ibaka,5900,OKC@Dal 08:30PM ET,27.994,OKC
PG,Derrick Rose,5800,Chi@Bos 07:30PM ET,27.029,Chi
PG,Goran Dragic,5800,Mia@Tor 08:00PM ET,25.635,Mia
SG,J.J. Redick,5700,LAC@NY 07:30PM ET,23.101,LAC
