Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
14729-9524,PG,Stephen,Curry,47.418,50,10800,GS@POR,GS,POR,,,,
14729-9642,PG,Russell,Westbrook,49.074074074074076,54,10800,IND@OKC,OKC,IND,,,,
14729-9644,SG,James,Harden,46.18727272727273,55,10800,HOU@PHO,HOU,PHO,,,,
14729-12362,C,DeMarcus,Cousins,46.41590909090909,44,10600,DEN@SAC,SAC,DEN,,,,
14729-9646,SF,Kevin,Durant,45.236170212765956,47,10400,IND@OKC,OKC,IND,,,,
14729-12332,PG,John,Wall,41.900000000000006,52,10200,DET@WAS,WAS,DET,,,,
14729-15755,PF,Anthony,Davis,43.10851063829787,47,9800,PHI@NO,NO,PHI,,,,
14729-20848,PG,Damian,Lillard,39.765957446808514,47,9100,GS@POR,POR,GS,,,,
14729-9508,SF,Carmelo,Anthony,37.324999999999996,48,9100,NY@BKN,NY,BKN,,,,
14729-9455,PG,Rajon,Rondo,37.54509803921569,51,9000,DEN@SAC,SAC,DEN,GTD,Toe,,
14729-9570,C,Pau,Gasol,38.098,50,9000,TOR@CHI,CHI,TOR,,,,
14729-58462,C,Karl-Anthony,Towns,34.1925925925926,54,9000,MIN@MEM,MIN,MEM,,,,
14729-9535,PG,Kyle,Lowry,38.77884615384615,52,8700,TOR@CHI,TOR,CHI,,,,
14729-14507,PG,Kemba,Walker,35.9,52,8700,CHA@MIL,CHA,MIL,,,,
14729-12341,SF,Paul,George,38.577358490566034,53,8700,IND@OKC,IND,OKC,,,,
14729-15557,C,Andre,Drummond,40.33148148148148,54,8500,DET@WAS,DET,WAS,,,,
14729-15860,PF,Draymond,Green,38.71568627450981,51,8400,GS@POR,GS,POR,,,,
14729-14514,C,Nikola,Vucevic,34.21632653061224,49,8300,DAL@ORL,ORL,DAL,,,,
14729-9714,SG,DeMar,DeRozan,35.23461538461539,52,8300,TOR@CHI,TOR,CHI,,,,
14729-9621,C,Brook,Lopez,35.34814814814815,54,8200,NY@BKN,BKN,NY,,,,
14729-14559,PG,Isaiah,Thomas,34.82727272727273,55,8100,BOS@UTA,BOS,UTA,,,,
14729-9660,C,Dwight,Howard,33.72954545454545,44,8100,HOU@PHO,HOU,PHO,,,,
14729-12337,C,Greg,Monroe,33.58846153846154,52,8000,CHA@MIL,MIL,CHA,,,,
14729-9729,PF,Paul,Millsap,37.007407407407406,54,7900,MIA@ATL,ATL,MIA,,,,
14729-12366,SF,Gordon,Hayward,31.754716981132077,53,7800,BOS@UTA,UTA,BOS,,,,
14729-16261,SG,Khris,Middleton,29.324074074074073,54,7700,CHA@MIL,MIL,CHA,,,,
14729-14513,SF,Kawhi,Leonard,35.86666666666667,51,7700,SA@LAL,SA,LAL,O,Calf,,
14729-12363,C,Hassan,Whiteside,32.74,45,7600,MIA@ATL,MIA,ATL,O,Suspension,,
14729-9581,C,Marc,Gasol,32.91153846153846,52,7600,MIN@MEM,MEM,MIN,O,Foot,,
14729-9663,PG,Jrue,Holiday,27.77659574468085,47,7600,PHI@NO,NO,PHI,,,,
14729-9585,SG,Dwyane,Wade,31.098000000000003,50,7500,MIA@ATL,MIA,ATL,GTD,Undisclosed,,
14729-9688,PF,LaMarcus,Aldridge,30.281999999999996,50,7500,SA@LAL,SA,LAL,,,,
14729-40199,SF,Giannis,Antetokounmpo,30.46153846153846,52,7400,CHA@MIL,MIL,CHA,,,,
14729-40203,C,Rudy,Gobert,30.51212121212121,33,7400,BOS@UTA,UTA,BOS,,,,
14729-12351,PF,Derrick,Favors,32.18611111111111,36,7400,BOS@UTA,UTA,BOS,,,,
14729-19067,SG,C.J.,McCollum,31.950000000000003,52,7300,GS@POR,POR,GS,,,,
14729-9453,C,Al,Horford,31.352727272727275,55,7200,MIA@ATL,ATL,MIA,,,,
14729-9637,SF,Danilo,Gallinari,30.943749999999998,48,7200,DEN@SAC,DEN,SAC,,,,
14729-9577,SF,Rudy,Gay,30.67391304347826,46,7100,DEN@SAC,SAC,DEN,,,,
14729-9809,SG,Nicolas,Batum,30.79318181818182,44,7000,CHA@MIL,CHA,MIL,,,,
14729-12511,PG,Ishmael,Smith,26.597916666666666,48,7000,PHI@NO,PHI,NO,,,,
14729-9718,PF,Chris,Bosh,32.679245283018865,53,7000,MIA@ATL,MIA,ATL,O,Calf,,
14729-23825,PF,Nerlens,Noel,27.054347826086957,46,6900,PHI@NO,PHI,NO,GTD,Knee,,
14729-14496,PG,Ricky,Rubio,30.21666666666667,48,6900,MIN@MEM,MIN,MEM,,,,
14729-63122,PF,Kristaps,Porzingis,28.64814814814815,54,6800,NY@BKN,NY,BKN,,,,
14729-9500,PF,Dirk,Nowitzki,29.642857142857142,49,6800,DAL@ORL,DAL,ORL,,,,
14729-9475,PG,Derrick,Rose,26.68913043478261,46,6800,TOR@CHI,CHI,TOR,,,,
14729-14509,SG,Klay,Thompson,29.648000000000003,50,6800,GS@POR,GS,POR,,,,
14729-9661,C,Marcin,Gortat,30.171739130434784,46,6800,DET@WAS,WAS,DET,,,,
14729-9666,PF,Thaddeus,Young,30.28333333333333,54,6800,NY@BKN,BKN,NY,,,,
14729-9575,PG,Mike,Conley,29.131914893617022,47,6700,MIN@MEM,MEM,MIN,,,,
14729-9692,SG,Tyreke,Evans,31.471999999999998,25,6700,PHI@NO,NO,PHI,O,Knee,,
14729-58083,C,Jahlil,Okafor,28.795744680851065,47,6600,PHI@NO,PHI,NO,,,,
14729-49116,SG,Andrew,Wiggins,28.566037735849058,53,6600,MIN@MEM,MIN,MEM,,,,
14729-14537,SF,Chandler,Parsons,21.81276595744681,47,6600,DAL@ORL,DAL,ORL,,,,
14729-14523,PG,Reggie,Jackson,31.566037735849058,53,6600,DET@WAS,DET,WAS,,,,
14729-9566,SG,Kobe,Bryant,27.226666666666667,45,6600,SA@LAL,LAL,SA,,,,
14729-9579,PF,Zach,Randolph,26.329166666666666,48,6600,MIN@MEM,MEM,MIN,,,,
14729-15771,PF,Gorgui,Dieng,22.475925925925928,54,6500,MIN@MEM,MIN,MEM,,,,
14729-14506,PG,Brandon,Knight,31.592857142857145,42,6500,HOU@PHO,PHO,HOU,O,Groin,,
14729-14503,C,Jonas,Valanciunas,26.53142857142857,35,6500,TOR@CHI,TOR,CHI,,,,
14729-9446,PG,Jeff,Teague,27.04423076923077,52,6400,MIA@ATL,ATL,MIA,,,,
14729-42669,PF,Julius,Randle,25.77962962962963,54,6300,SA@LAL,LAL,SA,,,,
14729-15684,SG,Victor,Oladipo,27.45625,48,6300,DAL@ORL,ORL,DAL,,,,
14729-15595,SG,Brad,Beal,27.822580645161292,31,6300,DET@WAS,WAS,DET,,,,
14729-17333,SG,Will,Barton,27.44814814814815,54,6100,DEN@SAC,DEN,SAC,,,,
14729-9526,SG,Monta,Ellis,26.650943396226417,53,6100,IND@OKC,IND,OKC,,,,
14729-14521,PF,Kenneth,Faried,26.32340425531915,47,6100,DEN@SAC,DEN,SAC,,,,
14729-16201,PG,Michael,Carter-Williams,27.322448979591837,49,6000,CHA@MIL,MIL,CHA,,,,
14729-16008,PF,Jared,Sullinger,25.37777777777778,54,6000,BOS@UTA,BOS,UTA,,,,
14729-15904,SG,Rodney,Hood,23.341176470588238,51,6000,BOS@UTA,UTA,BOS,,,,
14729-15800,SF,Jae,Crowder,26.334545454545456,55,6000,BOS@UTA,BOS,UTA,,,,
14729-14511,PF,Markieff,Morris,21.71081081081081,37,6000,DET@WAS,WAS,DET,O,Coach's decision,,
14729-41594,PF,Aaron,Gordon,19.068627450980394,51,5900,DAL@ORL,ORL,DAL,,,,
14729-12359,SF,Evan,Turner,22.445454545454545,55,5900,BOS@UTA,BOS,UTA,,,,
14729-20640,PG,Jordan,Clarkson,24.48867924528302,53,5800,SA@LAL,LAL,SA,,,,
14729-19138,PG,Elfrid,Payton,24.772916666666664,48,5800,DAL@ORL,ORL,DAL,,,,
14729-9609,C,Al,Jefferson,25.063157894736843,19,5800,CHA@MIL,CHA,MIL,GTD,Knee,,
14729-9722,PG,Deron,Williams,25.702173913043477,46,5800,DAL@ORL,DAL,ORL,,,,
14729-9703,PG,George,Hill,24.186956521739127,46,5800,IND@OKC,IND,OKC,,,,
14729-9710,C,Tim,Duncan,24.72820512820513,39,5800,SA@LAL,SA,LAL,,,,
14729-63124,PG,Emmanuel,Mudiay,23.857499999999998,40,5700,DEN@SAC,DEN,SAC,,,,
14729-9957,PF,Serge,Ibaka,25.82037037037037,54,5700,IND@OKC,OKC,IND,,,,
14729-9454,C,Zaza,Pachulia,26.53,50,5700,DAL@ORL,DAL,ORL,,,,
14729-12334,SG,Avery,Bradley,23.552,50,5700,BOS@UTA,BOS,UTA,,,,
14729-9538,SF,Trevor,Ariza,23.666666666666668,54,5700,HOU@PHO,HOU,PHO,,,,
14729-55062,C,Nikola,Jokic,21.194230769230767,52,5700,DEN@SAC,DEN,SAC,,,,
14729-15636,SG,Kentavious,Caldwell-Pope,24.046,50,5600,DET@WAS,DET,WAS,,,,
14729-14512,SF,Marcus,Morris,24.166037735849056,53,5600,DET@WAS,DET,WAS,,,,
14729-9673,PG,Goran,Dragic,23.906818181818185,44,5600,MIA@ATL,MIA,ATL,,,,
14729-58253,PF,Myles,Turner,19.106451612903225,31,5500,IND@OKC,IND,OKC,,,,
14729-9873,C,Robin,Lopez,20.71090909090909,55,5500,NY@BKN,NY,BKN,,,,
14729-15628,SF,Otto,Porter,24.257777777777775,45,5500,DET@WAS,WAS,DET,,,,
14729-9451,PF,Marvin,Williams,23.01132075471698,53,5500,CHA@MIL,CHA,MIL,GTD,Neck,,
14729-14518,SF,Tobias,Harris,26.553061224489795,49,5500,DET@WAS,DET,WAS,,,,
14729-9662,SG,Louis,Williams,23.56153846153846,52,5500,SA@LAL,LAL,SA,,,,
14729-9787,SF,DeMarre,Carroll,21.52173913043478,23,5400,TOR@CHI,TOR,CHI,O,Knee,,
14729-23824,PG,Archie,Goodwin,15.164705882352942,34,5400,HOU@PHO,PHO,HOU,,,,
14729-15758,SF,Michael,Kidd-Gilchrist,22.928571428571427,7,5400,CHA@MIL,CHA,MIL,O,Shoulder,,
14729-58460,SG,Devin,Booker,15.704166666666666,48,5400,HOU@PHO,PHO,HOU,,,,
14729-9772,PF,Ryan,Anderson,25.827450980392157,51,5300,PHI@NO,NO,PHI,,,,
14729-23670,PG,Marcus,Smart,22.11764705882353,34,5300,BOS@UTA,BOS,UTA,,,,
