Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
9642,PG,Russell,Westbrook,51.3,9,11400,BOS@OKC,OKC,BOS,,,,
15755,PF,Anthony,Davis,43.4,7,10700,NO@NY,NO,NY,O,Hip,,
12362,C,DeMarcus,Cousins,42.9,6,10500,TOR@SAC,SAC,TOR,,,,
15557,C,Andre,Drummond,47.1,9,9700,DET@LAL,DET,LAL,,,,
9508,SF,Carmelo,Anthony,37.3,10,9400,NO@NY,NY,NO,,,,
20848,PG,Damian,Lillard,39.9,10,9100,POR@CHA,POR,CHA,,,,
9535,PG,Kyle,Lowry,38.4,10,8600,TOR@SAC,TOR,SAC,,,,
12351,PF,Derrick,Favors,34.7,9,8300,UTA@ATL,UTA,ATL,,,,
9729,PF,Paul,Millsap,37.2,11,8200,UTA@ATL,ATL,UTA,,,,
14523,PG,Reggie,Jackson,33.6,9,8000,DET@LAL,DET,LAL,,,,
9453,C,Al,Horford,35.1,11,7800,UTA@ATL,ATL,UTA,,,,
40203,C,Rudy,Gobert,31.8,7,7700,UTA@ATL,UTA,ATL,O,Ankle,,
9714,SG,DeMar,DeRozan,32.8,10,7600,TOR@SAC,TOR,SAC,,,,
9455,PG,Rajon,Rondo,35.9,10,7500,TOR@SAC,SAC,TOR,,,,
9581,C,Marc,Gasol,28.5,10,7500,MEM@MIN,MEM,MIN,,,,
9577,SF,Rudy,Gay,29.5,9,7500,TOR@SAC,SAC,TOR,GTD,Illness,,
14496,PG,Ricky,Rubio,34.4,6,7400,MEM@MIN,MIN,MEM,GTD,Hamstring,,
9446,PG,Jeff,Teague,31.1,11,7200,UTA@ATL,ATL,UTA,GTD,Ankle,,
14559,PG,Isaiah,Thomas,32.8,8,7200,BOS@OKC,BOS,OKC,,,,
9566,SG,Kobe,Bryant,24.7,7,7200,DET@LAL,LAL,DET,,,,
9957,PF,Serge,Ibaka,30.3,9,7100,BOS@OKC,OKC,BOS,,,,
49116,SF,Andrew,Wiggins,26.9,8,7100,MEM@MIN,MIN,MEM,,,,
14507,PG,Kemba,Walker,29.4,9,7000,POR@CHA,CHA,POR,,,,
9579,PF,Zach,Randolph,27.1,10,7000,MEM@MIN,MEM,MIN,,,,
9809,SF,Nicolas,Batum,30,9,6900,POR@CHA,CHA,POR,,,,
58462,C,Karl-Anthony,Towns,33.4,9,6900,MEM@MIN,MIN,MEM,,,,
12366,SF,Gordon,Hayward,26.3,9,6800,UTA@ATL,UTA,ATL,,,,
9609,C,Al,Jefferson,25.3,9,6600,POR@CHA,CHA,POR,,,,
19067,SG,C.J.,McCollum,29.6,10,6500,POR@CHA,POR,CHA,,,,
14503,C,Jonas,Valanciunas,28.6,10,6400,TOR@SAC,TOR,SAC,,,,
9575,PG,Mike,Conley,26,10,6300,MEM@MIN,MEM,MIN,,,,
14516,C,Enes,Kanter,23.8,9,6200,BOS@OKC,OKC,BOS,,,,
14512,SF,Marcus,Morris,27.9,9,6100,DET@LAL,DET,LAL,,,,
9772,PF,Ryan,Anderson,27,9,6000,NO@NY,NO,NY,,,,
20640,PG,Jordan,Clarkson,22.8,9,6000,DET@LAL,LAL,DET,,,,
9556,SG,Eric,Gordon,28.5,9,6000,NO@NY,NO,NY,,,,
9787,SF,DeMarre,Carroll,21.6,7,5900,TOR@SAC,TOR,SAC,,,,
12342,SF,Al-Farouq,Aminu,26.3,10,5900,POR@CHA,POR,CHA,,,,
12359,SF,Evan,Turner,21.2,8,5800,BOS@OKC,BOS,OKC,,,,
42669,PF,Julius,Randle,26.1,9,5800,DET@LAL,LAL,DET,,,,
40783,SG,Zach,LaVine,21.4,9,5800,MEM@MIN,MIN,MEM,,,,
9663,PG,Jrue,Holiday,21.2,6,5800,NO@NY,NO,NY,,,,
12511,PG,Ishmael,Smith,27.5,9,5700,NO@NY,NO,NY,,,,
16008,PF,Jared,Sullinger,27.5,8,5600,BOS@OKC,BOS,OKC,,,,
63122,PF,Kristaps,Porzingis,25.3,10,5500,NO@NY,NY,NO,,,,
12334,SG,Avery,Bradley,18.6,6,5500,BOS@OKC,BOS,OKC,GTD,Calf,,
15590,C,Mason,Plumlee,25,10,5500,POR@CHA,POR,CHA,,,,
9624,PG,Darren,Collison,24.7,6,5500,TOR@SAC,SAC,TOR,O,Hamstring,,
9553,C,Roy,Hibbert,23.1,9,5400,DET@LAL,LAL,DET,,,,
14510,SG,Alec,Burks,23.5,9,5400,UTA@ATL,UTA,ATL,,,,
23670,PG,Marcus,Smart,19.7,5,5300,BOS@OKC,BOS,OKC,,,,
15843,PG,Trey,Burke,19.5,9,5200,UTA@ATL,UTA,ATL,,,,
9862,C,Amir,Johnson,20.2,8,5200,BOS@OKC,BOS,OKC,,,,
