Player ID,Position,Player Name,Team,Opponent,Salary,PPG
57820,PG,Kirk Hinrich,Hawks,Raptors,5000,8.7
57820,SG,Kirk Hinrich,Hawks,Raptors,5000,8.7
280587,C,Al Horford,Hawks,Raptors,13500,32.7
280587,PF,Al Horford,Hawks,Raptors,13500,32.7
398043,PG,Jeff Teague,Hawks,Raptors,12700,28.4
58293,SG,Kyle Korver,Hawks,Raptors,8700,19.6
58293,SF,Kyle Korver,Hawks,Raptors,8700,19.6
229649,C,Kris Humphries,Hawks,Raptors,6350,14.3
229649,PF,Kris Humphries,Hawks,Raptors,6350,14.3
329187,SG,Thabo Sefolosha,Hawks,Raptors,5750,16.7
329187,SF,Thabo Sefolosha,Hawks,Raptors,5750,16.7
393436,C,Tiago Splitter,Hawks,Raptors,6500,11.9
237675,C,Paul Millsap,Hawks,Raptors,15350,38.1
237675,PF,Paul Millsap,Hawks,Raptors,15350,38.1
398034,PF,Mike Scott,Hawks,Raptors,5000,12.0
410764,SG,Kent Bazemore,Hawks,Raptors,10350,24.2
410764,SF,Kent Bazemore,Hawks,Raptors,10350,24.2
739958,PG,Dennis Schroder,Hawks,Raptors,8600,22.2
551771,SG,Tim Hardaway Jr.,Hawks,Raptors,5000,9.2
551771,SF,Tim Hardaway Jr.,Hawks,Raptors,5000,9.2
520388,C,Mike Muscala,Hawks,Raptors,5000,8.3
520388,PF,Mike Muscala,Hawks,Raptors,5000,8.3
830651,C,Walter Tavares,Hawks,Raptors,5000,5.8
504905,SG,Lamar Patterson,Hawks,Raptors,5000,6.1
398424,PG,E'Twaun Moore,Bulls,Spurs,7850,13.5
398424,SG,E'Twaun Moore,Bulls,Spurs,7850,13.5
263220,C,Joakim Noah,Bulls,Spurs,5000,22.5
263220,PF,Joakim Noah,Bulls,Spurs,5000,22.5
399612,PG,Derrick Rose,Bulls,Spurs,12650,27.0
330057,C,Taj Gibson,Bulls,Spurs,9550,21.1
330057,PF,Taj Gibson,Bulls,Spurs,9550,21.1
599809,PF,Nikola Mirotic,Bulls,Spurs,10700,22.6
599809,SF,Nikola Mirotic,Bulls,Spurs,10700,22.6
458730,SG,Jimmy Butler,Bulls,Spurs,15500,38.0
458730,SF,Jimmy Butler,Bulls,Spurs,15500,38.0
168066,SG,Mike Dunleavy,Bulls,Spurs,7900,16.8
168066,SF,Mike Dunleavy,Bulls,Spurs,7900,16.8
