Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,11000,Cle@OKC 03:30PM ET,53.741,OKC
SF,Kevin Durant,10000,Cle@OKC 03:30PM ET,48.964,OKC
SF,LeBron James,9700,Cle@OKC 03:30PM ET,47.514,Cle
PF,Anthony Davis,9700,NO@Det 03:30PM ET,45.828,NO
PG,Damian Lillard,9600,Uta@Por 09:00PM ET,44.255,Por
C,Pau Gasol,8500,LAL@Chi 08:00PM ET,40.877,Chi
SG,Jimmy Butler,8500,LAL@Chi 08:00PM ET,39.682,Chi
SF,Paul George,8400,Ind@Orl 06:00PM ET,42.523,Ind
PG,Kyle Lowry,8300,Mem@Tor 06:00PM ET,42.217,Tor
SG,Eric Bledsoe,8300,SA@Pho 05:00PM ET,39.056,Pho
PG,Kemba Walker,8000,Cha@Bkn 06:00PM ET,38.269,Cha
C,Andre Drummond,8000,NO@Det 03:30PM ET,43.273,Det
PG,Kyrie Irving,7900,Cle@OKC 03:30PM ET,31.333,Cle
PG,Isaiah Thomas,7800,Bos@Den 05:00PM ET,37.522,Bos
SG,DeMar DeRozan,7600,Mem@Tor 06:00PM ET,36.925,Tor
SF,Kawhi Leonard,7500,SA@Pho 05:00PM ET,38.064,SA
C,Brook Lopez,7400,Cha@Bkn 06:00PM ET,37.836,Bkn
PF,Kevin Love,7400,Cle@OKC 03:30PM ET,36.029,Cle
C,Nikola Vucevic,7400,Ind@Orl 06:00PM ET,36.530,Orl
SG,Nicolas Batum,7300,Cha@Bkn 06:00PM ET,33.922,Cha
PG,Jrue Holiday,7300,NO@Det 03:30PM ET,30.167,NO
PG,Derrick Rose,7200,LAL@Chi 08:00PM ET,28.729,Chi
PF,Derrick Favors,7200,Uta@Por 09:00PM ET,34.358,Uta
PG,Brandon Knight,7200,SA@Pho 05:00PM ET,34.756,Pho
PG,Ish Smith,7100,Phi@Dal 07:00PM ET,28.429,Phi
PF,Zach Randolph,7000,Mem@Tor 06:00PM ET,27.888,Mem
C,Marc Gasol,7000,Mem@Tor 06:00PM ET,34.731,Mem
SF,Gordon Hayward,7000,Uta@Por 09:00PM ET,34.264,Uta
SG,C.J. McCollum,7000,Uta@Por 09:00PM ET,34.646,Por
SF,Danilo Gallinari,6900,Bos@Den 05:00PM ET,33.000,Den
PF,LaMarcus Aldridge,6800,SA@Pho 05:00PM ET,31.887,SA
SG,Tyreke Evans,6800,NO@Det 03:30PM ET,34.210,NO
C,Rudy Gobert,6800,Uta@Por 09:00PM ET,32.662,Uta
PG,Mike Conley,6700,Mem@Tor 06:00PM ET,31.120,Mem
PF,Thaddeus Young,6700,Cha@Bkn 06:00PM ET,32.473,Bkn
PG,Reggie Jackson,6600,NO@Det 03:30PM ET,33.875,Det
PF,Nerlens Noel,6600,Phi@Dal 07:00PM ET,29.351,Phi
SG,Victor Oladipo,6500,Ind@Orl 06:00PM ET,29.929,Orl
