Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
SG,James Harden,10800,Hou@Pho 09:00PM ET,50.333,Hou
PF,Anthony Davis,10000,LAL@NO 09:30PM ET,45.762,NO
PG,Damian Lillard,8900,Tor@Por 10:00PM ET,42.866,Por
PG,Kyle Lowry,8700,Tor@Por 10:00PM ET,41.959,Tor
C,Andre Drummond,8600,NY@Det 07:00PM ET,43.827,Det
SF,Carmelo Anthony,8500,NY@Det 07:00PM ET,38.815,NY
SG,Eric Bledsoe,8300,Hou@Pho 09:00PM ET,39.056,Pho
SG,DeMar DeRozan,8000,Tor@Por 10:00PM ET,36.668,Tor
C,Dwight Howard,7400,Hou@Pho 09:00PM ET,35.875,Hou
PG,Jrue Holiday,7200,LAL@NO 09:30PM ET,28.012,NO
PG,Brandon Knight,7200,Hou@Pho 09:00PM ET,34.756,Pho
SG,C.J. McCollum,7000,Tor@Por 10:00PM ET,34.708,Por
SG,Tyreke Evans,6900,LAL@NO 09:30PM ET,34.210,NO
PG,Reggie Jackson,6800,NY@Det 07:00PM ET,34.347,Det
PF,Kristaps Porzingis,6800,NY@Det 07:00PM ET,30.745,NY
PF,Julius Randle,6700,LAL@NO 09:30PM ET,27.505,LAL
PF,Ryan Anderson,6400,LAL@NO 09:30PM ET,29.156,NO
SF,Trevor Ariza,6200,Hou@Pho 09:00PM ET,25.610,Hou
C,Jonas Valanciunas,6100,Tor@Por 10:00PM ET,27.875,Tor
SG,Devin Booker,6000,Hou@Pho 09:00PM ET,16.284,Pho
SG,Kobe Bryant,5900,LAL@NO 09:30PM ET,28.890,LAL
SG,Archie Goodwin,5900,Hou@Pho 09:00PM ET,14.700,Pho
SG,Lou Williams,5800,LAL@NO 09:30PM ET,25.469,LAL
PG,Norris Cole,5800,LAL@NO 09:30PM ET,19.442,NO
PF,Markieff Morris,5700,Hou@Pho 09:00PM ET,21.977,Pho
SG,Kentavious Caldwell-Pope,5600,NY@Det 07:00PM ET,26.097,Det
PF,Ersan Ilyasova,5500,NY@Det 07:00PM ET,22.911,Det
PG,Jordan Clarkson,5500,LAL@NO 09:30PM ET,25.719,LAL
PF,Clint Capela,5500,Hou@Pho 09:00PM ET,21.173,Hou
SF,P.J. Tucker,5400,Hou@Pho 09:00PM ET,19.465,Pho
SF,Marcus Morris,5400,NY@Det 07:00PM ET,25.453,Det
C,Mason Plumlee,5300,Tor@Por 10:00PM ET,26.180,Por
SF,Al-Farouq Aminu,5200,Tor@Por 10:00PM ET,24.285,Por
