Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
14597-12362,C,DeMarcus,Cousins,46.6,39,11100,CHI@SAC,SAC,CHI,GTD,Ankle,,
14597-9642,PG,Russell,Westbrook,48.7,50,10900,ORL@OKC,OKC,ORL,,,,
14597-9524,PG,Stephen,Curry,46.8,46,10700,GS@WAS,GS,WAS,,,,
14597-9646,SF,Kevin,Durant,44.7,43,10500,ORL@OKC,OKC,ORL,,,,
14597-9488,SF,LeBron,James,44.1,46,10200,CLE@CHA,CLE,CHA,,,,
14597-15755,PF,Anthony,Davis,43.1,41,10100,NO@SA,NO,SA,,,,
14597-12332,PG,John,Wall,40.8,46,9700,GS@WAS,WAS,GS,,,,
14597-9623,PG,Chris,Paul,39.3,43,9700,MIN@LAC,LAC,MIN,,,,
14597-15860,PF,Draymond,Green,39.3,47,9000,GS@WAS,GS,WAS,,,,
14597-9621,C,Brook,Lopez,35.9,49,8900,IND@BKN,BKN,IND,,,,
14597-14528,SG,Jimmy,Butler,37.8,47,8800,CHI@SAC,CHI,SAC,,,,
14597-15557,C,Andre,Drummond,40.8,49,8700,DET@BOS,DET,BOS,,,,
14597-9570,C,Pau,Gasol,37.8,45,8700,CHI@SAC,CHI,SAC,,,,
14597-58462,C,Karl-Anthony,Towns,33.4,49,8600,MIN@LAC,MIN,LAC,,,,
14597-9455,PG,Rajon,Rondo,37.1,46,8500,CHI@SAC,SAC,CHI,GTD,Toe,,
14597-14507,PG,Kemba,Walker,35.4,48,8400,CLE@CHA,CHA,CLE,GTD,Knee,,
14597-12366,SF,Gordon,Hayward,32,47,8300,DEN@UTA,UTA,DEN,,,,
14597-9561,C,DeAndre,Jordan,34.3,46,8200,MIN@LAC,LAC,MIN,,,,
14597-12341,SF,Paul,George,38.3,48,8200,IND@BKN,IND,BKN,,,,
14597-14514,C,Nikola,Vucevic,33.8,44,8100,ORL@OKC,ORL,OKC,,,,
14597-9729,PF,Paul,Millsap,37.3,49,8000,ATL@PHI,ATL,PHI,,,,
14597-9577,SF,Rudy,Gay,31.6,42,8000,CHI@SAC,SAC,CHI,,,,
14597-12363,C,Hassan,Whiteside,33,41,7900,MIA@DAL,MIA,DAL,O,Oblique,,
14597-9585,SG,Dwyane,Wade,31.2,46,7900,MIA@DAL,MIA,DAL,,,,
14597-14559,PG,Isaiah,Thomas,34.6,50,7800,DET@BOS,BOS,DET,,,,
14597-9874,PF,Kevin,Love,33.5,47,7700,CLE@CHA,CLE,CHA,,,,
14597-9718,PF,Chris,Bosh,33.3,49,7600,MIA@DAL,MIA,DAL,,,,
14597-40203,C,Rudy,Gobert,29.7,27,7300,DEN@UTA,UTA,DEN,,,,
14597-12351,PF,Derrick,Favors,32.2,30,7200,DEN@UTA,UTA,DEN,,,,
14597-9453,C,Al,Horford,31.2,50,7100,ATL@PHI,ATL,PHI,,,,
14597-14513,SF,Kawhi,Leonard,35.6,46,7100,NO@SA,SA,NO,,,,
14597-14509,SG,Klay,Thompson,29.9,46,7100,GS@WAS,GS,WAS,,,,
14597-14523,PG,Reggie,Jackson,31.9,49,7000,DET@BOS,DET,BOS,,,,
14597-9637,SF,Danilo,Gallinari,30.6,43,7000,DEN@UTA,DEN,UTA,,,,
14597-9526,SG,Monta,Ellis,27.2,48,6900,IND@BKN,IND,BKN,,,,
14597-14498,PG,Kyrie,Irving,26.7,21,6900,CLE@CHA,CLE,CHA,,,,
14597-9661,C,Marcin,Gortat,29.8,40,6900,GS@WAS,WAS,GS,,,,
14597-12511,PG,Ishmael,Smith,32.9,17,6900,ATL@PHI,PHI,ATL,,,,
14597-9688,PF,LaMarcus,Aldridge,29.5,44,6900,NO@SA,SA,NO,,,,
14597-23825,PF,Nerlens,Noel,26.5,42,6800,ATL@PHI,PHI,ATL,,,,
14597-9500,PF,Dirk,Nowitzki,29.6,45,6800,MIA@DAL,DAL,MIA,,,,
14597-14537,SF,Chandler,Parsons,21.4,43,6800,MIA@DAL,DAL,MIA,,,,
14597-9663,PG,Jrue,Holiday,26.1,41,6800,NO@SA,NO,SA,,,,
14597-14496,PG,Ricky,Rubio,29.9,43,6700,MIN@LAC,MIN,LAC,,,,
14597-9692,SG,Tyreke,Evans,31.5,25,6700,NO@SA,NO,SA,GTD,Knee,,
14597-58083,C,Jahlil,Okafor,28.5,42,6400,ATL@PHI,PHI,ATL,,,,
14597-49116,SG,Andrew,Wiggins,28.2,48,6300,MIN@LAC,MIN,LAC,,,,
14597-9666,PF,Thaddeus,Young,29.9,49,6300,IND@BKN,BKN,IND,,,,
14597-9772,PF,Ryan,Anderson,26.8,45,6200,NO@SA,NO,SA,,,,
14597-9446,PG,Jeff,Teague,26.7,47,6200,ATL@PHI,ATL,PHI,,,,
14597-9454,C,Zaza,Pachulia,27,46,6200,MIA@DAL,DAL,MIA,,,,
14597-14521,PF,Kenneth,Faried,26.4,42,6200,DEN@UTA,DEN,UTA,,,,
14597-55062,C,Nikola,Jokic,21.2,47,6200,DEN@UTA,DEN,UTA,,,,
14597-15800,SF,Jae,Crowder,26.4,50,6100,DET@BOS,BOS,DET,,,,
14597-9809,SF,Nicolas,Batum,29.9,39,6100,CLE@CHA,CHA,CLE,GTD,Toe,,
14597-15684,SG,Victor,Oladipo,27,43,6100,ORL@OKC,ORL,OKC,,,,
14597-9475,PG,Derrick,Rose,25.3,41,6000,CHI@SAC,CHI,SAC,,,,
14597-15636,SG,Kentavious,Caldwell-Pope,24.4,49,5900,DET@BOS,DET,BOS,,,,
14597-17333,SG,Will,Barton,27.3,49,5900,DEN@UTA,DEN,UTA,,,,
14597-15595,SG,Brad,Beal,27.2,25,5900,GS@WAS,WAS,GS,,,,
14597-15904,SG,Rodney,Hood,22.7,45,5900,DEN@UTA,UTA,DEN,,,,
14597-9703,PG,George,Hill,24.2,41,5900,IND@BKN,IND,BKN,,,,
14597-15758,SF,Michael,Kidd-Gilchrist,29.9,2,5800,CLE@CHA,CHA,CLE,,,,
14597-9957,PF,Serge,Ibaka,25.9,50,5800,ORL@OKC,OKC,ORL,,,,
14597-12334,SG,Avery,Bradley,23.4,45,5800,DET@BOS,BOS,DET,,,,
14597-9710,C,Tim,Duncan,25.1,37,5800,NO@SA,SA,NO,O,Knee,,
14597-9451,PF,Marvin,Williams,22.9,48,5700,CLE@CHA,CHA,CLE,,,,
14597-23670,PG,Marcus,Smart,22.3,29,5700,DET@BOS,BOS,DET,,,,
14597-19138,PG,Elfrid,Payton,24.5,43,5600,ORL@OKC,ORL,OKC,,,,
14597-15771,C,Gorgui,Dieng,21.2,49,5500,MIN@LAC,MIN,LAC,,,,
14597-58253,PF,Myles,Turner,18.4,26,5500,IND@BKN,IND,BKN,,,,
14597-14518,SF,Tobias,Harris,26.6,47,5500,ORL@OKC,ORL,OKC,,,,
