First Name,Last Name,Team,VS,Pos,FPPG,Sal
Norris,Cole,NOP,MIN @ NOP,PG,19.88,4300
Kevin,Garnett,MIN,MIN @ NOP,PF,11.43,3700
Alonzo,Gee,NOP,MIN @ NOP,SF,10.92,3400
Dante,Cunningham,NOP,MIN @ NOP,SF,9.59,3300
Kevin,Martin,MIN,MIN @ NOP,SG,12.89,3800
Ricky,Rubio,MIN,MIN @ NOP,PG,30.61,5000
Shabazz,Muhammad,MIN,MIN @ NOP,SF,16.36,3950
Nikola,Pekovic,MIN,MIN @ NOP,C,8.15,3800
Gorgui,Dieng,MIN,MIN @ NOP,C,25.60,5200
Kendrick,Perkins,NOP,MIN @ NOP,C,3.86,3000
Tayshaun,Prince,MIN,MIN @ NOP,SF,8.34,3000
Quincy,Pondexter,NOP,MIN @ NOP,SF,4.50,3000
Omer,Asik,NOP,MIN @ NOP,C,13.39,3600
Ryan,Anderson,NOP,MIN @ NOP,PF,25.14,4550
Jrue,Holiday,NOP,MIN @ NOP,PG,30.64,5700
Anthony,Davis,NOP,MIN @ NOP,PF,44.16,7600
Tyreke,Evans,NOP,MIN @ NOP,SG,31.21,5200
Eric,Gordon,NOP,MIN @ NOP,SG,19.40,4300
Toney,Douglas,NOP,MIN @ NOP,PG,12.19,3600
Alexis,Ajinca,NOP,MIN @ NOP,C,11.33,3300
Luke,Babbitt,NOP,MIN @ NOP,SF,2.27,3000
Adreian,Payne,MIN,MIN @ NOP,PF,5.66,3300
Andrew,Wiggins,MIN,MIN @ NOP,SF,29.03,4900
Zach,LaVine,MIN,MIN @ NOP,PG,20.05,4200
Damjan,Rudez,MIN,MIN @ NOP,SF,2.94,3000
Karl-Anthony,Towns,MIN,MIN @ NOP,C,37.59,6150
Tyus,Jones,MIN,MIN @ NOP,PG,9.89,3000
Nemanja,Bjelica,MIN,MIN @ NOP,PF,8.58,3300
Bryce,Dejean-Jones,NOP,MIN @ NOP,SG,12.44,3700
Gerald,Henderson,POR,POR @ CHI,SG,14.37,3850
E'Twaun,Moore,CHI,POR @ CHI,SG,13.74,4100
Moe,Harkless,POR,POR @ CHI,SF,11.55,3800
Mason,Plumlee,POR,POR @ CHI,C,23.05,4100
Jimmy,Butler,CHI,POR @ CHI,SG,38.33,6250
Tony,Snell,CHI,POR @ CHI,SF,11.19,3500
Derrick,Rose,CHI,POR @ CHI,PG,27.72,5450
Mike,Dunleavy,CHI,POR @ CHI,SF,12.66,3700
Taj,Gibson,CHI,POR @ CHI,PF,22.97,4300
Meyers,Leonard,POR,POR @ CHI,C,15.95,3800
Damian,Lillard,POR,POR @ CHI,PG,40.52,6600
