Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Stephen Curry,10700,Dal@GS 10:30PM ET,52.483,GS
PG,Russell Westbrook,10600,OKC@Min 08:00PM ET,52.685,OKC
SG,James Harden,10000,Hou@SA 08:00PM ET,49.920,Hou
SF,LeBron James,9900,Pho@Cle 07:00PM ET,47.060,Cle
SF,Kevin Durant,9800,OKC@Min 08:00PM ET,47.737,OKC
PG,Chris Paul,9700,LAC@Atl 08:00PM ET,42.564,LAC
PF,Draymond Green,8900,Dal@GS 10:30PM ET,43.267,GS
PG,Kemba Walker,8800,Cha@Uta 09:00PM ET,38.233,Cha
PF,Blake Griffin,8600,LAC@Atl 08:00PM ET,43.567,LAC
C,Andre Drummond,8500,Phi@Det 07:30PM ET,43.856,Det
PF,Paul Millsap,8300,LAC@Atl 08:00PM ET,40.911,Atl
SG,Eric Bledsoe,8300,Pho@Cle 07:00PM ET,39.056,Pho
SF,Kawhi Leonard,8200,Hou@SA 08:00PM ET,38.390,SA
PG,Isaiah Thomas,7800,Den@Bos 07:30PM ET,37.804,Bos
C,Dwight Howard,7700,Hou@SA 08:00PM ET,36.628,Hou
PG,Ish Smith,7400,Phi@Det 07:30PM ET,27.463,Phi
SF,Gordon Hayward,7300,Cha@Uta 09:00PM ET,34.233,Uta
PG,Brandon Knight,7200,Pho@Cle 07:00PM ET,34.756,Pho
PF,LaMarcus Aldridge,7100,Hou@SA 08:00PM ET,30.780,SA
PF,Kevin Love,7100,Pho@Cle 07:00PM ET,36.047,Cle
C,DeAndre Jordan,7100,LAC@Atl 08:00PM ET,35.833,LAC
SF,Danilo Gallinari,7000,Den@Bos 07:30PM ET,32.417,Den
SG,Klay Thompson,7000,Dal@GS 10:30PM ET,31.744,GS
PG,Reggie Jackson,7000,Phi@Det 07:30PM ET,34.911,Det
C,Karl-Anthony Towns,7000,OKC@Min 08:00PM ET,34.962,Min
SF,Nicolas Batum,6900,Cha@Uta 09:00PM ET,33.770,Cha
C,Al Horford,6800,LAC@Atl 08:00PM ET,33.315,Atl
PF,Derrick Favors,6800,Cha@Uta 09:00PM ET,34.417,Uta
C,Rudy Gobert,6700,Cha@Uta 09:00PM ET,31.219,Uta
SG,Andrew Wiggins,6600,OKC@Min 08:00PM ET,30.344,Min
SF,Chandler Parsons,6500,Dal@GS 10:30PM ET,21.684,Dal
PG,Kyrie Irving,6500,Pho@Cle 07:00PM ET,27.176,Cle
PG,Ricky Rubio,6400,OKC@Min 08:00PM ET,31.944,Min
PF,Nerlens Noel,6400,Phi@Det 07:30PM ET,28.109,Phi
PF,Dirk Nowitzki,6300,Dal@GS 10:30PM ET,31.810,Dal
SF,Jae Crowder,6300,Den@Bos 07:30PM ET,28.674,Bos
C,Jahlil Okafor,6300,Phi@Det 07:30PM ET,30.713,Phi
SF,Robert Covington,6200,Phi@Det 07:30PM ET,24.979,Phi
PG,Deron Williams,6100,Dal@GS 10:30PM ET,28.401,Dal
SG,Rodney Hood,5900,Cha@Uta 09:00PM ET,24.101,Uta
C,Zaza Pachulia,5800,Dal@GS 10:30PM ET,29.157,Dal
SG,Avery Bradley,5800,Den@Bos 07:30PM ET,25.061,Bos
PG,Emmanuel Mudiay,5800,Den@Bos 07:30PM ET,25.573,Den
C,Al Jefferson,5700,Cha@Uta 09:00PM ET,26.053,Cha
PG,Jeremy Lin,5700,Cha@Uta 09:00PM ET,23.820,Cha
PF,Kenneth Faried,5700,Den@Bos 07:30PM ET,27.605,Den
PF,Serge Ibaka,5700,OKC@Min 08:00PM ET,27.728,OKC
SG,Kentavious Caldwell-Pope,5700,Phi@Det 07:30PM ET,26.028,Det
SF,Trevor Ariza,5600,Hou@SA 08:00PM ET,25.500,Hou
SF,Kent Bazemore,5600,LAC@Atl 08:00PM ET,25.585,Atl
SG,Will Barton,5600,Den@Bos 07:30PM ET,29.561,Den
PF,Clint Capela,5600,Hou@SA 08:00PM ET,21.576,Hou
PF,Ersan Ilyasova,5500,Phi@Det 07:30PM ET,23.050,Det
SF,Wilson Chandler,5500,Den@Bos 07:30PM ET,0,Den
