First Name,Last Name,Team,VS,Pos,FPPG,Sal
Nikola,Vucevic,ORL,GSW @ ORL,C,35.96,6000
Andrew,Nicholson,ORL,GSW @ ORL,PF,11.81,3300
Victor,Oladipo,ORL,GSW @ ORL,SG,27.98,5350
Shaun,Livingston,GSW,GSW @ ORL,PG,14.60,3500
Anderson,Varejao,GSW,GSW @ ORL,C,8.42,3500
C.J.,Watson,ORL,GSW @ ORL,PG,5.67,3500
Brandon,Jennings,ORL,GSW @ ORL,PG,14.20,4000
Ersan,Ilyasova,ORL,GSW @ ORL,PF,22.53,4100
Brandon,Rush,GSW,GSW @ ORL,SG,11.07,3300
Evan,Fournier,ORL,GSW @ ORL,SG,21.18,4650
Jason,Smith,ORL,GSW @ ORL,C,11.72,3500
Festus,Ezeli,GSW,GSW @ ORL,C,17.00,3700
Andrew,Bogut,GSW,GSW @ ORL,C,20.10,4100
Klay,Thompson,GSW,GSW @ ORL,SG,32.62,5500
Draymond,Green,GSW,GSW @ ORL,PF,40.65,6600
Stephen,Curry,GSW,GSW @ ORL,PG,47.45,7500
Andre,Iguodala,GSW,GSW @ ORL,SF,18.09,4200
Harrison,Barnes,GSW,GSW @ ORL,SF,19.23,4300
Marreese,Speights,GSW,GSW @ ORL,C,12.15,3300
Ian,Clark,GSW,GSW @ ORL,SG,8.02,3000
Dewayne,Dedmon,ORL,GSW @ ORL,C,5.64,3000
Leandro,Barbosa,GSW,GSW @ ORL,SG,10.85,3500
Shabazz,Napier,ORL,GSW @ ORL,PG,8.12,3500
Aaron,Gordon,ORL,GSW @ ORL,PF,20.99,4700
Elfrid,Payton,ORL,GSW @ ORL,PG,24.50,4700
Devyn,Marble,ORL,GSW @ ORL,SG,0.70,3000
James Michael,McAdoo,GSW,GSW @ ORL,PF,5.92,3450
Mario,Hezonja,ORL,GSW @ ORL,SG,9.74,3600
Kevon,Looney,GSW,GSW @ ORL,PF,4.88,3000
Michael,Carter-Williams,MIL,MIL @ BOS,PG,29.44,4700
Evan,Turner,BOS,MIL @ BOS,SG,23.28,4500
