Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PF,DeMarcus Cousins,11000,Sac@Por 10:00PM ET,50.293,Sac
PG,Russell Westbrook,10600,OKC@NY 07:30PM ET,52.685,OKC
SF,Kevin Durant,9800,OKC@NY 07:30PM ET,47.737,OKC
PG,Chris Paul,9700,LAC@Ind 07:00PM ET,42.564,LAC
PG,Damian Lillard,9300,Sac@Por 10:00PM ET,43.077,Por
PG,John Wall,9200,Was@Tor 07:30PM ET,44.866,Was
SF,Paul George,8900,LAC@Ind 07:00PM ET,42.864,Ind
PF,Blake Griffin,8800,LAC@Ind 07:00PM ET,43.567,LAC
PG,Kyle Lowry,8500,Was@Tor 07:30PM ET,42.244,Tor
PG,Rajon Rondo,8400,Sac@Por 10:00PM ET,40.848,Sac
SG,DeMar DeRozan,8300,Was@Tor 07:30PM ET,36.909,Tor
SG,Eric Bledsoe,8300,Pho@Phi 07:00PM ET,39.056,Pho
SF,Carmelo Anthony,8200,OKC@NY 07:30PM ET,38.349,NY
PF,Chris Bosh,7700,Mia@Bkn 07:30PM ET,35.864,Mia
C,Nikola Vucevic,7600,Orl@Mil 08:00PM ET,35.231,Orl
C,Hassan Whiteside,7500,Mia@Bkn 07:30PM ET,35.384,Mia
PG,Ish Smith,7400,Pho@Phi 07:00PM ET,27.463,Phi
SG,Khris Middleton,7300,Orl@Mil 08:00PM ET,30.821,Mil
SG,C.J. McCollum,7300,Sac@Por 10:00PM ET,34.801,Por
PF,Kristaps Porzingis,7300,OKC@NY 07:30PM ET,31.185,NY
C,Brook Lopez,7200,Mia@Bkn 07:30PM ET,37.206,Bkn
C,DeAndre Jordan,7200,LAC@Ind 07:00PM ET,35.833,LAC
SG,Victor Oladipo,7200,Orl@Mil 08:00PM ET,29.434,Orl
PG,Brandon Knight,7200,Pho@Phi 07:00PM ET,34.756,Pho
SF,Giannis Antetokounmpo,7200,Orl@Mil 08:00PM ET,32.017,Mil
C,Marcin Gortat,7100,Was@Tor 07:30PM ET,32.379,Was
C,Greg Monroe,7000,Orl@Mil 08:00PM ET,35.557,Mil
SG,Monta Ellis,6900,LAC@Ind 07:00PM ET,28.369,Ind
SF,Rudy Gay,6800,Sac@Por 10:00PM ET,31.881,Sac
PG,Michael Carter-Williams,6700,Orl@Mil 08:00PM ET,30.128,Mil
SG,Dwyane Wade,6500,Mia@Bkn 07:30PM ET,31.591,Mia
SF,Otto Porter,6500,Was@Tor 07:30PM ET,26.691,Was
PF,Thaddeus Young,6400,Mia@Bkn 07:30PM ET,32.472,Bkn
SF,Tobias Harris,6400,Orl@Mil 08:00PM ET,29.244,Orl
SG,Bradley Beal,6400,Was@Tor 07:30PM ET,31.857,Was
PF,Nerlens Noel,6400,Pho@Phi 07:00PM ET,28.109,Phi
PF,Dirk Nowitzki,6300,Dal@LAL 10:30PM ET,31.810,Dal
PG,Jarrett Jack,6300,Mia@Bkn 07:30PM ET,31.078,Bkn
SF,Chandler Parsons,6300,Dal@LAL 10:30PM ET,21.684,Dal
C,Jonas Valanciunas,6300,Was@Tor 07:30PM ET,28.306,Tor
PG,Elfrid Payton,6300,Orl@Mil 08:00PM ET,27.132,Orl
C,Jahlil Okafor,6300,Pho@Phi 07:00PM ET,30.713,Phi
PG,Deron Williams,6200,Dal@LAL 10:30PM ET,28.401,Dal
SF,Robert Covington,6100,Pho@Phi 07:00PM ET,24.979,Phi
SF,Omri Casspi,6000,Sac@Por 10:00PM ET,25.243,Sac
SG,Lou Williams,5900,Dal@LAL 10:30PM ET,25.375,LAL
C,Zaza Pachulia,5800,Dal@LAL 10:30PM ET,29.157,Dal
PG,Goran Dragic,5800,Mia@Bkn 07:30PM ET,25.635,Mia
PF,Julius Randle,5800,Dal@LAL 10:30PM ET,26.783,LAL
PF,Serge Ibaka,5700,OKC@NY 07:30PM ET,27.728,OKC
