Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PF,DeMarcus Cousins,11100,Mil@Sac 10:00PM ET,50.622,Sac
PG,Russell Westbrook,11000,Was@OKC 08:00PM ET,53.173,OKC
SF,Kevin Durant,10400,Was@OKC 08:00PM ET,48.548,OKC
PF,Anthony Davis,9800,Mem@NO 08:00PM ET,45.838,NO
SF,LeBron James,9700,Cle@Ind 07:00PM ET,46.917,Cle
PG,John Wall,9400,Was@OKC 08:00PM ET,44.783,Was
C,Pau Gasol,8800,Chi@Uta 09:00PM ET,40.512,Chi
SG,Jimmy Butler,8800,Chi@Uta 09:00PM ET,40.039,Chi
PG,Kyle Lowry,8700,Tor@Den 09:00PM ET,42.410,Tor
SF,Paul George,8700,Cle@Ind 07:00PM ET,42.431,Ind
C,Andre Drummond,8600,Det@Bkn 07:30PM ET,43.708,Det
PG,Rajon Rondo,8400,Mil@Sac 10:00PM ET,40.994,Sac
SF,Kawhi Leonard,8300,Orl@SA 08:30PM ET,38.033,SA
PF,Paul Millsap,8200,Dal@Atl 08:00PM ET,40.303,Atl
SG,DeMar DeRozan,8100,Tor@Den 09:00PM ET,36.840,Tor
C,Marc Gasol,7700,Mem@NO 08:00PM ET,35.432,Mem
C,Nikola Vucevic,7500,Orl@SA 08:30PM ET,35.357,Orl
C,Brook Lopez,7400,Det@Bkn 07:30PM ET,37.943,Bkn
PG,Jrue Holiday,7400,Mem@NO 08:00PM ET,28.356,NO
PF,Kevin Love,7300,Cle@Ind 07:00PM ET,36.707,Cle
SF,Giannis Antetokounmpo,7300,Mil@Sac 10:00PM ET,32.367,Mil
SG,Tyreke Evans,7200,Mem@NO 08:00PM ET,34.210,NO
SF,Gordon Hayward,7200,Chi@Uta 09:00PM ET,34.125,Uta
SF,Danilo Gallinari,7100,Tor@Den 09:00PM ET,32.738,Den
SG,Khris Middleton,7100,Mil@Sac 10:00PM ET,30.969,Mil
PF,LaMarcus Aldridge,7000,Orl@SA 08:30PM ET,30.814,SA
SG,Monta Ellis,7000,Cle@Ind 07:00PM ET,29.388,Ind
SF,Chandler Parsons,7000,Dal@Atl 08:00PM ET,22.768,Dal
PG,Reggie Jackson,7000,Det@Bkn 07:30PM ET,34.380,Det
C,Greg Monroe,7000,Mil@Sac 10:00PM ET,35.463,Mil
C,Marcin Gortat,6900,Was@OKC 08:00PM ET,32.224,Was
PF,Ryan Anderson,6900,Mem@NO 08:00PM ET,29.483,NO
SF,Rudy Gay,6800,Mil@Sac 10:00PM ET,32.137,Sac
C,Al Horford,6700,Dal@Atl 08:00PM ET,33.344,Atl
C,Rudy Gobert,6700,Chi@Uta 09:00PM ET,31.413,Uta
PF,Derrick Favors,6600,Chi@Uta 09:00PM ET,33.940,Uta
PG,Kyrie Irving,6600,Cle@Ind 07:00PM ET,27.813,Cle
SG,Victor Oladipo,6500,Orl@SA 08:30PM ET,28.963,Orl
PG,Michael Carter-Williams,6400,Mil@Sac 10:00PM ET,29.528,Mil
PF,Dirk Nowitzki,6300,Dal@Atl 08:00PM ET,31.625,Dal
PG,Jarrett Jack,6300,Det@Bkn 07:30PM ET,31.078,Bkn
PF,Thaddeus Young,6300,Det@Bkn 07:30PM ET,32.281,Bkn
PG,Mike Conley,6200,Mem@NO 08:00PM ET,30.440,Mem
C,Jonas Valanciunas,6200,Tor@Den 09:00PM ET,28.300,Tor
SG,Bradley Beal,6200,Was@OKC 08:00PM ET,29.927,Was
