Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,11100,Ind@OKC 08:00PM ET,53.611,OKC
PF,DeMarcus Cousins,11000,Den@Sac 10:00PM ET,50.551,Sac
PG,Stephen Curry,10800,GS@Por 10:00PM ET,52.215,GS
SG,James Harden,10600,Hou@Pho 09:30PM ET,50.650,Hou
SF,Kevin Durant,10300,Ind@OKC 08:00PM ET,49.027,OKC
PF,Anthony Davis,9700,Phi@NO 08:00PM ET,45.713,NO
PG,John Wall,9600,Det@Was 07:00PM ET,45.863,Was
PG,Damian Lillard,9200,GS@Por 10:00PM ET,43.537,Por
PF,Draymond Green,9000,GS@Por 10:00PM ET,42.466,GS
C,Pau Gasol,8700,Tor@Chi 08:00PM ET,40.893,Chi
SF,Carmelo Anthony,8600,NY@Bkn 07:30PM ET,39.337,NY
SG,Jimmy Butler,8500,Tor@Chi 08:00PM ET,39.682,Chi
C,Karl-Anthony Towns,8500,Min@Mem 08:00PM ET,36.745,Min
PG,Kyle Lowry,8400,Tor@Chi 08:00PM ET,42.120,Tor
PG,Rajon Rondo,8300,Den@Sac 10:00PM ET,41.289,Sac
SG,Eric Bledsoe,8300,Hou@Pho 09:30PM ET,39.056,Pho
SF,Paul George,8200,Ind@OKC 08:00PM ET,42.443,Ind
C,Andre Drummond,8100,Det@Was 07:00PM ET,43.412,Det
PG,Kemba Walker,8000,Cha@Mil 08:00PM ET,38.178,Cha
PG,Isaiah Thomas,7900,Bos@Uta 10:30PM ET,37.486,Bos
PF,Paul Millsap,7800,Mia@Atl 08:00PM ET,39.556,Atl
SG,DeMar DeRozan,7700,Tor@Chi 08:00PM ET,36.971,Tor
SG,Klay Thompson,7600,GS@Por 10:00PM ET,32.405,GS
SF,Kawhi Leonard,7500,SA@LAL 10:30PM ET,38.064,SA
C,Dwight Howard,7400,Hou@Pho 09:30PM ET,36.375,Hou
SG,Nicolas Batum,7400,Cha@Mil 08:00PM ET,34.131,Cha
PG,Ish Smith,7300,Phi@NO 08:00PM ET,28.339,Phi
C,Brook Lopez,7300,NY@Bkn 07:30PM ET,37.519,Bkn
PG,Derrick Rose,7300,Tor@Chi 08:00PM ET,28.261,Chi
C,Nikola Vucevic,7300,Dal@Orl 07:00PM ET,36.337,Orl
PF,Kristaps Porzingis,7300,NY@Bkn 07:30PM ET,30.968,NY
SG,Khris Middleton,7200,Cha@Mil 08:00PM ET,31.523,Mil
C,Hassan Whiteside,7200,Mia@Atl 08:00PM ET,35.111,Mia
PG,Brandon Knight,7200,Hou@Pho 09:30PM ET,34.756,Pho
PF,Zach Randolph,7100,Min@Mem 08:00PM ET,27.896,Mem
SG,Dwyane Wade,7100,Mia@Atl 08:00PM ET,32.720,Mia
SF,Gordon Hayward,7100,Bos@Uta 10:30PM ET,34.322,Uta
SG,C.J. McCollum,7100,GS@Por 10:00PM ET,34.563,Por
SF,Giannis Antetokounmpo,7100,Cha@Mil 08:00PM ET,32.442,Mil
C,Marc Gasol,7000,Min@Mem 08:00PM ET,34.731,Mem
PF,Derrick Favors,7000,Bos@Uta 10:30PM ET,34.271,Uta
PF,LaMarcus Aldridge,6900,SA@LAL 10:30PM ET,32.143,SA
SF,Danilo Gallinari,6900,Den@Sac 10:00PM ET,32.859,Den
PG,Jrue Holiday,6900,Phi@NO 08:00PM ET,29.665,NO
C,Greg Monroe,6900,Cha@Mil 08:00PM ET,35.716,Mil
PF,Chris Bosh,6800,Mia@Atl 08:00PM ET,34.972,Mia
SG,Tyreke Evans,6800,Phi@NO 08:00PM ET,34.210,NO
SG,Bradley Beal,6800,Det@Was 07:00PM ET,30.283,Was
C,Al Horford,6700,Mia@Atl 08:00PM ET,33.123,Atl
PF,Thaddeus Young,6700,NY@Bkn 07:30PM ET,32.412,Bkn
PF,Gorgui Dieng,6700,Min@Mem 08:00PM ET,24.069,Min
C,Rudy Gobert,6700,Bos@Uta 10:30PM ET,32.258,Uta
SF,Rudy Gay,6600,Den@Sac 10:00PM ET,31.862,Sac
PG,Mike Conley,6500,Min@Mem 08:00PM ET,30.846,Mem
PG,Reggie Jackson,6500,Det@Was 07:00PM ET,33.981,Det
PF,Markieff Morris,6500,Det@Was 07:00PM ET,23.527,Was
PF,Nerlens Noel,6500,Phi@NO 08:00PM ET,29.005,Phi
C,Marcin Gortat,6400,Det@Was 07:00PM ET,32.150,Was
SG,Victor Oladipo,6400,Dal@Orl 07:00PM ET,29.615,Orl
PG,Archie Goodwin,6400,Hou@Pho 09:30PM ET,16.434,Pho
C,Jahlil Okafor,6400,Phi@NO 08:00PM ET,30.686,Phi
PG,Jarrett Jack,6300,NY@Bkn 07:30PM ET,31.078,Bkn
SF,Chandler Parsons,6300,Dal@Orl 07:00PM ET,23.564,Dal
SG,Rodney Hood,6300,Bos@Uta 10:30PM ET,25.220,Uta
SG,Andrew Wiggins,6300,Min@Mem 08:00PM ET,30.146,Min
SG,Devin Booker,6300,Hou@Pho 09:30PM ET,17.229,Pho
PG,Ricky Rubio,6200,Min@Mem 08:00PM ET,32.094,Min
SF,Trevor Ariza,6100,Hou@Pho 09:30PM ET,25.750,Hou
