Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Stephen Curry,10700,GS@Atl 08:00PM ET,52.024,GS
SF,LeBron James,9700,Det@Cle 07:00PM ET,47.514,Cle
PG,Chris Paul,9600,Pho@LAC 10:30PM ET,43.215,LAC
PF,Draymond Green,8900,GS@Atl 08:00PM ET,42.547,GS
SF,Carmelo Anthony,8600,Tor@NY 07:30PM ET,39.716,NY
PF,Blake Griffin,8500,Pho@LAC 10:30PM ET,43.567,LAC
C,Karl-Anthony Towns,8500,Bos@Min 08:00PM ET,37.018,Min
SF,Paul George,8400,Ind@Mia 07:30PM ET,42.523,Ind
PG,Kyle Lowry,8300,Tor@NY 07:30PM ET,42.217,Tor
SG,Eric Bledsoe,8300,Pho@LAC 10:30PM ET,39.056,Pho
PF,Paul Millsap,8100,GS@Atl 08:00PM ET,39.786,Atl
C,Andre Drummond,8000,Det@Cle 07:00PM ET,43.273,Det
PG,Kyrie Irving,7900,Det@Cle 07:00PM ET,31.333,Cle
PG,Isaiah Thomas,7800,Bos@Min 08:00PM ET,37.522,Bos
SG,Klay Thompson,7700,GS@Atl 08:00PM ET,32.774,GS
C,DeAndre Jordan,7600,Pho@LAC 10:30PM ET,37.642,LAC
SG,DeMar DeRozan,7500,Tor@NY 07:30PM ET,36.925,Tor
C,Hassan Whiteside,7400,Ind@Mia 07:30PM ET,35.625,Mia
PF,Kevin Love,7300,Det@Cle 07:00PM ET,36.029,Cle
SG,Khris Middleton,7200,LAL@Mil 08:00PM ET,31.710,Mil
PG,Brandon Knight,7200,Pho@LAC 10:30PM ET,34.756,Pho
SG,Dwyane Wade,7100,Ind@Mia 07:30PM ET,32.720,Mia
C,Greg Monroe,7100,LAL@Mil 08:00PM ET,35.708,Mil
SF,Giannis Antetokounmpo,7100,LAL@Mil 08:00PM ET,32.792,Mil
PF,Kristaps Porzingis,7000,Tor@NY 07:30PM ET,30.746,NY
PF,Chris Bosh,6800,Ind@Mia 07:30PM ET,34.972,Mia
PF,Gorgui Dieng,6700,Bos@Min 08:00PM ET,24.071,Min
