Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PF,DeMarcus Cousins,11300,Sac@Bkn 07:30PM ET,50.813,Sac
PG,John Wall,9700,Phi@Was 07:00PM ET,45.138,Was
SF,LeBron James,9600,Bos@Cle 07:30PM ET,47.048,Cle
PG,Chris Paul,9500,LAC@Orl 07:00PM ET,42.398,LAC
C,Pau Gasol,8700,Chi@Den 09:00PM ET,40.429,Chi
PF,Blake Griffin,8600,LAC@Orl 07:00PM ET,43.567,LAC
SG,Jimmy Butler,8600,Chi@Den 09:00PM ET,39.835,Chi
SF,Carmelo Anthony,8500,Mem@NY 07:30PM ET,38.815,NY
SF,Paul George,8400,Ind@Atl 07:00PM ET,42.194,Ind
PG,Kemba Walker,8300,Mia@Cha 07:00PM ET,37.589,Cha
PG,Rajon Rondo,8200,Sac@Bkn 07:30PM ET,40.590,Sac
PF,Paul Millsap,8000,Ind@Atl 07:00PM ET,39.500,Atl
C,DeAndre Jordan,7900,LAC@Orl 07:00PM ET,36.691,LAC
PF,Kevin Love,7800,Bos@Cle 07:30PM ET,36.813,Cle
SF,Kawhi Leonard,7800,SA@Dal 09:30PM ET,37.787,SA
C,Brook Lopez,7700,Sac@Bkn 07:30PM ET,38.030,Bkn
C,Marc Gasol,7600,Mem@NY 07:30PM ET,35.347,Mem
PG,Isaiah Thomas,7500,Bos@Cle 07:30PM ET,37.270,Bos
PF,Chris Bosh,7400,Mia@Cha 07:00PM ET,35.410,Mia
SF,Gordon Hayward,7400,Mil@Uta 09:00PM ET,34.380,Uta
C,Hassan Whiteside,7400,Mia@Cha 07:00PM ET,35.357,Mia
C,Nikola Vucevic,7300,LAC@Orl 07:00PM ET,35.667,Orl
SG,Dwyane Wade,7200,Mia@Cha 07:00PM ET,32.904,Mia
PF,LaMarcus Aldridge,7100,SA@Dal 09:30PM ET,31.544,SA
PG,Ish Smith,7100,Phi@Was 07:00PM ET,27.911,Phi
SF,Giannis Antetokounmpo,7100,Mil@Uta 09:00PM ET,32.469,Mil
SF,Rudy Gay,7000,Sac@Bkn 07:30PM ET,32.511,Sac
PF,Derrick Favors,7000,Mil@Uta 09:00PM ET,34.065,Uta
SF,Danilo Gallinari,6900,Chi@Den 09:00PM ET,32.455,Den
SG,Khris Middleton,6900,Mil@Uta 09:00PM ET,31.000,Mil
SG,Victor Oladipo,6900,LAC@Orl 07:00PM ET,29.778,Orl
C,Marcin Gortat,6800,Phi@Was 07:00PM ET,31.860,Was
C,Greg Monroe,6800,Mil@Uta 09:00PM ET,35.638,Mil
PG,Kyrie Irving,6800,Bos@Cle 07:30PM ET,28.693,Cle
SG,Monta Ellis,6700,Ind@Atl 07:00PM ET,29.240,Ind
C,Rudy Gobert,6700,Mil@Uta 09:00PM ET,31.339,Uta
PF,Kristaps Porzingis,6700,Mem@NY 07:30PM ET,30.745,NY
