First Name,Last Name,Team,VS,Pos,FPPG,Sal
O.J.,Mayo,MIL,HOU @ MIL,SG,17.69,3600
Khris,Middleton,MIL,HOU @ MIL,SG,32.16,5200
Giannis,Antetokounmpo,MIL,HOU @ MIL,SF,33.03,5400
John,Henson,MIL,HOU @ MIL,C,17.71,3650
Corey,Brewer,HOU,HOU @ MIL,SF,15.09,3800
Ty,Lawson,HOU,HOU @ MIL,PG,12.06,3800
Jerryd,Bayless,MIL,HOU @ MIL,PG,17.09,3900
Terrence,Jones,HOU,HOU @ MIL,PF,16.03,3900
Donatas,Motiejunas,HOU,HOU @ MIL,PF,8.68,3500
Patrick,Beverley,HOU,HOU @ MIL,PG,21.23,4100
James,Harden,HOU,HOU @ MIL,SG,45.85,7750
Dwight,Howard,HOU,HOU @ MIL,C,34.44,5750
Miles,Plumlee,MIL,HOU @ MIL,C,11.68,3600
Greivis,Vasquez,MIL,HOU @ MIL,PG,3.25,3300
Jabari,Parker,MIL,HOU @ MIL,PF,23.76,4800
Clint,Capela,HOU,HOU @ MIL,C,19.32,4000
Tyler,Ennis,MIL,HOU @ MIL,PG,4.06,3000
K.J.,McDaniels,HOU,HOU @ MIL,SG,2.64,3000
Johnny,O'Bryant,MIL,HOU @ MIL,PF,6.71,3000
Damien,Inglis,MIL,HOU @ MIL,SF,0.08,3000
Rashad,Vaughn,MIL,HOU @ MIL,SG,5.53,3000
Sam,Dekker,HOU,HOU @ MIL,SF,0.00,3000
Montrezl,Harrell,HOU,HOU @ MIL,PF,6.31,3000
James,Ennis,MEM,MEM @ DEN,SF,4.31,3300
Chris,Andersen,MEM,MEM @ DEN,C,7.47,3000
Mario,Chalmers,MEM,MEM @ DEN,PG,20.66,3900
Jameer,Nelson,DEN,MEM @ DEN,PG,21.60,3900
D.J.,Augustin,DEN,MEM @ DEN,PG,8.39,3500
Lance,Stephenson,MEM,MEM @ DEN,SF,11.24,3600
Will,Barton,DEN,MEM @ DEN,SG,28.71,4700
Danilo,Gallinari,DEN,MEM @ DEN,SF,30.74,5350
Kenneth,Faried,DEN,MEM @ DEN,PF,26.76,4800
Darrell,Arthur,DEN,MEM @ DEN,PF,16.64,3700
Wilson,Chandler,DEN,MEM @ DEN,SF,22.000
Joffrey,Lauvergne,DEN,MEM @ DEN,C,15.37,3500
Mike,Miller,DEN,MEM @ DEN,SF,3.64,3000
Mike,Conley,MEM,MEM @ DEN,PG,29.61,5300
Zach,Randolph,MEM,MEM @ DEN,PF,26.63,5300
Tony,Allen,MEM,MEM @ DEN,SG,16.93,3850
Brandan,Wright,MEM,MEM @ DEN,PF,15.15,3400
Vince,Carter,MEM,MEM @ DEN,SG,9.73,3800
Matt,Barnes,MEM,MEM @ DEN,SF,21.94,4600
P.J.,Hairston,MEM,MEM @ DEN,SG,11.98,3500
Gary,Harris,DEN,MEM @ DEN,SG,20.16,4150
Jusuf,Nurkic,DEN,MEM @ DEN,C,15.20,3800
Jordan,Adams,MEM,MEM @ DEN,SG,12.00,3000
Nikola,Jokic,DEN,MEM @ DEN,C,23.79,4600
JaKarr,Sampson,DEN,MEM @ DEN,SF,8.47,3400
JaMychal,Green,MEM,MEM @ DEN,PF,10.97,3700
Emmanuel,Mudiay,DEN,MEM @ DEN,PG,22.52,4750
Jarell,Martin,MEM,MEM @ DEN,PF,0.67,3000
James,Anderson,SAC,OKC @ SAC,SG,5.00,3000
Rajon,Rondo,SAC,OKC @ SAC,PG,38.14,5950
Rudy,Gay,SAC,OKC @ SAC,SF,31.39,5450
Quincy,Acy,SAC,OKC @ SAC,PF,10.06,3200
Dion,Waiters,OKC,OKC @ SAC,SG,15.71,3950
Kyle,Singler,OKC,OKC @ SAC,SF,7.18,3500
Caron,Butler,SAC,OKC @ SAC,SF,5.00,3000
Enes,Kanter,OKC,OKC @ SAC,C,21.26,4550
Serge,Ibaka,OKC,OKC @ SAC,PF,26.03,4700
Kevin,Durant,OKC,OKC @ SAC,SF,46.68,7400
Andre,Roberson,OKC,OKC @ SAC,SG,12.86,3800
Russell,Westbrook,OKC,OKC @ SAC,PG,49.64,7850
Steven,Adams,OKC,OKC @ SAC,C,18.87,3800
Nick,Collison,OKC,OKC @ SAC,PF,5.70,3350
Randy,Foye,OKC,OKC @ SAC,SG,12.78,3400
Kosta,Koufos,SAC,OKC @ SAC,C,13.20,3600
Omri,Casspi,SAC,OKC @ SAC,SF,23.20,4450
Anthony,Morrow,OKC,OKC @ SAC,SG,7.68,3400
Marco,Belinelli,SAC,OKC @ SAC,SG,14.13,4200
Seth,Curry,SAC,OKC @ SAC,PG,6.83,3000
Darren,Collison,SAC,OKC @ SAC,PG,22.71,4100
Ben,McLemore,SAC,OKC @ SAC,SG,12.45,3700
DeMarcus,Cousins,SAC,OKC @ SAC,C,47.73,7900
Mitch,McGary,OKC,OKC @ SAC,PF,2.28,3300
Josh,Huestis,OKC,OKC @ SAC,SF,0.00,3000
Eric,Moreland,SAC,OKC @ SAC,PF,2.50,3000
Cameron,Payne,OKC,OKC @ SAC,PG,13.42,3500
Willie,Cauley-Stein,SAC,OKC @ SAC,C,18.71,4200
Duje,Dukan,SAC,OKC @ SAC,PF,0.00,3000
Pablo,Prigioni,LAC,BKN @ LAC,PG,9.32,3000
Thaddeus,Young,BKN,BKN @ LAC,PF,31.08,5250
Paul,Pierce,LAC,BKN @ LAC,SF,11.94,3700
Brook,Lopez,BKN,BKN @ LAC,C,35.66,6000
Jeff,Green,LAC,BKN @ LAC,SF,22.68,4500
Sergey,Karasev,BKN,BKN @ LAC,SG,3.03,3000
Donald,Sloan,BKN,BKN @ LAC,PG,18.55,4200
Thomas,Robinson,BKN,BKN @ LAC,PF,10.79,3400
Willie,Reed,BKN,BKN @ LAC,PF,8.98,3000
Austin,Rivers,LAC,BKN @ LAC,SG,12.55,3650
Wayne,Ellington,BKN,BKN @ LAC,SG,14.86,3800
Shane,Larkin,BKN,BKN @ LAC,PG,16.86,3700
Wesley,Johnson,LAC,BKN @ LAC,SF,17.27,3800
DeAndre,Jordan,LAC,BKN @ LAC,C,36.35,6200
Jamal,Crawford,LAC,BKN @ LAC,SG,19.64,4450
Chris,Paul,LAC,BKN @ LAC,PG,43.04,6700
J.J.,Redick,LAC,BKN @ LAC,SG,21.89,4450
Luc,Mbah a Moute,LAC,BKN @ LAC,PF,8.35,3400
Cole,Aldrich,LAC,BKN @ LAC,C,16.35,3700
C.J.,Wilcox,LAC,BKN @ LAC,SG,3.10,3000
Markel,Brown,BKN,BKN @ LAC,SG,8.52,3200
Bojan,Bogdanovic,BKN,BKN @ LAC,SF,14.61,3900
Rondae,Hollis-Jefferson,BKN,BKN @ LAC,SG,13.00,3800
Chris,McCullough,BKN,BKN @ LAC,PF,5.65,3000
Branden,Dawson,LAC,BKN @ LAC,SF,2.58,3000
Alex,Stepheson,LAC,BKN @ LAC,PF,5.25,3000
Sean,Kilpatrick,BKN,BKN @ LAC,SG,4.88,3000
