Player ID,Position,Player Name,Team,Opponent,Salary,PPG
513607,PG,Avery Bradley,Celtics,Magic,10750,24.6
513607,SG,Avery Bradley,Celtics,Magic,10750,24.6
503807,PF,Jonas Jerebko,Celtics,Magic,5000,9.1
503807,SF,Jonas Jerebko,Celtics,Magic,5000,9.1
65840,C,David Lee,Celtics,Magic,7350,15.3
65840,PF,David Lee,Celtics,Magic,7350,15.3
398068,SG,Evan Turner,Celtics,Magic,9900,21.3
398068,SF,Evan Turner,Celtics,Magic,9900,21.3
457605,PG,Isaiah Thomas,Celtics,Magic,13900,36.0
292407,C,Amir Johnson,Celtics,Magic,8850,21.5
292407,PF,Amir Johnson,Celtics,Magic,8850,21.5
462461,C,Tyler Zeller,Celtics,Magic,5000,7.5
462461,PF,Tyler Zeller,Celtics,Magic,5000,7.5
552403,C,Jared Sullinger,Celtics,Magic,10800,25.8
552403,PF,Jared Sullinger,Celtics,Magic,10800,25.8
552381,PF,Jae Crowder,Celtics,Magic,10700,28.0
552381,SF,Jae Crowder,Celtics,Magic,10700,28.0
514882,C,Kelly Olynyk,Celtics,Magic,8500,20.7
697132,PG,Marcus Smart,Celtics,Magic,9450,22.0
786406,SG,James Young,Celtics,Magic,5000,3.9
786293,PG,Terry Rozier,Celtics,Magic,5000,3.2
691716,SG,R.J. Hunter,Celtics,Magic,5000,6.3
745825,PF,Jordan Mickey,Celtics,Magic,5000,4.7
263884,PF,Marvin Williams,Hornets,Trail Blazers,9400,23.6
263884,SF,Marvin Williams,Hornets,Trail Blazers,9400,23.6
462980,PG,Kemba Walker,Hornets,Trail Blazers,15400,36.3
340730,PG,Jeremy Lin,Hornets,Trail Blazers,9350,22.4
340730,SG,Jeremy Lin,Hornets,Trail Blazers,9350,22.4
295923,C,Tyler Hansbrough,Hornets,Trail Blazers,5000,5.8
295923,PF,Tyler Hansbrough,Hornets,Trail Blazers,5000,5.8
329824,C,Spencer Hawes,Hornets,Trail Blazers,7700,15.0
329824,PF,Spencer Hawes,Hornets,Trail Blazers,7700,15.0
456451,SG,Nicolas Batum,Hornets,Trail Blazers,12400,32.5
456451,SF,Nicolas Batum,Hornets,Trail Blazers,12400,32.5
253995,C,Al Jefferson,Hornets,Trail Blazers,9900,24.4
253995,PF,Al Jefferson,Hornets,Trail Blazers,9900,24.4
603095,SF,Michael Kidd-Gilchrist,Hornets,Trail Blazers,5000,0.0
552980,SG,Jeremy Lamb,Hornets,Trail Blazers,6850,20.0
552980,SF,Jeremy Lamb,Hornets,Trail Blazers,6850,20.0
263565,PG,Brian Roberts,Hornets,Trail Blazers,5000,7.3
263565,SG,Brian Roberts,Hornets,Trail Blazers,5000,7.3
