Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
14766-9524,PG,Stephen,Curry,47.25192307692308,52,10600,GS@ATL,GS,ATL,,,,
14766-9488,SF,LeBron,James,44.65094339622642,53,10100,DET@CLE,CLE,DET,,,,
14766-9623,PG,Chris,Paul,40.16,50,9900,PHO@LAC,LAC,PHO,GTD,Thigh,,
14766-9508,SF,Carmelo,Anthony,37.684,50,9300,TOR@NY,NY,TOR,,,,
14766-58462,C,Karl-Anthony,Towns,34.473214285714285,56,9000,BOS@MIN,MIN,BOS,,,,
14766-9535,PG,Kyle,Lowry,38.803703703703704,54,8800,TOR@NY,TOR,NY,,,,
14766-9561,C,DeAndre,Jordan,35.37358490566038,53,8800,PHO@LAC,LAC,PHO,,,,
14766-12341,SF,Paul,George,38.516363636363636,55,8700,IND@MIA,IND,MIA,,,,
14766-15860,PF,Draymond,Green,38.681132075471695,53,8400,GS@ATL,GS,ATL,,,,
14766-15557,C,Andre,Drummond,40.362500000000004,56,8400,DET@CLE,DET,CLE,,,,
14766-9714,SG,DeMar,DeRozan,35.03703703703704,54,8200,TOR@NY,TOR,NY,,,,
14766-9729,PF,Paul,Millsap,37.16428571428571,56,8100,GS@ATL,ATL,GS,,,,
14766-14559,PG,Isaiah,Thomas,35.09649122807018,57,8100,BOS@MIN,BOS,MIN,,,,
14766-12363,C,Hassan,Whiteside,33.23695652173913,46,7900,IND@MIA,MIA,IND,,,,
14766-12337,C,Greg,Monroe,33.577777777777776,54,7900,LAL@MIL,MIL,LAL,,,,
14766-14498,PG,Kyrie,Irving,28.63214285714286,28,7700,DET@CLE,CLE,DET,GTD,Illness,,
14766-16261,SG,Khris,Middleton,29.457142857142856,56,7600,LAL@MIL,MIL,LAL,,,,
14766-9585,SG,Dwyane,Wade,31.098000000000003,50,7500,IND@MIA,MIA,IND,GTD,Knee,,
14766-40199,SF,Giannis,Antetokounmpo,30.74259259259259,54,7500,LAL@MIL,MIL,LAL,,,,
14766-9874,PF,Kevin,Love,33.16226415094339,53,7200,DET@CLE,CLE,DET,,,,
14766-9453,C,Al,Horford,31.450877192982457,57,7200,GS@ATL,ATL,GS,,,,
14766-14509,SG,Klay,Thompson,30.04615384615385,52,7100,GS@ATL,GS,ATL,,,,
14766-9718,PF,Chris,Bosh,32.679245283018865,53,7000,IND@MIA,MIA,IND,O,Calf,,
14766-14496,PG,Ricky,Rubio,30.19,50,6800,BOS@MIN,MIN,BOS,,,,
14766-49116,SG,Andrew,Wiggins,28.76181818181818,55,6700,BOS@MIN,MIN,BOS,,,,
14766-14503,C,Jonas,Valanciunas,26.98378378378378,37,6700,TOR@NY,TOR,NY,,,,
14766-9566,SG,Kobe,Bryant,27.378723404255318,47,6600,LAL@MIL,LAL,MIL,,,,
