Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,,
9642,PG,Russell,Westbrook,49.2,38,10900,OKC@MIN,OKC,MIN,,,,
15755,PF,Anthony,Davis,43.5,32,10400,NO@LAL,NO,LAL,GTD,Back,,
9488,SF,LeBron,James,44.7,34,10200,CLE@DAL,CLE,DAL,,,,
9646,SF,Kevin,Durant,43.8,31,10000,OKC@MIN,OKC,MIN,,,,
9644,SG,James,Harden,45.4,38,10000,HOU@MEM,HOU,MEM,,,,
9508,SF,Carmelo,Anthony,37.2,37,9000,BOS@NY,NY,BOS,,,,
12341,SF,Paul,George,39.6,37,9000,PHO@IND,IND,PHO,,,,
15557,C,Andre,Drummond,42.5,37,9000,SA@DET,DET,SA,,,,
14528,SG,Jimmy,Butler,37.3,36,8700,CHI@MIL,CHI,MIL,,,,
9570,PF,Pau,Gasol,37.6,35,8700,CHI@MIL,CHI,MIL,,,,
14559,PG,Isaiah,Thomas,34.8,37,8300,BOS@NY,BOS,NY,,,,
14513,SF,Kawhi,Leonard,37.4,37,8300,SA@DET,SA,DET,,,,
9660,C,Dwight,Howard,33.4,31,8200,HOU@MEM,HOU,MEM,,,,
9692,PG,Tyreke,Evans,35,18,7800,NO@LAL,NO,LAL,,,,
12337,C,Greg,Monroe,32.8,37,7600,CHI@MIL,MIL,CHI,,,,
14496,PG,Ricky,Rubio,31.1,32,7600,OKC@MIN,MIN,OKC,,,,
14498,PG,Kyrie,Irving,24.9,9,7600,CLE@DAL,CLE,DAL,,,,
9874,PF,Kevin,Love,33.9,35,7400,CLE@DAL,CLE,DAL,,,,
14523,PG,Reggie,Jackson,33.3,37,7400,SA@DET,DET,SA,,,,
58462,C,Karl-Anthony,Towns,31.7,38,7400,OKC@MIN,MIN,OKC,,,,
9581,C,Marc,Gasol,31.9,39,7300,HOU@MEM,MEM,HOU,,,,
9500,PF,Dirk,Nowitzki,30.2,36,7100,CLE@DAL,DAL,CLE,,,,
9688,PF,LaMarcus,Aldridge,30,36,7100,SA@DET,SA,DET,,,,
9566,SG,Kobe,Bryant,27.8,31,7000,NO@LAL,LAL,NO,GTD,Achilles,,
16201,PG,Michael,Carter-Williams,28,34,6900,CHI@MIL,MIL,CHI,,,,
14506,PG,Brandon,Knight,32.2,39,6800,PHO@IND,PHO,IND,,,,
9579,PF,Zach,Randolph,26.8,34,6800,HOU@MEM,MEM,HOU,,,,
40199,SG,Giannis,Antetokounmpo,28.8,37,6800,CHI@MIL,MIL,CHI,,,,
16261,SF,Khris,Middleton,27.3,39,6700,CHI@MIL,MIL,CHI,,,,
9454,C,Zaza,Pachulia,27.4,37,6700,CLE@DAL,DAL,CLE,,,,
49116,SF,Andrew,Wiggins,28.2,37,6500,OKC@MIN,MIN,OKC,,,,
9575,PG,Mike,Conley,28.9,36,6500,HOU@MEM,MEM,HOU,GTD,Achilles,,
63122,PF,Kristaps,Porzingis,28.3,39,6300,BOS@NY,NY,BOS,,,,
15800,SF,Jae,Crowder,26.1,37,6300,BOS@NY,BOS,NY,,,,
9475,PG,Derrick,Rose,25.3,31,6300,CHI@MIL,CHI,MIL,,,,
9526,SG,Monta,Ellis,26.1,37,6300,PHO@IND,IND,PHO,,,,
9663,PG,Jrue,Holiday,24,30,6200,NO@LAL,NO,LAL,,,,
