Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,11000,GS@OKC 08:30PM ET,53.858,OKC
PG,Stephen Curry,10700,GS@OKC 08:30PM ET,52.895,GS
SG,James Harden,10200,SA@Hou 08:00PM ET,51.194,Hou
SF,Kevin Durant,10100,GS@OKC 08:30PM ET,49.147,OKC
PF,Anthony Davis,10000,Min@NO 07:00PM ET,46.799,NO
PG,Damian Lillard,9600,Por@Chi 08:00PM ET,44.250,Por
C,Karl-Anthony Towns,8600,Min@NO 07:00PM ET,37.116,Min
C,Pau Gasol,8500,Por@Chi 08:00PM ET,41.074,Chi
SG,Jimmy Butler,8500,Por@Chi 08:00PM ET,39.682,Chi
PF,Draymond Green,8400,GS@OKC 08:30PM ET,42.192,GS
SG,Eric Bledsoe,8300,Mem@Pho 09:30PM ET,39.056,Pho
C,Andre Drummond,8200,Det@Mil 08:30PM ET,43.297,Det
C,Hassan Whiteside,7900,Mia@Bos 03:00PM ET,36.219,Mia
SF,Giannis Antetokounmpo,7800,Det@Mil 08:30PM ET,33.728,Mil
PG,Jrue Holiday,7700,Min@NO 07:00PM ET,30.578,NO
SF,Kawhi Leonard,7600,SA@Hou 08:00PM ET,38.274,SA
C,Brook Lopez,7500,Bkn@Uta 09:30PM ET,38.155,Bkn
PF,Derrick Favors,7500,Bkn@Uta 09:30PM ET,34.844,Uta
SG,C.J. McCollum,7500,Por@Chi 08:00PM ET,35.036,Por
PG,Isaiah Thomas,7400,Mia@Bos 03:00PM ET,37.767,Bos
PG,Mike Conley,7300,Mem@Pho 09:30PM ET,31.181,Mem
PG,Derrick Rose,7300,Por@Chi 08:00PM ET,28.979,Chi
SG,Klay Thompson,7300,GS@OKC 08:30PM ET,32.864,GS
C,Dwight Howard,7200,SA@Hou 08:00PM ET,36.580,Hou
C,Greg Monroe,7200,Det@Mil 08:30PM ET,35.701,Mil
SG,Khris Middleton,7100,Det@Mil 08:30PM ET,31.905,Mil
PF,Zach Randolph,7000,Mem@Pho 09:30PM ET,28.120,Mem
SG,Dwyane Wade,7000,Mia@Bos 03:00PM ET,32.933,Mia
