Player_ID,Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_FD_std,PROJ_DK_std,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_FLOOR_MIN,PROJ_FLOOR_FD,PROJ_FLOOR_DK,PROJ_CEIL_MIN,PROJ_CEIL_FD,PROJ_CEIL_DK,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,FD_VALUE,ADJ%,ADJ,Status
201566.0,14397-9642,PG,Russell,Westbrook,49.2,38,10900,DAL@OKC,OKC,DAL,,,"Westbrook, Russell",9.7698124525,0.274272618949,4.61272104715,8.46619862748,1.71460510766,5.85394602878,2.17531697533,4.18960812391,7.56855113644,8.58111750301,1.50516666731,19.0293012136,7.13098694161,34.2857142857,25.7983886149,0.739045942679,0.117783280341,50.2449397221,54.9326734295,1.60164803678,1.60950148883,48.9467399326,53.3064623477,27.0,39.6536462627,42.7360510701,40.0,58.5518365529,64.7376734716,0.0,0.1,0.15,0.4,0.4,0.25,4.60962749744,0.0265227018431,0.0378641605249,-
201939.0,14397-9524,PG,Stephen,Curry,46.4,36,10700,GSW@DEN,GSW,DEN,,,"Curry, Stephen",6.54385741306,0.125747233997,8.18317395793,4.4388174025,0.519697664734,4.07339346411,1.40136104047,2.50781963112,4.59309112884,7.92729484009,3.97306299917,14.9721258623,3.99068757221,29.7857142857,23.8183402516,0.144343370202,0.00242228623077,39.6922326436,43.3861104292,1.75483279827,1.93148289847,40.3153368618,44.1169763594,28.0,37.4439901146,40.8926419368,39.0,51.2931640932,56.4426642742,0.2,0.2,0.2,0.2,0.2,0.3,3.70955445267,-0.0154557611741,-0.0209195660783,-
202326.0,14397-12362,C,DeMarcus,Cousins,44.6,29,10600,NOP@SAC,SAC,NOP,,,"Cousins, DeMarcus",2.28583415234,1.51623592608,2.96279152696,8.15506909116,2.10272307663,8.12768040473,1.14855975486,2.2579382966,10.2304034814,8.1912441117,0.809873632583,18.4402022684,6.25108792273,31.8571428571,23.4434497787,0.566817980667,8.04261497097e-05,42.2203382501,45.1162326382,1.72025088067,1.71319269065,43.1204706985,46.736995437,25.0,33.3673353761,35.3557248204,40.0,52.733279163,56.5514280093,0.0,0.2,0.25,0.4,0.2,0.1,3.98305077831,-0.0208748289109,-0.028255278649,-
203076.0,14397-15755,PF,Anthony,Davis,43.5,32,10400,NOP@SAC,NOP,SAC,O,Back,"Davis, Anthony",1.79251108055,3.73597442003,1.59377311065,7.34250040362,2.02684796524,7.8660388098,1.57091147828,1.96459254723,9.89288677505,8.83488854765,0.532335140984,17.8674966169,5.55775473528,36.2857142857,23.7598669716,0.531204833834,0.00273548319745,46.9692769719,49.5173988551,1.53223082592,1.50055951637,44.47089737,47.2882377203,20.0,27.2783635843,28.4398278212,43.0,55.0874605615,58.2350049113,0.4,0.2,0.3,0.2,0.2,0.3,4.51627663191,0.0561801031596,0.0688529811533,O - Back
201142.0,14397-9646,SF,Kevin,Durant,43.8,31,10000,DAL@OKC,OKC,DAL,,,"Durant, Kevin",5.37796155381,0.452315242775,6.59276831131,6.04791340663,0.587709613341,7.10445763906,0.885712008518,3.37174860082,7.6921672524,9.70033767288,2.75337903896,18.5531769631,5.4041903347,38.2857142857,27.5582447194,0.293049209864,0.0117054032432,44.1600936548,48.0819558618,1.41296698166,1.45589206992,46.4727226673,50.1802449372,29.0,34.2497783444,37.0270020616,41.0,47.0569550532,51.3598812676,0.0,0.1,0.15,0.4,0.3,0.3,4.41600936548,-0.0497631487846,-0.0604044891329,-
201935.0,14397-9644,SG,James,Harden,45.4,38,10000,MIN@HOU,HOU,MIN,,,"Harden, James",6.28854695799,0.864384988812,7.85957003995,9.43536341525,0.915693119522,4.45400449489,1.60746719832,4.06181471479,5.36969761441,7.72666317127,2.84995839227,18.4728246056,7.93812926676,35.2142857143,26.2414140016,0.149798830901,0.00488578642784,42.9997612353,46.9634882752,1.47692763985,1.56962585141,42.2234135889,46.1466795348,33.0,40.4132917246,44.0870354203,43.0,52.094121773,57.2005220165,0.4,0.2,0.15,0.0,0.0,0.15,4.29997612353,0.0183866622908,0.0220463834685,-
203110.0,14397-15860,PF,Draymond,Green,40.3,38,9900,GSW@DEN,GSW,DEN,GTD,Rest,"Green, Draymond",0.0,0.0,0.09342219,0.33382366,0.06839985,0.21776008,0.0,0.22136158,0.28615993,0.0,0.05096426,0.0,0.138057,0.0,0.18902126,0.0,0.0,0.311051596,0.4615225125,1.14481158321,1.1911605096,0.0,0.0,29.0,36.6078093748,39.0700145651,40.0,50.5703667971,55.3928011552,0.2,0.2,0.2,0.2,0.4,0.3,0.0314193531313,inf,inf,GTD - Rest
202322.0,14397-12332,PG,John,Wall,40.4,36,9900,MIL@WAS,WAS,MIL,,,"Wall, John",9.08339422992,0.779760351792,4.3065249152,4.94563129915,0.469639571348,3.57976795361,2.05595564474,4.98065630065,4.04940752496,6.68987867108,1.49568377665,15.560590601,3.77365457228,37.1428571429,18.6490956911,0.416728336984,0.00361796862578,37.8242517583,41.9008385846,0.886387256369,0.899610227101,41.9083116854,45.986510455,28.0,28.8030314671,31.6490152976,40.0,40.6433830994,45.1253638673,0.4,0.2,0.15,0.0,0.1,0.25,3.82063149074,-0.0974522657405,-0.109955459576,-
101108.0,14397-9623,PG,Chris,Paul,38.2,33,9600,MIA@LAC,LAC,MIA,,,"Paul, Chris",9.02812636342,0.109009765209,3.40530533503,4.09603004234,0.498616834516,2.7465023412,1.95684052348,2.34260888538,3.24511917571,5.87330325966,1.25730464178,12.4479733951,3.55885872672,31.4285714286,16.5627698878,0.389257613527,0.000769577204462,35.7881941358,38.3366020101,1.28186579352,1.29682842918,37.108837357,39.8419604365,27.0,30.7768378076,32.8232494664,38.0,43.2244003003,46.5237471066,0.0,0.0,0.2,0.4,0.3,0.2,3.72793688915,-0.0355883750401,-0.0420204661279,-
203081.0,14397-20848,PG,Damian,Lillard,39.8,33,9100,UTA@POR,POR,UTA,,,"Lillard, Damian",6.02736581747,0.231869363686,7.32746861212,5.3419219126,0.538433938019,3.58268727028,1.09997809946,3.14172756305,4.1211212083,8.06295709775,2.71020540748,19.0288327903,4.6949475016,36.8571428571,23.5310671046,0.0949035185975,0.000839285623793,37.039428644,40.3163243244,0.502195430256,0.538537044471,39.5992985442,43.4302101633,35.0,35.2416715891,38.3353794527,41.0,41.0498097665,44.7559475641,0.2,0.3,0.2,0.4,0.2,0.2,4.07026688395,-0.0646443243773,-0.0694538345016,-
