Player_ID,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_FD_std,PROJ_DK_std,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_FLOOR_MIN,PROJ_FLOOR_FD,PROJ_FLOOR_DK,PROJ_CEIL_MIN,PROJ_CEIL_FD,PROJ_CEIL_DK,PROJ_HIST_FD_Skew,PROJ_HIST_FD_Kurt,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_HIST_DK_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,FD_VALUE,ADJ%,ADJ,Status
708.0,PF,Kevin,Garnett,12.2,37,3500,MIN@DAL,MIN,DAL,,,"Garnett, Kevin",1.27307393775,0.319900970723,0.113981405785,0.997355648067,0.719757889426,3.32192041912,0.49475818745,0.409989327263,4.04167830854,1.22323999013,0.0761682774965,3.3384360886,0.507736522661,11.1428571429,3.03038478041,0.000226415495377,2.20606469365e-10,11.0093386464,11.4548409881,5.36787763705,5.04555900351,9.49798420243,9.85001729503,10.0,10.1324389015,10.5415247333,21.0,18.5725989458,19.3614110434,0.4609507066,0.47911272652,4.13223871835,5.4234492334,5.5388732666,1.0,0.6,0.55,0.0,0.0,0.05,3.14552532753,0.159123705801,0.135634373173,-
977.0,SG,Kobe,Bryant,26.5,35,6100,SAC@LAL,LAL,SAC,,,"Bryant, Kobe",2.65211006766,0.0707156738408,5.32826364449,3.10946761963,0.597436504758,2.34735863481,0.743004206813,1.72319721466,2.94479513957,4.39134190251,1.3467135657,12.2474474237,2.25935055333,20.0,12.388747924,0.00106808225423,3.21072449731e-07,17.8244187657,21.4887079734,7.71977510229,7.62231290278,18.5701314667,20.0851400104,24.0,23.3601099114,25.4045411106,35.0,33.1369103837,36.2112670262,0.276294060901,0.0613503618037,5.02982700139,9.24398328053,9.53580162362,0.6,0.4,0.3,0.2,0.2,0.4,2.92203586323,-0.0401565655239,-0.0372856350515,-
1717.0,PF,Dirk,Nowitzki,30.2,40,7100,MIN@DAL,DAL,MIN,,,"Nowitzki, Dirk",0.14998474,0.09317219,0.20528879,0.54417653,0.0,0.4284349,0.0,0.27709818,0.4284349,0.21499428,0.15012067,1.06981888,0.29235343,0.0,0.87246266,0.0,0.0,1.52080785,1.75583902,6.82551679636,7.23582511032,0.0,0.0,26.0,25.0735420361,26.5290661388,37.0,35.2486077815,37.5205818471,-0.174691947396,0.296687668529,4.50526757224,7.1492222098,7.81637980585,0.2,0.2,0.2,0.4,0.2,0.1,0.214198288732,inf,inf,-
1889.0,PG,Andre,Miller,8.1,20,3500,MIN@DAL,MIN,DAL,,,"Miller, Andre",1.09616015843,0.0144152219459,0.46181176704,0.492546475857,0.135564342033,0.53111588667,0.244481479324,0.557413331597,0.666680228702,1.35577605508,0.207020982334,2.03291625359,0.307006233702,6.21428571429,3.22557932619,1.00336287071e-08,2.59393431364e-17,5.63021590923,6.04576709268,11.3567688148,10.335644082,4.67989186347,4.97439173144,3.0,3.18867949394,3.46184958575,23.0,18.3804616335,19.5612155153,1.00587297732,-0.310576244728,8.5648540645,8.48258622154,8.92492239552,1.0,1.0,0.75,0.0,0.0,0.2,1.60863311692,0.203065385586,0.152925708512,-
1891.0,PG,Jason,Terry,10.1,36,3500,DET@HOU,HOU,DET,,,"Terry, Jason",1.63451847414,0.198250451146,3.38162781158,0.408078155506,0.170609721417,0.923443375716,0.7591081412,0.835373166656,1.09405309713,2.22004784706,1.31575232537,5.12004407958,0.283427775849,19.4285714286,6.03927579534,2.18023437909e-06,5.51349316834e-13,10.8832612411,12.0135299124,9.36695179101,9.74490725903,11.5597237795,12.7636295783,6.0,3.81015531912,4.19448229716,29.0,16.5068947778,18.1822883746,0.453362782391,-0.154281657492,7.43650370144,6.33860933123,6.89360757491,0.8,0.7,0.65,0.0,0.1,0.15,3.10950321176,-0.0585189189018,-0.0348179247697,-
1897.0,SF,Metta,World Peace,11.1,19,3500,SAC@LAL,LAL,SAC,,,"World Peace, Metta",0.930588999675,0.419668217536,2.73909728128,0.973939226466,0.682948269279,1.77336896267,0.750951482194,0.333391199743,2.45631723195,2.04385476676,0.905099932604,5.21453217148,0.74444389393,15.0714285714,5.73725336005,5.12012053738e-05,3.36646590989e-12,12.0885657376,12.8307039672,6.34904728335,6.52573485672,10.0191579499,10.7488073244,12.0,10.0384934872,10.6086142281,27.0,20.050474245,21.4654156299,0.316956782321,-1.29045717993,5.16793985445,5.21369092864,5.59650841443,0.8,0.6,0.578947368421,0.0,0.0,0.157894736842,3.45387592503,0.206545080746,0.137306677861,-
2200.0,PF,Pau,Gasol,38.2,38,9000,GSW@CHI,CHI,GSW,,,"Gasol, Pau",3.50539507765,1.509085202,0.46846027925,3.99281421204,2.67670652781,9.00910507139,0.549402726887,2.22875187733,11.6858115992,7.02405489587,0.188729162501,16.3486391467,3.81191655079,34.0,18.048755505,0.706307766056,0.0023583981441,39.218046021,42.0776139644,8.14599258542,8.31635899536,40.4376551339,43.1960581829,25.0,29.4268790237,31.2299354125,38.0,43.5696757976,46.8253128909,0.582824716916,0.234370690327,5.0266006488,10.1145853309,10.396290645,0.4,0.3,0.2,0.2,0.3,0.25,4.357560669,-0.0301602332995,-0.0358708562625,-
2207.0,SG,Joe,Johnson,21.6,42,5500,CLE@BKN,BKN,CLE,,,"Johnson, Joe",4.55300684795,0.117782581243,3.93678126788,1.83432464707,0.754585644473,2.99567951592,0.604073600005,1.80974535856,3.7502651604,4.52025718031,1.48421428556,11.0328465491,1.4785123379,33.9285714286,12.0032409841,0.017405963556,7.15759278665e-05,22.9670364524,24.8278532056,5.98346608103,6.01602358191,21.6261656357,23.4651631782,28.0,18.787671484,20.3519534485,39.0,26.5421558833,28.684187029,0.392484779145,-0.0873421299253,4.80973654386,8.96961835455,9.08924849222,0.2,0.2,0.35,0.4,0.3,0.2,4.17582480953,0.0620022448398,0.0395204030183,-
2210.0,SF,Richard,Jefferson,9.8,38,3500,CLE@BKN,CLE,BKN,,,"Jefferson, Richard",0.677223692643,0.137565586191,1.82000481516,0.536158252469,0.141280168257,0.756036078646,0.25045269121,0.473197000248,0.897316246903,2.04510954039,0.713517988077,3.66238834212,0.241800053919,12.7857142857,5.04553712278,6.98199762893e-09,1.96896233119e-17,7.44099171258,8.07921502956,9.58667378489,9.71412273554,6.63982064267,7.23071574764,11.0,6.53712501306,7.09313648399,32.0,16.9300398011,18.4431860532,0.289689601394,-0.495550269907,8.42593874961,5.70591829211,6.19385162952,1.0,1.0,0.8,0.0,0.0,0.05,2.12599763217,0.120661552929,0.0626614244624,-
2365.0,C,Chris,Andersen,4.9,7,3500,MIA@WAS,MIA,WAS,O,Knee,"Andersen, Chris",0.35990457,0.15365752,0.20179134,0.47354252,0.155202,1.19384525,0.05587025,0.3628552,1.34904725,0.29829124,0.02135267,0.75726412,0.26962387,0.0,0.88755902,0.0,0.0,3.102472915,3.3620292125,4.38952355244,4.14901279673,0.0,0.0,2.0,4.37618495663,4.69374949328,10.0,9.47103312313,10.0207878583,-0.115043642964,-0.797030008453,3.38765264987,3.4832934607,3.66856011718,1.0,0.8,0.65,0.0,0.1,0.1,0.886420832857,inf,inf,O - Knee
